,489 HK,,7201 JP,,7203 JP,,7267 JP,,7269 JP,,7270 JP,,MSIL IN,,TTMT IN,,6902 JP,,7202 jp,,5108 jp,,volvb ss,,bmw gr,,000270 KS,,dai gr,,f,,005380 KS
10/18/2010,0.2331,10/20/2010,-0.6702,10/20/2010,-1.2987,10/20/2010,-1.5973,10/20/2010,-1.9588,10/20/2010,-2.5641,10/15/2010,-2.4721,10/15/2010,-2.2987,10/20/2010,-1.3028,10/20/2010,-1.9108,10/20/2010,-1.7808,10/14/2010,-1.3362,10/14/2010,-0.06,10/19/2010,0.9211,10/14/2010,-1.5522,10/15/2010,-0.7908,10/19/2010,0.6494
10/19/2010,0.9302,10/21/2010,-1.4845,10/21/2010,0.4155,10/21/2010,-0.372,10/21/2010,-0.9221,10/21/2010,-0.9398,10/18/2010,-1.8006,10/18/2010,1.1159,10/21/2010,0.56,10/21/2010,-0.6494,10/21/2010,-0.4184,10/15/2010,-0.4334,10/15/2010,-0.6503,10/20/2010,1.6949,10/15/2010,0.8042,10/18/2010,0.5797,10/20/2010,3.2258
10/20/2010,-3.9171,10/22/2010,0.274,10/22/2010,0.8966,10/22/2010,-1.0183,10/22/2010,0.8273,10/22/2010,1.518,10/19/2010,0.2212,10/19/2010,0.4448,10/22/2010,1.074,10/22/2010,0.9804,10/22/2010,1.8908,10/18/2010,-0.6529,10/18/2010,-1.3594,10/21/2010,0.7692,10/18/2010,0.189,10/19/2010,-4.0346,10/21/2010,1.5625
10/21/2010,5.1559,10/25/2010,0.1366,10/25/2010,-1.1278,10/25/2010,0.1029,10/25/2010,-0.1538,10/25/2010,-1.8692,10/20/2010,-0.2776,10/20/2010,-1.4053,10/25/2010,-0.4723,10/25/2010,-0.6472,10/25/2010,-0.8247,10/19/2010,1.4786,10/19/2010,0.0919,10/22/2010,1.145,10/19/2010,-1.4879,10/20/2010,2.4024,10/22/2010,3.3846
10/22/2010,1.0262,10/26/2010,-0.955,10/26/2010,-0.9333,10/26/2010,-0.5139,10/26/2010,-0.3082,10/26/2010,0.381,10/21/2010,1.5395,10/21/2010,0.8163,10/26/2010,-1.6607,10/26/2010,0.9772,10/26/2010,-1.386,10/20/2010,0.4317,10/20/2010,1.2545,10/25/2010,5.7862,10/20/2010,1.7869,10/21/2010,1.2463,10/25/2010,2.381
10/25/2010,1.4673,10/27/2010,0.551,10/27/2010,1.5352,10/27/2010,1.9284,10/27/2010,0.7213,10/27/2010,5.3131,10/22/2010,-0.6838,10/22/2010,-1.5637,10/27/2010,2.7744,10/27/2010,4.1935,10/27/2010,1.4758,10/21/2010,2.9017,10/21/2010,0.6446,10/26/2010,2.2592,10/21/2010,1.3689,10/22/2010,1.0138,10/26/2010,-0.2907
10/26/2010,-0.5562,10/28/2010,0.274,10/28/2010,-0.9966,10/28/2010,-0.4392,10/28/2010,1.023,10/28/2010,0.1802,10/25/2010,0.2461,10/25/2010,3.2032,10/28/2010,-0.2739,10/28/2010,-1.2384,10/28/2010,-0.0693,10/22/2010,-1.9321,10/22/2010,-0.0801,10/27/2010,0.5814,10/22/2010,1.7009,10/25/2010,1.4337,10/27/2010,-0.2915
10/27/2010,-6.0403,10/29/2010,-3.0055,10/29/2010,-0.7636,10/29/2010,-0.3393,10/29/2010,-0.6076,10/29/2010,0.1799,10/26/2010,3.9682,10/26/2010,0.7675,10/29/2010,-1.7262,10/29/2010,-2.8213,10/29/2010,0,10/25/2010,-0.426,10/25/2010,1.6827,10/28/2010,0.6936,10/25/2010,0.6284,10/26/2010,1.4841,10/28/2010,-1.1696
10/28/2010,-4.0476,11/1/2010,-2.2535,11/1/2010,-1.6439,11/1/2010,-5.0392,11/1/2010,-0.7132,11/1/2010,-1.7953,10/27/2010,-2.6296,10/27/2010,0.1088,11/1/2010,-1.9561,11/1/2010,-0.3226,11/1/2010,-1.8018,10/26/2010,-0.4278,10/26/2010,-0.4334,10/29/2010,3.0999,10/26/2010,-1.9541,10/27/2010,-0.9053,10/29/2010,0.5917
10/29/2010,4.2184,11/2/2010,0,11/2/2010,1.138,11/2/2010,-2.2947,11/2/2010,1.1288,11/2/2010,-1.8282,10/28/2010,0.603,10/28/2010,-0.2885,11/2/2010,-0.3664,11/2/2010,-0.9709,11/2/2010,0.4234,10/27/2010,-1.2889,10/27/2010,-1.3257,11/1/2010,10.245,10/27/2010,-1.4588,10/28/2010,-0.0703,11/1/2010,6.1765
11/1/2010,0.119,11/4/2010,3.8905,11/4/2010,2.3207,11/4/2010,1.5046,11/4/2010,3.7037,11/4/2010,0.3724,10/29/2010,1.0946,10/29/2010,-2.8174,11/4/2010,2.1251,11/4/2010,0.9804,11/4/2010,4.2164,10/28/2010,-1.741,10/28/2010,-0.1805,11/2/2010,0.404,10/28/2010,-2.2206,10/29/2010,-0.6329,11/2/2010,1.662
11/2/2010,0.8323,11/5/2010,5.9639,11/5/2010,1.8557,11/5/2010,4.1576,11/5/2010,1.0274,11/5/2010,3.8961,11/1/2010,-2.7907,11/1/2010,1.0009,11/5/2010,4.3617,11/5/2010,2.2654,11/5/2010,1.6183,10/29/2010,0.1661,10/29/2010,3.2744,11/3/2010,0.4024,10/29/2010,1.4927,11/1/2010,0.7077,11/3/2010,-0.2725
11/3/2010,4.2453,11/8/2010,1.9634,11/8/2010,1.1808,11/8/2010,3.2628,11/8/2010,-0.1937,11/8/2010,6.6071,11/2/2010,-0.9879,11/2/2010,-1.3967,11/8/2010,-0.1917,11/8/2010,4.7468,11/8/2010,-1.7916,11/1/2010,0.6081,11/1/2010,2.9566,11/4/2010,-1.2024,11/1/2010,-0.1261,11/2/2010,1.4055,11/4/2010,1.3661
11/4/2010,-0.7919,11/9/2010,-0.5135,11/9/2010,-0.4335,11/9/2010,0,11/9/2010,-1.0189,11/9/2010,1.005,11/3/2010,0.1808,11/3/2010,2.7117,11/9/2010,0.1153,11/9/2010,2.1148,11/9/2010,-1.0135,11/2/2010,1.978,11/2/2010,-0.9069,11/5/2010,-3.6511,11/2/2010,1.7882,11/3/2010,5.1975,11/5/2010,-2.4259
11/5/2010,2.3945,11/10/2010,1.9355,11/10/2010,2.3108,11/10/2010,1.8487,11/10/2010,1.3235,11/10/2010,1.1609,11/4/2010,0.7687,11/4/2010,4.0909,11/10/2010,1.65,11/10/2010,1.4793,11/10/2010,0.5461,11/3/2010,1.1315,11/3/2010,-1.449,11/8/2010,2.4211,11/3/2010,0.2273,11/4/2010,4.4796,11/8/2010,-0.2762
11/8/2010,1.6704,11/11/2010,0.1266,11/11/2010,1.964,11/11/2010,0.33,11/11/2010,-0.0484,11/11/2010,0.8197,11/5/2010,0.3151,11/5/2010,0.8833,11/11/2010,0.7173,11/11/2010,0.5831,11/11/2010,0,11/4/2010,2.2909,11/4/2010,3.9853,11/9/2010,-0.2055,11/4/2010,2.7941,11/5/2010,2.2068,11/9/2010,-1.108
11/9/2010,-1.0953,11/12/2010,-2.2756,11/12/2010,-0.6421,11/12/2010,-1.8421,11/12/2010,-2.4685,11/12/2010,-2.6016,11/8/2010,-1.5704,11/8/2010,1.9519,11/12/2010,-2.3988,11/12/2010,-2.8986,11/12/2010,-0.0679,11/5/2010,-1.5104,11/5/2010,0.4465,11/10/2010,2.8836,11/5/2010,-1.2136,11/8/2010,1.2338,11/10/2010,4.2017
11/10/2010,-2.7685,11/15/2010,1.5524,11/15/2010,1.454,11/15/2010,1.7091,11/15/2010,0.9926,11/15/2010,1.1686,11/9/2010,-1.1185,11/9/2010,0.0512,11/15/2010,1.7281,11/15/2010,2.0896,11/15/2010,0.8152,11/8/2010,1.9566,11/8/2010,-0.7779,11/11/2010,1.5015,11/8/2010,-0.4569,11/9/2010,-2.0719,11/11/2010,-4.5699
11/11/2010,0.3417,11/16/2010,-0.2548,11/16/2010,0.4777,11/16/2010,-0.3295,11/16/2010,-0.5405,11/16/2010,1.9802,11/10/2010,0.214,11/10/2010,2.5671,11/16/2010,-0.0378,11/16/2010,0,11/16/2010,0.0674,11/9/2010,1.3485,11/9/2010,2.1094,11/12/2010,1.1834,11/9/2010,1.8972,11/10/2010,3.4848,11/12/2010,-0.2817
11/12/2010,-4.8808,11/17/2010,1.4049,11/17/2010,0.4754,11/17/2010,1.9835,11/17/2010,0.3953,11/17/2010,1.2945,11/11/2010,-0.3186,11/11/2010,-2.0384,11/17/2010,1.0196,11/17/2010,0.5848,11/17/2010,3.4343,11/10/2010,-0.7165,11/10/2010,-1.3528,11/15/2010,-2.924,11/10/2010,-1.4214,11/11/2010,-0.1203,11/15/2010,-0.2825
11/15/2010,-4.2959,11/18/2010,0.7557,11/18/2010,1.4196,11/18/2010,2.107,11/18/2010,2.8051,11/18/2010,0,11/12/2010,-1.0813,11/12/2010,-2.3277,11/18/2010,0.5234,11/18/2010,0.2907,11/18/2010,1.1068,11/11/2010,0.4124,11/11/2010,0.8895,11/16/2010,0.4016,11/11/2010,0.5686,11/12/2010,-1.8663,11/16/2010,2.5496
11/16/2010,-2.8678,11/19/2010,0.25,11/19/2010,1.5552,11/19/2010,-0.4762,11/19/2010,-1.1489,11/19/2010,-1.7572,11/15/2010,-1.21,11/15/2010,0.4774,11/19/2010,0.5206,11/19/2010,0.2899,11/19/2010,-0.2576,11/12/2010,-0.6674,11/12/2010,0.9552,11/17/2010,0,11/12/2010,0.212,11/15/2010,4.2945,11/17/2010,2.7624
11/17/2010,-3.5944,11/22/2010,0.2494,11/22/2010,1.072,11/22/2010,-0.4785,11/22/2010,0.7264,11/22/2010,1.9512,11/16/2010,-2.5228,11/16/2010,-3.7254,11/22/2010,1.8128,11/22/2010,3.4682,11/22/2010,-0.3873,11/15/2010,0.6202,11/15/2010,1.7103,11/18/2010,1.4,11/15/2010,2.4282,11/16/2010,-2.8824,11/18/2010,1.0753
11/18/2010,9.3209,11/24/2010,-2.1144,11/24/2010,-0.9091,11/24/2010,-1.7628,11/24/2010,-1.3942,11/24/2010,-1.2759,11/18/2010,2.1204,11/18/2010,2.0903,11/24/2010,-0.2907,11/24/2010,3.6313,11/24/2010,-1.6202,11/16/2010,-1.9517,11/16/2010,-2.2361,11/19/2010,2.1696,11/16/2010,-2.4887,11/17/2010,1.0297,11/19/2010,0
11/19/2010,0.8526,11/25/2010,1.2706,11/25/2010,1.0703,11/25/2010,0.6525,11/25/2010,1.4627,11/25/2010,1.9386,11/19/2010,-1.7443,11/19/2010,-3.3922,11/25/2010,0.8382,11/25/2010,4.0431,11/25/2010,0.4611,11/17/2010,1.0477,11/17/2010,-0.4026,11/22/2010,-2.3166,11/17/2010,-0.4439,11/18/2010,-3.3573,11/22/2010,-3.9894
11/22/2010,0.1208,11/26/2010,-1.5056,11/26/2010,-0.4539,11/26/2010,-0.3241,11/26/2010,0.1442,11/26/2010,-1.1094,11/22/2010,1.1064,11/22/2010,3.2548,11/26/2010,-0.5782,11/26/2010,-2.0725,11/26/2010,-0.3279,11/18/2010,2.6439,11/18/2010,3.2519,11/23/2010,-1.581,11/18/2010,2.6446,11/19/2010,0.9926,11/23/2010,-3.0471
11/23/2010,-4.8251,11/29/2010,1.5287,11/29/2010,0.304,11/29/2010,0.6504,11/29/2010,-1.1036,11/29/2010,0.641,11/23/2010,1.4462,11/23/2010,-1.1566,11/29/2010,1.0178,11/29/2010,0.5291,11/29/2010,2.0395,11/19/2010,1.1111,11/19/2010,0.8185,11/24/2010,-0.4016,11/19/2010,-0.158,11/22/2010,-0.4914,11/24/2010,2.8571
11/24/2010,0,11/30/2010,-1.5056,11/30/2010,-2.4242,11/30/2010,-2.7464,11/30/2010,-1.7952,11/30/2010,-1.2739,11/24/2010,-1.7655,11/24/2010,0.4409,11/30/2010,-1.6553,11/30/2010,-1.8421,11/30/2010,-0.5803,11/22/2010,0.0999,11/22/2010,1.4649,11/25/2010,-0.7056,11/22/2010,-0.4548,11/23/2010,-3.0864,11/25/2010,-1.3889
11/25/2010,4.0558,12/1/2010,1.9108,12/1/2010,2.795,12/1/2010,2.3256,12/1/2010,-0.3458,12/1/2010,-1.129,11/25/2010,-2.5388,11/25/2010,-1.0707,12/1/2010,1.3172,12/1/2010,0.8043,12/1/2010,4.0208,11/23/2010,-2.2455,11/23/2010,-1.4089,11/26/2010,-3.4518,11/23/2010,-0.9039,11/24/2010,1.5924,11/26/2010,-1.4085
11/26/2010,-5.4811,12/2/2010,3.125,12/2/2010,-0.6042,12/2/2010,1.7857,12/2/2010,1.3882,12/2/2010,2.7732,11/26/2010,-0.9492,11/26/2010,-3.2634,12/2/2010,2.6724,12/2/2010,1.3298,12/2/2010,2.3691,11/24/2010,0.9699,11/24/2010,4.1814,11/29/2010,0.7361,11/24/2010,4.2197,11/26/2010,0.9404,11/29/2010,0.5714
11/29/2010,-5.2835,12/3/2010,-0.3636,12/3/2010,-0.4559,12/3/2010,0.638,12/3/2010,0.5868,12/3/2010,0.1587,11/29/2010,2.8566,11/29/2010,1.676,12/3/2010,-0.1407,12/3/2010,-1.3123,12/3/2010,0.7308,11/25/2010,2.1234,11/25/2010,1.1177,11/30/2010,2.1921,11/25/2010,-0.0962,11/29/2010,-0.2484,11/30/2010,-1.9886
11/30/2010,0.5442,12/6/2010,-0.1217,12/6/2010,0,12/6/2010,-0.6339,12/6/2010,-0.3889,12/6/2010,-0.7924,11/30/2010,1.1344,11/30/2010,4.1273,12/6/2010,0.8806,12/6/2010,-1.8617,12/6/2010,-0.4232,11/26/2010,-0.6931,11/26/2010,-1.2728,12/1/2010,3.1665,11/26/2010,-1.1744,11/30/2010,-0.7472,12/1/2010,3.7681
12/1/2010,4.7361,12/7/2010,-1.5834,12/7/2010,-0.6107,12/7/2010,-1.9139,12/7/2010,-1.5129,12/7/2010,-0.9585,12/1/2010,-0.5556,12/1/2010,4.1945,12/7/2010,-1.2221,12/7/2010,0.542,12/7/2010,0.1821,11/29/2010,-0.8475,11/29/2010,-2.1204,12/2/2010,1.7822,11/29/2010,-2.5716,12/1/2010,3.2622,12/2/2010,-0.838
12/2/2010,2.8424,12/8/2010,0.8663,12/8/2010,0.768,12/8/2010,1.9512,12/8/2010,0.2478,12/8/2010,1.6129,12/2/2010,-0.3713,12/2/2010,2.5957,12/8/2010,1.5907,12/8/2010,1.8868,12/8/2010,1.5152,11/30/2010,2.6647,11/30/2010,0.5893,12/3/2010,0.5837,11/30/2010,0.4199,12/2/2010,1.9441,12/3/2010,3.662
12/3/2010,-1.7588,12/9/2010,1.227,12/9/2010,-0.1524,12/9/2010,1.5949,12/9/2010,-0.346,12/9/2010,1.1111,12/3/2010,-0.5856,12/3/2010,-0.4128,12/9/2010,-0.5219,12/9/2010,0.5291,12/9/2010,-0.8955,12/1/2010,6.1704,12/1/2010,5.2722,12/6/2010,-0.9671,12/1/2010,3.3652,12/3/2010,0.1192,12/6/2010,-1.6304
12/6/2010,-4.2199,12/10/2010,-1.3333,12/10/2010,-1.374,12/10/2010,-1.4129,12/10/2010,-1.0913,12/10/2010,-2.5118,12/6/2010,0.5355,12/6/2010,3.2821,12/10/2010,-1.8888,12/10/2010,-3.4211,12/10/2010,0.5422,12/2/2010,1.0148,12/2/2010,4.419,12/7/2010,0.7813,12/2/2010,2.774,12/6/2010,-0.8929,12/7/2010,-1.6575
12/7/2010,-1.2016,12/13/2010,-0.86,12/13/2010,0.6192,12/13/2010,1.1146,12/13/2010,1.8054,12/13/2010,1.1272,12/7/2010,1.4594,12/7/2010,-1.6533,12/13/2010,1.6399,12/13/2010,0.545,12/13/2010,-0.2996,12/3/2010,4.6575,12/3/2010,0.2194,12/8/2010,0.5814,12/3/2010,1.0309,12/7/2010,-0.5405,12/8/2010,1.1236
12/8/2010,-2.8378,12/14/2010,0.2478,12/14/2010,0.3077,12/14/2010,-0.1575,12/14/2010,0.4926,12/14/2010,-0.7962,12/8/2010,-0.805,12/8/2010,0.0524,12/14/2010,-0.5261,12/14/2010,1.626,12/14/2010,-0.7212,12/6/2010,-0.4363,12/6/2010,-1.7047,12/9/2010,0.7707,12/6/2010,-0.4638,12/8/2010,0.785,12/9/2010,2.5
12/9/2010,1.3908,12/15/2010,-0.1236,12/15/2010,0.9202,12/15/2010,0.1577,12/15/2010,-0.4412,12/15/2010,1.2841,12/9/2010,-1.8347,12/9/2010,-4.6591,12/15/2010,1.8336,12/15/2010,-0.2667,12/15/2010,-0.5448,12/7/2010,-1.5776,12/7/2010,1.957,12/10/2010,-2.2945,12/7/2010,0.9879,12/9/2010,0.4194,12/10/2010,-4.065
12/10/2010,-0.2743,12/16/2010,-0.1238,12/16/2010,-0.152,12/16/2010,1.2598,12/16/2010,1.1817,12/16/2010,0.9509,12/10/2010,1.5886,12/10/2010,-2.0607,12/16/2010,-1.2812,12/16/2010,-0.5348,12/16/2010,-1.6433,12/8/2010,-0.9795,12/8/2010,-2.809,12/13/2010,-0.9785,12/8/2010,-1.2551,12/10/2010,-0.179,12/13/2010,1.4124
12/13/2010,3.4388,12/17/2010,-1.487,12/17/2010,-0.9132,12/17/2010,0.6221,12/17/2010,-1.0219,12/17/2010,1.5699,12/13/2010,0.6085,12/13/2010,2.3726,12/17/2010,-0.456,12/17/2010,2.1505,12/17/2010,-0.5569,12/9/2010,-2.3381,12/9/2010,-3.6609,12/14/2010,1.3834,12/9/2010,-0.1308,12/13/2010,-1.5541,12/14/2010,1.3928
12/14/2010,0.5319,12/20/2010,-0.7547,12/20/2010,-0.768,12/20/2010,1.391,12/20/2010,-0.0492,12/20/2010,0,12/14/2010,-0.5626,12/14/2010,2.251,12/20/2010,0.4933,12/20/2010,-0.7895,12/20/2010,0.2489,12/10/2010,0.6446,12/10/2010,4.5333,12/15/2010,0.5848,12/10/2010,2.5641,12/14/2010,-0.3036,12/15/2010,0.2747
12/15/2010,-3.5714,12/21/2010,0.8872,12/21/2010,0.6192,12/21/2010,0.4573,12/21/2010,0.5903,12/21/2010,0.6182,12/15/2010,-1.3332,12/15/2010,1.2979,12/21/2010,0.5961,12/21/2010,1.5915,12/21/2010,0.4966,12/13/2010,-0.2745,12/13/2010,0.9566,12/16/2010,-1.7442,12/13/2010,-0.073,12/15/2010,0.7917,12/16/2010,-2.4658
12/16/2010,-2.1948,12/22/2010,-0.1256,12/22/2010,-0.3077,12/22/2010,0.1517,12/22/2010,-0.6846,12/22/2010,-1.0753,12/16/2010,-1.2186,12/16/2010,1.8218,12/22/2010,-1.0457,12/22/2010,-1.3055,12/22/2010,0.1853,12/14/2010,0.7339,12/14/2010,-1.1371,12/17/2010,-0.789,12/14/2010,-0.9679,12/16/2010,1.3293,12/17/2010,0
12/17/2010,1.8233,12/24/2010,-1.2579,12/24/2010,-0.463,12/24/2010,-1.0606,12/24/2010,-0.3939,12/24/2010,-1.7081,12/20/2010,2.6742,12/20/2010,0.297,12/24/2010,-0.1761,12/24/2010,-1.0582,12/24/2010,-0.9248,12/15/2010,0.6375,12/15/2010,-0.4792,12/20/2010,0,12/15/2010,-0.4241,12/17/2010,0.1789,12/20/2010,1.4045
12/20/2010,-1.7906,12/27/2010,0.7643,12/27/2010,0.155,12/27/2010,0.9188,12/27/2010,0.9392,12/27/2010,0.316,12/21/2010,0.5972,12/21/2010,-0.074,12/27/2010,0.494,12/27/2010,0.2674,12/27/2010,-0.1245,12/16/2010,1.1765,12/16/2010,0.8347,12/21/2010,-0.8946,12/16/2010,0.5741,12/20/2010,0.2976,12/21/2010,-1.662
12/21/2010,0.9818,12/28/2010,-1.2642,12/28/2010,-0.1548,12/28/2010,-1.0622,12/28/2010,-1.1753,12/28/2010,0.1575,12/22/2010,-2.0516,12/22/2010,1.1222,12/28/2010,-0.0702,12/28/2010,-0.2667,12/28/2010,-0.9969,12/17/2010,-0.0894,12/17/2010,-1.4804,12/22/2010,4.5135,12/17/2010,-0.847,12/21/2010,0.8309,12/22/2010,2.2535
12/22/2010,-0.2778,12/29/2010,0.5122,12/29/2010,0.7752,12/29/2010,-0.1534,12/29/2010,0.6442,12/29/2010,0.6289,12/23/2010,-0.1255,12/23/2010,-0.9083,12/29/2010,-0.3514,12/29/2010,0.2674,12/29/2010,0.3776,12/20/2010,0.4476,12/20/2010,1.7612,12/23/2010,0,12/20/2010,0.13,12/22/2010,0,12/23/2010,0.551
12/23/2010,-1.1142,12/30/2010,-1.5287,12/30/2010,-0.9231,12/30/2010,-1.2289,12/30/2010,-1.5263,12/30/2010,-1.5625,12/24/2010,-0.061,12/24/2010,-3.4448,12/30/2010,-1.1989,12/30/2010,-1.6,12/30/2010,-1.6301,12/21/2010,1.7825,12/21/2010,2.5881,12/24/2010,-0.5758,12/21/2010,1.2611,12/23/2010,-1.236,12/24/2010,-2.1918
12/24/2010,-7.8873,1/4/2011,4.2691,1/4/2011,1.3975,1/4/2011,0.4666,1/4/2011,1.35,1/4/2011,1.4286,12/27/2010,0.2048,12/27/2010,-0.3866,1/4/2011,1.3919,1/4/2011,2.168,1/4/2011,2.167,12/22/2010,2.8021,12/22/2010,-0.2167,12/27/2010,-3.4749,12/22/2010,-0.293,12/27/2010,0.5364,12/27/2010,-3.3613
12/28/2010,-1.682,1/5/2011,0.9926,1/5/2011,0.9188,1/5/2011,-0.774,1/5/2011,0.1973,1/5/2011,2.9734,12/28/2010,0.061,12/28/2010,-2.4748,1/5/2011,1.4784,1/5/2011,1.3263,1/5/2011,-0.8734,12/23/2010,-0.8518,12/23/2010,-1.8148,12/28/2010,-0.2,12/23/2010,-0.6062,12/28/2010,-0.8299,12/28/2010,0.5797
12/29/2010,3.4215,1/6/2011,1.3514,1/6/2011,2.5797,1/6/2011,1.248,1/6/2011,3.4958,1/6/2011,4.1033,12/29/2010,1.627,12/29/2010,0.3901,1/6/2011,2.2546,1/6/2011,1.0471,1/6/2011,0.8181,12/27/2010,0.5155,12/27/2010,-5.94,12/29/2010,2.8056,12/27/2010,-4.7126,12/29/2010,0.0598,12/29/2010,1.7291
12/30/2010,1.3534,1/7/2011,4.3636,1/7/2011,2.2189,1/7/2011,0.3082,1/7/2011,1.8554,1/7/2011,1.3139,12/30/2010,0.1798,12/30/2010,2.0646,1/7/2011,1.5265,1/7/2011,4.9223,1/7/2011,2.5593,12/28/2010,-0.5983,12/28/2010,-2.3178,12/30/2010,-1.3645,12/28/2010,0,12/30/2010,-0.2987,12/30/2010,-1.6997
12/31/2010,-0.5935,1/11/2011,-0.6969,1/11/2011,0,1/11/2011,0.3072,1/11/2011,-0.9341,1/11/2011,0.1441,12/31/2010,0.081,12/31/2010,0.6307,1/11/2011,0.2339,1/11/2011,0.9877,1/11/2011,1.8259,12/29/2010,0.9458,12/29/2010,0.8941,1/3/2011,3.7549,12/29/2010,-0.2909,12/31/2010,0.5992,1/3/2011,2.0173
1/3/2011,-2.9851,1/12/2011,-0.2339,1/12/2011,1.3025,1/12/2011,1.3783,1/12/2011,-1.3673,1/12/2011,0.4317,1/3/2011,0.313,1/3/2011,0.0076,1/12/2011,0,1/12/2011,-1.7115,1/12/2011,-0.0598,12/30/2010,0.937,12/30/2010,0.2897,1/4/2011,4.9524,12/30/2010,-1.3227,1/3/2011,2.7397,1/4/2011,0.565
1/4/2011,2.3077,1/13/2011,0.5862,1/13/2011,1,1/13/2011,1.8127,1/13/2011,0.8604,1/13/2011,0.1433,1/4/2011,0.1893,1/4/2011,-0.7681,1/13/2011,0.8333,1/13/2011,0.2488,1/13/2011,-3.4091,1/3/2011,2.7004,1/3/2011,4.2311,1/5/2011,3.2668,1/3/2011,2.2078,1/4/2011,0.7536,1/5/2011,6.1798
1/5/2011,3.7594,1/14/2011,-1.3986,1/14/2011,0.4243,1/14/2011,-0.7418,1/14/2011,-1.8483,1/14/2011,-2.289,1/5/2011,-1.1409,1/5/2011,-1.2015,1/14/2011,-1.8182,1/14/2011,-0.4963,1/14/2011,-3.1579,1/4/2011,-2.7938,1/4/2011,-0.8477,1/6/2011,0.3515,1/4/2011,0.2122,1/5/2011,2.9344,1/6/2011,2.6455
1/6/2011,5.5072,1/17/2011,-1.0638,1/17/2011,-1.4085,1/17/2011,-0.5979,1/17/2011,-1.7383,1/17/2011,0.2928,1/6/2011,-2.7293,1/6/2011,-1.6994,1/17/2011,-0.5387,1/17/2011,-0.4988,1/17/2011,-0.8951,1/5/2011,-1.6061,1/5/2011,-1.2496,1/7/2011,2.1016,1/5/2011,2.9831,1/6/2011,1.8446,1/7/2011,2.0619
1/7/2011,-2.7473,1/18/2011,0.8363,1/18/2011,0.2857,1/18/2011,-0.1504,1/18/2011,-0.9828,1/18/2011,-0.146,1/7/2011,-2.4274,1/7/2011,-5.6146,1/18/2011,0.7448,1/18/2011,0.5013,1/18/2011,0,1/7/2011,3.2646,1/6/2011,-0.3829,1/10/2011,2.4014,1/6/2011,1.738,1/7/2011,0.2744,1/10/2011,0
1/10/2011,0.8475,1/19/2011,0.5924,1/19/2011,-0.7123,1/19/2011,0.1506,1/19/2011,1.34,1/19/2011,1.9006,1/10/2011,-1.0854,1/10/2011,-1.1343,1/19/2011,0.5376,1/19/2011,0.4988,1/19/2011,0.9032,1/10/2011,-1.9967,1/7/2011,-0.6017,1/11/2011,-1.8425,1/7/2011,0.349,1/10/2011,0.2189,1/11/2011,-1.0101
1/11/2011,0.7003,1/20/2011,-1.649,1/20/2011,-1.1478,1/20/2011,0.1504,1/20/2011,-1.0284,1/20/2011,-3.0129,1/11/2011,-0.5694,1/11/2011,-1.5849,1/20/2011,-0.869,1/20/2011,-2.2333,1/20/2011,-2.046,1/11/2011,1.6978,1/10/2011,-1.5302,1/12/2011,0.3413,1/10/2011,-0.7505,1/11/2011,-0.1638,1/12/2011,-1.2755
1/12/2011,-0.5563,1/21/2011,-1.3174,1/21/2011,-2.1771,1/21/2011,-1.6517,1/21/2011,-1.9297,1/21/2011,0.7396,1/12/2011,-0.0607,1/12/2011,5.1768,1/21/2011,-0.8766,1/21/2011,-2.5381,1/21/2011,-0.3264,1/12/2011,-0.2504,1/11/2011,1.7077,1/13/2011,-1.0204,1/11/2011,1.0882,1/12/2011,2.3523,1/13/2011,-0.7752
1/13/2011,-0.979,1/24/2011,0.7282,1/24/2011,1.3353,1/24/2011,3.8168,1/24/2011,0.4541,1/24/2011,1.3216,1/13/2011,-0.1594,1/13/2011,1.5353,1/24/2011,0.9864,1/24/2011,0.2604,1/24/2011,0.7859,1/13/2011,-1.2552,1/12/2011,0.1343,1/14/2011,1.2027,1/12/2011,0.1824,1/13/2011,-0.1603,1/14/2011,4.4271
1/14/2011,1.6949,1/25/2011,1.9277,1/25/2011,1.4641,1/25/2011,1.3235,1/25/2011,0.7534,1/25/2011,2.029,1/14/2011,-3.4852,1/14/2011,-4.3907,1/25/2011,0.9094,1/25/2011,0.5195,1/25/2011,2.0793,1/14/2011,0.1695,1/13/2011,-3.3032,1/17/2011,-1.6978,1/13/2011,-0.1639,1/14/2011,-0.1606,1/17/2011,-1.2469
1/17/2011,-1.25,1/26/2011,-1.3002,1/26/2011,-1.8759,1/26/2011,0.7257,1/26/2011,0.1994,1/26/2011,-1.1364,1/17/2011,-0.0079,1/17/2011,-0.3002,1/26/2011,-0.4673,1/26/2011,0.2584,1/26/2011,1.5277,1/17/2011,-0.2538,1/14/2011,1.9421,1/18/2011,-1.5544,1/14/2011,1.587,1/18/2011,0.2681,1/18/2011,-2.2727
1/18/2011,-1.8284,1/27/2011,0.9581,1/27/2011,1.1765,1/27/2011,2.0173,1/27/2011,0.8458,1/27/2011,2.5862,1/18/2011,0.6301,1/18/2011,1.756,1/27/2011,1.7773,1/27/2011,0.7732,1/27/2011,-0.3762,1/18/2011,-0.6785,1/17/2011,-0.3402,1/19/2011,0,1/17/2011,2.6037,1/19/2011,-4.2781,1/19/2011,-0.2584
