,4063 JP Equity,,5401 JP Equity,,5411 JP Equity,,6988 JP Equity,,8015 JP Equity,,3407 JP Equity,,5201 JP Equity,,4188 JP Equity,,5713 JP Equity,,4005 JP Equity,,3405 JP Equity,,4185 JP Equity,,5486 JP Equity,,5711 JP Equity,,3861 JP Equity,,5406 JP Equity,,5233 JP Equity,,4182 JP Equity,,4613 JP Equity,,5901 JP Equity,,4217 JP Equity,,4612 JP Equity,,4202 JP Equity,,5714 JP Equity,,4088 JP Equity,,4091 JP Equity,,4205 JP Equity,,4183 JP Equity,,4021 JP Equity,,4272 JP Equity,,4118 JP Equity,,5471 JP Equity,,4631 JP Equity,,5463 JP Equity,,1911 JP Equity,,4042 JP Equity,,5631 JP Equity,,5444 JP Equity,,3401 JP Equity,,4114 JP Equity,,4004 JP Equity,,4208 JP Equity,,8012 JP Equity,,4061 JP Equity,,3863 JP Equity,,4634 JP Equity,,7947 JP Equity,,7966 JP Equity,,5232 JP Equity,,3941 JP Equity,,4206 JP Equity,,5706 JP Equity,,5803 JP Equity,,4095 JP Equity,,4043 JP Equity,,4045 JP Equity,,4401 JP Equity,,4403 JP Equity,,4201 JP Equity,,4186 JP Equity,,4203 JP Equity
3/12/2013,61.1777,3/12/2013,2.7202,3/12/2013,20.9171,3/12/2013,57.2173,3/12/2013,25.4612,3/12/2013,6.3575,3/12/2013,6.618,3/12/2013,4.8254,3/12/2013,14.6847,3/12/2013,3.0849,3/12/2013,13.6529,3/12/2013,20.5003,3/12/2013,9.5988,3/12/2013,2.9599,3/12/2013,3.5227,3/12/2013,1.2715,3/12/2013,2.4388,3/12/2013,7.0975,3/12/2013,10.9849,3/12/2013,13.7572,3/12/2013,14.4659,3/12/2013,8.8796,3/12/2013,7.3684,3/12/2013,7.3893,3/12/2013,13.8301,3/12/2013,7.2746,3/12/2013,10.5784,3/12/2013,2.2512,3/12/2013,12.2251,3/12/2013,11.2663,3/12/2013,5.6905,3/12/2013,5.2632,3/12/2013,2.1782,3/12/2013,24.3773,3/12/2013,10.3491,3/12/2013,2.8869,3/12/2013,5.6279,3/12/2013,27.1496,3/12/2013,2.3033,3/12/2013,8.5565,3/12/2013,1.4487,3/12/2013,2.0115,3/12/2013,11.6311,3/12/2013,3.752,,,3/12/2013,4.7421,3/12/2013,67.2225,3/12/2013,19.333,3/12/2013,3.0433,3/12/2013,4.6378,3/12/2013,17.5508,3/12/2013,2.2616,3/12/2013,3.2204,3/12/2013,17.2069,3/12/2013,2.55341,3/12/2013,4.06462,3/12/2013,8.51485,3/12/2013,4.62741,3/12/2013,8.15008,3/12/2013,20.6149,3/12/2013,4.00208
3/13/2013,61.7323,3/13/2013,2.7275,3/13/2013,20.9765,3/13/2013,57.5682,3/13/2013,25.4737,3/13/2013,6.2253,3/13/2013,6.6105,3/13/2013,4.8095,3/13/2013,14.5014,3/13/2013,3.019,3/13/2013,13.5644,3/13/2013,19.9771,3/13/2013,9.5461,3/13/2013,2.9253,3/13/2013,3.4978,3/13/2013,1.27,3/13/2013,2.3943,3/13/2013,6.9852,3/13/2013,10.8786,3/13/2013,13.5644,3/13/2013,14.5534,3/13/2013,9.2859,3/13/2013,7.4016,3/13/2013,7.4849,3/13/2013,13.7518,3/13/2013,7.1622,3/13/2013,10.483,3/13/2013,2.2174,3/13/2013,12.1903,3/13/2013,11.5032,3/13/2013,5.6423,3/13/2013,5.1843,3/13/2013,2.1757,3/13/2013,24.0891,3/13/2013,10.202,3/13/2013,2.842,3/13/2013,5.3612,3/13/2013,26.879,3/13/2013,2.2694,3/13/2013,8.7341,3/13/2013,1.4262,3/13/2013,2.03,3/13/2013,11.5761,3/13/2013,3.7789,,,3/13/2013,4.7783,3/13/2013,64.9594,3/13/2013,19.3317,3/13/2013,3.0606,3/13/2013,4.6325,3/13/2013,18.4676,3/13/2013,2.2798,3/13/2013,3.2584,3/13/2013,17.4266,3/13/2013,2.55049,3/13/2013,4.12242,3/13/2013,8.401,3/13/2013,4.60129,3/13/2013,8.41141,3/13/2013,20.2894,3/13/2013,3.93504
3/14/2013,63.9341,3/14/2013,2.6596,3/14/2013,20.4214,3/14/2013,57.572,3/14/2013,26.0221,3/14/2013,6.3413,3/14/2013,6.5707,3/14/2013,4.8081,3/14/2013,14.5286,3/14/2013,3.0246,3/14/2013,13.9237,3/14/2013,19.9729,3/14/2013,9.8248,3/14/2013,2.9099,3/14/2013,3.5044,3/14/2013,1.262,3/14/2013,2.4093,3/14/2013,7.1235,3/14/2013,10.9929,3/14/2013,13.9445,3/14/2013,15.0083,3/14/2013,9.564,3/14/2013,7.7076,3/14/2013,7.5615,3/14/2013,13.7985,3/14/2013,7.2486,3/14/2013,10.388,3/14/2013,2.1902,3/14/2013,12.2445,3/14/2013,11.6708,3/14/2013,5.6008,3/14/2013,5.2879,3/14/2013,2.1902,3/14/2013,24.2073,3/14/2013,10.5131,3/14/2013,2.8577,3/14/2013,5.413,3/14/2013,26.5645,3/14/2013,2.2633,3/14/2013,8.6984,3/14/2013,1.4497,3/14/2013,2.0234,3/14/2013,11.5978,3/14/2013,3.7338,,,3/14/2013,4.829,3/14/2013,64.3513,3/14/2013,19.4514,3/14/2013,3.0768,3/14/2013,4.7351,3/14/2013,18.5336,3/14/2013,2.2215,3/14/2013,3.3271,3/14/2013,17.1151,3/14/2013,2.61786,3/14/2013,4.24489,3/14/2013,8.57322,3/14/2013,4.69337,3/14/2013,8.58365,3/14/2013,20.36921,3/14/2013,3.87985
3/15/2013,67.3298,3/15/2013,2.6911,3/15/2013,20.4398,3/15/2013,58.2199,3/15/2013,26.2408,3/15/2013,6.5759,3/15/2013,6.7435,3/15/2013,4.9843,3/15/2013,14.5131,3/15/2013,3.0995,3/15/2013,14.1047,3/15/2013,20.2199,3/15/2013,9.9372,3/15/2013,2.9215,3/15/2013,3.5707,3/15/2013,1.267,3/15/2013,2.3456,3/15/2013,7.2042,3/15/2013,11.1623,3/15/2013,14.3874,3/15/2013,15.3508,3/15/2013,9.4346,3/15/2013,7.8953,3/15/2013,7.4974,3/15/2013,13.8325,3/15/2013,7.1937,3/15/2013,10.9529,3/15/2013,2.2513,3/15/2013,12.4922,3/15/2013,11.8848,3/15/2013,5.7382,3/15/2013,5.3927,3/15/2013,2.2304,3/15/2013,24.0628,3/15/2013,10.8377,3/15/2013,2.9843,3/15/2013,5.4241,3/15/2013,26.8586,3/15/2013,2.2827,3/15/2013,8.8482,3/15/2013,1.4764,3/15/2013,2.0628,3/15/2013,11.8744,3/15/2013,3.7906,,,3/15/2013,4.8691,3/15/2013,63.2461,3/15/2013,19.7592,3/15/2013,3.0471,3/15/2013,4.9215,3/15/2013,18.8691,3/15/2013,2.2304,3/15/2013,3.3403,3/15/2013,17.1728,3/15/2013,2.62827,3/15/2013,4.32461,3/15/2013,8.72251,3/15/2013,4.90052,3/15/2013,8.74346,3/15/2013,21.04712,3/15/2013,3.9267
3/18/2013,65.5205,3/18/2013,2.5999,3/18/2013,19.6666,3/18/2013,56.6097,3/18/2013,25.3276,3/18/2013,6.5416,3/18/2013,6.6674,3/18/2013,4.8013,3/18/2013,14.3726,3/18/2013,2.9668,3/18/2013,13.9742,3/18/2013,19.782,3/18/2013,9.5608,3/18/2013,2.9039,3/18/2013,3.6272,3/18/2013,1.2161,3/18/2013,2.3378,3/18/2013,6.9819,3/18/2013,11.0703,3/18/2013,13.775,3/18/2013,15.2322,3/18/2013,9.3511,3/18/2013,7.7681,3/18/2013,7.6423,3/18/2013,13.6283,3/18/2013,7.0238,3/18/2013,10.4728,3/18/2013,2.191,3/18/2013,12.1816,3/18/2013,11.5316,3/18/2013,5.6715,3/18/2013,5.2836,3/18/2013,2.191,3/18/2013,23.3672,3/18/2013,11.1647,3/18/2013,2.8619,3/18/2013,5.2941,3/18/2013,26.3026,3/18/2013,2.2434,3/18/2013,8.8898,3/18/2013,1.4572,3/18/2013,2.0233,3/18/2013,11.6784,3/18/2013,3.6901,,,3/18/2013,4.8538,3/18/2013,63.0045,3/18/2013,19.4989,3/18/2013,2.9877,3/18/2013,4.9796,3/18/2013,18.6498,3/18/2013,2.2225,3/18/2013,3.2184,3/18/2013,17.0668,3/18/2013,2.51599,3/18/2013,4.28766,3/18/2013,8.62774,3/18/2013,4.82231,3/18/2013,8.9003,3/18/2013,20.72544,3/18/2013,3.9522
3/19/2013,67.2074,3/19/2013,2.6651,3/19/2013,20.0674,3/19/2013,59.6229,3/19/2013,26.3984,3/19/2013,6.7207,3/19/2013,6.8261,3/19/2013,4.9932,3/19/2013,14.695,3/19/2013,3.0654,3/19/2013,14.4738,3/19/2013,19.7935,3/19/2013,9.7546,3/19/2013,2.9811,3/19/2013,3.7607,3/19/2013,1.243,3/19/2013,2.4018,3/19/2013,7.258,3/19/2013,11.0924,3/19/2013,14.379,3/19/2013,15.7168,3/19/2013,9.4912,3/19/2013,8.027,3/19/2013,7.7742,3/19/2013,13.8629,3/19/2013,7.3212,3/19/2013,10.8501,3/19/2013,2.2332,3/19/2013,12.3038,3/19/2013,12.0194,3/19/2013,5.857,3/19/2013,5.4672,3/19/2013,2.2648,3/19/2013,23.8597,3/19/2013,11.0503,3/19/2013,3.0233,3/19/2013,5.3619,3/19/2013,26.9356,3/19/2013,2.328,3/19/2013,8.9329,3/19/2013,1.4853,3/19/2013,2.0752,3/19/2013,12.0615,3/19/2013,3.7501,,,3/19/2013,4.8984,3/19/2013,64.2579,3/19/2013,19.8251,3/19/2013,3.0338,3/19/2013,5.088,3/19/2013,18.6453,3/19/2013,2.2543,3/19/2013,3.2866,3/19/2013,16.9809,3/19/2013,2.55978,3/19/2013,4.32951,3/19/2013,8.94343,3/19/2013,5.00369,3/19/2013,8.81702,3/19/2013,21.2683,3/19/2013,4.11882
3/21/2013,67.6288,3/21/2013,2.6335,3/21/2013,20.078,3/21/2013,61.4137,3/21/2013,26.5669,3/21/2013,6.805,3/21/2013,6.9104,3/21/2013,5.0458,3/21/2013,15.2428,3/21/2013,3.0338,3/21/2013,14.7793,3/21/2013,20.7205,3/21/2013,9.7335,3/21/2013,3.0022,3/21/2013,3.8344,3/21/2013,1.222,3/21/2013,2.4334,3/21/2013,7.1421,3/21/2013,11.3768,3/21/2013,14.5476,3/21/2013,15.5694,3/21/2013,9.8494,3/21/2013,8.2061,3/21/2013,7.89,3/21/2013,14.0314,3/21/2013,7.4265,3/21/2013,11.2293,3/21/2013,2.2648,3/21/2013,12.5882,3/21/2013,12.1985,3/21/2013,5.9202,3/21/2013,5.3935,3/21/2013,2.2648,3/21/2013,24.2705,3/21/2013,10.8817,3/21/2013,3.0338,3/21/2013,5.4777,3/21/2013,27.2938,3/21/2013,2.4018,3/21/2013,9.0909,3/21/2013,1.5064,3/21/2013,2.1279,3/21/2013,12.4513,3/21/2013,3.7817,,,3/21/2013,5.0564,3/21/2013,64.9953,3/21/2013,20.236,3/21/2013,3.0654,3/21/2013,5.0142,3/21/2013,18.7717,3/21/2013,2.2648,3/21/2013,3.2866,3/21/2013,17.2022,3/21/2013,2.61245,3/21/2013,4.35057,3/21/2013,9.03824,3/21/2013,5.09849,3/21/2013,9.13305,3/21/2013,21.2367,3/21/2013,4.18203
3/22/2013,66.4902,3/22/2013,2.5728,3/22/2013,19.4494,3/22/2013,58.973,3/22/2013,26.0455,3/22/2013,6.7443,3/22/2013,6.9243,3/22/2013,4.8809,3/22/2013,14.9074,3/22/2013,2.9857,3/22/2013,14.3992,3/22/2013,19.9577,3/22/2013,9.5606,3/22/2013,2.9434,3/22/2013,3.7798,3/22/2013,1.1964,3/22/2013,2.3716,3/22/2013,6.8184,3/22/2013,11.2229,3/22/2013,14.1027,3/22/2013,15.4156,3/22/2013,9.6559,3/22/2013,7.909,3/22/2013,7.8454,3/22/2013,14.0286,3/22/2013,7.3796,3/22/2013,10.9052,3/22/2013,2.2234,3/22/2013,12.3557,3/22/2013,12.0064,3/22/2013,5.8761,3/22/2013,5.262,3/22/2013,2.1916,3/22/2013,23.748,3/22/2013,10.5876,3/22/2013,2.9328,3/22/2013,5.4315,3/22/2013,27.369,3/22/2013,2.3822,3/22/2013,8.8724,3/22/2013,1.4929,3/22/2013,2.0964,3/22/2013,12.271,3/22/2013,3.7163,,,3/22/2013,4.9444,3/22/2013,64.2668,3/22/2013,19.7036,3/22/2013,3.0175,3/22/2013,4.9762,3/22/2013,18.4225,3/22/2013,2.2446,3/22/2013,3.1657,3/22/2013,16.9508,3/22/2013,2.65749,3/22/2013,4.38327,3/22/2013,8.87242,3/22/2013,4.97618,3/22/2013,8.86183,3/22/2013,21.05876,3/22/2013,4.11858
3/25/2013,67.7371,3/25/2013,2.5946,3/25/2013,19.5449,3/25/2013,59.0174,3/25/2013,27.2756,3/25/2013,6.7312,3/25/2013,6.9226,3/25/2013,4.9553,3/25/2013,14.7703,3/25/2013,2.9881,3/25/2013,14.6427,3/25/2013,19.8852,3/25/2013,9.5385,3/25/2013,2.9137,3/25/2013,3.8175,3/25/2013,1.1804,3/25/2013,2.3926,3/25/2013,6.7099,3/25/2013,11.1974,3/25/2013,14.4088,3/25/2013,15.5359,3/25/2013,9.6555,3/25/2013,7.7839,3/25/2013,7.9753,3/25/2013,14.0153,3/25/2013,7.2841,3/25/2013,10.6763,3/25/2013,2.2544,3/25/2013,12.6861,3/25/2013,12.3352,3/25/2013,5.8911,3/25/2013,5.3701,3/25/2013,2.1906,3/25/2013,24.0642,3/25/2013,10.6019,3/25/2013,3.0306,3/25/2013,5.487,3/25/2013,27.818,3/25/2013,2.4032,3/25/2013,8.9536,3/25/2013,1.4887,3/25/2013,2.1055,3/25/2013,12.3033,3/25/2013,3.7856,,,3/25/2013,4.8703,3/25/2013,64.6533,3/25/2013,19.9596,3/25/2013,3.02,3/25/2013,5.051,3/25/2013,18.4496,3/25/2013,2.2437,3/25/2013,3.222,3/25/2013,16.9183,3/25/2013,2.74351,3/25/2013,4.43428,3/25/2013,8.83667,3/25/2013,4.99787,3/25/2013,8.92174,3/25/2013,21.09741,3/25/2013,4.094
3/26/2013,67.436,3/26/2013,2.5302,3/26/2013,18.9392,3/26/2013,58.4374,3/26/2013,26.3392,3/26/2013,6.733,3/26/2013,6.8601,3/26/2013,4.9227,3/26/2013,14.5141,3/26/2013,2.9113,3/26/2013,14.5458,3/26/2013,20.1884,3/26/2013,9.4537,3/26/2013,2.8901,3/26/2013,3.8217,3/26/2013,1.1751,3/26/2013,2.329,3/26/2013,6.6695,3/26/2013,11.1582,3/26/2013,14.1647,3/26/2013,15.4457,3/26/2013,9.8349,3/26/2013,7.8128,3/26/2013,7.8552,3/26/2013,14.0165,3/26/2013,7.2518,3/26/2013,10.83,3/26/2013,2.2655,3/26/2013,12.3439,3/26/2013,12.2909,3/26/2013,5.8967,3/26/2013,5.3779,3/26/2013,2.1596,3/26/2013,24.169,3/26/2013,10.7029,3/26/2013,2.9748,3/26/2013,5.4415,3/26/2013,27.5249,3/26/2013,2.3608,3/26/2013,8.9244,3/26/2013,1.4609,3/26/2013,2.0644,3/26/2013,12.5662,3/26/2013,3.6418,,,3/26/2013,4.8592,3/26/2013,65.2128,3/26/2013,19.405,3/26/2013,3.0066,3/26/2013,5.2191,3/26/2013,18.2829,3/26/2013,2.2761,3/26/2013,3.1971,3/26/2013,16.7478,3/26/2013,2.72073,3/26/2013,4.38281,3/26/2013,8.76562,3/26/2013,4.97565,3/26/2013,8.71268,3/26/2013,20.99301,3/26/2013,4.09697
3/27/2013,66.2925,3/27/2013,2.5627,3/27/2013,19.6336,3/27/2013,58.8796,3/27/2013,26.0087,3/27/2013,6.6928,3/27/2013,6.9364,3/27/2013,4.8502,3/27/2013,14.667,3/27/2013,3.124,3/27/2013,14.5505,3/27/2013,20.449,3/27/2013,9.4462,3/27/2013,2.8804,3/27/2013,3.7912,3/27/2013,1.2072,3/27/2013,2.3721,3/27/2013,6.4704,3/27/2013,11.1405,3/27/2013,14.0316,3/27/2013,15.5353,3/27/2013,10.018,3/27/2013,7.7094,3/27/2013,7.7624,3/27/2013,14.1586,3/27/2013,7.127,3/27/2013,10.3039,3/27/2013,2.2451,3/27/2013,12.0301,3/27/2013,12.2631,3/27/2013,5.8456,3/27/2013,5.3902,3/27/2013,2.1392,3/27/2013,23.4036,3/27/2013,10.7699,3/27/2013,2.9863,3/27/2013,5.422,3/27/2013,27.2477,3/27/2013,2.3615,3/27/2013,8.8743,3/27/2013,1.5144,3/27/2013,2.0227,3/27/2013,12.2842,3/27/2013,3.5794,,,3/27/2013,4.829,3/27/2013,65.8689,3/27/2013,19.2841,3/27/2013,2.9758,3/27/2013,5.0831,3/27/2013,18.1616,3/27/2013,2.298,3/27/2013,3.2193,3/27/2013,17.2826,3/27/2013,2.84867,3/27/2013,4.42656,3/27/2013,8.65191,3/27/2013,4.94546,3/27/2013,8.65191,3/27/2013,21.41269,3/27/2013,4.25712
3/28/2013,66.0147,3/28/2013,2.53,3/28/2013,19.1878,3/28/2013,59.8491,3/28/2013,25.4917,3/28/2013,6.729,3/28/2013,6.9204,3/28/2013,4.7412,3/28/2013,14.1172,3/28/2013,3.1253,3/28/2013,14.0427,3/28/2013,20.4103,3/28/2013,9.5355,3/28/2013,2.8171,3/28/2013,3.7419,3/28/2013,1.1693,3/28/2013,2.3918,3/28/2013,6.5908,3/28/2013,11.0769,3/28/2013,13.7557,3/28/2013,15.244,3/28/2013,9.9926,3/28/2013,7.7921,3/28/2013,7.8133,3/28/2013,13.9045,3/28/2013,6.931,3/28/2013,10.4178,3/28/2013,2.1686,3/28/2013,12.0017,3/28/2013,12.1824,3/28/2013,5.7617,3/28/2013,5.3046,3/28/2013,2.1367,3/28/2013,23.2699,3/28/2013,11.0769,3/28/2013,2.8489,3/28/2013,5.2727,3/28/2013,27.2882,3/28/2013,2.3068,3/28/2013,8.7913,3/28/2013,1.4989,3/28/2013,1.9666,3/28/2013,12.3525,3/28/2013,3.5931,,,3/28/2013,4.7518,3/28/2013,66.8651,3/28/2013,19.0284,3/28/2013,2.9234,3/28/2013,5.1026,3/28/2013,18.3268,3/28/2013,2.3068,3/28/2013,3.1572,3/28/2013,17.4338,3/28/2013,2.80642,3/28/2013,4.36909,3/28/2013,8.61061,3/28/2013,4.9325,3/28/2013,8.49367,3/28/2013,21.2395,3/28/2013,4.18837
3/29/2013,66.3341,3/29/2013,2.4942,3/29/2013,18.754,3/29/2013,59.117,3/29/2013,25.8862,3/29/2013,6.6653,3/29/2013,6.8457,3/29/2013,4.6169,3/29/2013,14.2539,3/29/2013,3.1097,3/29/2013,14.8907,3/29/2013,20.2929,3/29/2013,9.3505,3/29/2013,2.8444,3/29/2013,3.6829,3/29/2013,1.1569,3/29/2013,2.3456,3/29/2013,6.591,3/29/2013,11.1017,3/29/2013,14.0522,3/29/2013,15.1348,3/29/2013,9.9554,3/29/2013,7.9176,3/29/2013,7.8115,3/29/2013,14.3494,3/29/2013,6.7714,3/29/2013,10.3375,3/29/2013,2.1758,3/29/2013,12.0251,3/29/2013,12.3541,3/29/2013,5.7843,3/29/2013,5.4341,3/29/2013,2.1015,3/29/2013,23.5088,3/29/2013,10.7408,3/29/2013,2.7807,3/29/2013,5.3173,3/29/2013,29.3144,3/29/2013,2.3137,3/29/2013,8.7561,3/29/2013,1.4965,3/29/2013,1.9635,3/29/2013,12.1736,3/29/2013,3.5449,,,3/29/2013,4.6699,3/29/2013,65.1666,3/29/2013,18.7221,3/29/2013,2.9081,3/29/2013,5.0626,3/29/2013,18.4462,3/29/2013,2.5578,3/29/2013,3.1097,3/29/2013,17.5334,3/29/2013,2.7595,3/29/2013,4.3409,3/29/2013,8.52261,3/29/2013,4.88219,3/29/2013,8.90469,3/29/2013,21.15262,3/29/2013,4.14986
4/1/2013,64.1877,4/1/2013,2.4646,4/1/2013,18.817,4/1/2013,58.7227,4/1/2013,25.8037,4/1/2013,6.5259,4/1/2013,6.7831,4/1/2013,4.5542,4/1/2013,13.9734,4/1/2013,2.9897,4/1/2013,14.3378,4/1/2013,19.2456,4/1/2013,9.0334,4/1/2013,2.8397,4/1/2013,3.5255,4/1/2013,1.168,4/1/2013,2.261,4/1/2013,6.3009,4/1/2013,10.8123,4/1/2013,14.102,4/1/2013,14.8414,4/1/2013,9.88,4/1/2013,7.6404,4/1/2013,7.9083,4/1/2013,13.877,4/1/2013,6.5152,4/1/2013,9.8693,4/1/2013,2.1539,4/1/2013,11.8838,4/1/2013,12.1946,4/1/2013,5.5508,4/1/2013,5.24,4/1/2013,2.0146,4/1/2013,22.6425,4/1/2013,10.3943,4/1/2013,2.7325,4/1/2013,5.3365,4/1/2013,28.7291,4/1/2013,2.3253,4/1/2013,8.6262,4/1/2013,1.5109,4/1/2013,1.961,4/1/2013,11.8731,4/1/2013,3.3755,,,4/1/2013,4.4899,4/1/2013,64.9379,4/1/2013,18.6884,4/1/2013,2.8718,4/1/2013,4.8007,4/1/2013,17.9383,4/1/2013,2.4646,4/1/2013,3.1612,4/1/2013,17.5418,4/1/2013,2.70039,4/1/2013,4.22203,4/1/2013,8.30476,4/1/2013,4.68281,4/1/2013,8.42263,4/1/2013,20.63866,4/1/2013,4.03986
4/2/2013,62.7808,4/2/2013,2.3743,4/2/2013,18.1177,4/2/2013,60,4/2/2013,24.7808,4/2/2013,6.3209,4/2/2013,6.6096,4/2/2013,4.4064,4/2/2013,13.4866,4/2/2013,2.8556,4/2/2013,14.4599,4/2/2013,18.9305,4/2/2013,8.7808,4/2/2013,2.8235,4/2/2013,3.4866,4/2/2013,1.1444,4/2/2013,2.2567,4/2/2013,6.1818,4/2/2013,10.3423,4/2/2013,13.3476,4/2/2013,14.3209,4/2/2013,9.7433,4/2/2013,7.4332,4/2/2013,7.7005,4/2/2013,13.4332,4/2/2013,6.3316,4/2/2013,9.615,4/2/2013,2.0856,4/2/2013,11.2941,4/2/2013,12.0642,4/2/2013,5.3369,4/2/2013,5.1551,4/2/2013,1.9572,4/2/2013,23.1658,4/2/2013,10.4064,4/2/2013,2.631,4/2/2013,5.0802,4/2/2013,27.7219,4/2/2013,2.2781,4/2/2013,8.5348,4/2/2013,1.4439,4/2/2013,1.8931,4/2/2013,11.6791,4/2/2013,3.2834,,,4/2/2013,4.3529,4/2/2013,63.5294,4/2/2013,18.2032,4/2/2013,2.8235,4/2/2013,4.738,4/2/2013,17.3904,4/2/2013,2.3636,4/2/2013,3.1016,4/2/2013,17.2834,4/2/2013,2.51337,4/2/2013,4.11765,4/2/2013,8.04278,4/2/2013,4.63102,4/2/2013,8.2139,4/2/2013,20.12834,4/2/2013,3.86096
4/3/2013,63.422,4/3/2013,2.3258,4/3/2013,17.7237,4/3/2013,60.8377,4/3/2013,25.1965,4/3/2013,6.353,4/3/2013,6.6329,4/3/2013,4.4471,4/3/2013,13.6643,4/3/2013,2.8858,4/3/2013,14.7303,4/3/2013,19.4788,4/3/2013,8.7972,4/3/2013,2.9073,4/3/2013,3.4564,4/3/2013,1.1414,4/3/2013,2.272,4/3/2013,6.1484,4/3/2013,10.6493,4/3/2013,13.5351,4/3/2013,14.4718,4/3/2013,10.3155,4/3/2013,7.4728,4/3/2013,7.742,4/3/2013,13.9012,4/3/2013,6.4176,4/3/2013,9.9602,4/3/2013,2.0566,4/3/2013,11.4569,4/3/2013,12.566,4/3/2013,5.5562,4/3/2013,5.3193,4/3/2013,1.9705,4/3/2013,23.6029,4/3/2013,10.7139,4/3/2013,2.7135,4/3/2013,5.1793,4/3/2013,28.3515,4/3/2013,2.2505,4/3/2013,8.6034,4/3/2013,1.4321,4/3/2013,1.8736,4/3/2013,12.0168,4/3/2013,3.338,,,4/3/2013,4.4794,4/3/2013,67.083,4/3/2013,18.6928,4/3/2013,2.8319,4/3/2013,4.7916,4/3/2013,18.1975,4/3/2013,2.3689,4/3/2013,3.2088,4/3/2013,17.6806,4/3/2013,2.53042,4/3/2013,4.21019,4/3/2013,8.24809,4/3/2013,4.94239,4/3/2013,8.4096,4/3/2013,20.30796,4/3/2013,3.79024
4/4/2013,63.4293,4/4/2013,2.3292,4/4/2013,18.0202,4/4/2013,62.2855,4/4/2013,24.9766,4/4/2013,6.4053,4/4/2013,6.4573,4/4/2013,4.3673,4/4/2013,13.029,4/4/2013,2.7347,4/4/2013,14.4016,4/4/2013,19.7983,4/4/2013,8.8385,4/4/2013,2.7139,4/4/2013,3.3378,4/4/2013,1.1646,4/4/2013,2.1836,4/4/2013,6.0518,4/4/2013,10.8454,4/4/2013,13.341,4/4/2013,14.2248,4/4/2013,10.0551,4/4/2013,7.6635,4/4/2013,7.5491,4/4/2013,13.5177,4/4/2013,6.2494,4/4/2013,9.7016,4/4/2013,1.9861,4/4/2013,11.3029,4/4/2013,12.6027,4/4/2013,5.4175,4/4/2013,5.1575,4/4/2013,1.9133,4/4/2013,23.3961,4/4/2013,10.8246,4/4/2013,2.5788,4/4/2013,5.1887,4/4/2013,27.8257,4/4/2013,2.142,4/4/2013,8.3706,4/4/2013,1.3726,4/4/2013,1.8301,4/4/2013,11.9892,4/4/2013,3.4834,,,4/4/2013,4.5128,4/4/2013,67.4847,4/4/2013,18.3841,4/4/2013,2.6828,4/4/2013,4.7104,4/4/2013,17.885,4/4/2013,2.2772,4/4/2013,3.2443,4/4/2013,17.8018,4/4/2013,2.44359,4/4/2013,4.1905,4/4/2013,8.14183,4/4/2013,4.752,4/4/2013,8.38099,4/4/2013,19.77748,4/4/2013,3.63939
4/5/2013,63.2911,4/5/2013,2.2847,4/5/2013,18.0406,4/5/2013,63.7028,4/5/2013,24.8225,4/5/2013,6.5041,4/5/2013,6.5761,4/5/2013,4.2194,4/5/2013,12.3907,4/5/2013,2.7683,4/5/2013,14.5724,4/5/2013,20.2017,4/5/2013,8.7167,4/5/2013,2.6243,4/5/2013,3.1594,4/5/2013,1.1629,4/5/2013,2.12,4/5/2013,6.0718,4/5/2013,11.6497,4/5/2013,12.967,4/5/2013,14.346,4/5/2013,10.281,4/5/2013,7.6052,4/5/2013,7.2965,4/5/2013,14.1196,4/5/2013,6.3394,4/5/2013,9.6738,4/5/2013,1.9553,4/5/2013,11.1866,4/5/2013,13.7594,4/5/2013,5.4955,4/5/2013,5.1456,4/5/2013,1.8833,4/5/2013,22.7951,4/5/2013,10.3736,4/5/2013,2.5934,4/5/2013,5.0324,4/5/2013,27.8172,4/5/2013,2.1303,4/5/2013,8.5212,4/5/2013,1.3893,4/5/2013,1.8627,4/5/2013,12.0305,4/5/2013,3.4373,,,4/5/2013,4.6208,4/5/2013,68.4368,4/5/2013,17.8347,4/5/2013,2.5419,4/5/2013,4.5282,4/5/2013,18.3287,4/5/2013,2.2023,4/5/2013,3.1903,4/5/2013,18.1126,4/5/2013,2.33611,4/5/2013,4.23999,4/5/2013,8.2227,4/5/2013,4.75455,4/5/2013,8.18154,4/5/2013,19.55336,4/5/2013,3.56077
