,902 HK Equity,,991 HK Equity,,916 HK Equity,,2688 HK Equity,,1798 HK Equity,,1600 HK Equity,,1265 HK Equity,,1733 HK Equity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/31/2011,0.4583,10/31/2011,0.2600,6/13/2013,1.0137,10/31/2011,3.6557,,,,,10/31/2011,0.1352,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/1/2011,0.4465,11/1/2011,0.2574,6/14/2013,1.0167,11/1/2011,3.5515,,,,,11/1/2011,0.1415,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/2/2011,0.4388,11/2/2011,0.2638,6/17/2013,1.0322,11/2/2011,3.5128,,,,,11/2/2011,0.1415,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/3/2011,0.4467,11/3/2011,0.2562,6/18/2013,1.0259,11/3/2011,3.4692,,,,,11/3/2011,0.1506,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/4/2011,0.4596,11/4/2011,0.2626,6/19/2013,1.0610,11/4/2011,3.5211,,,,,11/4/2011,0.1493,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/7/2011,0.4634,11/7/2011,0.2690,6/20/2013,1.0253,11/7/2011,3.6556,,,,,11/7/2011,0.1493,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/8/2011,0.5149,11/8/2011,0.3154,6/21/2013,1.0067,11/8/2011,3.5140,,,,,11/8/2011,0.1467,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/9/2011,0.4928,11/9/2011,0.3063,6/24/2013,0.9551,11/9/2011,3.6223,,,,,11/9/2011,0.1454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/10/2011,0.4910,11/10/2011,0.2905,6/25/2013,0.9281,11/10/2011,3.5281,,,,,11/10/2011,0.1311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/11/2011,0.5053,11/11/2011,0.3034,6/26/2013,0.9640,11/11/2011,3.5741,,,,,11/11/2011,0.1337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/14/2011,0.5192,11/14/2011,0.3277,6/27/2013,1.0325,11/14/2011,3.6431,,,,,11/14/2011,0.1298,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/15/2011,0.5358,11/15/2011,0.3277,6/28/2013,1.0366,11/15/2011,3.6428,,,,,11/15/2011,0.1324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/16/2011,0.5101,11/16/2011,0.3123,7/2/2013,1.0447,11/16/2011,3.5209,,,,,11/16/2011,0.1324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/17/2011,0.5124,11/17/2011,0.3249,7/3/2013,1.0111,11/17/2011,3.5318,,,,,11/17/2011,0.1284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/18/2011,0.5071,11/18/2011,0.3171,7/4/2013,0.9918,11/18/2011,3.4665,,,,,11/18/2011,0.1245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/21/2011,0.5032,11/21/2011,0.3094,7/5/2013,0.9775,11/21/2011,3.4917,,,,,11/21/2011,0.1220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/22/2011,0.5057,11/22/2011,0.3209,7/8/2013,1.0082,11/22/2011,3.4652,,,,,11/22/2011,0.1206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/23/2011,0.5120,11/23/2011,0.3156,7/9/2013,1.0275,11/23/2011,3.2718,,,,,11/23/2011,0.1193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/24/2011,0.5388,11/24/2011,0.3310,,,11/24/2011,3.3159,,,,,11/24/2011,0.1155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/25/2011,0.5387,11/25/2011,0.3425,,,11/25/2011,3.3541,,,,,11/25/2011,0.1180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/28/2011,0.5272,11/28/2011,0.3374,,,11/28/2011,3.4700,,,,,11/28/2011,0.1219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/29/2011,0.5289,11/29/2011,0.3492,,,11/29/2011,3.5495,,,,,11/29/2011,0.1181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/30/2011,0.5084,11/30/2011,0.3308,,,11/30/2011,3.5136,,,,,11/30/2011,0.1184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/1/2011,0.4955,12/1/2011,0.3269,,,12/1/2011,3.5718,,,,,12/1/2011,0.1197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/2/2011,0.5085,12/2/2011,0.3360,,,12/2/2011,3.5147,,,,,12/2/2011,0.1159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/5/2011,0.5007,12/5/2011,0.3346,,,12/5/2011,3.5651,,,,,12/5/2011,0.1158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/6/2011,0.5005,12/6/2011,0.3268,,,12/6/2011,3.4867,,,,,12/6/2011,0.1145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/7/2011,0.5044,12/7/2011,0.3217,,,12/7/2011,3.4867,,,,,12/7/2011,0.1119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/8/2011,0.5016,12/8/2011,0.3138,,,12/8/2011,3.4851,,,,,12/8/2011,0.1106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/9/2011,0.4883,12/9/2011,0.3122,,,12/9/2011,3.4822,,,,,12/9/2011,0.1041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/12/2011,0.4831,12/12/2011,0.3084,,,12/12/2011,3.4820,,,,,12/12/2011,0.1028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/13/2011,0.4898,12/13/2011,0.3060,,,12/13/2011,3.3941,,,,,12/13/2011,0.0964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/14/2011,0.5125,12/14/2011,0.3083,,,12/14/2011,3.1343,,,,,12/14/2011,0.0989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/15/2011,0.5076,12/15/2011,0.3174,,,12/15/2011,3.0650,,,,,12/15/2011,0.0977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/16/2011,0.5344,12/16/2011,0.3186,,,12/16/2011,2.9997,,,,,12/16/2011,0.1002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/19/2011,0.5202,12/19/2011,0.3147,,,12/19/2011,3.1920,,,,,12/19/2011,0.1015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/20/2011,0.5217,12/20/2011,0.3097,,,12/20/2011,3.1866,,,,,12/20/2011,0.1028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/21/2011,0.5307,12/21/2011,0.3174,,,12/21/2011,3.2127,,,,,12/21/2011,0.1028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/22/2011,0.5256,12/22/2011,0.3200,,,12/22/2011,3.1033,,,,,12/22/2011,0.1028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/23/2011,0.5350,12/23/2011,0.3215,,,12/23/2011,3.2148,,,,,12/23/2011,0.0990,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/28/2011,0.5311,12/28/2011,0.3215,,,12/28/2011,3.1764,,,,,12/28/2011,0.1055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/29/2011,0.5326,12/29/2011,0.3204,,,12/29/2011,3.2036,,,,,12/29/2011,0.1029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/30/2011,0.5318,12/30/2011,0.3309,,,12/30/2011,3.2060,,,,,12/30/2011,0.1030,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/3/2012,0.5381,1/3/2012,0.3334,,,1/3/2012,3.1733,,,,,1/3/2012,0.1043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/4/2012,0.5356,1/4/2012,0.3219,,,1/4/2012,3.2056,,,,,1/4/2012,0.1030,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/5/2012,0.5448,1/5/2012,0.3207,,,1/5/2012,3.1938,,,,,1/5/2012,0.1030,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/6/2012,0.5357,1/6/2012,0.3168,,,1/6/2012,3.1356,,,,,1/6/2012,0.1030,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/9/2012,0.5472,1/9/2012,0.3245,,,1/9/2012,3.2126,,,,,1/9/2012,0.1017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/10/2012,0.5717,1/10/2012,0.3271,,,1/10/2012,3.1420,,,,,1/10/2012,0.0979,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/11/2012,0.5575,1/11/2012,0.3296,,,1/11/2012,3.0902,,,,,1/11/2012,0.1004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/12/2012,0.5704,1/12/2012,0.3309,,,1/12/2012,2.8389,,,,,1/12/2012,0.1017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/13/2012,0.5743,1/13/2012,0.3309,,,1/13/2012,2.9871,,,,,1/13/2012,0.1017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/16/2012,0.5677,1/16/2012,0.3308,,,1/16/2012,2.9609,,,,,1/16/2012,0.1030,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/17/2012,0.5718,1/17/2012,0.3374,,,1/17/2012,2.8848,,,,,1/17/2012,0.1030,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/18/2012,0.5708,1/18/2012,0.3311,,,1/18/2012,2.9892,,,,,1/18/2012,0.1018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/19/2012,0.5890,1/19/2012,0.3299,,,1/19/2012,2.8996,,,,,1/19/2012,0.0979,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/20/2012,0.5863,1/20/2012,0.3273,,,1/20/2012,2.9058,,,,,1/20/2012,0.1057,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/26/2012,0.5840,1/26/2012,0.3288,,,1/26/2012,2.9845,,,,,1/26/2012,0.1031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/27/2012,0.5712,1/27/2012,0.3249,,,1/27/2012,3.0173,,,,,1/27/2012,0.1032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/30/2012,0.5970,1/30/2012,0.3314,,,1/30/2012,2.9978,,,,,1/30/2012,0.1032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/31/2012,0.6073,1/31/2012,0.3339,,,1/31/2012,3.0363,,,,,1/31/2012,0.1057,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/1/2012,0.6087,2/1/2012,0.3366,,,2/1/2012,3.0693,,,,,2/1/2012,0.1019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/2/2012,0.6125,2/2/2012,0.3352,,,2/2/2012,3.1074,,,,,2/2/2012,0.1032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/3/2012,0.6152,2/3/2012,0.3340,,,2/3/2012,3.1596,,,,,2/3/2012,0.1070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/6/2012,0.6113,2/6/2012,0.3443,,,2/6/2012,3.2113,,,,,2/6/2012,0.1109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/7/2012,0.6191,2/7/2012,0.3547,,,2/7/2012,3.2115,,,,,2/7/2012,0.1174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/8/2012,0.6191,2/8/2012,0.3585,,,2/8/2012,3.2823,,,,,2/8/2012,0.1251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/9/2012,0.6279,2/9/2012,0.3559,,,2/9/2012,3.3911,,,,,2/9/2012,0.1251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/10/2012,0.6332,2/10/2012,0.3443,,,2/10/2012,3.4430,,,,,2/10/2012,0.1199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/13/2012,0.6384,2/13/2012,0.3508,,,2/13/2012,3.3789,,,,,2/13/2012,0.1225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/14/2012,0.6500,2/14/2012,0.3482,,,2/14/2012,3.2952,,,,,2/14/2012,0.1238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/15/2012,0.6591,2/15/2012,0.3714,,,2/15/2012,3.3275,,,,,2/15/2012,0.1212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/16/2012,0.6552,2/16/2012,0.3895,,,2/16/2012,3.2370,,,,,2/16/2012,0.1199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/17/2012,0.6577,2/17/2012,0.3856,,,2/17/2012,3.2628,,,,,2/17/2012,0.1290,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/20/2012,0.6538,2/20/2012,0.3701,,,2/20/2012,3.3207,,,,,2/20/2012,0.1251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/21/2012,0.6435,2/21/2012,0.3830,,,2/21/2012,3.3466,,,,,2/21/2012,0.1238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/22/2012,0.6460,2/22/2012,0.3753,,,2/22/2012,3.3527,,,,,2/22/2012,0.1251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/23/2012,0.6395,2/23/2012,0.3713,,,2/23/2012,3.3651,,,,,2/23/2012,0.1199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/24/2012,0.6371,2/24/2012,0.3714,,,2/24/2012,3.4627,,,,,2/24/2012,0.1290,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/27/2012,0.6086,2/27/2012,0.3585,,,2/27/2012,3.3397,,,,,2/27/2012,0.1251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/28/2012,0.6331,2/28/2012,0.3649,,,2/28/2012,3.3075,,,,,2/28/2012,0.1251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/29/2012,0.6408,2/29/2012,0.3636,,,2/29/2012,3.4362,,,,,2/29/2012,0.1238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/1/2012,0.6254,3/1/2012,0.3585,,,3/1/2012,3.3913,,,,,3/1/2012,0.1238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/2/2012,0.6483,3/2/2012,0.3635,,,3/2/2012,3.4413,,,,,3/2/2012,0.1392,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/5/2012,0.6260,3/5/2012,0.3555,,,3/5/2012,3.4393,,,,,3/5/2012,0.1391,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/6/2012,0.6158,3/6/2012,0.3491,,,3/6/2012,3.4201,,,,,3/6/2012,0.1378,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/7/2012,0.6041,3/7/2012,0.3478,,,3/7/2012,3.3231,,,,,3/7/2012,0.1391,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/8/2012,0.5996,3/8/2012,0.3481,,,3/8/2012,3.3590,,,,,3/8/2012,0.1418,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/9/2012,0.6317,3/9/2012,0.3584,,,3/9/2012,3.3972,,,,,3/9/2012,0.1560,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/12/2012,0.6213,3/12/2012,0.3532,,,3/12/2012,3.4095,,,,,3/12/2012,0.1573,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/13/2012,0.6199,3/13/2012,0.3583,,,3/13/2012,3.4151,,,,,3/13/2012,0.1663,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/14/2012,0.6223,3/14/2012,0.3659,,,3/14/2012,3.3627,,,,,3/14/2012,0.1701,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/15/2012,0.6107,3/15/2012,0.3646,,,3/15/2012,3.3691,,,,,3/15/2012,0.1714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/16/2012,0.6029,3/16/2012,0.3697,,,3/16/2012,3.4911,,,,,3/16/2012,0.1804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/19/2012,0.5952,3/19/2012,0.3633,,,3/19/2012,3.7359,,,,,3/19/2012,0.1881,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/20/2012,0.6003,3/20/2012,0.3633,,,3/20/2012,3.6003,,,,,3/20/2012,0.1868,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/21/2012,0.5551,3/21/2012,0.3426,,,3/21/2012,3.5610,,,,,3/21/2012,0.1829,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/22/2012,0.5807,3/22/2012,0.3477,,,3/22/2012,3.5283,,,,,3/22/2012,0.1751,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/23/2012,0.5523,3/23/2012,0.3437,,,3/23/2012,3.5466,,,,,3/23/2012,0.1841,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/26/2012,0.5522,3/26/2012,0.3540,,,3/26/2012,3.4435,,,,,3/26/2012,0.1867,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/27/2012,0.5731,3/27/2012,0.3580,,,3/27/2012,3.6253,,,,,3/27/2012,0.1867,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/28/2012,0.5629,3/28/2012,0.3581,,,3/28/2012,3.5677,,,,,3/28/2012,0.1855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/29/2012,0.5525,3/29/2012,0.3581,,,3/29/2012,3.5419,,,,,3/29/2012,0.1893,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/30/2012,0.5435,3/30/2012,0.3529,,,3/30/2012,3.4517,,,,,3/30/2012,0.1842,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/2/2012,0.5576,4/2/2012,0.3580,,,4/2/2012,3.6056,,,,,4/2/2012,0.1816,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/3/2012,0.5783,4/3/2012,0.3580,,,4/3/2012,3.5997,,,,,4/3/2012,0.1842,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/5/2012,0.5757,4/5/2012,0.3542,,,4/5/2012,3.6191,,,,,4/5/2012,0.1842,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/10/2012,0.5564,4/10/2012,0.3516,,,4/10/2012,3.5158,,,,,4/10/2012,0.1816,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/11/2012,0.5499,4/11/2012,0.3452,,,4/11/2012,3.4838,,,,,4/11/2012,0.1790,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/12/2012,0.5551,4/12/2012,0.3439,,,4/12/2012,3.5031,,,,,4/12/2012,0.1790,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/13/2012,0.5619,4/13/2012,0.3454,,,4/13/2012,3.5118,,,,,4/13/2012,0.1804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/16/2012,0.5555,4/16/2012,0.3442,,,4/16/2012,3.4802,,,,,4/16/2012,0.1792,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/17/2012,0.5555,4/17/2012,0.3415,,,4/17/2012,3.4927,,,,,4/17/2012,0.1779,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/18/2012,0.5618,4/18/2012,0.3518,,,4/18/2012,3.5048,,,,,4/18/2012,0.1765,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/19/2012,0.5655,4/19/2012,0.3478,,,4/19/2012,3.4845,,,,,4/19/2012,0.1752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/20/2012,0.5824,4/20/2012,0.3621,,,4/20/2012,3.5046,,,,,4/20/2012,0.1752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/23/2012,0.5643,4/23/2012,0.3530,,,4/23/2012,3.4337,,,,,4/23/2012,0.1752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/24/2012,0.5683,4/24/2012,0.3518,,,4/24/2012,3.4021,,,,,4/24/2012,0.1753,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/25/2012,0.5760,4/25/2012,0.3531,,,4/25/2012,3.4149,,,,,4/25/2012,0.1740,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/26/2012,0.5684,4/26/2012,0.3583,,,4/26/2012,3.4024,,,,,4/26/2012,0.1779,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/27/2012,0.5774,4/27/2012,0.3531,,,4/27/2012,3.4023,,,,,4/27/2012,0.1753,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/30/2012,0.5929,4/30/2012,0.3558,,,4/30/2012,3.5189,,,,,4/30/2012,0.1856,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/2/2012,0.5891,5/2/2012,0.3519,,,5/2/2012,3.4868,,,,,5/2/2012,0.1946,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/3/2012,0.5812,5/3/2012,0.3493,,,5/3/2012,3.4668,,,,,5/3/2012,0.1946,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/4/2012,0.5888,5/4/2012,0.3517,,,5/4/2012,3.4787,,,,,5/4/2012,0.1984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/7/2012,0.5798,5/7/2012,0.3427,,,5/7/2012,3.4850,,,,,5/7/2012,0.1945,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
