,7751 JP Equity,,6758 JP Equity,,6971 JP Equity,,6502 JP Equity,,6752 JP Equity,,7974 JP Equity,,4901 JP Equity,,3765 JP Equity,,9613 JP Equity,,6594 JP Equity,,7731 JP Equity,,7752 JP Equity,,8035 JP Equity,,6702 JP Equity,,4307 JP Equity,,6701 JP Equity,,6753 JP Equity,,4716 JP Equity,,6762 JP Equity,,6963 JP Equity,,4704 JP Equity,,4902 JP Equity,,7832 JP Equity,,4768 JP Equity,,6857 JP Equity,,6448 JP Equity,,8036 JP Equity,,9766 JP Equity,,3436 JP Equity,,4684 JP Equity,,6724 JP Equity,,6952 JP Equity,,4739 JP Equity,,5214 JP Equity,,4062 JP Equity,,9719 JP Equity,,6592 JP Equity,,6723 JP Equity,,6976 JP Equity,,6727 JP Equity,,6925 JP Equity,,3668 JP Equity,,6588 JP Equity,,6457 JP Equity,,6967 JP Equity,,6479 JP Equity,,6703 JP Equity,,3774 JP Equity,,6770 JP Equity,,7735 JP Equity,,3105 JP Equity,,9684 JP Equity,,4733 JP Equity,,6256 JP Equity,,6756 JP Equity,,1973 JP Equity,,7732 JP Equity,,9697 JP Equity,,2327 JP Equity,,3626 JP Equity
8/13/2012,33.9334,8/13/2012,12.1154,8/13/2012,83.2376,8/13/2012,3.4597,8/13/2012,7.3918,8/13/2012,109.7919,8/13/2012,17.3497,8/13/2012,24.5117,8/13/2012,3076.7267,8/13/2012,83.1099,8/13/2012,26.9756,8/13/2012,8.0940,8/13/2012,49.9170,8/13/2012,3.9193,8/13/2012,20.6945,8/13/2012,1.4043,8/13/2012,2.5533,8/13/2012,45.4487,8/13/2012,43.7891,8/13/2012,35.1079,8/13/2012,27.4480,8/13/2012,7.4046,8/13/2012,15.1921,8/13/2012,87.4505,8/13/2012,13.6729,8/13/2012,10.2643,8/13/2012,24.5883,8/13/2012,22.4180,8/13/2012,7.9025,8/13/2012,206.0513,8/13/2012,6.7535,8/13/2012,7.1620,8/13/2012,52.7257,8/13/2012,5.2981,8/13/2012,17.4263,8/13/2012,14.8602,8/13/2012,40.5975,8/13/2012,3.1278,8/13/2012,8.9110,8/13/2012,5.7768,8/13/2012,12.1282,,,8/13/2012,4.0598,8/13/2012,22.3414,8/13/2012,6.7535,8/13/2012,3.9704,8/13/2012,1.1618,8/13/2012,22.0861,8/13/2012,5.7960,8/13/2012,5.9237,8/13/2012,6.2939,8/13/2012,15.3581,8/13/2012,52.6618,8/14/2012,8151.3459,8/14/2012,6.5135,8/13/2012,17.5029,8/13/2012,6.0896,8/13/2012,20.0434,8/13/2012,19.1370,8/13/2012,12.1026
8/14/2012,33.9132,8/14/2012,11.6557,8/14/2012,82.2753,8/14/2012,3.3139,8/14/2012,7.0975,8/14/2012,106.6531,8/14/2012,17.5216,8/14/2012,23.7430,8/14/2012,3020.5688,8/14/2012,82.7831,8/14/2012,26.6125,8/14/2012,8.1894,8/14/2012,48.5018,8/14/2012,3.9487,8/14/2012,20.4672,8/14/2012,1.4093,8/14/2012,2.4505,8/14/2012,46.9782,8/14/2012,43.6770,8/14/2012,34.9162,8/14/2012,27.2727,8/14/2012,7.3895,8/14/2012,15.4901,8/14/2012,87.1001,8/14/2012,13.6364,8/14/2012,10.2209,8/14/2012,24.5556,8/14/2012,23.2225,8/14/2012,7.6816,8/14/2012,206.3230,8/14/2012,6.7293,8/14/2012,7.0848,8/14/2012,51.0411,8/14/2012,5.1168,8/14/2012,17.3819,8/14/2012,14.8553,8/14/2012,41.0742,8/14/2012,3.0599,8/14/2012,9.0020,8/14/2012,5.9770,8/14/2012,12.1508,,,8/14/2012,4.1138,8/14/2012,23.0066,8/14/2012,7.0467,8/14/2012,3.9741,8/14/2012,1.1046,8/14/2012,21.8385,8/14/2012,5.7009,8/14/2012,5.4977,8/14/2012,6.2595,8/14/2012,16.0869,8/14/2012,53.8979,8/15/2012,7929.0690,8/15/2012,6.2825,8/14/2012,17.3311,8/14/2012,6.3357,8/14/2012,20.2514,8/14/2012,18.6643,8/14/2012,12.2905
8/15/2012,34.0722,8/15/2012,11.2856,8/15/2012,81.9506,8/15/2012,3.2806,8/15/2012,6.8778,8/15/2012,106.7764,8/15/2012,17.5554,8/15/2012,23.9772,8/15/2012,3008.2331,8/15/2012,82.2039,8/15/2012,26.5485,8/15/2012,7.8404,8/15/2012,48.7650,8/15/2012,3.9139,8/15/2012,20.4813,8/15/2012,1.3680,8/15/2012,2.1406,8/15/2012,47.2451,8/15/2012,43.0652,8/15/2012,34.5789,8/15/2012,27.3338,8/15/2012,7.2071,8/15/2012,15.3642,8/15/2012,87.2704,8/15/2012,13.6542,8/15/2012,10.2850,8/15/2012,24.8892,8/15/2012,22.7612,8/15/2012,7.5238,8/15/2012,206.7131,8/15/2012,6.6751,8/15/2012,7.0551,8/15/2012,51.2350,8/15/2012,5.0412,8/15/2012,16.6435,8/15/2012,14.8068,8/15/2012,41.7986,8/15/2012,2.9512,8/15/2012,8.8157,8/15/2012,5.9911,8/15/2012,11.9949,,,8/15/2012,4.0532,8/15/2012,22.8246,8/15/2012,6.8778,8/15/2012,3.8885,8/15/2012,1.1020,8/15/2012,21.6593,8/15/2012,5.5225,8/15/2012,5.6112,8/15/2012,6.2571,8/15/2012,15.7061,8/15/2012,53.8315,8/16/2012,8073.6723,8/16/2012,6.3833,8/15/2012,17.3654,8/15/2012,5.8138,8/15/2012,20.3547,8/15/2012,17.8341,8/15/2012,12.1849
8/16/2012,34.8682,8/16/2012,11.6816,8/16/2012,84.2690,8/16/2012,3.3809,8/16/2012,7.2285,8/16/2012,110.0038,8/16/2012,17.8504,8/16/2012,24.2210,8/16/2012,3021.3195,8/16/2012,83.1336,8/16/2012,27.0973,8/16/2012,8.1115,8/16/2012,50.2082,8/16/2012,4.0242,8/16/2012,20.5374,8/16/2012,1.3877,8/16/2012,2.1950,8/16/2012,46.5498,8/16/2012,44.2160,8/16/2012,34.9439,8/16/2012,27.5514,8/16/2012,7.4682,8/16/2012,15.6554,8/16/2012,87.2966,8/16/2012,14.2803,8/16/2012,10.8112,8/16/2012,25.8231,8/16/2012,22.7955,8/16/2012,7.8718,8/16/2012,207.0140,8/16/2012,6.7239,8/16/2012,7.1023,8/16/2012,50.9651,8/16/2012,5.1974,8/16/2012,17.0430,8/16/2012,14.9615,8/16/2012,42.1345,8/16/2012,3.0402,8/16/2012,9.2090,8/16/2012,5.9102,8/16/2012,12.1736,,,8/16/2012,4.0873,8/16/2012,22.5558,8/16/2012,7.0645,8/16/2012,3.9359,8/16/2012,1.1354,8/16/2012,21.6349,8/16/2012,5.7147,8/16/2012,5.8660,8/16/2012,6.3202,8/16/2012,15.7184,8/16/2012,55.5065,8/17/2012,8171.9889,8/17/2012,6.6256,8/16/2012,17.2196,8/16/2012,5.9796,8/16/2012,19.7427,8/16/2012,18.4559,8/16/2012,12.0601
8/17/2012,34.7875,8/17/2012,11.8682,8/17/2012,85.6173,8/17/2012,3.4951,8/17/2012,7.3925,8/17/2012,109.8818,8/17/2012,18.1795,8/17/2012,24.2017,8/17/2012,3042.4943,8/17/2012,84.1086,8/17/2012,27.3825,8/17/2012,8.2726,8/17/2012,50.2892,8/17/2012,4.0357,8/17/2012,20.7694,8/17/2012,1.4081,8/17/2012,2.4390,8/17/2012,47.2090,8/17/2012,44.8831,8/17/2012,35.8939,8/17/2012,27.6590,8/17/2012,7.6440,8/17/2012,15.3256,8/17/2012,87.2517,8/17/2012,14.5084,8/17/2012,10.6236,8/17/2012,25.9744,8/17/2012,22.5170,8/17/2012,8.0714,8/17/2012,207.4428,8/17/2012,6.8268,8/17/2012,7.3297,8/17/2012,51.7350,8/17/2012,5.2804,8/17/2012,17.2366,8/17/2012,15.7531,8/17/2012,42.8087,8/17/2012,3.1179,8/17/2012,9.4544,8/17/2012,5.9656,8/17/2012,12.2328,,,8/17/2012,4.1237,8/17/2012,22.8941,8/17/2012,7.1914,8/17/2012,4.0357,8/17/2012,1.1441,8/17/2012,21.4043,8/17/2012,5.9593,8/17/2012,6.1856,8/17/2012,6.3993,8/17/2012,15.6525,8/17/2012,56.0096,8/20/2012,8324.9370,8/20/2012,6.7506,8/17/2012,17.0983,8/17/2012,5.8461,8/17/2012,19.6756,8/17/2012,18.4310,8/17/2012,12.1700
8/20/2012,35.0000,8/20/2012,11.9144,8/20/2012,86.9018,8/20/2012,3.5390,8/20/2012,7.4433,8/20/2012,110.4534,8/20/2012,18.0982,8/20/2012,24.7607,8/20/2012,3049.1184,8/20/2012,84.5088,8/20/2012,27.6700,8/20/2012,8.2746,8/20/2012,50.2519,8/20/2012,4.0680,8/20/2012,21.1713,8/20/2012,1.3980,8/20/2012,2.1914,8/20/2012,46.8514,8/20/2012,44.7103,8/20/2012,36.3854,8/20/2012,28.1864,8/20/2012,7.6448,8/20/2012,15.5919,8/20/2012,87.2796,8/20/2012,14.5592,8/20/2012,10.6675,8/20/2012,25.8690,8/20/2012,22.8967,8/20/2012,8.1612,8/20/2012,208.3123,8/20/2012,7.0151,8/20/2012,7.4055,8/20/2012,52.4559,8/20/2012,5.3023,8/20/2012,17.1411,8/20/2012,16.0328,8/20/2012,42.8212,8/20/2012,3.0731,8/20/2012,9.5970,8/20/2012,5.9005,8/20/2012,12.2040,,,8/20/2012,4.0932,8/20/2012,22.7960,8/20/2012,7.1663,8/20/2012,3.9547,8/20/2012,1.1335,8/20/2012,21.1587,8/20/2012,6.0705,8/20/2012,6.2846,8/20/2012,6.4484,8/20/2012,15.7431,8/20/2012,54.3451,8/21/2012,8971.7742,8/21/2012,6.8674,8/20/2012,17.1537,8/20/2012,5.8690,8/20/2012,20.0252,8/20/2012,18.7909,8/20/2012,12.2418
8/21/2012,34.4002,8/21/2012,11.8700,8/21/2012,86.9456,8/21/2012,3.5282,8/21/2012,7.3715,8/21/2012,111.8952,8/21/2012,18.1200,8/21/2012,26.6885,8/21/2012,3072.0766,8/21/2012,83.2913,8/21/2012,27.6714,8/21/2012,8.2157,8/21/2012,49.7732,8/21/2012,4.2213,8/21/2012,21.9758,8/21/2012,1.3987,8/21/2012,2.2555,8/21/2012,47.0010,8/21/2012,43.2208,8/21/2012,36.2273,8/21/2012,28.2636,8/21/2012,7.6109,8/21/2012,15.9022,8/21/2012,88.7097,8/21/2012,14.6043,8/21/2012,10.5091,8/21/2012,25.7813,8/21/2012,23.7273,8/21/2012,8.1023,8/21/2012,210.1815,8/21/2012,6.9178,8/21/2012,7.3967,8/21/2012,52.8604,8/21/2012,5.1789,8/21/2012,17.0993,8/21/2012,15.9022,8/21/2012,42.6537,8/21/2012,3.0746,8/21/2012,9.7278,8/21/2012,5.8499,8/21/2012,12.1976,,,8/21/2012,4.1709,8/21/2012,23.0595,8/21/2012,7.1573,8/21/2012,3.9945,8/21/2012,1.1215,8/21/2012,21.2009,8/21/2012,6.0484,8/21/2012,6.1492,8/21/2012,6.4516,8/21/2012,16.3937,8/21/2012,54.9395,8/22/2012,8852.1278,8/22/2012,6.7812,8/21/2012,17.2127,8/21/2012,5.8972,8/21/2012,20.6275,8/21/2012,19.2162,8/21/2012,12.3488
8/22/2012,34.1078,8/22/2012,11.7692,8/22/2012,86.1220,8/22/2012,3.4853,8/22/2012,7.1979,8/22/2012,111.3777,8/22/2012,17.9316,8/22/2012,29.0567,8/22/2012,3021.8462,8/22/2012,82.7125,8/22/2012,27.6171,8/22/2012,8.1071,8/22/2012,48.4910,8/22/2012,4.2051,8/22/2012,21.5052,8/22/2012,1.3891,8/22/2012,2.2730,8/22/2012,47.9227,8/22/2012,42.0508,8/22/2012,35.6106,8/22/2012,28.2233,8/22/2012,7.6146,8/22/2012,15.8480,8/22/2012,89.1527,8/22/2012,14.3831,8/22/2012,10.4054,8/22/2012,25.7356,8/22/2012,23.5383,8/22/2012,8.1829,8/22/2012,210.8852,8/22/2012,7.1474,8/22/2012,7.3115,8/22/2012,53.2264,8/22/2012,5.1395,8/22/2012,16.8456,8/22/2012,15.8480,8/22/2012,42.3033,8/22/2012,3.0559,8/22/2012,9.6856,8/22/2012,5.7267,8/22/2012,12.0596,,,8/22/2012,4.1546,8/22/2012,23.0332,8/22/2012,7.1474,8/22/2012,3.9778,8/22/2012,1.1113,8/22/2012,21.8146,8/22/2012,6.0487,8/22/2012,5.8467,8/22/2012,6.4402,8/22/2012,16.8329,8/22/2012,54.6786,8/23/2012,9160.4026,8/23/2012,7.1729,8/22/2012,17.3759,8/22/2012,5.6447,8/22/2012,20.0783,8/22/2012,19.3838,8/22/2012,12.3248
8/23/2012,34.8834,8/23/2012,11.8359,8/23/2012,87.5271,8/23/2012,3.5291,8/23/2012,7.2621,8/23/2012,114.1547,8/23/2012,18.1934,8/23/2012,28.9209,8/23/2012,3051.3441,8/23/2012,82.5583,8/23/2012,28.4113,8/23/2012,8.1667,8/23/2012,50.3886,8/23/2012,4.2298,8/23/2012,21.5696,8/23/2012,1.3887,8/23/2012,2.3188,8/23/2012,48.3501,8/23/2012,42.6169,8/23/2012,35.7880,8/23/2012,28.4877,8/23/2012,7.8099,8/23/2012,16.2951,8/23/2012,89.5656,8/23/2012,14.8681,8/23/2012,10.6765,8/23/2012,26.0670,8/23/2012,24.0158,8/23/2012,8.3323,8/23/2012,213.4030,8/23/2012,7.1347,8/23/2012,7.4277,8/23/2012,53.0641,8/23/2012,5.2491,8/23/2012,16.7792,8/23/2012,15.7090,8/23/2012,42.8717,8/23/2012,3.1469,8/23/2012,9.9121,8/23/2012,5.8734,8/23/2012,12.1417,,,8/23/2012,4.1279,8/23/2012,23.1367,8/23/2012,7.3513,8/23/2012,4.0005,8/23/2012,1.1084,8/23/2012,22.1366,8/23/2012,6.0900,8/23/2012,6.0263,8/23/2012,6.4722,8/23/2012,17.0085,8/23/2012,55.8670,8/24/2012,9023.8943,8/24/2012,6.7997,8/23/2012,17.4035,8/23/2012,5.8606,8/23/2012,20.3211,8/23/2012,19.5694,8/23/2012,12.3837
8/24/2012,34.7356,8/24/2012,11.6675,8/24/2012,86.5531,8/24/2012,3.4316,8/24/2012,7.1047,8/24/2012,113.1164,8/24/2012,17.7936,8/24/2012,29.2069,8/24/2012,3018.5562,8/24/2012,79.8170,8/24/2012,28.3808,8/24/2012,7.9436,8/24/2012,48.9324,8/24/2012,4.1815,8/24/2012,21.4032,8/24/2012,1.3727,8/24/2012,2.4403,8/24/2012,48.2334,8/24/2012,41.1159,8/24/2012,35.8795,8/24/2012,28.1774,8/24/2012,7.8038,8/24/2012,16.2176,8/24/2012,88.2054,8/24/2012,14.5653,8/24/2012,10.5872,8/24/2012,25.4321,8/24/2012,23.6019,8/24/2012,8.2613,8/24/2012,213.1418,8/24/2012,6.9395,8/24/2012,7.2954,8/24/2012,52.6182,8/24/2012,5.0839,8/24/2012,16.1413,8/24/2012,15.6838,8/24/2012,42.5775,8/24/2012,3.0758,8/24/2012,9.5704,8/24/2012,5.7448,8/24/2012,12.0361,,,8/24/2012,4.1052,8/24/2012,22.6360,8/24/2012,7.1429,8/24/2012,3.8256,8/24/2012,1.1185,8/24/2012,22.4326,8/24/2012,5.7575,8/24/2012,5.8338,8/24/2012,6.3167,8/24/2012,17.3615,8/24/2012,55.7321,8/27/2012,8817.1770,8/27/2012,6.6701,8/24/2012,17.3106,8/24/2012,5.6304,8/24/2012,20.0813,8/24/2012,19.3696,8/24/2012,12.2267
8/27/2012,34.5318,8/27/2012,11.6758,8/27/2012,86.6472,8/27/2012,3.4176,8/27/2012,7.1528,8/27/2012,114.2168,8/27/2012,17.6344,8/27/2012,29.5388,8/27/2012,3017.4057,8/27/2012,80.0407,8/27/2012,28.5097,8/27/2012,7.9660,8/27/2012,48.8502,8/27/2012,4.1418,8/27/2012,21.2171,8/27/2012,1.3975,8/27/2012,2.5029,8/27/2012,48.4055,8/27/2012,41.2273,8/27/2012,35.4085,8/27/2012,28.4081,8/27/2012,7.8008,8/27/2012,16.3131,8/27/2012,89.4423,8/27/2012,14.5852,8/27/2012,10.4688,8/27/2012,25.2446,8/27/2012,23.9233,8/27/2012,8.2582,8/27/2012,212.1713,8/27/2012,7.1020,8/27/2012,7.3434,8/27/2012,53.1063,8/27/2012,5.0311,8/27/2012,16.0971,8/27/2012,15.9573,8/27/2012,41.9261,8/27/2012,3.0619,8/27/2012,9.5541,8/27/2012,5.4313,8/27/2012,12.0569,,,8/27/2012,4.0529,8/27/2012,22.5257,8/27/2012,7.0131,8/27/2012,3.7861,8/27/2012,1.1434,8/27/2012,22.2335,8/27/2012,5.7172,8/27/2012,5.7680,8/27/2012,6.4668,8/27/2012,17.2405,8/27/2012,56.7272,8/28/2012,8573.2484,8/28/2012,6.4459,8/27/2012,17.7360,8/27/2012,5.4758,8/27/2012,19.9721,8/27/2012,19.3749,8/27/2012,12.3110
8/28/2012,34.4204,8/28/2012,11.5032,8/28/2012,86.6242,8/28/2012,3.3248,8/28/2012,6.9936,8/28/2012,113.1210,8/28/2012,17.3121,8/28/2012,31.3376,8/28/2012,3016.5605,8/28/2012,79.1083,8/28/2012,28.1529,8/28/2012,7.9873,8/28/2012,48.4076,8/28/2012,4.0637,8/28/2012,21.0828,8/28/2012,1.3631,8/28/2012,2.7389,8/28/2012,47.7070,8/28/2012,40.3185,8/28/2012,34.2166,8/28/2012,28.7006,8/28/2012,7.6815,8/28/2012,16.0255,8/28/2012,88.0255,8/28/2012,14.5478,8/28/2012,10.3185,8/28/2012,25.0955,8/28/2012,23.6433,8/28/2012,7.7452,8/28/2012,212.8662,8/28/2012,7.0191,8/28/2012,7.3503,8/28/2012,53.6306,8/28/2012,5.0191,8/28/2012,15.7070,8/28/2012,15.9108,8/28/2012,42.2930,8/28/2012,2.9045,8/28/2012,9.1210,8/28/2012,5.4013,8/28/2012,12.0510,,,8/28/2012,4.0127,8/28/2012,22.3694,8/28/2012,6.8535,8/28/2012,3.7070,8/28/2012,1.1338,8/28/2012,22.2930,8/28/2012,5.5287,8/28/2012,5.6051,8/28/2012,6.4841,8/28/2012,17.4650,8/28/2012,54.9045,8/29/2012,8584.1270,8/29/2012,6.4889,8/28/2012,17.5287,8/28/2012,5.6051,8/28/2012,20.0127,8/28/2012,19.3248,8/28/2012,12.5987
8/29/2012,34.6540,8/29/2012,11.7206,8/29/2012,87.6191,8/29/2012,3.3397,8/29/2012,7.0476,8/29/2012,114.0318,8/29/2012,17.4476,8/29/2012,30.6032,8/29/2012,3032.3810,8/29/2012,80.3810,8/29/2012,28.5587,8/29/2012,8.2667,8/29/2012,49.2064,8/29/2012,4.1270,8/29/2012,21.0032,8/29/2012,1.4476,8/29/2012,2.9206,8/29/2012,47.9365,8/29/2012,39.6825,8/29/2012,34.6540,8/29/2012,28.4444,8/29/2012,7.7714,8/29/2012,16.1651,8/29/2012,89.6508,8/29/2012,15.2127,8/29/2012,10.6032,8/29/2012,25.1302,8/29/2012,24.1016,8/29/2012,8.0381,8/29/2012,211.6825,8/29/2012,7.0857,8/29/2012,7.4286,8/29/2012,53.7143,8/29/2012,5.1429,8/29/2012,16.0254,8/29/2012,15.8222,8/29/2012,42.2857,8/29/2012,3.9111,8/29/2012,9.2064,8/29/2012,5.3587,8/29/2012,12.0762,,,8/29/2012,4.1270,8/29/2012,22.4635,8/29/2012,6.9206,8/29/2012,3.6825,8/29/2012,1.1556,8/29/2012,22.1270,8/29/2012,5.5873,8/29/2012,5.6381,8/29/2012,6.4635,8/29/2012,17.4603,8/29/2012,55.5556,8/30/2012,8350.3055,8/30/2012,6.4409,8/29/2012,17.5746,8/29/2012,5.8286,8/29/2012,20.5333,8/29/2012,19.5937,8/29/2012,12.9270
8/30/2012,33.9104,8/30/2012,11.5326,8/30/2012,86.6853,8/30/2012,3.2714,8/30/2012,6.9883,8/30/2012,113.5438,8/30/2012,17.0952,8/30/2012,29.6334,8/30/2012,3029.5316,8/30/2012,79.6843,8/30/2012,28.2714,8/30/2012,8.1466,8/30/2012,48.4343,8/30/2012,4.0988,8/30/2012,21.0031,8/30/2012,1.4384,8/30/2012,2.8895,8/30/2012,48.4980,8/30/2012,38.9511,8/30/2012,33.6049,8/30/2012,28.1441,8/30/2012,7.7520,8/30/2012,16.2169,8/30/2012,88.3401,8/30/2012,14.9949,8/30/2012,10.2979,8/30/2012,25.0891,8/30/2012,23.5743,8/30/2012,7.9302,8/30/2012,210.6670,8/30/2012,6.7210,8/30/2012,7.3956,8/30/2012,54.2261,8/30/2012,5.0026,8/30/2012,15.6314,8/30/2012,16.0005,8/30/2012,42.4516,8/30/2012,3.6787,8/30/2012,8.9868,8/30/2012,5.5181,8/30/2012,12.0036,,,8/30/2012,4.1497,8/30/2012,22.5433,8/30/2012,6.8992,8/30/2012,3.6023,8/30/2012,1.1329,8/30/2012,21.7986,8/30/2012,5.3844,8/30/2012,5.4863,8/30/2012,6.4537,8/30/2012,16.8916,8/30/2012,56.3900,8/31/2012,8312.0531,8/31/2012,6.4096,8/30/2012,17.6935,8/30/2012,5.9572,8/30/2012,20.2648,8/30/2012,19.7556,8/30/2012,12.8946
8/31/2012,33.1333,8/31/2012,11.2487,8/31/2012,85.8018,8/31/2012,3.1920,8/31/2012,6.7927,8/31/2012,111.8488,8/31/2012,16.5858,8/31/2012,30.4137,8/31/2012,2980.0817,8/31/2012,78.6517,8/31/2012,27.4770,8/31/2012,7.8652,8/31/2012,46.9229,8/31/2012,4.0603,8/31/2012,20.8759,8/31/2012,1.4300,8/31/2012,2.5281,8/31/2012,48.3274,8/31/2012,38.1001,8/31/2012,32.6226,8/31/2012,27.7068,8/31/2012,7.3928,8/31/2012,15.8325,8/31/2012,88.1001,8/31/2012,14.5046,8/31/2012,10.1251,8/31/2012,24.7191,8/31/2012,22.9443,8/31/2012,7.5332,8/31/2012,210.1634,8/31/2012,6.4096,8/31/2012,7.2395,8/31/2012,54.7753,8/31/2012,4.7497,8/31/2012,15.0919,8/31/2012,15.7431,8/31/2012,41.5603,8/31/2012,3.3580,8/31/2012,8.6696,8/31/2012,5.6212,8/31/2012,11.7467,,,8/31/2012,4.0603,8/31/2012,22.2293,8/31/2012,6.5501,8/31/2012,3.4729,8/31/2012,1.1619,8/31/2012,22.1527,8/31/2012,5.3243,8/31/2012,5.3626,8/31/2012,6.2819,8/31/2012,16.7518,8/31/2012,54.7753,9/3/2012,8367.3991,9/3/2012,6.5790,8/31/2012,17.6073,8/31/2012,6.0138,8/31/2012,19.8672,8/31/2012,19.4203,8/31/2012,12.6277
9/3/2012,32.5754,9/3/2012,11.1906,9/3/2012,84.8237,9/3/2012,3.1809,9/3/2012,6.6173,9/3/2012,110.5008,9/3/2012,16.5049,9/3/2012,29.5222,9/3/2012,2954.7777,9/3/2012,78.4364,9/3/2012,27.0312,9/3/2012,7.7925,9/3/2012,46.7552,9/3/2012,3.9985,9/3/2012,20.7844,9/3/2012,1.4691,9/3/2012,2.3761,9/3/2012,48.2243,9/3/2012,37.2637,9/3/2012,32.4476,9/3/2012,27.5677,9/3/2012,7.3838,9/3/2012,16.0833,9/3/2012,87.6341,9/3/2012,14.4098,9/3/2012,10.0537,9/3/2012,24.6806,9/3/2012,22.7517,9/3/2012,7.5754,9/3/2012,207.4604,9/3/2012,6.2213,9/3/2012,7.1410,9/3/2012,54.8671,9/3/2012,4.7139,9/3/2012,15.0485,9/3/2012,15.7895,9/3/2012,41.1344,9/3/2012,3.4364,9/3/2012,8.5207,9/3/2012,5.5378,9/3/2012,11.7527,,,9/3/2012,4.0879,9/3/2012,22.0107,9/3/2012,6.3873,9/3/2012,3.4619,9/3/2012,1.2519,9/3/2012,22.7070,9/3/2012,5.2504,9/3/2012,5.3526,9/3/2012,6.1829,9/3/2012,16.4665,9/3/2012,54.0368,9/4/2012,8825.4049,9/4/2012,6.5936,9/3/2012,17.7312,9/3/2012,5.7486,9/3/2012,19.5963,9/3/2012,19.6474,9/3/2012,12.5958
9/4/2012,32.6999,9/4/2012,11.3506,9/4/2012,84.6831,9/4/2012,3.1756,9/4/2012,6.8231,9/4/2012,111.0828,9/4/2012,16.4902,9/4/2012,28.9376,9/4/2012,2939.6761,9/4/2012,77.7962,9/4/2012,27.0629,9/4/2012,7.7669,9/4/2012,46.5502,9/4/2012,4.0173,9/4/2012,20.7372,9/4/2012,1.4539,9/4/2012,2.6655,9/4/2012,46.7415,9/4/2012,38.3880,9/4/2012,33.3376,9/4/2012,26.9991,9/4/2012,7.4353,9/4/2012,16.0184,9/4/2012,86.5961,9/4/2012,14.7303,9/4/2012,10.0370,9/4/2012,24.3974,9/4/2012,22.7395,9/4/2012,7.6266,9/4/2012,205.5860,9/4/2012,6.2747,9/4/2012,7.3077,9/4/2012,54.0747,9/4/2012,4.8846,9/4/2012,14.9216,9/4/2012,16.1459,9/4/2012,41.1300,9/4/2012,3.3924,9/4/2012,8.6596,9/4/2012,5.3947,9/4/2012,11.8607,,,9/4/2012,4.1321,9/4/2012,22.1273,9/4/2012,6.5043,9/4/2012,3.5327,9/4/2012,1.2116,9/4/2012,22.6374,9/4/2012,5.2927,9/4/2012,5.5605,9/4/2012,6.4150,9/4/2012,16.3627,9/4/2012,52.2255,9/5/2012,8524.7575,9/5/2012,6.4191,9/4/2012,17.4723,9/4/2012,5.5605,9/4/2012,19.3725,9/4/2012,19.6531,9/4/2012,12.5239
9/5/2012,31.4319,9/5/2012,11.0133,9/5/2012,82.5676,9/5/2012,3.1011,9/5/2012,6.6616,9/5/2012,110.0051,9/5/2012,15.9137,9/5/2012,28.2415,9/5/2012,2954.3134,9/5/2012,75.5488,9/5/2012,26.4931,9/5/2012,7.4528,9/5/2012,46.1332,9/5/2012,3.9306,9/5/2012,20.7759,9/5/2012,1.4165,9/5/2012,2.6672,9/5/2012,46.4523,9/5/2012,36.4599,9/5/2012,32.4911,9/5/2012,26.9015,9/5/2012,7.2358,9/5/2012,15.7734,9/5/2012,86.6514,9/5/2012,14.6121,9/5/2012,9.5329,9/5/2012,24.4130,9/5/2012,22.1797,9/5/2012,7.5038,9/5/2012,203.8030,9/5/2012,6.1511,9/5/2012,7.3124,9/5/2012,54.6197,9/5/2012,4.7601,9/5/2012,14.7397,9/5/2012,16.1179,9/5/2012,40.7734,9/5/2012,3.2670,9/5/2012,8.3844,9/5/2012,5.3056,9/5/2012,11.6641,,,9/5/2012,4.0582,9/5/2012,21.7713,9/5/2012,6.3808,9/5/2012,3.3818,9/5/2012,1.1741,9/5/2012,23.6728,9/5/2012,5.1174,9/5/2012,5.4875,9/5/2012,6.0490,9/5/2012,16.2455,9/5/2012,51.6845,9/6/2012,8563.4659,9/6/2012,6.3593,9/5/2012,17.3303,9/5/2012,5.3726,9/5/2012,18.8489,9/5/2012,19.8188,9/5/2012,12.5830
