,7751 JP Equity,,6758 JP Equity,,6971 JP Equity,,6502 JP Equity,,6752 JP Equity,,7974 JP Equity,,4901 JP Equity,,3765 JP Equity,,9613 JP Equity,,6594 JP Equity,,7731 JP Equity,,7752 JP Equity,,8035 JP Equity,,6702 JP Equity,,4307 JP Equity,,6701 JP Equity,,6753 JP Equity,,4716 JP Equity,,6762 JP Equity,,6963 JP Equity,,4704 JP Equity,,4902 JP Equity,,7832 JP Equity,,4768 JP Equity,,6857 JP Equity,,6448 JP Equity,,8036 JP Equity,,9766 JP Equity,,3436 JP Equity,,4684 JP Equity,,6724 JP Equity,,6952 JP Equity,,4739 JP Equity,,5214 JP Equity,,4062 JP Equity,,9719 JP Equity,,6592 JP Equity,,6723 JP Equity,,6976 JP Equity,,6727 JP Equity,,6925 JP Equity,,3668 JP Equity,,6588 JP Equity,,6457 JP Equity,,6967 JP Equity,,6479 JP Equity,,6703 JP Equity,,3774 JP Equity,,6770 JP Equity,,7735 JP Equity,,3105 JP Equity,,9684 JP Equity,,4733 JP Equity,,6256 JP Equity,,6756 JP Equity,,1973 JP Equity,,7732 JP Equity,,9697 JP Equity,,2327 JP Equity,,3626 JP Equity
7/18/2012,36.7326,7/18/2012,12.2400,7/18/2012,80.4160,7/18/2012,3.5388,7/18/2012,6.8620,7/18/2012,111.6185,7/18/2012,17.0979,7/18/2012,22.8184,7/18/2012,3070.7763,7/18/2012,76.8645,7/18/2012,28.2471,7/18/2012,7.1411,7/18/2012,44.2669,7/18/2012,4.3760,7/18/2012,22.5647,7/18/2012,1.2938,7/18/2012,4.0081,7/18/2012,42.9985,7/18/2012,36.7707,7/18/2012,35.7940,7/18/2012,28.4627,7/18/2012,7.1664,7/18/2012,14.0030,7/18/2012,87.0117,7/18/2012,13.3942,7/18/2012,10.1345,7/18/2012,22.7423,7/18/2012,21.1187,7/18/2012,7.3694,7/18/2012,201.1669,7/18/2012,7.6865,7/18/2012,6.3673,7/18/2012,51.4333,7/18/2012,5.2258,7/18/2012,16.1213,7/18/2012,14.0538,7/18/2012,39.1933,7/18/2012,3.0695,7/18/2012,8.5743,7/18/2012,5.3463,7/18/2012,11.6438,,,7/18/2012,3.3866,7/18/2012,20.6875,7/18/2012,6.7859,7/18/2012,3.4247,7/18/2012,1.5855,7/18/2012,21.6261,7/18/2012,5.8600,7/18/2012,6.1898,7/18/2012,6.8747,7/18/2012,15.1573,7/18/2012,50.0381,7/19/2012,7276.4279,7/19/2012,6.9330,7/18/2012,16.4384,7/18/2012,7.0903,7/18/2012,18.9117,7/18/2012,17.1994,7/18/2012,10.8701
7/19/2012,37.1454,7/19/2012,12.4666,7/19/2012,81.5418,7/19/2012,3.5873,7/19/2012,6.8948,7/19/2012,111.4362,7/19/2012,17.3260,7/19/2012,22.7706,7/19/2012,3106.4750,7/19/2012,79.1248,7/19/2012,28.8004,7/19/2012,7.3146,7/19/2012,45.9865,7/19/2012,4.4142,7/19/2012,22.6562,7/19/2012,1.3103,7/19/2012,4.0326,7/19/2012,43.0607,7/19/2012,36.8655,7/19/2012,36.0768,7/19/2012,28.8131,7/19/2012,7.2764,7/19/2012,14.2348,7/19/2012,88.2839,7/19/2012,14.3112,7/19/2012,10.2150,7/19/2012,23.2922,7/19/2012,21.1169,7/19/2012,7.6453,7/19/2012,201.7555,7/19/2012,7.8998,7/19/2012,6.5259,7/19/2012,51.7746,7/19/2012,5.2538,7/19/2012,17.1225,7/19/2012,13.9931,7/19/2012,40.3257,7/19/2012,3.3075,7/19/2012,8.5867,7/19/2012,5.4955,7/19/2012,11.9069,,,7/19/2012,3.7273,7/19/2012,20.7862,7/19/2012,6.9075,7/19/2012,3.4983,7/19/2012,1.5774,7/19/2012,21.9120,7/19/2012,6.1188,7/19/2012,6.6149,7/19/2012,6.9075,7/19/2012,15.3034,7/19/2012,50.8205,7/20/2012,7272.0326,7/20/2012,7.0428,7/19/2012,17.1098,7/19/2012,7.2764,7/19/2012,19.3232,7/19/2012,17.3642,7/19/2012,10.8765
7/20/2012,36.6021,7/20/2012,12.2007,7/20/2012,80.6164,7/20/2012,3.6297,7/20/2012,6.6607,7/20/2012,109.2715,7/20/2012,17.0020,7/20/2012,22.9878,7/20/2012,3089.6587,7/20/2012,78.1966,7/20/2012,28.9608,7/20/2012,7.2466,7/20/2012,45.5298,7/20/2012,4.4575,7/20/2012,22.5038,7/20/2012,1.2608,7/20/2012,3.9480,7/20/2012,43.1737,7/20/2012,36.6276,7/20/2012,35.8762,7/20/2012,28.2603,7/20/2012,7.1956,7/20/2012,14.3148,7/20/2012,87.3663,7/20/2012,13.8818,7/20/2012,10.1248,7/20/2012,24.0194,7/20/2012,21.2175,7/20/2012,7.5267,7/20/2012,201.0953,7/20/2012,7.7050,7/20/2012,6.4824,7/20/2012,51.4519,7/20/2012,5.1834,7/20/2012,16.3780,7/20/2012,14.0219,7/20/2012,39.5441,7/20/2012,3.0566,7/20/2012,8.6093,7/20/2012,5.4795,7/20/2012,11.6531,,,7/20/2012,3.6042,7/20/2012,20.4534,7/20/2012,6.7117,7/20/2012,3.4896,7/20/2012,1.5792,7/20/2012,21.6824,7/20/2012,6.0749,7/20/2012,6.4952,7/20/2012,6.7371,7/20/2012,15.6903,7/20/2012,50.3057,7/23/2012,7050.8734,7/23/2012,6.7576,7/20/2012,17.2185,7/20/2012,7.1447,7/20/2012,20.0713,7/20/2012,17.3332,7/20/2012,10.7234
7/23/2012,34.9611,7/23/2012,11.7175,7/23/2012,79.5614,7/23/2012,3.5191,7/23/2012,6.3751,7/23/2012,107.8669,7/23/2012,16.6263,7/23/2012,22.7082,7/23/2012,3048.5784,7/23/2012,77.9039,7/23/2012,28.1780,7/23/2012,6.7449,7/23/2012,44.8808,7/23/2012,4.3606,7/23/2012,22.2236,7/23/2012,1.2368,7/23/2012,3.7486,7/23/2012,43.0958,7/23/2012,36.2234,7/23/2012,35.2671,7/23/2012,28.1397,7/23/2012,6.8596,7/23/2012,14.3185,7/23/2012,86.8290,7/23/2012,13.4770,7/23/2012,9.6647,7/23/2012,23.4349,7/23/2012,20.8084,7/23/2012,6.9744,7/23/2012,199.5410,7/23/2012,7.5099,7/23/2012,6.3751,7/23/2012,51.0646,7/23/2012,5.1001,7/23/2012,15.9633,7/23/2012,13.4770,7/23/2012,38.8244,7/23/2012,2.9198,7/23/2012,8.1601,7/23/2012,5.2882,7/23/2012,11.5772,,,7/23/2012,3.6466,7/23/2012,20.2346,7/23/2012,6.5791,7/23/2012,3.3916,7/23/2012,1.5045,7/23/2012,21.2291,7/23/2012,5.8651,7/23/2012,6.2986,7/23/2012,6.4261,7/23/2012,15.2110,7/23/2012,50.1721,7/24/2012,7366.6709,7/24/2012,6.7784,7/23/2012,16.2183,7/23/2012,6.8851,7/23/2012,19.2018,7/23/2012,17.7866,7/23/2012,10.4297
7/24/2012,34.5569,7/24/2012,11.7406,7/24/2012,78.7825,7/24/2012,3.3380,7/24/2012,6.5226,7/24/2012,105.8959,7/24/2012,16.6518,7/24/2012,23.0081,7/24/2012,3074.5620,7/24/2012,77.1198,7/24/2012,28.1366,7/24/2012,6.7912,7/24/2012,45.1464,7/24/2012,4.3228,7/24/2012,22.2535,7/24/2012,1.2789,7/24/2012,3.6961,7/24/2012,42.9723,7/24/2012,35.8230,7/24/2012,34.9533,7/24/2012,28.4052,7/24/2012,6.8295,7/24/2012,14.3113,7/24/2012,87.0955,7/24/2012,13.6335,7/24/2012,9.7327,7/24/2012,23.4429,7/24/2012,21.2176,7/24/2012,6.9702,7/24/2012,200.7929,7/24/2012,7.8527,7/24/2012,6.3179,7/24/2012,50.4540,7/24/2012,5.1669,7/24/2012,16.0251,7/24/2012,13.5823,7/24/2012,38.8797,7/24/2012,2.8904,7/24/2012,7.8783,7/24/2012,5.3108,7/24/2012,11.7278,,,7/24/2012,3.6322,7/24/2012,20.4886,7/24/2012,6.6249,7/24/2012,3.3764,7/24/2012,1.4580,7/24/2012,21.5820,7/24/2012,5.9343,7/24/2012,6.4586,7/24/2012,6.5098,7/24/2012,15.1682,7/24/2012,49.0472,7/25/2012,7095.3720,7/25/2012,6.3922,7/24/2012,16.6134,7/24/2012,6.6249,7/24/2012,18.9283,7/24/2012,17.5982,7/24/2012,10.4617
7/25/2012,34.2368,7/25/2012,11.1225,7/25/2012,77.2181,7/25/2012,3.0938,7/25/2012,6.1621,7/25/2012,104.1933,7/25/2012,16.0828,7/25/2012,22.6541,7/25/2012,3043.9785,7/25/2012,78.4966,7/25/2012,26.9496,7/25/2012,6.4178,7/25/2012,42.5722,7/25/2012,4.2444,7/25/2012,22.3344,7/25/2012,1.2529,7/25/2012,3.3240,7/25/2012,42.5083,7/25/2012,35.0038,7/25/2012,34.5180,7/25/2012,27.8701,7/25/2012,6.5329,7/25/2012,13.9095,7/25/2012,86.0394,7/25/2012,13.1169,7/25/2012,9.2559,7/25/2012,23.0376,7/25/2012,20.9282,7/25/2012,6.7374,7/25/2012,203.0171,7/25/2012,7.2616,7/25/2012,6.1238,7/25/2012,50.1790,7/25/2012,5.0243,7/25/2012,14.9834,7/25/2012,13.4493,7/25/2012,37.7525,7/25/2012,2.7103,7/25/2012,7.3894,7/25/2012,5.1106,7/25/2012,11.6211,,,7/25/2012,3.5157,7/25/2012,20.2889,7/25/2012,6.4945,7/25/2012,3.3367,7/25/2012,1.4191,7/25/2012,21.4140,7/25/2012,5.6252,7/25/2012,6.0854,7/25/2012,6.2388,7/25/2012,14.9067,7/25/2012,48.6449,7/26/2012,7243.2294,7/26/2012,6.4895,7/25/2012,16.8883,7/25/2012,6.7886,7/25/2012,18.9594,7/25/2012,17.4380,7/25/2012,10.4577
7/26/2012,31.5534,7/26/2012,11.6633,7/26/2012,77.2867,7/26/2012,3.1298,7/26/2012,6.3235,7/26/2012,107.4349,7/26/2012,15.6873,7/26/2012,23.2499,7/26/2012,3058.2524,7/26/2012,77.9254,7/26/2012,26.8907,7/26/2012,6.3746,7/26/2012,43.5616,7/26/2012,4.2284,7/26/2012,22.6367,7/26/2012,1.2902,7/26/2012,3.3470,7/26/2012,43.0506,7/26/2012,36.0245,7/26/2012,35.2325,7/26/2012,28.3342,7/26/2012,6.4001,7/26/2012,13.9627,7/26/2012,86.7399,7/26/2012,13.7711,7/26/2012,9.1083,7/26/2012,24.1952,7/26/2012,20.9632,7/26/2012,6.9494,7/26/2012,202.9893,7/26/2012,7.3327,7/26/2012,6.2085,7/26/2012,49.7573,7/26/2012,4.9693,7/26/2012,15.3040,7/26/2012,13.6561,7/26/2012,38.1834,7/26/2012,2.8999,7/26/2012,7.7159,7/26/2012,5.3047,7/26/2012,11.7144,,,7/26/2012,3.5514,7/26/2012,20.4139,7/26/2012,6.6428,7/26/2012,3.4492,7/26/2012,1.4691,7/26/2012,21.6530,7/26/2012,5.7614,7/26/2012,6.2724,7/26/2012,6.3107,7/26/2012,15.5084,7/26/2012,49.5018,7/27/2012,6949.2173,7/27/2012,6.7838,7/26/2012,16.7604,7/26/2012,6.9239,7/26/2012,19.1109,7/26/2012,17.7823,7/26/2012,10.5646
7/27/2012,32.0479,7/27/2012,12.0530,7/27/2012,78.1469,7/27/2012,3.2710,7/27/2012,6.6565,7/27/2012,112.0020,7/27/2012,16.6349,7/27/2012,23.0368,7/27/2012,3123.3295,7/27/2012,78.7833,7/27/2012,27.1860,7/27/2012,6.5929,7/27/2012,45.1190,7/27/2012,4.2892,7/27/2012,22.9859,7/27/2012,1.2855,7/27/2012,3.2455,7/27/2012,43.8463,7/27/2012,37.1643,7/27/2012,35.3825,7/27/2012,28.8023,7/27/2012,6.6183,7/27/2012,13.8348,7/27/2012,87.6925,7/27/2012,12.4348,7/27/2012,9.4184,7/27/2012,25.1877,7/27/2012,20.8986,7/27/2012,7.2801,7/27/2012,203.7673,7/27/2012,7.6238,7/27/2012,6.3765,7/27/2012,49.7009,7/27/2012,5.1419,7/27/2012,15.8076,7/27/2012,13.7584,7/27/2012,38.3734,7/27/2012,2.9910,7/27/2012,7.9420,7/27/2012,5.2501,7/27/2012,12.2566,,,7/27/2012,3.6146,7/27/2012,20.4913,7/27/2012,6.9492,7/27/2012,3.4873,7/27/2012,1.5019,7/27/2012,20.8095,7/27/2012,5.9947,7/27/2012,6.5038,7/27/2012,6.4147,7/27/2012,15.2985,7/27/2012,48.8100,7/30/2012,7759.1717,7/30/2012,6.6982,7/27/2012,16.6221,7/27/2012,6.8983,7/27/2012,19.2185,7/27/2012,17.7421,7/27/2012,10.7038
7/30/2012,32.7240,7/30/2012,11.7602,7/30/2012,78.6143,7/30/2012,3.2724,7/30/2012,6.6726,7/30/2012,111.2105,7/30/2012,17.7426,7/30/2012,22.8813,7/30/2012,3110.0601,7/30/2012,78.9978,7/30/2012,27.4447,7/30/2012,6.7366,7/30/2012,45.4429,7/30/2012,3.7709,7/30/2012,21.5135,7/30/2012,1.2655,7/30/2012,3.2596,7/30/2012,44.0368,7/30/2012,37.5304,7/30/2012,35.9709,7/30/2012,29.6689,7/30/2012,7.0306,7/30/2012,13.9844,7/30/2012,87.9458,7/30/2012,12.0031,7/30/2012,9.5360,7/30/2012,25.1822,7/30/2012,20.7465,7/30/2012,7.2734,7/30/2012,207.5930,7/30/2012,7.4524,7/30/2012,6.5704,7/30/2012,51.1952,7/30/2012,5.1387,7/30/2012,15.9657,7/30/2012,13.6393,7/30/2012,38.7319,7/30/2012,2.8889,7/30/2012,7.9893,7/30/2012,5.4519,7/30/2012,12.3993,,,7/30/2012,3.6942,7/30/2012,20.8232,7/30/2012,6.9027,7/30/2012,3.5153,7/30/2012,1.5212,7/30/2012,21.2195,7/30/2012,6.0079,7/30/2012,6.5448,7/30/2012,6.4298,7/30/2012,15.1732,7/30/2012,49.1499,7/31/2012,8113.6422,7/31/2012,6.6291,7/30/2012,16.8222,7/30/2012,7.1073,7/30/2012,19.1870,7/30/2012,19.2126,7/30/2012,10.7631
7/31/2012,33.9135,7/31/2012,12.3240,7/31/2012,79.9846,7/31/2012,3.3530,7/31/2012,6.9875,7/31/2012,111.9785,7/31/2012,18.0445,7/31/2012,23.6627,7/31/2012,3045.8152,7/31/2012,79.2168,7/31/2012,27.9498,7/31/2012,6.9235,7/31/2012,47.0310,7/31/2012,3.9672,7/31/2012,20.8216,7/31/2012,1.3437,7/31/2012,3.4553,7/31/2012,44.9834,7/31/2012,38.3926,7/31/2012,36.1659,7/31/2012,29.8951,7/31/2012,7.1410,7/31/2012,14.4228,7/31/2012,88.3031,7/31/2012,12.8999,7/31/2012,9.3422,7/31/2012,25.1728,7/31/2012,21.5255,7/31/2012,7.6913,7/31/2012,203.9928,7/31/2012,8.0497,7/31/2012,6.6419,7/31/2012,51.8301,7/31/2012,5.3238,7/31/2012,16.4321,7/31/2012,13.5782,7/31/2012,39.0965,7/31/2012,3.3658,7/31/2012,8.3056,7/31/2012,5.6181,7/31/2012,12.7080,,,7/31/2012,3.7113,7/31/2012,20.8088,7/31/2012,7.0515,7/31/2012,3.5321,7/31/2012,1.5869,7/31/2012,21.6279,7/31/2012,6.0404,7/31/2012,6.7827,7/31/2012,6.6163,7/31/2012,15.5234,7/31/2012,52.7899,8/1/2012,8004.0916,8/1/2012,6.5593,7/31/2012,16.9184,7/31/2012,7.1922,7/31/2012,20.4633,7/31/2012,19.5163,7/31/2012,10.4044
8/1/2012,34.1261,8/1/2012,12.0317,8/1/2012,78.1230,8/1/2012,3.3755,8/1/2012,7.4671,8/1/2012,108.6818,8/1/2012,17.6064,8/1/2012,24.1657,8/1/2012,3086.5618,8/1/2012,76.7165,8/1/2012,27.6563,8/1/2012,7.3136,8/1/2012,47.3085,8/1/2012,3.8870,8/1/2012,21.1738,8/1/2012,1.4448,8/1/2012,3.3883,8/1/2012,45.2628,8/1/2012,39.8287,8/1/2012,35.2257,8/1/2012,29.9450,8/1/2012,7.1986,8/1/2012,14.1286,8/1/2012,89.6305,8/1/2012,12.6966,8/1/2012,9.1421,8/1/2012,24.8817,8/1/2012,21.4295,8/1/2012,7.4671,8/1/2012,199.7187,8/1/2012,6.7638,8/1/2012,6.6999,8/1/2012,54.7245,8/1/2012,5.2551,8/1/2012,15.8420,8/1/2012,14.8319,8/1/2012,38.6779,8/1/2012,3.1965,8/1/2012,7.8123,8/1/2012,5.5747,8/1/2012,12.2235,,,8/1/2012,3.6568,8/1/2012,20.5345,8/1/2012,6.7894,8/1/2012,3.6952,8/1/2012,1.5343,8/1/2012,21.0971,8/1/2012,5.7793,8/1/2012,6.5721,8/1/2012,6.5081,8/1/2012,15.2410,8/1/2012,51.7837,8/2/2012,7948.8818,8/2/2012,6.6070,8/1/2012,17.3891,8/1/2012,6.2396,8/1/2012,20.4833,8/1/2012,19.5627,8/1/2012,12.3130
8/2/2012,34.4153,8/2/2012,12.3195,8/2/2012,82.0447,8/2/2012,3.3482,8/2/2012,7.4888,8/2/2012,109.1374,8/2/2012,17.6358,8/2/2012,24.5623,8/2/2012,3046.6454,8/2/2012,79.4888,8/2/2012,27.5527,8/2/2012,7.5783,8/2/2012,48.1789,8/2/2012,3.9617,8/2/2012,21.0351,8/2/2012,1.4441,8/2/2012,3.4121,8/2/2012,45.2396,8/2/2012,41.9169,8/2/2012,35.4377,8/2/2012,30.0831,8/2/2012,7.2077,8/2/2012,14.3514,8/2/2012,88.0511,8/2/2012,12.9840,8/2/2012,9.1374,8/2/2012,24.8690,8/2/2012,21.6869,8/2/2012,7.5399,8/2/2012,202.9393,8/2/2012,6.8371,8/2/2012,6.6965,8/2/2012,55.0160,8/2/2012,5.2907,8/2/2012,17.1629,8/2/2012,15.1310,8/2/2012,38.6582,8/2/2012,3.2716,8/2/2012,7.8211,8/2/2012,5.5559,8/2/2012,12.0895,,,8/2/2012,3.8594,8/2/2012,20.6134,8/2/2012,6.9010,8/2/2012,3.8211,8/2/2012,1.5719,8/2/2012,20.6070,8/2/2012,5.7636,8/2/2012,6.7220,8/2/2012,6.4920,8/2/2012,15.0415,8/2/2012,51.5016,8/3/2012,7645.3377,8/3/2012,6.3351,8/2/2012,17.4569,8/2/2012,6.2236,8/2/2012,20.4473,8/2/2012,19.7444,8/2/2012,12.2939
8/3/2012,34.2705,8/3/2012,11.4108,8/3/2012,80.1425,8/3/2012,3.2184,8/3/2012,7.1747,8/3/2012,105.7117,8/3/2012,17.0335,8/3/2012,24.6788,8/3/2012,3008.5231,8/3/2012,80.2697,8/3/2012,26.9050,8/3/2012,7.2383,8/3/2012,46.9406,8/3/2012,3.8418,8/3/2012,20.5445,8/3/2012,1.3993,8/3/2012,2.4424,8/3/2012,45.7321,8/3/2012,41.2797,8/3/2012,34.9065,8/3/2012,29.9071,8/3/2012,6.9457,8/3/2012,14.6292,8/3/2012,89.4288,8/3/2012,12.5302,8/3/2012,9.7698,8/3/2012,24.1191,8/3/2012,22.5289,8/3/2012,7.0602,8/3/2012,202.0099,8/3/2012,6.3987,8/3/2012,6.4241,8/3/2012,54.6368,8/3/2012,4.9612,8/3/2012,16.5501,8/3/2012,14.9599,8/3/2012,38.1249,8/3/2012,3.0531,8/3/2012,7.4418,8/3/2012,5.5273,8/3/2012,11.6525,,,8/3/2012,3.7273,8/3/2012,19.7939,8/3/2012,6.6531,8/3/2012,3.7400,8/3/2012,1.4884,8/3/2012,20.1310,8/3/2012,5.4192,8/3/2012,6.3478,8/3/2012,6.1570,8/3/2012,14.8200,8/3/2012,50.8841,8/6/2012,8071.1179,8/6/2012,6.5362,8/3/2012,17.6695,8/3/2012,5.9662,8/3/2012,20.3664,8/3/2012,19.3996,8/3/2012,12.2122
8/6/2012,35.6613,8/6/2012,11.4735,8/6/2012,82.1182,8/6/2012,3.3257,8/6/2012,7.3037,8/6/2012,106.4211,8/6/2012,17.5620,8/6/2012,25.5820,8/6/2012,3076.2343,8/6/2012,81.2228,8/6/2012,28.1274,8/6/2012,7.6490,8/6/2012,48.4139,8/6/2012,3.8885,8/6/2012,20.6319,8/6/2012,1.4454,8/6/2012,2.3152,8/6/2012,46.6232,8/6/2012,42.3382,8/6/2012,35.4311,8/6/2012,30.6472,8/6/2012,7.1246,8/6/2012,14.7864,8/6/2012,90.8161,8/6/2012,12.8422,8/6/2012,9.8491,8/6/2012,24.9041,8/6/2012,22.0645,8/6/2012,7.2013,8/6/2012,206.0629,8/6/2012,6.4722,8/6/2012,6.6769,8/6/2012,56.5362,8/6/2012,5.0908,8/6/2012,16.7690,8/6/2012,15.0294,8/6/2012,38.8207,8/6/2012,3.0826,8/6/2012,7.6874,8/6/2012,5.7112,8/6/2012,12.0235,,,8/6/2012,3.8245,8/6/2012,21.6424,8/6/2012,6.7664,8/6/2012,3.8629,8/6/2012,1.5093,8/6/2012,21.1371,8/6/2012,5.5129,8/6/2012,6.5618,8/6/2012,6.2420,8/6/2012,14.7736,8/6/2012,51.4198,8/7/2012,7916.1372,8/7/2012,6.6455,8/6/2012,17.7027,8/6/2012,6.5362,8/6/2012,20.4144,8/6/2012,19.8516,8/6/2012,12.4201
8/7/2012,35.7179,8/7/2012,11.4867,8/7/2012,81.8297,8/7/2012,3.4180,8/7/2012,7.2173,8/7/2012,105.7179,8/7/2012,17.3062,8/7/2012,25.4130,8/7/2012,3069.8856,8/7/2012,81.4485,8/7/2012,28.1067,8/7/2012,7.7255,8/7/2012,48.2211,8/7/2012,3.8501,8/7/2012,20.5718,8/7/2012,1.4358,8/7/2012,2.3253,8/7/2012,46.5693,8/7/2012,41.9314,8/7/2012,35.1970,8/7/2012,30.5718,8/7/2012,7.1919,8/7/2012,14.7522,8/7/2012,90.8513,8/7/2012,12.8971,8/7/2012,10.2033,8/7/2012,25.0064,8/7/2012,21.7916,8/7/2012,7.4333,8/7/2012,205.0826,8/7/2012,6.6074,8/7/2012,6.8996,8/7/2012,54.6379,8/7/2012,5.1334,8/7/2012,16.9886,8/7/2012,14.9047,8/7/2012,38.8183,8/7/2012,3.0496,8/7/2012,7.8907,8/7/2012,5.8227,8/7/2012,12.1601,,,8/7/2012,3.8247,8/7/2012,22.4651,8/7/2012,6.7090,8/7/2012,3.9136,8/7/2012,1.5121,8/7/2012,22.8081,8/7/2012,5.5781,8/7/2012,6.5820,8/7/2012,6.2389,8/7/2012,15.2859,8/7/2012,51.9060,8/8/2012,7915.8700,8/8/2012,6.7304,8/7/2012,17.6747,8/7/2012,5.8958,8/7/2012,19.9873,8/7/2012,19.5934,8/7/2012,12.1093
8/8/2012,34.8502,8/8/2012,11.6252,8/8/2012,83.7476,8/8/2012,3.4034,8/8/2012,7.2020,8/8/2012,106.3098,8/8/2012,17.3614,8/8/2012,25.6342,8/8/2012,3123.0083,8/8/2012,81.5806,8/8/2012,28.9356,8/8/2012,7.6864,8/8/2012,48.3748,8/8/2012,3.9388,8/8/2012,20.9305,8/8/2012,1.4277,8/8/2012,2.3964,8/8/2012,46.7814,8/8/2012,42.3837,8/8/2012,35.0924,8/8/2012,31.0644,8/8/2012,7.2658,8/8/2012,14.7355,8/8/2012,90.8859,8/8/2012,13.3461,8/8/2012,10.2613,8/8/2012,24.8948,8/8/2012,22.2690,8/8/2012,7.5717,8/8/2012,207.2658,8/8/2012,6.6922,8/8/2012,7.0108,8/8/2012,53.4098,8/8/2012,5.2135,8/8/2012,16.9407,8/8/2012,14.5570,8/8/2012,39.0057,8/8/2012,3.0338,8/8/2012,7.9924,8/8/2012,5.8572,8/8/2012,12.3136,,,8/8/2012,3.9006,8/8/2012,22.1925,8/8/2012,6.5137,8/8/2012,3.9006,8/8/2012,1.5551,8/8/2012,22.2753,8/8/2012,5.7616,8/8/2012,6.0166,8/8/2012,6.3607,8/8/2012,15.6150,8/8/2012,51.2428,8/9/2012,7713.8137,8/9/2012,6.4811,8/8/2012,17.2467,8/8/2012,5.7999,8/8/2012,20.1020,8/8/2012,19.5666,8/8/2012,12.2498
8/9/2012,34.5914,8/9/2012,11.7169,8/9/2012,84.0005,8/9/2012,3.4439,8/9/2012,7.3326,8/9/2012,108.6542,8/9/2012,17.5118,8/9/2012,25.3145,8/9/2012,3112.2125,8/9/2012,83.8734,8/9/2012,26.5091,8/9/2012,8.0061,8/9/2012,49.8157,8/9/2012,3.9903,8/9/2012,20.9938,8/9/2012,1.4360,8/9/2012,2.4273,8/9/2012,45.8762,8/9/2012,42.9534,8/9/2012,35.1760,8/9/2012,30.7536,8/9/2012,7.3707,8/9/2012,14.9447,8/9/2012,89.0838,8/9/2012,13.7375,8/9/2012,10.3190,8/9/2012,25.1620,8/9/2012,22.6458,8/9/2012,7.8282,8/9/2012,206.3795,8/9/2012,6.6718,8/9/2012,7.1038,8/9/2012,53.8188,8/9/2012,5.2230,8/9/2012,17.2703,8/9/2012,14.6524,8/9/2012,40.1576,8/9/2012,3.1516,8/9/2012,7.8663,8/9/2012,5.8743,8/9/2012,12.3269,,,8/9/2012,4.0539,8/9/2012,22.1121,8/9/2012,6.6209,8/9/2012,3.9649,8/9/2012,1.0294,8/9/2012,21.4449,8/9/2012,5.8330,8/9/2012,5.8203,8/9/2012,6.4811,8/9/2012,15.6818,8/9/2012,51.6584,8/10/2012,7705.0856,8/10/2012,6.6829,8/9/2012,17.6388,8/9/2012,6.1126,8/9/2012,20.1423,8/9/2012,19.5705,8/9/2012,12.2760
8/10/2012,33.9637,8/10/2012,12.1007,8/10/2012,83.6954,8/10/2012,3.4628,8/10/2012,7.4240,8/10/2012,109.3790,8/10/2012,17.5185,8/10/2012,24.2781,8/10/2012,3101.2011,8/10/2012,83.5676,8/10/2012,26.5781,8/10/2012,8.0501,8/10/2012,49.7061,8/10/2012,3.9612,8/10/2012,20.7641,8/10/2012,1.4311,8/10/2012,2.6706,8/10/2012,45.9366,8/10/2012,42.9977,8/10/2012,35.3310,8/10/2012,28.1114,8/10/2012,7.3856,8/10/2012,15.0524,8/10/2012,87.9121,8/10/2012,13.6468,8/10/2012,10.3118,8/10/2012,24.7381,8/10/2012,22.8853,8/10/2012,7.8201,8/10/2012,207.5134,8/10/2012,6.6829,8/10/2012,7.1556,8/10/2012,52.8367,8/10/2012,5.2390,8/10/2012,17.3013,8/10/2012,15.0396,8/10/2012,40.3782,8/10/2012,3.1689,8/10/2012,8.7273,8/10/2012,5.8235,8/10/2012,12.3051,,,8/10/2012,4.0378,8/10/2012,22.5914,8/10/2012,6.6317,8/10/2012,3.9356,8/10/2012,1.1628,8/10/2012,21.8183,8/10/2012,5.8778,8/10/2012,6.0184,8/10/2012,6.3890,8/10/2012,15.6402,8/10/2012,52.3895,8/13/2012,8042.8954,8/13/2012,6.8556,8/10/2012,17.6591,8/10/2012,5.9801,8/10/2012,20.4191,8/10/2012,19.0008,8/10/2012,12.2029
