,914 HK Equity,,2899 HK Equity,,358 HK Equity,,2600 HK Equity,,3993 HK Equity,,656 HK Equity,,3323 HK Equity,,2009 HK Equity,,3983 HK Equity,,1818 HK Equity,,2128 HK Equity,,691 HK Equity,,930 HK Equity,,2626 HK Equity,,246 HK Equity,,468 HK Equity,,189 HK Equity,,906 HK Equity,,743 HK Equity,,2233 HK Equity,,1053 HK Equity,,1768 HK Equity,,2198 HK Equity,,3868 HK Equity,,3833 HK Equity,,1091 HK Equity,,1938 HK Equity,,769 HK Equity,,1266 HK Equity,,609 HK Equity,,3330 HK Equity,,1090 HK Equity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/20/2012,2.5848,7/20/2012,0.3249,7/20/2012,2.2535,7/20/2012,0.4100,7/20/2012,0.3558,7/20/2012,0.5170,7/20/2012,0.9862,,,7/20/2012,0.6111,7/20/2012,1.2570,,,9/17/2012,0.6179,,,7/20/2012,0.3055,5/10/2013,1.1352,,,7/20/2012,0.5427,,,8/3/2012,0.4088,,,7/20/2012,0.1263,,,,,7/20/2012,0.2617,7/20/2012,0.1947,,,,,7/20/2012,0.2475,,,7/20/2012,0.1457,7/20/2012,0.3868,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/23/2012,2.5294,7/23/2012,0.3094,7/23/2012,2.1529,7/23/2012,0.3971,7/23/2012,0.3481,7/23/2012,0.4886,7/23/2012,0.9514,,,7/23/2012,0.5711,7/23/2012,1.1938,,,9/18/2012,0.5895,,,7/23/2012,0.3030,5/13/2013,1.1351,,,7/23/2012,0.5518,,,8/6/2012,0.4126,,,7/23/2012,0.1212,,,,,7/23/2012,0.2617,7/23/2012,0.1908,,,,,7/23/2012,0.2385,,,7/23/2012,0.1470,7/23/2012,0.3739,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/24/2012,2.5187,7/24/2012,0.2978,7/24/2012,2.1294,7/24/2012,0.3919,7/24/2012,0.3467,7/24/2012,0.5014,7/24/2012,0.9345,,,7/24/2012,0.5942,7/24/2012,1.1717,,,9/19/2012,0.5972,,,7/24/2012,0.3029,5/14/2013,1.1351,,,7/24/2012,0.5233,,,8/7/2012,0.4075,,,7/24/2012,0.1199,,,,,7/24/2012,0.2617,7/24/2012,0.1895,,,,,7/24/2012,0.2410,,,7/24/2012,0.1431,7/24/2012,0.3854,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/25/2012,2.4876,7/25/2012,0.2952,7/25/2012,2.1267,7/25/2012,0.3918,7/25/2012,0.3454,7/25/2012,0.4898,7/25/2012,0.9242,,,7/25/2012,0.6084,7/25/2012,1.1368,,,9/20/2012,0.5907,,,7/25/2012,0.3029,5/15/2013,1.1350,,,7/25/2012,0.5413,,,8/8/2012,0.4074,,,7/25/2012,0.1160,,,,,7/25/2012,0.2617,7/25/2012,0.1805,,,,,7/25/2012,0.2333,,,7/25/2012,0.1431,7/25/2012,0.3828,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/26/2012,2.4876,7/26/2012,0.3016,7/26/2012,2.1473,7/26/2012,0.3905,7/26/2012,0.3416,7/26/2012,0.4885,7/26/2012,0.9177,,,7/26/2012,0.6148,7/26/2012,1.1755,,,9/21/2012,0.6113,,,7/26/2012,0.3029,5/16/2013,1.1347,,,7/26/2012,0.5027,,,8/9/2012,0.4100,,,7/26/2012,0.1147,,,,,7/26/2012,0.2617,7/26/2012,0.1805,,,,,7/26/2012,0.2346,,,7/26/2012,0.1392,7/26/2012,0.3789,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/27/2012,2.5846,7/27/2012,0.3107,7/27/2012,2.1786,7/27/2012,0.3983,7/27/2012,0.3481,7/27/2012,0.5028,7/27/2012,0.9514,,,7/27/2012,0.6458,7/27/2012,1.2350,,,9/24/2012,0.6346,,,7/27/2012,0.3055,5/20/2013,1.1351,,,7/27/2012,0.5285,,,8/10/2012,0.4073,,,7/27/2012,0.1160,,,,,7/27/2012,0.2617,7/27/2012,0.1843,,,,,7/27/2012,0.2411,,,7/27/2012,0.1444,7/27/2012,0.3829,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/30/2012,2.6562,7/30/2012,0.3146,7/30/2012,2.1972,7/30/2012,0.4049,7/30/2012,0.3481,7/30/2012,0.4938,7/30/2012,0.9632,,,7/30/2012,0.6537,7/30/2012,1.2739,,,9/25/2012,0.6500,,,7/30/2012,0.3082,5/21/2013,1.1352,,,7/30/2012,0.5222,,,8/13/2012,0.3918,,,7/30/2012,0.1161,,,,,7/30/2012,0.2618,7/30/2012,0.1844,,,,,7/30/2012,0.2050,,,7/30/2012,0.1444,7/30/2012,0.3842,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/31/2012,2.6372,7/31/2012,0.3211,7/31/2012,2.2078,7/31/2012,0.4127,7/31/2012,0.3714,7/31/2012,0.4810,7/31/2012,0.9788,,,7/31/2012,0.6577,7/31/2012,1.2574,,,9/26/2012,0.6294,,,7/31/2012,0.3108,5/22/2013,1.1351,,,7/31/2012,0.5287,,,8/14/2012,0.4009,,,7/31/2012,0.1212,,,,,7/31/2012,0.2618,7/31/2012,0.1831,,,,,7/31/2012,0.2128,,,7/31/2012,0.1444,7/31/2012,0.3856,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/1/2012,2.7532,8/1/2012,0.3237,8/1/2012,2.2722,8/1/2012,0.4088,8/1/2012,0.3701,8/1/2012,0.4823,8/1/2012,1.0316,,,8/1/2012,0.6538,8/1/2012,1.2483,,,9/27/2012,0.6306,,,8/1/2012,0.3056,5/23/2013,1.1349,,,8/1/2012,0.5403,,,8/15/2012,0.4035,,,8/1/2012,0.1238,,,,,8/1/2012,0.2618,8/1/2012,0.1844,,,,,8/1/2012,0.2154,,,8/1/2012,0.1431,8/1/2012,0.3830,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/2/2012,2.7147,8/2/2012,0.3185,8/2/2012,2.2826,8/2/2012,0.4088,8/2/2012,0.3663,8/2/2012,0.4836,8/2/2012,1.0382,,,8/2/2012,0.6409,8/2/2012,1.2277,,,9/28/2012,0.6513,,,8/2/2012,0.3095,5/24/2013,1.1348,,,8/2/2012,0.5339,,,8/16/2012,0.3984,,,8/2/2012,0.1238,,,,,8/2/2012,0.2618,8/2/2012,0.1896,,,,,8/2/2012,0.2154,,,8/2/2012,0.1432,8/2/2012,0.3882,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/3/2012,2.6820,8/3/2012,0.3172,8/3/2012,2.2307,8/3/2012,0.4088,8/3/2012,0.3726,8/3/2012,0.4745,8/3/2012,1.0354,,,8/3/2012,0.6357,8/3/2012,1.2185,,,10/3/2012,0.6718,,,8/3/2012,0.3004,5/27/2013,1.1348,,,8/3/2012,0.5416,,,8/17/2012,0.3906,,,8/3/2012,0.1199,,,,,8/3/2012,0.2618,8/3/2012,0.1896,,,,,8/3/2012,0.2192,,,8/3/2012,0.1418,8/3/2012,0.3894,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/6/2012,2.7077,8/6/2012,0.3352,8/6/2012,2.2848,8/6/2012,0.4152,8/6/2012,0.3739,8/6/2012,0.4784,8/6/2012,1.0470,,,8/6/2012,0.6640,8/6/2012,1.2752,,,10/4/2012,0.6590,,,8/6/2012,0.3107,5/28/2013,1.1347,,,8/6/2012,0.5725,,,8/20/2012,0.3867,,,8/6/2012,0.1225,,,,,8/6/2012,0.2618,8/6/2012,0.1947,,,,,8/6/2012,0.2179,,,8/6/2012,0.1444,8/6/2012,0.3946,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/7/2012,2.7852,8/7/2012,0.3430,8/7/2012,2.2978,8/7/2012,0.4371,8/7/2012,0.3843,8/7/2012,0.4874,8/7/2012,1.0638,,,8/7/2012,0.6576,8/7/2012,1.3255,,,10/5/2012,0.6630,,,8/7/2012,0.3224,5/29/2013,1.1347,,,8/7/2012,0.5802,,,8/21/2012,0.3971,,,8/7/2012,0.1251,,,,,8/7/2012,0.2618,8/7/2012,0.1999,,,,,8/7/2012,0.2347,,,8/7/2012,0.1406,8/7/2012,0.3946,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/8/2012,2.7462,8/8/2012,0.3391,8/8/2012,2.3259,8/8/2012,0.4319,8/8/2012,0.3804,8/8/2012,0.4925,8/8/2012,1.0534,,,8/8/2012,0.6356,8/8/2012,1.2880,,,10/8/2012,0.6592,,,8/8/2012,0.3094,5/30/2013,1.1348,,,8/8/2012,0.5673,,,8/22/2012,0.3919,,,8/8/2012,0.1251,,,,,8/8/2012,0.2617,8/8/2012,0.2011,,,,,8/8/2012,0.2282,,,8/8/2012,0.1431,8/8/2012,0.3932,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/9/2012,2.7914,8/9/2012,0.3455,8/9/2012,2.4110,8/9/2012,0.4422,8/9/2012,0.3842,8/9/2012,0.4912,8/9/2012,1.0779,,,8/9/2012,0.6408,8/9/2012,1.3099,,,10/9/2012,0.6450,,,8/9/2012,0.3081,5/31/2013,1.1349,,,8/9/2012,0.5699,,,8/23/2012,0.3958,,,8/9/2012,0.1251,,,,,8/9/2012,0.2617,8/9/2012,0.2037,,,,,8/9/2012,0.2295,,,8/9/2012,0.1393,8/9/2012,0.3907,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/10/2012,2.7779,8/10/2012,0.3364,8/10/2012,2.4157,8/10/2012,0.4383,8/10/2012,0.3867,8/10/2012,0.4924,8/10/2012,1.0583,,,8/10/2012,0.6355,8/10/2012,1.2066,,,10/10/2012,0.6346,,,8/10/2012,0.3055,6/3/2013,1.1350,,,8/10/2012,0.5543,,,8/24/2012,0.3945,,,8/10/2012,0.1238,,,,,8/10/2012,0.2617,8/10/2012,0.1985,,,,,8/10/2012,0.2217,,,8/10/2012,0.1366,8/10/2012,0.3867,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/13/2012,2.6680,8/13/2012,0.3287,8/13/2012,2.3509,8/13/2012,0.4253,8/13/2012,0.3789,8/13/2012,0.4872,8/13/2012,1.0273,,,8/13/2012,0.6406,8/13/2012,1.2193,,,10/11/2012,0.6617,,,8/13/2012,0.3042,6/4/2013,1.1352,,,8/13/2012,0.5568,,,8/27/2012,0.3804,,,8/13/2012,0.1224,,,,,8/13/2012,0.2617,8/13/2012,0.1972,,,,,8/13/2012,0.2204,,,8/13/2012,0.1521,8/13/2012,0.3828,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/14/2012,2.5977,8/14/2012,0.3275,8/14/2012,2.3643,8/14/2012,0.4383,8/14/2012,0.3739,8/14/2012,0.4809,8/14/2012,1.0159,,,8/14/2012,0.6278,8/14/2012,1.2118,,,10/12/2012,0.6683,,,8/14/2012,0.2991,6/5/2013,1.1352,,,8/14/2012,0.5363,,,8/28/2012,0.3726,,,8/14/2012,0.1212,,,,,8/14/2012,0.2617,8/14/2012,0.1947,,,,,8/14/2012,0.2192,,,8/14/2012,0.1418,8/14/2012,0.3932,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/15/2012,2.5975,8/15/2012,0.3197,8/15/2012,2.3306,8/15/2012,0.4293,8/15/2012,0.3803,8/15/2012,0.4744,8/15/2012,1.0003,,,8/15/2012,0.6265,8/15/2012,1.1924,,,10/15/2012,0.6889,,,8/15/2012,0.2978,6/6/2013,1.1351,,,8/15/2012,0.5363,,,8/29/2012,0.3726,,,8/15/2012,0.1186,,,,,8/15/2012,0.2617,8/15/2012,0.1934,,,,,8/15/2012,0.2179,,,8/15/2012,0.1418,8/15/2012,0.3841,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/16/2012,2.6107,8/16/2012,0.3210,8/16/2012,2.3670,8/16/2012,0.4319,8/16/2012,0.3816,8/16/2012,0.4680,8/16/2012,1.0043,,,8/16/2012,0.6356,8/16/2012,1.1925,,,10/16/2012,0.6876,,,8/16/2012,0.2978,6/7/2013,1.1349,,,8/16/2012,0.5247,,,8/30/2012,0.3752,,,8/16/2012,0.1173,,,,,8/16/2012,0.2617,8/16/2012,0.1908,,,,,8/16/2012,0.2153,,,8/16/2012,0.1418,8/16/2012,0.3855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/17/2012,2.6171,8/17/2012,0.3262,8/17/2012,2.3747,8/17/2012,0.4306,8/17/2012,0.3816,8/17/2012,0.4744,8/17/2012,1.0185,,,8/17/2012,0.6420,8/17/2012,1.1990,,,10/17/2012,0.7134,,,8/17/2012,0.2991,6/10/2013,1.1347,,,8/17/2012,0.5221,,,8/31/2012,0.3739,,,8/17/2012,0.1199,,,,,8/17/2012,0.2617,8/17/2012,0.1882,,,,,8/17/2012,0.2166,,,8/17/2012,0.1418,8/17/2012,0.3906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/20/2012,2.6491,8/20/2012,0.3236,8/20/2012,2.3745,8/20/2012,0.4254,8/20/2012,0.3880,8/20/2012,0.4680,8/20/2012,1.0468,,,8/20/2012,0.6368,8/20/2012,1.2131,,,10/18/2012,0.7509,,,8/20/2012,0.2952,6/11/2013,1.1346,,,8/20/2012,0.5285,,,9/3/2012,0.3726,,,8/20/2012,0.1186,,,,,8/20/2012,0.2617,8/20/2012,0.1869,,,,,8/20/2012,0.2204,,,8/20/2012,0.1457,8/20/2012,0.3932,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/21/2012,2.7009,8/21/2012,0.3352,8/21/2012,2.3773,8/21/2012,0.4319,8/21/2012,0.3919,8/21/2012,0.4718,8/21/2012,1.0752,,,8/21/2012,0.6278,8/21/2012,1.2325,,,10/19/2012,0.7781,,,8/21/2012,0.2991,6/13/2013,1.1348,,,8/21/2012,0.5453,,,9/4/2012,0.3739,,,8/21/2012,0.1199,,,,,8/21/2012,0.2617,8/21/2012,0.1856,,,,,8/21/2012,0.2282,,,8/21/2012,0.1483,8/21/2012,0.4061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/22/2012,2.6752,8/22/2012,0.3262,8/22/2012,2.3490,8/22/2012,0.4229,8/22/2012,0.3855,8/22/2012,0.4680,8/22/2012,1.0559,,,8/22/2012,0.5931,8/22/2012,1.2918,,,10/22/2012,0.7613,,,8/22/2012,0.2952,6/14/2013,1.1352,,,8/22/2012,0.5286,,,9/5/2012,0.3726,,,8/22/2012,0.1199,,,,,8/22/2012,0.2617,8/22/2012,0.1831,,,,,8/22/2012,0.2230,,,8/22/2012,0.1444,8/22/2012,0.4139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/23/2012,2.6818,8/23/2012,0.3481,8/23/2012,2.4342,8/23/2012,0.4306,8/23/2012,0.3894,8/23/2012,0.4719,8/23/2012,1.0598,,,8/23/2012,0.5828,8/23/2012,1.4208,,,10/24/2012,0.7561,,,8/23/2012,0.2953,6/17/2013,1.1353,,,8/23/2012,0.5312,,,9/6/2012,0.3777,,,8/23/2012,0.1199,,,,,8/23/2012,0.2617,8/23/2012,0.1882,,,,,8/23/2012,0.2256,,,8/23/2012,0.1483,8/23/2012,0.4306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/24/2012,2.6493,8/24/2012,0.3391,8/24/2012,2.3902,8/24/2012,0.4216,8/24/2012,0.3842,8/24/2012,0.4680,8/24/2012,1.0107,,,8/24/2012,0.5879,8/24/2012,1.4310,,,10/25/2012,0.7458,,,8/24/2012,0.2939,6/18/2013,1.1355,,,8/24/2012,0.5376,,,9/7/2012,0.3971,,,8/24/2012,0.1199,,,,,8/24/2012,0.2617,8/24/2012,0.1844,,,,,8/24/2012,0.2269,,,8/24/2012,0.1444,8/24/2012,0.4319,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/27/2012,2.6110,8/27/2012,0.3340,8/27/2012,2.3441,8/27/2012,0.4049,8/27/2012,0.3765,8/27/2012,0.4603,8/27/2012,0.9709,,,8/27/2012,0.5802,8/27/2012,1.4209,,,10/26/2012,0.7122,,,8/27/2012,0.2953,6/19/2013,1.1358,,,8/27/2012,0.5261,,,9/10/2012,0.3959,,,8/27/2012,0.1199,,,,,8/27/2012,0.2617,8/27/2012,0.1818,,,,,8/27/2012,0.2205,,,8/27/2012,0.1431,8/27/2012,0.4229,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/28/2012,2.5850,8/28/2012,0.3262,8/28/2012,2.3233,8/28/2012,0.4035,8/28/2012,0.3791,8/28/2012,0.4719,8/28/2012,0.9786,,,8/28/2012,0.5737,8/28/2012,1.3718,,,10/29/2012,0.7329,,,8/28/2012,0.2862,6/20/2013,1.1363,,,8/28/2012,0.5170,,,9/11/2012,0.3856,,,8/28/2012,0.1225,,,,,8/28/2012,0.2617,8/28/2012,0.1805,,,,,8/28/2012,0.2179,,,8/28/2012,0.1457,8/28/2012,0.4190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/29/2012,2.5298,8/29/2012,0.3223,8/29/2012,2.2048,8/29/2012,0.3958,8/29/2012,0.3739,8/29/2012,0.4603,8/29/2012,0.9464,,,8/29/2012,0.5648,8/29/2012,1.3384,,,10/30/2012,0.7445,,,8/29/2012,0.2888,6/21/2013,1.1356,,,8/29/2012,0.5042,,,9/12/2012,0.3959,,,8/29/2012,0.1212,,,,,8/29/2012,0.2617,8/29/2012,0.1779,,,,,8/29/2012,0.2166,,,8/29/2012,0.1457,8/29/2012,0.4100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/30/2012,2.5012,8/30/2012,0.3133,8/30/2012,2.1634,8/30/2012,0.3881,8/30/2012,0.3700,8/30/2012,0.4577,8/30/2012,0.9399,,,8/30/2012,0.5725,8/30/2012,1.3460,,,10/31/2012,0.7445,,,8/30/2012,0.2965,6/24/2013,1.1356,,,8/30/2012,0.4861,,,9/13/2012,0.3985,,,8/30/2012,0.1148,,,,,8/30/2012,0.2617,8/30/2012,0.1741,,,,,8/30/2012,0.2114,,,8/30/2012,0.1457,8/30/2012,0.4023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/31/2012,2.4960,8/31/2012,0.3133,8/31/2012,2.1711,8/31/2012,0.3829,8/31/2012,0.3636,8/31/2012,0.4719,8/31/2012,0.9360,,,8/31/2012,0.5763,8/31/2012,1.3228,,,11/1/2012,0.7561,,,8/31/2012,0.2952,6/25/2013,1.1356,,,8/31/2012,0.4770,,,9/14/2012,0.4063,,,8/31/2012,0.1199,,,,,8/31/2012,0.2617,8/31/2012,0.1728,,,,,8/31/2012,0.2153,,,8/31/2012,0.1470,8/31/2012,0.4010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/3/2012,2.5473,9/3/2012,0.3249,9/3/2012,2.1606,9/3/2012,0.3764,9/3/2012,0.3674,9/3/2012,0.4602,9/3/2012,0.9501,,,9/3/2012,0.5646,9/3/2012,1.4284,,,11/2/2012,0.7561,,,9/3/2012,0.2914,6/26/2013,1.1354,,,9/3/2012,0.4796,,,9/17/2012,0.4102,,,9/3/2012,0.1199,,,,,9/3/2012,0.2617,9/3/2012,0.1766,,,,,9/3/2012,0.2140,,,9/3/2012,0.1483,9/3/2012,0.4203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/4/2012,2.5553,9/4/2012,0.3223,9/4/2012,2.1608,9/4/2012,0.3752,9/4/2012,0.3649,9/4/2012,0.4577,9/4/2012,0.9554,,,9/4/2012,0.5673,9/4/2012,1.4182,,,11/5/2012,0.7548,,,9/4/2012,0.2888,6/27/2013,1.1356,,,9/4/2012,0.4732,,,9/18/2012,0.4076,,,9/4/2012,0.1160,,,,,9/4/2012,0.2617,9/4/2012,0.1741,,,,,9/4/2012,0.2102,,,9/4/2012,0.1418,9/4/2012,0.4216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/5/2012,2.5319,9/5/2012,0.3146,9/5/2012,2.1297,9/5/2012,0.3687,9/5/2012,0.3635,9/5/2012,0.4473,9/5/2012,0.9256,,,9/5/2012,0.5711,9/5/2012,1.4155,,,11/6/2012,0.7484,,,9/5/2012,0.2939,6/28/2013,1.1359,,,9/5/2012,0.4396,,,9/19/2012,0.4115,,,9/5/2012,0.1160,,,,,9/5/2012,0.2617,9/5/2012,0.1676,,,,,9/5/2012,0.2127,,,9/5/2012,0.1405,9/5/2012,0.4177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/6/2012,2.5424,9/6/2012,0.3300,9/6/2012,2.1479,9/6/2012,0.3713,9/6/2012,0.3661,9/6/2012,0.4422,9/6/2012,0.9334,,,9/6/2012,0.5866,9/6/2012,1.4903,,,11/7/2012,0.7432,,,9/6/2012,0.2927,7/2/2013,1.1363,,,9/6/2012,0.4254,,,9/20/2012,0.4076,,,9/6/2012,0.1199,,,,,9/6/2012,0.2617,9/6/2012,0.1715,,,,,9/6/2012,0.2114,,,9/6/2012,0.1418,9/6/2012,0.4190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/7/2012,2.7592,9/7/2012,0.3327,9/7/2012,2.2976,9/7/2012,0.3868,9/7/2012,0.3778,9/7/2012,0.4629,9/7/2012,1.0160,,,9/7/2012,0.5983,9/7/2012,1.4595,,,11/8/2012,0.7096,,,9/7/2012,0.2991,7/3/2013,1.1362,,,9/7/2012,0.4603,,,9/21/2012,0.4153,,,9/7/2012,0.1238,,,,,9/7/2012,0.2617,9/7/2012,0.1779,,,,,9/7/2012,0.2205,,,9/7/2012,0.1470,9/7/2012,0.4229,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/10/2012,2.8497,9/10/2012,0.3482,9/10/2012,2.3416,9/10/2012,0.3946,9/10/2012,0.4642,9/10/2012,0.4655,9/10/2012,1.0135,,,9/10/2012,0.5931,9/10/2012,1.5138,,,11/9/2012,0.7018,,,9/10/2012,0.3017,7/4/2013,1.1362,,,9/10/2012,0.4487,,,9/24/2012,0.4256,,,9/10/2012,0.1251,,,,,9/10/2012,0.2618,9/10/2012,0.1857,,,,,9/10/2012,0.2244,,,9/10/2012,0.1444,9/10/2012,0.4410,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/11/2012,2.8178,9/11/2012,0.3469,9/11/2012,2.3497,9/11/2012,0.3946,9/11/2012,0.4707,9/11/2012,0.4617,9/11/2012,1.0175,,,9/11/2012,0.5984,9/11/2012,1.5217,,,11/12/2012,0.6658,,,9/11/2012,0.2992,7/5/2013,1.1361,,,9/11/2012,0.4591,,,9/25/2012,0.4308,,,9/11/2012,0.1212,,,,,9/11/2012,0.2618,9/11/2012,0.1818,,,,,9/11/2012,0.2192,,,9/11/2012,0.1444,9/11/2012,0.4359,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/12/2012,2.9532,9/12/2012,0.3521,9/12/2012,2.3574,9/12/2012,0.3985,9/12/2012,0.4501,9/12/2012,0.4655,9/12/2012,1.0407,,,9/12/2012,0.5932,9/12/2012,1.5191,,,11/13/2012,0.6464,,,9/12/2012,0.2992,7/8/2013,1.1359,,,9/12/2012,0.4681,,,9/26/2012,0.4204,,,9/12/2012,0.1225,,,,,9/12/2012,0.2618,9/12/2012,0.1831,,,,,9/12/2012,0.2218,,,9/12/2012,0.1419,9/12/2012,0.4385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/13/2012,2.9210,9/13/2012,0.3521,9/13/2012,2.3497,9/13/2012,0.3985,9/13/2012,0.4424,9/13/2012,0.4669,9/13/2012,1.0395,,,9/13/2012,0.5894,9/13/2012,1.4934,,,11/14/2012,0.6645,,,9/13/2012,0.2979,7/9/2013,1.1358,,,9/13/2012,0.4733,,,9/27/2012,0.4243,,,9/13/2012,0.1187,,,,,9/13/2012,0.2618,9/13/2012,0.1818,,,,,9/13/2012,0.2257,,,9/13/2012,0.1419,9/13/2012,0.4320,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/14/2012,3.0572,9/14/2012,0.3922,9/14/2012,2.5438,9/14/2012,0.4347,9/14/2012,0.4554,9/14/2012,0.4876,9/14/2012,1.0746,,,9/14/2012,0.5973,9/14/2012,1.7260,,,11/15/2012,0.6592,,,9/14/2012,0.3006,,,,,9/14/2012,0.4837,,,9/28/2012,0.4217,,,9/14/2012,0.1238,,,,,9/14/2012,0.2619,9/14/2012,0.1909,,,,,9/14/2012,0.2322,,,9/14/2012,0.1419,9/14/2012,0.4760,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/17/2012,3.0508,9/17/2012,0.3934,9/17/2012,2.5361,9/17/2012,0.4296,9/17/2012,0.4631,9/17/2012,0.4889,9/17/2012,1.0913,,,9/17/2012,0.5947,9/17/2012,1.7569,,,11/16/2012,0.6566,,,9/17/2012,0.2993,,,,,9/17/2012,0.4747,,,10/3/2012,0.4243,,,9/17/2012,0.1238,,,,,9/17/2012,0.2619,9/17/2012,0.1909,,,,,9/17/2012,0.2258,,,9/17/2012,0.1419,9/17/2012,0.4734,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/18/2012,2.9604,9/18/2012,0.3896,9/18/2012,2.4767,9/18/2012,0.4141,9/18/2012,0.4618,9/18/2012,0.4837,9/18/2012,1.0655,,,9/18/2012,0.5947,9/18/2012,1.6846,,,11/19/2012,0.6605,,,9/18/2012,0.2967,,,,,9/18/2012,0.4631,,,10/4/2012,0.4204,,,9/18/2012,0.1200,,,,,9/18/2012,0.2619,9/18/2012,0.1883,,,,,9/18/2012,0.2296,,,9/18/2012,0.1380,9/18/2012,0.4515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/19/2012,3.0440,9/19/2012,0.4115,9/19/2012,2.5590,9/19/2012,0.4166,9/19/2012,0.4592,9/19/2012,0.4901,9/19/2012,1.1015,,,9/19/2012,0.5908,9/19/2012,1.7593,,,11/20/2012,0.6503,,,9/19/2012,0.2967,,,,,9/19/2012,0.4631,,,10/5/2012,0.4334,,,9/19/2012,0.1251,,,,,9/19/2012,0.2618,9/19/2012,0.1948,,,,,9/19/2012,0.2309,,,9/19/2012,0.1432,9/19/2012,0.4734,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/20/2012,2.9342,9/20/2012,0.3960,9/20/2012,2.4789,9/20/2012,0.4127,9/20/2012,0.4604,9/20/2012,0.4811,9/20/2012,1.0705,,,9/20/2012,0.5765,9/20/2012,1.7257,,,11/21/2012,0.6606,,,9/20/2012,0.2941,,,,,9/20/2012,0.4553,,,10/8/2012,0.4321,,,9/20/2012,0.1225,,,,,9/20/2012,0.2618,9/20/2012,0.1883,,,,,9/20/2012,0.2244,,,9/20/2012,0.1393,9/20/2012,0.4592,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
