,2333 HK Equity,,1128 HK Equity,,1211 HK Equity,,489 HK Equity,,2282 HK Equity,,2238 HK Equity,,3333 HK Equity,,670 HK Equity,,1055 HK Equity,,2313 HK Equity,,3383 HK Equity,,3308 HK Equity,,2020 HK Equity,,1833 HK Equity,,881 HK Equity,,425 HK Equity,,3918 HK Equity,,1293 HK Equity,,921 HK Equity,,3669 HK Equity,,210 HK Equity,,3368 HK Equity,,1728 HK Equity,,3818 HK Equity,,2006 HK Equity,,848 HK Equity,,1028 HK Equity,,1628 HK Equity,,2331 HK Equity,,2698 HK Equity,,1966 HK Equity,,331 HK Equity,,1234 HK Equity,,1899 HK Equity,,2200 HK Equity,,811 HK Equity,,1146 HK Equity,,2355 HK Equity,,1698 HK Equity,,672 HK Equity,,2722 HK Equity,,1086 HK Equity,,946 HK Equity,,1968 HK Equity,,2083 HK Equity,,496 HK Equity,,3666 HK Equity,,873 HK Equity,,238 HK Equity,,837 HK Equity,,1863 HK Equity
5/19/2008,0.50256,10/22/2009,1.32902,5/19/2008,1.59,5/19/2008,0.49871,6/17/2011,1.68,9/13/2010,1.43168,11/18/2009,0.57,5/19/2008,0.44487,5/19/2008,0.41,5/19/2008,0.26923,5/19/2008,1.32,5/19/2008,1.01281,5/19/2008,1.15,5/19/2008,0.76666,4/13/2010,1.58,5/19/2008,0.99101,5/19/2008,0.29,12/29/2011,0.96364,5/19/2008,0.11,7/26/2012,0.85068,5/19/2008,0.61,5/19/2008,1.9128,12/23/2010,0.92,5/19/2008,0.49999,5/19/2008,0.31,5/19/2008,0.39102,10/10/2011,0.24547,11/13/2009,0.21774,5/19/2008,3.24355,5/19/2008,1.10511,2/22/2010,0.33879,12/29/2009,0.37265,10/9/2009,0.47741,5/19/2008,0.23718,1/3/2012,0.19439,5/19/2008,0.39999,12/22/2011,0.18504,5/19/2008,0.61666,10/13/2010,0.94973,5/19/2008,0.39316,6/26/2008,0.11787,12/7/2010,0.76262,1/8/2010,0.29141,10/13/2009,0.47096,6/9/2011,0.36359,5/19/2008,0.17307,7/18/2012,0.17921,6/25/2010,0.17483,11/17/2010,0.67419,1/12/2010,0.52093,5/12/2010,0.42019
5/20/2008,0.48976,10/23/2009,1.31613,5/20/2008,1.63,5/20/2008,0.47694,6/20/2011,1.68,9/14/2010,1.39842,11/19/2009,0.57,5/20/2008,0.45258,5/20/2008,0.41,5/20/2008,0.26924,5/20/2008,1.28,5/20/2008,0.98722,5/20/2008,1.14,5/20/2008,0.76157,4/14/2010,1.55,5/20/2008,1.00645,5/20/2008,0.28,12/30/2011,0.97082,5/20/2008,0.11,7/27/2012,0.84951,5/20/2008,0.61,5/20/2008,1.78725,12/24/2010,0.92,5/20/2008,0.48848,5/20/2008,0.30,5/20/2008,0.38976,10/11/2011,0.24933,11/16/2009,0.22132,5/20/2008,3.18602,5/20/2008,1.09363,2/23/2010,0.34397,12/30/2009,0.39718,10/12/2009,0.48644,5/20/2008,0.23078,1/4/2012,0.19053,5/20/2008,0.39873,12/23/2011,0.19289,5/20/2008,0.61541,10/14/2010,0.9281,5/20/2008,0.39318,6/27/2008,0.11279,12/8/2010,0.75308,1/11/2010,0.29786,10/14/2009,0.48645,6/10/2011,0.36741,5/20/2008,0.17437,7/19/2012,0.1818,6/28/2010,0.17091,11/18/2010,0.68229,1/13/2010,0.50279,5/13/2010,0.4382
5/21/2008,0.47586,10/27/2009,1.26577,5/21/2008,1.64,5/21/2008,0.48201,6/21/2011,1.67,9/15/2010,1.40598,11/20/2009,0.57,5/21/2008,0.43715,5/21/2008,0.40,5/21/2008,0.28203,5/21/2008,1.24,5/21/2008,1.01787,5/21/2008,1.13,5/21/2008,0.75507,4/15/2010,1.55,5/21/2008,0.99992,5/21/2008,0.30,1/3/2012,0.98096,5/21/2008,0.11,7/30/2012,0.84972,5/21/2008,0.62,5/21/2008,1.72935,12/28/2010,0.91,5/21/2008,0.49227,5/21/2008,0.30,5/21/2008,0.39356,10/12/2011,0.24939,11/17/2009,0.22222,5/21/2008,3.11514,5/21/2008,1.08453,2/24/2010,0.34251,12/31/2009,0.38822,10/13/2009,0.49935,5/21/2008,0.23716,1/5/2012,0.18674,5/21/2008,0.40894,12/28/2011,0.19162,5/21/2008,0.60636,10/15/2010,0.91397,5/21/2008,0.391,6/30/2008,0.11285,12/9/2010,0.74866,1/12/2010,0.3043,10/15/2009,0.47354,6/13/2011,0.36478,5/21/2008,0.17819,7/20/2012,0.1792,6/29/2010,0.16574,11/19/2010,0.68483,1/14/2010,0.49499,5/14/2010,0.43808
5/22/2008,0.46,10/28/2009,1.17674,5/22/2008,1.58,5/22/2008,0.48077,6/22/2011,1.70,9/16/2010,1.41884,11/23/2009,0.56,5/22/2008,0.41282,5/22/2008,0.38,5/22/2008,0.28462,5/22/2008,1.24,5/22/2008,0.99103,5/22/2008,1.12,5/22/2008,0.74359,4/16/2010,1.46,5/22/2008,0.97436,5/22/2008,0.30,1/4/2012,0.98871,5/22/2008,0.11,7/31/2012,0.85242,5/22/2008,0.61,5/22/2008,1.72949,12/29/2010,0.91,5/22/2008,0.47051,5/22/2008,0.29,5/22/2008,0.38462,10/13/2011,0.25457,11/18/2009,0.21774,5/22/2008,2.97436,5/22/2008,1.10128,2/25/2010,0.34128,1/4/2010,0.38295,10/14/2009,0.50451,5/22/2008,0.22821,1/6/2012,0.18672,5/22/2008,0.42308,12/29/2011,0.19041,5/22/2008,0.59231,10/18/2010,0.90236,5/22/2008,0.38996,7/2/2008,0.11027,12/10/2010,0.75378,1/13/2010,0.30812,10/16/2009,0.45804,6/14/2011,0.37127,5/22/2008,0.19487,7/23/2012,0.17662,6/30/2010,0.16054,11/22/2010,0.69631,1/15/2010,0.48968,5/17/2010,0.40761
5/23/2008,0.44402,10/29/2009,1.17413,5/23/2008,1.58,5/23/2008,0.47683,6/23/2011,1.73,9/17/2010,1.45534,11/24/2009,0.55,5/23/2008,0.41659,5/23/2008,0.39,5/23/2008,0.29353,5/23/2008,1.19,5/23/2008,1.02416,5/23/2008,1.09,5/23/2008,0.73704,4/19/2010,1.38,5/23/2008,0.96007,5/23/2008,0.30,1/5/2012,0.97875,5/23/2008,0.11,8/1/2012,0.8511,5/23/2008,0.61,5/23/2008,1.75095,12/30/2010,0.94,5/23/2008,0.48068,5/23/2008,0.29,5/23/2008,0.39223,10/14/2011,0.24944,11/19/2009,0.21595,5/23/2008,3.03788,5/23/2008,1.11517,2/26/2010,0.34145,1/5/2010,0.38804,10/15/2009,0.49934,5/23/2008,0.21663,1/9/2012,0.18928,5/23/2008,0.41402,12/30/2011,0.19056,5/23/2008,0.59348,10/19/2010,0.91883,5/23/2008,0.38775,7/3/2008,0.10386,12/13/2010,0.73662,1/14/2010,0.30808,10/19/2009,0.45805,6/15/2011,0.37485,5/23/2008,0.18073,7/24/2012,0.17401,7/2/2010,0.16294,11/23/2010,0.68054,1/18/2010,0.46373,5/18/2010,0.413
5/26/2008,0.40954,10/30/2009,1.28644,5/26/2008,1.54,5/26/2008,0.46515,6/24/2011,1.85,9/20/2010,1.4811,11/25/2009,0.53,5/26/2008,0.42927,5/26/2008,0.38,5/26/2008,0.28191,5/26/2008,1.16,5/26/2008,0.98669,5/26/2008,1.07,5/26/2008,0.72143,4/20/2010,1.45,5/26/2008,0.95209,5/26/2008,0.29,1/6/2012,0.9658,5/26/2008,0.11,8/2/2012,0.84986,5/26/2008,0.60,5/26/2008,1.60433,12/31/2010,0.94,5/26/2008,0.48694,5/26/2008,0.28,5/26/2008,0.38699,10/17/2011,0.25069,11/20/2009,0.21953,5/26/2008,2.9088,5/26/2008,1.10714,3/1/2010,0.34255,1/6/2010,0.42038,10/16/2009,0.49159,5/26/2008,0.21015,1/10/2012,0.18929,5/26/2008,0.39852,1/3/2012,0.18409,5/26/2008,0.58689,10/20/2010,0.92115,5/26/2008,0.38442,7/4/2008,0.1013,12/14/2010,0.75517,1/15/2010,0.31829,10/20/2009,0.44516,6/16/2011,0.3719,5/26/2008,0.19606,7/25/2012,0.16885,7/5/2010,0.17067,11/24/2010,0.68185,1/19/2010,0.45087,5/19/2010,0.41025
5/27/2008,0.39967,11/2/2009,1.27739,5/27/2008,1.54,5/27/2008,0.46757,6/27/2011,1.83,9/21/2010,1.54863,11/26/2009,0.53,5/27/2008,0.43426,5/27/2008,0.39,5/27/2008,0.28438,5/27/2008,1.20,5/27/2008,0.98637,5/27/2008,1.10,5/27/2008,0.71224,4/21/2010,1.41,5/27/2008,0.93385,5/27/2008,0.30,1/9/2012,0.91421,5/27/2008,0.11,8/3/2012,0.85489,5/27/2008,0.61,5/27/2008,1.60894,1/3/2011,0.93,5/27/2008,0.49575,5/27/2008,0.29,5/27/2008,0.3843,10/18/2011,0.24813,11/23/2009,0.22043,5/27/2008,2.93349,5/27/2008,1.10678,3/2/2010,0.34138,1/7/2010,0.40234,10/19/2009,0.48901,5/27/2008,0.20752,1/11/2012,0.19314,5/27/2008,0.40223,1/4/2012,0.17895,5/27/2008,0.60591,10/21/2010,0.91825,5/27/2008,0.38323,7/7/2008,0.1051,12/15/2010,0.74469,1/18/2010,0.3259,10/21/2009,0.44774,6/17/2011,0.36961,5/27/2008,0.19599,7/26/2012,0.15209,7/6/2010,0.17333,11/25/2010,0.71138,1/20/2010,0.45955,5/20/2010,0.38319
5/28/2008,0.40075,11/3/2009,1.25156,5/28/2008,1.60,5/28/2008,0.48172,6/28/2011,1.82,9/22/2010,1.55714,11/27/2009,0.50,5/28/2008,0.43816,5/28/2008,0.40,5/28/2008,0.28442,5/28/2008,1.18,5/28/2008,0.96087,5/28/2008,1.10,5/28/2008,0.72001,4/22/2010,1.40,5/28/2008,0.93397,5/28/2008,0.31,1/10/2012,0.91428,5/28/2008,0.11,8/6/2012,0.851,5/28/2008,0.62,5/28/2008,1.58864,1/4/2011,0.88,5/28/2008,0.49837,5/28/2008,0.29,5/28/2008,0.39588,10/19/2011,0.25075,11/24/2009,0.21505,5/28/2008,2.84418,5/28/2008,1.0954,3/3/2010,0.34138,1/8/2010,0.39328,10/20/2009,0.49935,5/28/2008,0.21267,1/12/2012,0.19698,5/28/2008,0.38435,1/5/2012,0.17514,5/28/2008,0.62393,10/22/2010,0.91194,5/28/2008,0.38969,7/8/2008,0.09613,12/16/2010,0.73416,1/19/2010,0.32205,10/22/2009,0.44128,6/20/2011,0.35419,5/28/2008,0.19602,7/27/2012,0.14825,7/7/2010,0.16559,11/26/2010,0.70833,1/21/2010,0.44526,5/24/2010,0.38455
5/29/2008,0.40133,11/4/2009,1.24515,5/29/2008,1.58,5/29/2008,0.48437,6/29/2011,1.86,9/24/2010,1.52119,11/30/2009,0.52,5/29/2008,0.43567,5/29/2008,0.39,5/29/2008,0.29472,5/29/2008,1.22,5/29/2008,0.98283,5/29/2008,1.09,5/29/2008,0.72271,4/23/2010,1.41,5/29/2008,0.89441,5/29/2008,0.31,1/11/2012,0.90132,5/29/2008,0.11,8/7/2012,0.8536,5/29/2008,0.60,5/29/2008,1.58893,1/5/2011,0.85,5/29/2008,0.48052,5/29/2008,0.29,5/29/2008,0.38442,10/20/2011,0.24937,11/25/2009,0.21595,5/29/2008,2.93439,5/29/2008,1.10841,3/4/2010,0.33234,1/11/2010,0.3907,10/21/2009,0.48903,5/29/2008,0.21656,1/13/2012,0.19828,5/29/2008,0.38698,1/6/2012,0.17513,5/29/2008,0.63173,10/25/2010,0.91522,5/29/2008,0.38335,7/9/2008,0.09612,12/17/2010,0.72521,1/20/2010,0.32181,10/23/2009,0.45419,6/21/2011,0.33892,5/29/2008,0.19605,7/30/2012,0.14828,7/8/2010,0.1695,11/29/2010,0.72753,1/22/2010,0.41697,5/25/2010,0.35379
5/30/2008,0.40133,11/5/2009,1.24256,5/30/2008,1.58,5/30/2008,0.49974,6/30/2011,1.84,9/27/2010,1.56737,12/1/2009,0.53,5/30/2008,0.4472,5/30/2008,0.43,5/30/2008,0.29215,5/30/2008,1.31,5/30/2008,1.0251,5/30/2008,1.06,5/30/2008,0.72654,4/26/2010,1.47,5/30/2008,0.87774,5/30/2008,0.32,1/12/2012,0.92183,5/30/2008,0.11,8/8/2012,0.8561,5/30/2008,0.61,5/30/2008,1.71705,1/6/2011,0.89,5/30/2008,0.46001,5/30/2008,0.29,5/30/2008,0.38954,10/21/2011,0.25059,11/26/2009,0.21057,5/30/2008,2.81262,5/30/2008,1.05842,3/5/2010,0.33363,1/12/2010,0.3907,10/22/2009,0.48386,5/30/2008,0.23321,1/16/2012,0.19825,5/30/2008,0.39082,1/9/2012,0.17898,5/30/2008,0.63428,10/26/2010,0.96148,5/30/2008,0.38014,7/10/2008,0.09483,12/20/2010,0.72403,1/21/2010,0.30628,10/27/2009,0.44773,6/22/2011,0.34669,5/30/2008,0.19605,7/31/2012,0.14959,7/9/2010,0.18268,11/30/2010,0.7327,1/25/2010,0.39778,5/26/2010,0.34738
6/2/2008,0.40338,11/6/2009,1.28256,6/2/2008,1.56,6/2/2008,0.47667,7/4/2011,1.94,9/28/2010,1.59068,12/2/2009,0.54,6/2/2008,0.45104,6/2/2008,0.43,6/2/2008,0.28831,6/2/2008,1.25,6/2/2008,1.00588,6/2/2008,1.05,6/2/2008,0.71116,4/27/2010,1.45,6/2/2008,0.8739,6/2/2008,0.34,1/13/2012,0.94764,6/2/2008,0.11,8/9/2012,0.85481,6/2/2008,0.61,6/2/2008,1.63888,1/7/2011,0.88,6/2/2008,0.46514,6/2/2008,0.29,6/2/2008,0.38954,10/24/2011,0.24814,11/27/2009,0.19712,6/2/2008,2.81903,6/2/2008,1.12761,3/8/2010,0.33899,1/13/2010,0.39321,10/23/2009,0.48,6/2/2008,0.23193,1/17/2012,0.19833,6/2/2008,0.38954,1/10/2012,0.17899,6/2/2008,0.63172,10/27/2010,0.92537,6/2/2008,0.38228,7/11/2008,0.1025,12/21/2010,0.71778,1/22/2010,0.28956,10/28/2009,0.43741,6/23/2011,0.35813,6/2/2008,0.23321,8/1/2012,0.14572,7/12/2010,0.18787,12/1/2010,0.7379,1/26/2010,0.36786,5/27/2010,0.35432
6/3/2008,0.39206,11/9/2009,1.32902,6/3/2008,1.54,6/3/2008,0.4574,7/5/2011,1.97,9/29/2010,1.69387,12/3/2009,0.55,6/3/2008,0.43562,6/3/2008,0.41,6/3/2008,0.29596,6/3/2008,1.24,6/3/2008,0.99552,6/3/2008,1.02,6/3/2008,0.70468,4/28/2010,1.41,6/3/2008,0.87892,6/3/2008,0.34,1/16/2012,0.93332,6/3/2008,0.11,8/10/2012,0.85593,6/3/2008,0.60,6/3/2008,1.57591,1/10/2011,0.86,6/3/2008,0.45484,6/3/2008,0.29,6/3/2008,0.39206,10/25/2011,0.24697,11/30/2009,0.20251,6/3/2008,2.79308,6/3/2008,1.13133,3/9/2010,0.34537,1/14/2010,0.37898,10/27/2009,0.47741,6/3/2008,0.22934,1/18/2012,0.19842,6/3/2008,0.38821,1/11/2012,0.18155,6/3/2008,0.63037,10/28/2010,0.91669,6/3/2008,0.37796,7/14/2008,0.10123,12/22/2010,0.70315,1/25/2010,0.28449,10/29/2009,0.43353,6/24/2011,0.35954,6/3/2008,0.22806,8/2/2012,0.14573,7/13/2010,0.19169,12/2/2010,0.73394,1/27/2010,0.36007,5/28/2010,0.35318
6/4/2008,0.3904,11/10/2009,1.36772,6/4/2008,1.53,6/4/2008,0.45598,7/6/2011,2.00,9/30/2010,1.72169,12/4/2009,0.55,6/4/2008,0.43677,6/4/2008,0.41,6/4/2008,0.29331,6/4/2008,1.22,6/4/2008,1.02467,6/4/2008,1.00,6/4/2008,0.71471,4/29/2010,1.36,6/4/2008,0.90555,6/4/2008,0.33,1/17/2012,0.97232,6/4/2008,0.11,8/13/2012,0.85196,6/4/2008,0.61,6/4/2008,1.56518,1/11/2011,0.87,6/4/2008,0.44829,6/4/2008,0.29,6/4/2008,0.39962,10/26/2011,0.2457,12/1/2009,0.19803,6/4/2008,2.7538,6/4/2008,1.1566,3/10/2010,0.37377,1/15/2010,0.37757,10/28/2009,0.45289,6/4/2008,0.23439,1/19/2012,0.19718,6/4/2008,0.39066,1/12/2012,0.18282,6/4/2008,0.62761,10/29/2010,0.91727,6/4/2008,0.37785,7/15/2008,0.09491,12/23/2010,0.68798,1/26/2010,0.26239,10/30/2009,0.4387,6/27/2011,0.37366,6/4/2008,0.22543,8/3/2012,0.1586,7/14/2010,0.19304,12/3/2010,0.72538,1/28/2010,0.37854,5/31/2010,0.35575
6/5/2008,0.38987,11/11/2009,1.3574,6/5/2008,1.51,6/5/2008,0.45212,7/7/2011,2.07,10/4/2010,1.7144,12/7/2009,0.55,6/5/2008,0.40729,6/5/2008,0.40,6/5/2008,0.28433,6/5/2008,1.17,6/5/2008,1.02975,6/5/2008,0.96,6/5/2008,0.70828,4/30/2010,1.39,6/5/2008,0.89015,6/5/2008,0.31,1/18/2012,1.03592,6/5/2008,0.11,8/14/2012,0.85342,6/5/2008,0.61,6/5/2008,1.59586,1/12/2011,0.90,6/5/2008,0.43803,6/5/2008,0.28,6/5/2008,0.40857,10/27/2011,0.23552,12/2/2009,0.20071,6/5/2008,2.72167,6/5/2008,1.15015,3/11/2010,0.36216,1/18/2010,0.37871,10/29/2009,0.45159,6/5/2008,0.2331,1/20/2012,0.19587,6/5/2008,0.3868,1/13/2012,0.18283,6/5/2008,0.63015,11/1/2010,0.92495,6/5/2008,0.3757,7/16/2008,0.09488,12/24/2010,0.69402,1/27/2010,0.26362,11/2/2009,0.44902,6/28/2011,0.37633,6/5/2008,0.23054,8/6/2012,0.1586,7/15/2010,0.19693,12/6/2010,0.72803,1/29/2010,0.37091,6/1/2010,0.34786
6/6/2008,0.38981,11/12/2009,1.3574,6/6/2008,1.52,6/6/2008,0.4751,7/8/2011,2.04,10/5/2010,1.66065,12/8/2009,0.55,6/6/2008,0.40723,6/6/2008,0.39,6/6/2008,0.28941,6/6/2008,1.19,6/6/2008,1.02703,6/6/2008,0.97,6/6/2008,0.70176,5/3/2010,1.36,6/6/2008,0.89641,6/6/2008,0.31,1/19/2012,1.09413,6/6/2008,0.11,8/15/2012,0.85465,6/6/2008,0.62,6/6/2008,1.58537,1/13/2011,0.95,6/6/2008,0.43668,6/6/2008,0.29,6/6/2008,0.40211,10/28/2011,0.24344,12/3/2009,0.19892,6/6/2008,2.73406,6/6/2008,1.14485,3/12/2010,0.35966,1/19/2010,0.3929,10/30/2009,0.45935,6/6/2008,0.23179,1/26/2012,0.19596,6/6/2008,0.3893,1/16/2012,0.18795,6/6/2008,0.63005,11/2/2010,0.93018,6/6/2008,0.37244,7/17/2008,0.09746,12/28/2010,0.68376,1/28/2010,0.27554,11/3/2009,0.44514,6/29/2011,0.37773,6/6/2008,0.23051,8/7/2012,0.16376,7/16/2010,0.19562,12/7/2010,0.72913,2/1/2010,0.35923,6/2/2010,0.34645
6/10/2008,0.36262,11/13/2009,1.33676,6/10/2008,1.44,6/10/2008,0.44431,7/11/2011,2.07,10/6/2010,1.62212,12/9/2009,0.56,6/10/2008,0.38285,6/10/2008,0.36,6/10/2008,0.28169,6/10/2008,1.09,6/10/2008,1.02178,6/10/2008,0.93,6/10/2008,0.67863,5/4/2010,1.34,6/10/2008,0.85789,6/10/2008,0.30,1/20/2012,1.10949,6/10/2008,0.11,8/16/2012,0.86248,6/10/2008,0.60,6/10/2008,1.52883,1/14/2011,0.96,6/10/2008,0.40718,6/10/2008,0.27,6/10/2008,0.37773,10/31/2011,0.24457,12/4/2009,0.20967,6/10/2008,2.59927,6/10/2008,1.08452,3/15/2010,0.35828,1/20/2010,0.39004,11/2/2009,0.46838,6/10/2008,0.22407,1/27/2012,0.19599,6/10/2008,0.37132,1/17/2012,0.18416,6/10/2008,0.62613,11/3/2010,0.93148,6/10/2008,0.36172,7/18/2008,0.09746,12/29/2010,0.68483,1/29/2010,0.26659,11/4/2009,0.4387,6/30/2011,0.36755,6/10/2008,0.2292,8/8/2012,0.16245,7/19/2010,0.19033,12/8/2010,0.75952,2/2/2010,0.3553,6/3/2010,0.35554
6/11/2008,0.36419,11/16/2009,1.3316,6/11/2008,1.37,6/11/2008,0.4482,7/12/2011,1.97,10/7/2010,1.5759,12/10/2009,0.54,6/11/2008,0.38289,6/11/2008,0.35,6/11/2008,0.28172,6/11/2008,1.08,6/11/2008,1.03085,6/11/2008,0.95,6/11/2008,0.68894,5/5/2010,1.39,6/11/2008,0.83236,6/11/2008,0.30,1/26/2012,1.12161,6/11/2008,0.11,8/17/2012,0.85732,6/11/2008,0.59,6/11/2008,1.43294,1/17/2011,0.92,6/11/2008,0.39569,6/11/2008,0.27,6/11/2008,0.37904,11/1/2011,0.24063,12/7/2009,0.21863,6/11/2008,2.56752,6/11/2008,1.06414,3/16/2010,0.35175,1/21/2010,0.39121,11/3/2009,0.48127,6/11/2008,0.22154,1/30/2012,0.19985,6/11/2008,0.35215,1/18/2012,0.19327,6/11/2008,0.62363,11/4/2010,0.94421,6/11/2008,0.35322,7/21/2008,0.1026,12/30/2010,0.70166,2/1/2010,0.26137,11/5/2009,0.43483,7/4/2011,0.37919,6/11/2008,0.22794,8/9/2012,0.16116,7/20/2010,0.18779,12/9/2010,0.74094,2/3/2010,0.38884,6/4/2010,0.36965
6/12/2008,0.35578,11/17/2009,1.30061,6/12/2008,1.34,6/12/2008,0.43256,7/13/2011,2.02,10/8/2010,1.53134,12/11/2009,0.55,6/12/2008,0.36729,6/12/2008,0.33,6/12/2008,0.28027,6/12/2008,1.06,6/12/2008,0.96623,6/12/2008,0.94,6/12/2008,0.66548,5/6/2010,1.31,6/12/2008,0.83185,6/12/2008,0.29,1/27/2012,1.11923,6/12/2008,0.11,8/20/2012,0.86112,6/12/2008,0.57,6/12/2008,1.44742,1/18/2011,0.92,6/12/2008,0.38905,6/12/2008,0.26,6/12/2008,0.36857,11/2/2011,0.23676,12/8/2009,0.21952,6/12/2008,2.4418,6/12/2008,1.0315,3/17/2010,0.35948,1/22/2010,0.38094,11/4/2009,0.48257,6/12/2008,0.21116,1/31/2012,0.20242,6/12/2008,0.33146,1/19/2012,0.19073,6/12/2008,0.60917,11/5/2010,0.93799,6/12/2008,0.34341,7/22/2008,0.10133,12/31/2010,0.69473,2/2/2010,0.27291,11/6/2009,0.43225,7/5/2011,0.37918,6/12/2008,0.22268,8/10/2012,0.16113,7/21/2010,0.1826,12/10/2010,0.73319,2/4/2010,0.37717,6/7/2010,0.35245
6/13/2008,0.34651,11/18/2009,1.30063,6/13/2008,1.35,6/13/2008,0.4325,7/14/2011,2.03,10/11/2010,1.4926,12/14/2009,0.55,6/13/2008,0.36084,6/13/2008,0.34,6/13/2008,0.28151,6/13/2008,1.05,6/13/2008,0.98527,6/13/2008,0.91,6/13/2008,0.67689,5/7/2010,1.29,6/13/2008,0.78822,6/13/2008,0.29,1/30/2012,1.0805,6/13/2008,0.11,8/21/2012,0.8586,6/13/2008,0.58,6/13/2008,1.428,1/19/2011,0.88,6/13/2008,0.40818,6/13/2008,0.26,6/13/2008,0.35956,11/3/2011,0.24201,12/9/2009,0.21594,6/13/2008,2.43375,6/13/2008,1.01982,3/18/2010,0.35949,1/25/2010,0.3746,11/5/2009,0.46838,6/13/2008,0.20473,2/1/2012,0.20247,6/13/2008,0.31989,1/20/2012,0.19329,6/13/2008,0.59628,11/8/2010,0.95218,6/13/2008,0.34975,7/23/2008,0.10386,1/3/2011,0.69511,2/3/2010,0.27811,11/9/2009,0.46451,7/6/2011,0.37392,6/13/2008,0.21497,8/13/2012,0.16111,7/22/2010,0.19553,12/13/2010,0.70319,2/5/2010,0.35904,6/8/2010,0.34079
6/16/2008,0.32883,11/19/2009,1.23869,6/16/2008,1.39,6/16/2008,0.43665,7/15/2011,2.01,10/12/2010,1.54909,12/15/2009,0.54,6/16/2008,0.3611,6/16/2008,0.35,6/16/2008,0.28171,6/16/2008,1.10,6/16/2008,1.0116,6/16/2008,0.91,6/16/2008,0.69147,5/10/2010,1.37,6/16/2008,0.79904,6/16/2008,0.30,1/31/2012,1.06368,6/16/2008,0.11,8/22/2012,0.85992,6/16/2008,0.58,6/16/2008,1.44825,1/20/2011,0.89,6/16/2008,0.41745,6/16/2008,0.26,6/16/2008,0.37391,11/4/2011,0.25491,12/10/2009,0.21593,6/16/2008,2.40736,6/16/2008,1.02056,3/19/2010,0.3673,1/26/2010,0.34599,11/6/2009,0.47354,6/16/2008,0.1972,2/2/2012,0.20243,6/16/2008,0.32397,1/26/2012,0.19596,6/16/2008,0.60184,11/9/2010,0.93662,6/16/2008,0.35427,7/24/2008,0.1013,1/4/2011,0.71175,2/4/2010,0.2832,11/10/2009,0.4658,7/7/2011,0.41496,6/16/2008,0.21769,8/14/2012,0.16114,7/23/2010,0.19956,12/14/2010,0.70114,2/8/2010,0.36033,6/9/2010,0.35633
6/17/2008,0.32164,11/20/2009,1.21158,6/17/2008,1.34,6/17/2008,0.42382,7/18/2011,2.06,10/13/2010,1.55668,12/16/2009,0.54,6/17/2008,0.34315,6/17/2008,0.33,6/17/2008,0.28169,6/17/2008,1.08,6/17/2008,1.01154,6/17/2008,0.87,6/17/2008,0.67478,5/11/2010,1.33,6/17/2008,0.84508,6/17/2008,0.30,2/1/2012,1.08585,6/17/2008,0.11,8/23/2012,0.86127,6/17/2008,0.58,6/17/2008,1.45969,1/21/2011,0.88,6/17/2008,0.40718,6/17/2008,0.26,6/17/2008,0.37388,11/7/2011,0.24328,12/11/2009,0.21235,6/17/2008,2.3944,6/17/2008,0.98849,3/22/2010,0.35432,1/27/2010,0.32278,11/9/2009,0.47612,6/17/2008,0.19591,2/3/2012,0.20247,6/17/2008,0.31627,1/27/2012,0.19599,6/17/2008,0.6018,11/10/2010,0.9289,6/17/2008,0.35212,7/25/2008,0.1,1/5/2011,0.71421,2/5/2010,0.2741,11/11/2009,0.45806,7/8/2011,0.42273,6/17/2008,0.21127,8/15/2012,0.15855,7/26/2010,0.20089,12/15/2010,0.70225,2/9/2010,0.36165,6/10/2010,0.35805
6/18/2008,0.32281,11/23/2009,1.18708,6/18/2008,1.35,6/18/2008,0.42273,7/19/2011,2.06,10/14/2010,1.57003,12/17/2009,0.53,6/18/2008,0.35099,6/18/2008,0.33,6/18/2008,0.28182,6/18/2008,1.06,6/18/2008,1.0517,6/18/2008,0.91,6/18/2008,0.66484,5/12/2010,1.29,6/18/2008,0.81856,6/18/2008,0.30,2/2/2012,1.09598,6/18/2008,0.11,8/24/2012,0.86119,6/18/2008,0.58,6/18/2008,1.50774,1/24/2011,0.87,6/18/2008,0.41889,6/18/2008,0.26,6/18/2008,0.36893,11/8/2011,0.24327,12/14/2009,0.21412,6/18/2008,2.40828,6/18/2008,0.97997,3/23/2010,0.36073,1/28/2010,0.34378,11/10/2009,0.4929,6/18/2008,0.19471,2/6/2012,0.20377,6/18/2008,0.32922,1/30/2012,0.19341,6/18/2008,0.61488,11/11/2010,0.91864,6/18/2008,0.34694,7/28/2008,0.10384,1/6/2011,0.72301,2/8/2010,0.27411,11/12/2009,0.4658,7/11/2011,0.42883,6/18/2008,0.20496,8/16/2012,0.15599,7/27/2010,0.21241,12/16/2010,0.69816,2/10/2010,0.36036,6/11/2010,0.37223
