Date,USGG10YR Index,,USGGBE10 Index,,USGG5YR Index,,USGGBE05 Index,Date,GJGB10 Index,Date,GJGB2 Index,,GJGB5 Index,,JYGGBE05 Index,,USDJPY Curncy
6/30/2009,3.5326,6/30/2009,1.767,6/30/2009,2.5546,6/30/2009,1.3654,6/30/2009,1.359,6/30/2009,0.32,6/30/2009,0.725,6/30/2009,-1.906,6/30/2009,96.36
7/1/2009,3.5365,7/1/2009,1.7358,7/1/2009,2.5078,7/1/2009,1.3503,7/1/2009,1.35,7/1/2009,0.301,7/1/2009,0.71,7/1/2009,-1.844,7/1/2009,96.66
7/2/2009,3.4946,7/2/2009,1.6517,7/2/2009,2.4208,7/2/2009,1.2774,7/2/2009,1.358,7/2/2009,0.284,7/2/2009,0.7,7/2/2009,-1.782,7/2/2009,95.95
7/3/2009,3.4985,7/3/2009,1.6557,7/3/2009,2.424,7/3/2009,1.2812,7/3/2009,1.33,7/3/2009,0.265,7/3/2009,0.68,7/3/2009,-1.724,7/3/2009,96.04
7/6/2009,3.5063,7/6/2009,1.6209,7/6/2009,2.3873,7/6/2009,1.2024,7/6/2009,1.311,7/6/2009,0.264,7/6/2009,0.675,7/6/2009,-1.539,7/6/2009,95.35
7/7/2009,3.4544,7/7/2009,1.621,7/7/2009,2.354,7/7/2009,1.2079,7/7/2009,1.315,7/7/2009,0.268,7/7/2009,0.69,7/7/2009,-1.365,7/7/2009,94.9
7/8/2009,3.3081,7/8/2009,1.536,7/8/2009,2.2314,7/8/2009,1.0998,7/8/2009,1.295,7/8/2009,0.264,7/8/2009,0.678,7/8/2009,-1.402,7/8/2009,92.88
7/9/2009,3.403,7/9/2009,1.5505,7/9/2009,2.3172,7/9/2009,1.0961,7/9/2009,1.301,7/9/2009,0.25,7/9/2009,0.674,7/9/2009,-1.555,7/9/2009,93
7/10/2009,3.3026,7/10/2009,1.5169,7/10/2009,2.2173,7/10/2009,1.0601,7/10/2009,1.305,7/10/2009,0.248,7/10/2009,0.67,7/10/2009,-1.571,7/10/2009,92.55
7/13/2009,3.35,7/13/2009,1.5266,7/13/2009,2.2568,7/13/2009,1.0681,7/13/2009,1.309,7/13/2009,0.252,7/13/2009,0.67,7/13/2009,-1.568,7/13/2009,92.97
7/14/2009,3.4703,7/14/2009,1.6419,7/14/2009,2.353,7/14/2009,1.1423,7/14/2009,1.344,7/14/2009,0.259,7/14/2009,0.689,7/14/2009,-1.553,7/14/2009,93.51
7/15/2009,3.6038,7/15/2009,1.7634,7/15/2009,2.5068,7/15/2009,1.2431,7/15/2009,1.339,7/15/2009,0.267,7/15/2009,0.68,7/15/2009,-1.52,7/15/2009,94.23
7/16/2009,3.5689,7/16/2009,1.7765,7/16/2009,2.4463,7/16/2009,1.2782,7/16/2009,1.344,7/16/2009,0.27,7/16/2009,0.68,7/16/2009,-1.51,7/16/2009,93.93
7/17/2009,3.6433,7/17/2009,1.8594,7/17/2009,2.4965,7/17/2009,1.3593,7/17/2009,1.325,7/17/2009,0.269,7/17/2009,0.675,7/17/2009,-1.433,7/17/2009,94.2
7/20/2009,3.6063,7/20/2009,1.8855,7/20/2009,2.456,7/20/2009,1.3844,7/20/2009,1.325,7/20/2009,0.267,7/20/2009,0.71,7/20/2009,-1.398,7/20/2009,94.19
7/21/2009,3.4824,7/21/2009,1.787,7/21/2009,2.3386,7/21/2009,1.302,7/21/2009,1.37,7/21/2009,0.279,7/21/2009,0.7,7/21/2009,-1.39,7/21/2009,93.75
7/22/2009,3.5443,7/22/2009,1.8168,7/22/2009,2.3954,7/22/2009,1.3048,7/22/2009,1.391,7/22/2009,0.285,7/22/2009,0.715,7/22/2009,-1.377,7/22/2009,93.68
7/23/2009,3.6555,7/23/2009,1.9042,7/23/2009,2.5299,7/23/2009,1.3618,7/23/2009,1.391,7/23/2009,0.284,7/23/2009,0.701,7/23/2009,-1.403,7/23/2009,94.93
7/24/2009,3.6578,7/24/2009,1.881,7/24/2009,2.5298,7/24/2009,1.3391,7/24/2009,1.383,7/24/2009,0.276,7/24/2009,0.685,7/24/2009,-1.427,7/24/2009,94.79
7/27/2009,3.7189,7/27/2009,1.8942,7/27/2009,2.5874,7/27/2009,1.3624,7/27/2009,1.397,7/27/2009,0.271,7/27/2009,0.68,7/27/2009,-1.343,7/27/2009,95.19
7/28/2009,3.6856,7/28/2009,1.8488,7/28/2009,2.6009,7/28/2009,1.3294,7/28/2009,1.396,7/28/2009,0.27,7/28/2009,0.679,7/28/2009,-1.301,7/28/2009,94.55
7/29/2009,3.6582,7/29/2009,1.8369,7/29/2009,2.6316,7/29/2009,1.3416,7/29/2009,1.382,7/29/2009,0.274,7/29/2009,0.686,7/29/2009,-1.284,7/29/2009,94.99
7/30/2009,3.6074,7/30/2009,1.8768,7/30/2009,2.625,7/30/2009,1.3336,7/30/2009,1.396,7/30/2009,0.275,7/30/2009,0.692,7/30/2009,-1.268,7/30/2009,95.56
7/31/2009,3.4796,7/31/2009,1.7728,7/31/2009,2.5144,7/31/2009,1.2756,7/31/2009,1.419,7/31/2009,0.285,7/31/2009,0.714,7/31/2009,-1.256,7/31/2009,94.68
8/3/2009,3.6333,8/3/2009,1.8721,8/3/2009,2.662,8/3/2009,1.3436,8/3/2009,1.445,8/3/2009,0.286,8/3/2009,0.73,8/3/2009,-1.261,8/3/2009,95.27
8/4/2009,3.6845,8/4/2009,1.8754,8/4/2009,2.6957,8/4/2009,1.3796,8/4/2009,1.459,8/4/2009,0.281,8/4/2009,0.725,8/4/2009,-1.345,8/4/2009,95.23
8/5/2009,3.7459,8/5/2009,1.9333,8/5/2009,2.7194,8/5/2009,1.381,8/5/2009,1.44,8/5/2009,0.275,8/5/2009,0.716,8/5/2009,-1.423,8/5/2009,94.97
8/6/2009,3.7501,8/6/2009,1.9151,8/6/2009,2.7059,8/6/2009,1.3429,8/6/2009,1.445,8/6/2009,0.275,8/6/2009,0.725,8/6/2009,-1.615,8/6/2009,95.46
8/7/2009,3.8502,8/7/2009,2.0101,8/7/2009,2.8181,8/7/2009,1.4113,8/7/2009,1.44,8/7/2009,0.273,8/7/2009,0.724,8/7/2009,-1.583,8/7/2009,97.57
8/10/2009,3.7765,8/10/2009,1.9588,8/10/2009,2.7467,8/10/2009,1.3913,8/10/2009,1.464,8/10/2009,0.28,8/10/2009,0.749,8/10/2009,-1.558,8/10/2009,97.15
8/11/2009,3.6677,8/11/2009,1.8948,8/11/2009,2.6654,8/11/2009,1.3367,8/11/2009,1.455,8/11/2009,0.28,8/11/2009,0.75,8/11/2009,-1.529,8/11/2009,96
8/12/2009,3.7172,8/12/2009,1.8979,8/12/2009,2.6756,8/12/2009,1.2991,8/12/2009,1.425,8/12/2009,0.275,8/12/2009,0.729,8/12/2009,-1.571,8/12/2009,96.06
8/13/2009,3.595,8/13/2009,1.8093,8/13/2009,2.554,8/13/2009,1.1876,8/13/2009,1.416,8/13/2009,0.275,8/13/2009,0.725,8/13/2009,-1.574,8/13/2009,95.48
8/14/2009,3.5688,8/14/2009,1.7304,8/14/2009,2.5068,8/14/2009,1.0826,8/14/2009,1.385,8/14/2009,0.27,8/14/2009,0.702,8/14/2009,-1.591,8/14/2009,94.94
8/17/2009,3.4684,8/17/2009,1.692,8/17/2009,2.406,8/17/2009,1.0279,8/17/2009,1.35,8/17/2009,0.266,8/17/2009,0.679,8/17/2009,-1.614,8/17/2009,94.51
8/18/2009,3.5092,8/18/2009,1.7637,8/18/2009,2.4562,8/18/2009,1.0884,8/18/2009,1.35,8/18/2009,0.266,8/18/2009,0.665,8/18/2009,-1.599,8/18/2009,94.69
8/19/2009,3.4517,8/19/2009,1.7763,8/19/2009,2.4058,8/19/2009,1.1425,8/19/2009,1.349,8/19/2009,0.261,8/19/2009,0.655,8/19/2009,-1.573,8/19/2009,94.08
8/20/2009,3.4313,8/20/2009,1.856,8/20/2009,2.409,8/20/2009,1.2324,8/20/2009,1.35,8/20/2009,0.253,8/20/2009,0.66,8/20/2009,-1.551,8/20/2009,94.2
8/21/2009,3.5649,8/21/2009,1.8949,8/21/2009,2.5638,8/21/2009,1.3015,8/21/2009,1.315,8/21/2009,0.251,8/21/2009,0.636,8/21/2009,-1.572,8/21/2009,94.38
8/24/2009,3.4755,8/24/2009,1.8157,8/24/2009,2.4826,8/24/2009,1.2086,8/24/2009,1.33,8/24/2009,0.25,8/24/2009,0.645,8/24/2009,-1.512,8/24/2009,94.56
8/25/2009,3.4348,8/25/2009,1.7409,8/25/2009,2.4421,8/25/2009,1.1243,8/25/2009,1.33,8/25/2009,0.247,8/25/2009,0.636,8/25/2009,-1.489,8/25/2009,94.19
8/26/2009,3.4329,8/26/2009,1.7391,8/26/2009,2.4352,8/26/2009,1.1314,8/26/2009,1.316,8/26/2009,0.245,8/26/2009,0.63,8/26/2009,-1.43,8/26/2009,94.26
8/27/2009,3.4531,8/27/2009,1.7269,8/27/2009,2.4685,8/27/2009,1.1318,8/27/2009,1.305,8/27/2009,0.245,8/27/2009,0.625,8/27/2009,-1.358,8/27/2009,93.52
8/28/2009,3.4456,8/28/2009,1.7143,8/28/2009,2.4451,8/28/2009,1.0899,8/28/2009,1.315,8/28/2009,0.254,8/28/2009,0.621,8/28/2009,-1.323,8/28/2009,93.6
8/31/2009,3.3975,8/31/2009,1.6559,8/31/2009,2.385,8/31/2009,1.0292,8/31/2009,1.31,8/31/2009,0.254,8/31/2009,0.614,8/31/2009,-1.316,8/31/2009,93.12
9/1/2009,3.3625,9/1/2009,1.6604,9/1/2009,2.315,9/1/2009,1.024,9/1/2009,1.295,9/1/2009,0.253,9/1/2009,0.609,9/1/2009,-1.268,9/1/2009,92.92
9/2/2009,3.3056,9/2/2009,1.6002,9/2/2009,2.2651,9/2/2009,0.995,9/2/2009,1.318,9/2/2009,0.249,9/2/2009,0.592,9/2/2009,-1.227,9/2/2009,92.22
9/3/2009,3.344,9/3/2009,1.6796,9/3/2009,2.2983,9/3/2009,1.0866,9/3/2009,1.31,9/3/2009,0.246,9/3/2009,0.599,9/3/2009,-1.183,9/3/2009,92.64
9/4/2009,3.4378,9/4/2009,1.7736,9/4/2009,2.3515,9/4/2009,1.183,9/4/2009,1.331,9/4/2009,0.244,9/4/2009,0.611,9/4/2009,-1.165,9/4/2009,93.01
9/7/2009,3.4415,9/7/2009,1.7774,9/7/2009,2.3549,9/7/2009,1.1869,9/7/2009,1.364,9/7/2009,0.245,9/7/2009,0.636,9/7/2009,-1.136,9/7/2009,93.08
9/8/2009,3.4823,9/8/2009,1.8336,9/8/2009,2.3917,9/8/2009,1.2609,9/8/2009,1.335,9/8/2009,0.245,9/8/2009,0.606,9/8/2009,-1.185,9/8/2009,92.33
9/9/2009,3.4711,9/9/2009,1.8497,9/9/2009,2.3649,9/9/2009,1.2775,9/9/2009,1.333,9/9/2009,0.232,9/9/2009,0.617,9/9/2009,-1.207,9/9/2009,92.04
9/10/2009,3.3472,9/10/2009,1.7751,9/10/2009,2.2813,9/10/2009,1.2471,9/10/2009,1.33,9/10/2009,0.221,9/10/2009,0.605,9/10/2009,-1.228,9/10/2009,91.73
9/11/2009,3.347,9/11/2009,1.7666,9/11/2009,2.3012,9/11/2009,1.3075,9/11/2009,1.31,9/11/2009,0.215,9/11/2009,0.585,9/11/2009,-1.251,9/11/2009,90.71
9/14/2009,3.4208,9/14/2009,1.7963,9/14/2009,2.3682,9/14/2009,1.3487,9/14/2009,1.3,9/14/2009,0.215,9/14/2009,0.57,9/14/2009,-1.289,9/14/2009,90.94
9/15/2009,3.4541,9/15/2009,1.8365,9/15/2009,2.3951,9/15/2009,1.3641,9/15/2009,1.321,9/15/2009,0.215,9/15/2009,0.59,9/15/2009,-1.267,9/15/2009,91.05
9/16/2009,3.469,9/16/2009,1.877,9/16/2009,2.4389,9/16/2009,1.4358,9/16/2009,1.329,9/16/2009,0.215,9/16/2009,0.591,9/16/2009,-1.203,9/16/2009,90.93
9/17/2009,3.3836,9/17/2009,1.829,9/17/2009,2.3614,9/17/2009,1.3393,9/17/2009,1.348,9/17/2009,0.22,9/17/2009,0.615,9/17/2009,-1.174,9/17/2009,91.08
9/18/2009,3.4632,9/18/2009,1.8203,9/18/2009,2.4525,9/18/2009,1.3338,9/18/2009,1.348,9/18/2009,0.229,9/18/2009,0.629,9/18/2009,-1.125,9/18/2009,91.29
9/21/2009,3.4799,9/21/2009,1.8097,9/21/2009,2.4525,9/21/2009,1.2816,9/21/2009,1.35,9/21/2009,0.23,9/21/2009,0.63,9/21/2009,-1.124,9/21/2009,91.93
9/22/2009,3.4445,9/22/2009,1.8188,9/22/2009,2.4153,9/22/2009,1.3051,9/22/2009,1.35,9/22/2009,0.23,9/22/2009,0.63,9/22/2009,-1.123,9/22/2009,91.1
9/23/2009,3.4184,9/23/2009,1.8167,9/23/2009,2.3715,9/23/2009,1.3036,9/23/2009,1.35,9/23/2009,0.23,9/23/2009,0.63,9/23/2009,-1.124,9/23/2009,91.29
9/24/2009,3.3813,9/24/2009,1.7677,9/24/2009,2.365,9/24/2009,1.2539,9/24/2009,1.328,9/24/2009,0.226,9/24/2009,0.606,9/24/2009,-1.106,9/24/2009,91.28
9/25/2009,3.3184,9/25/2009,1.7578,9/25/2009,2.365,9/25/2009,1.2477,9/25/2009,1.318,9/25/2009,0.22,9/25/2009,0.59,9/25/2009,-1.118,9/25/2009,89.64
9/28/2009,3.2797,9/28/2009,1.743,9/28/2009,2.3317,9/28/2009,1.2432,9/28/2009,1.29,9/28/2009,0.228,9/28/2009,0.585,9/28/2009,-1.162,9/28/2009,89.63
9/29/2009,3.2906,9/29/2009,1.7336,9/29/2009,2.3351,9/29/2009,1.2263,9/29/2009,1.29,9/29/2009,0.23,9/29/2009,0.586,9/29/2009,-1.175,9/29/2009,90.09
9/30/2009,3.3053,9/30/2009,1.7721,9/30/2009,2.3117,9/30/2009,1.2501,9/30/2009,1.301,9/30/2009,0.25,9/30/2009,0.601,9/30/2009,-1.135,9/30/2009,89.71
10/1/2009,3.179,10/1/2009,1.7119,10/1/2009,2.1825,10/1/2009,1.2078,10/1/2009,1.3,10/1/2009,0.246,10/1/2009,0.594,10/1/2009,-1.102,10/1/2009,89.61
10/2/2009,3.2188,10/2/2009,1.7097,10/2/2009,2.2053,10/2/2009,1.2271,10/2/2009,1.26,10/2/2009,0.24,10/2/2009,0.564,10/2/2009,-1.087,10/2/2009,89.81
10/5/2009,3.2205,10/5/2009,1.7318,10/5/2009,2.2085,10/5/2009,1.2137,10/5/2009,1.269,10/5/2009,0.24,10/5/2009,0.574,10/5/2009,-1.056,10/5/2009,89.54
10/6/2009,3.2552,10/6/2009,1.7632,10/6/2009,2.2416,10/6/2009,1.264,10/6/2009,1.25,10/6/2009,0.24,10/6/2009,0.565,10/6/2009,-1.056,10/6/2009,88.83
10/7/2009,3.182,10/7/2009,1.7593,10/7/2009,2.1686,10/7/2009,1.2478,10/7/2009,1.27,10/7/2009,0.245,10/7/2009,0.584,10/7/2009,-1.095,10/7/2009,88.61
10/8/2009,3.2477,10/8/2009,1.7863,10/8/2009,2.2215,10/8/2009,1.2849,10/8/2009,1.27,10/8/2009,0.254,10/8/2009,0.594,10/8/2009,-1.094,10/8/2009,88.39
10/9/2009,3.3802,10/9/2009,1.8549,10/9/2009,2.3481,10/9/2009,1.3615,10/9/2009,1.29,10/9/2009,0.26,10/9/2009,0.615,10/9/2009,-1.082,10/9/2009,89.79
10/12/2009,3.3783,10/12/2009,1.8531,10/12/2009,2.3481,10/12/2009,1.3656,10/12/2009,1.29,10/12/2009,0.26,10/12/2009,0.615,10/12/2009,-1.074,10/12/2009,89.83
10/13/2009,3.3468,10/13/2009,1.8893,10/13/2009,2.2912,10/13/2009,1.3843,10/13/2009,1.305,10/13/2009,0.26,10/13/2009,0.615,10/13/2009,-1.105,10/13/2009,89.71
10/14/2009,3.4136,10/14/2009,1.9479,10/14/2009,2.3279,10/14/2009,1.3931,10/14/2009,1.305,10/14/2009,0.251,10/14/2009,0.605,10/14/2009,-1.144,10/14/2009,89.45
10/15/2009,3.4565,10/15/2009,1.9926,10/15/2009,2.3782,10/15/2009,1.4238,10/15/2009,1.32,10/15/2009,0.254,10/15/2009,0.62,10/15/2009,-1.149,10/15/2009,90.56
10/16/2009,3.4115,10/16/2009,1.9868,10/16/2009,2.3513,10/16/2009,1.4696,10/16/2009,1.335,10/16/2009,0.251,10/16/2009,0.626,10/16/2009,-1.148,10/16/2009,90.89
10/19/2009,3.3891,10/19/2009,2.0434,10/19/2009,2.3412,10/19/2009,1.5257,10/19/2009,1.345,10/19/2009,0.254,10/19/2009,0.63,10/19/2009,-1.161,10/19/2009,90.55
10/20/2009,3.3407,10/20/2009,1.9952,10/20/2009,2.2875,10/20/2009,1.4784,10/20/2009,1.359,10/20/2009,0.259,10/20/2009,0.64,10/20/2009,-1.16,10/20/2009,90.78
10/21/2009,3.3853,10/21/2009,1.9979,10/21/2009,2.3412,10/21/2009,1.4255,10/21/2009,1.356,10/21/2009,0.26,10/21/2009,0.631,10/21/2009,-1.208,10/21/2009,90.97
10/22/2009,3.4132,10/22/2009,1.9652,10/22/2009,2.358,10/22/2009,1.4131,10/22/2009,1.371,10/22/2009,0.268,10/22/2009,0.65,10/22/2009,-1.19,10/22/2009,91.3
10/23/2009,3.49,10/23/2009,2.0067,10/23/2009,2.4459,10/23/2009,1.4393,10/23/2009,1.369,10/23/2009,0.278,10/23/2009,0.664,10/23/2009,-1.197,10/23/2009,92.06
10/26/2009,3.5542,10/26/2009,2.0096,10/26/2009,2.4867,10/26/2009,1.5016,10/26/2009,1.404,10/26/2009,0.289,10/26/2009,0.699,10/26/2009,-1.182,10/26/2009,92.19
10/27/2009,3.4448,10/27/2009,2.0007,10/27/2009,2.3714,10/27/2009,1.4895,10/27/2009,1.41,10/27/2009,0.286,10/27/2009,0.705,10/27/2009,-1.174,10/27/2009,91.8
10/28/2009,3.4148,10/28/2009,1.9691,10/28/2009,2.3342,10/28/2009,1.481,10/28/2009,1.43,10/28/2009,0.276,10/28/2009,0.709,10/28/2009,-1.177,10/28/2009,90.76
10/29/2009,3.4974,10/29/2009,2.0366,10/29/2009,2.4351,10/29/2009,1.5305,10/29/2009,1.414,10/29/2009,0.266,10/29/2009,0.679,10/29/2009,-1.217,10/29/2009,91.41
10/30/2009,3.3828,10/30/2009,2.0153,10/30/2009,2.3084,10/30/2009,1.487,10/30/2009,1.415,10/30/2009,0.264,10/30/2009,0.679,10/30/2009,-1.217,10/30/2009,90.09
11/2/2009,3.4145,11/2/2009,2.0438,11/2/2009,2.3283,11/2/2009,1.5272,11/2/2009,1.385,11/2/2009,0.259,11/2/2009,0.655,11/2/2009,-1.23,11/2/2009,90.21
11/3/2009,3.4652,11/3/2009,2.0558,11/3/2009,2.3516,11/3/2009,1.5396,11/3/2009,1.385,11/3/2009,0.26,11/3/2009,0.655,11/3/2009,-1.225,11/3/2009,90.34
11/4/2009,3.5237,11/4/2009,2.1279,11/4/2009,2.375,11/4/2009,1.5766,11/4/2009,1.41,11/4/2009,0.277,11/4/2009,0.683,11/4/2009,-1.2,11/4/2009,90.73
11/5/2009,3.5236,11/5/2009,2.1651,11/5/2009,2.3349,11/5/2009,1.6064,11/5/2009,1.45,11/5/2009,0.284,11/5/2009,0.705,11/5/2009,-1.182,11/5/2009,90.71
11/6/2009,3.4971,11/6/2009,2.1675,11/6/2009,2.2947,11/6/2009,1.592,11/6/2009,1.454,11/6/2009,0.276,11/6/2009,0.709,11/6/2009,-1.148,11/6/2009,89.88
11/9/2009,3.4857,11/9/2009,2.2366,11/9/2009,2.2947,11/9/2009,1.6838,11/9/2009,1.478,11/9/2009,0.276,11/9/2009,0.723,11/9/2009,-1.105,11/9/2009,89.93
11/10/2009,3.4724,11/10/2009,2.2103,11/10/2009,2.2913,11/10/2009,1.6637,11/10/2009,1.475,11/10/2009,0.27,11/10/2009,0.714,11/10/2009,-1.07,11/10/2009,89.81
11/11/2009,3.4831,11/11/2009,2.2316,11/11/2009,2.2879,11/11/2009,1.6606,11/11/2009,1.436,11/11/2009,0.265,11/11/2009,0.695,11/11/2009,-0.985,11/11/2009,89.87
11/12/2009,3.4438,11/12/2009,2.1668,11/12/2009,2.2545,11/12/2009,1.6061,11/12/2009,1.38,11/12/2009,0.264,11/12/2009,0.656,11/12/2009,-0.985,11/12/2009,90.37
11/13/2009,3.4177,11/13/2009,2.1579,11/13/2009,2.2543,11/13/2009,1.5829,11/13/2009,1.345,11/13/2009,0.257,11/13/2009,0.628,11/13/2009,-0.926,11/13/2009,89.66
11/16/2009,3.3343,11/16/2009,2.1662,11/16/2009,2.1842,11/16/2009,1.6114,11/16/2009,1.34,11/16/2009,0.252,11/16/2009,0.621,11/16/2009,-0.879,11/16/2009,89.06
11/17/2009,3.3232,11/17/2009,2.1635,11/17/2009,2.1641,11/17/2009,1.6042,11/17/2009,1.311,11/17/2009,0.246,11/17/2009,0.592,11/17/2009,-0.818,11/17/2009,89.25
11/18/2009,3.3638,11/18/2009,2.1978,11/18/2009,2.1906,11/18/2009,1.676,11/18/2009,1.305,11/18/2009,0.242,11/18/2009,0.589,11/18/2009,-0.824,11/18/2009,89.32
11/19/2009,3.3361,11/19/2009,2.1801,11/19/2009,2.1472,11/19/2009,1.6495,11/19/2009,1.306,11/19/2009,0.24,11/19/2009,0.594,11/19/2009,-0.876,11/19/2009,88.98
11/20/2009,3.3656,11/20/2009,2.187,11/20/2009,2.1769,11/20/2009,1.6771,11/20/2009,1.313,11/20/2009,0.249,11/20/2009,0.599,11/20/2009,-0.911,11/20/2009,88.89
11/23/2009,3.3489,11/23/2009,2.1987,11/23/2009,2.1667,11/23/2009,1.6773,11/23/2009,1.315,11/23/2009,0.25,11/23/2009,0.599,11/23/2009,-0.911,11/23/2009,88.97
11/24/2009,3.3027,11/24/2009,2.1394,11/24/2009,2.09,11/24/2009,1.6597,11/24/2009,1.3,11/24/2009,0.255,11/24/2009,0.598,11/24/2009,-1.023,11/24/2009,88.5
11/25/2009,3.2695,11/25/2009,2.1562,11/25/2009,2.1051,11/25/2009,1.66,11/25/2009,1.305,11/25/2009,0.247,11/25/2009,0.595,11/25/2009,-1.046,11/25/2009,87.35
11/26/2009,3.2694,11/26/2009,2.1567,11/26/2009,2.1085,11/26/2009,1.6547,11/26/2009,1.29,11/26/2009,0.249,11/26/2009,0.58,11/26/2009,-1.045,11/26/2009,86.59
11/27/2009,3.2051,11/27/2009,2.1007,11/27/2009,2.0391,11/27/2009,1.6129,11/27/2009,1.256,11/27/2009,0.235,11/27/2009,0.544,11/27/2009,-1.047,11/27/2009,86.53
11/30/2009,3.1978,11/30/2009,2.1166,11/30/2009,1.9996,11/30/2009,1.6118,11/30/2009,1.266,11/30/2009,0.234,11/30/2009,0.545,11/30/2009,-1.049,11/30/2009,86.41
12/1/2009,3.2822,12/1/2009,2.1832,12/1/2009,2.0357,12/1/2009,1.6737,12/1/2009,1.202,12/1/2009,0.179,12/1/2009,0.466,12/1/2009,-1.107,12/1/2009,86.68
12/2/2009,3.3099,12/2/2009,2.1779,12/2/2009,2.0885,12/2/2009,1.6805,12/2/2009,1.255,12/2/2009,0.183,12/2/2009,0.484,12/2/2009,-1.083,12/2/2009,87.39
12/3/2009,3.3842,12/3/2009,2.1992,12/3/2009,2.1183,12/3/2009,1.6718,12/3/2009,1.271,12/3/2009,0.179,12/3/2009,0.485,12/3/2009,-1.073,12/3/2009,88.26
12/4/2009,3.4722,12/4/2009,2.1837,12/4/2009,2.2416,12/4/2009,1.6808,12/4/2009,1.295,12/4/2009,0.182,12/4/2009,0.495,12/4/2009,-1.066,12/4/2009,90.56
12/7/2009,3.429,12/7/2009,2.1693,12/7/2009,2.1715,12/7/2009,1.6633,12/7/2009,1.291,12/7/2009,0.183,12/7/2009,0.505,12/7/2009,-1.057,12/7/2009,89.51
12/8/2009,3.3804,12/8/2009,2.1259,12/8/2009,2.105,12/8/2009,1.6108,12/8/2009,1.275,12/8/2009,0.191,12/8/2009,0.499,12/8/2009,-1.041,12/8/2009,88.43
12/9/2009,3.4328,12/9/2009,2.1228,12/9/2009,2.1449,12/9/2009,1.5781,12/9/2009,1.245,12/9/2009,0.189,12/9/2009,0.479,12/9/2009,-1.073,12/9/2009,87.87
12/10/2009,3.4967,12/10/2009,2.1344,12/10/2009,2.1883,12/10/2009,1.5949,12/10/2009,1.251,12/10/2009,0.184,12/10/2009,0.484,12/10/2009,-1.085,12/10/2009,88.2
12/11/2009,3.5498,12/11/2009,2.1861,12/11/2009,2.2487,12/11/2009,1.6457,12/11/2009,1.288,12/11/2009,0.181,12/11/2009,0.494,12/11/2009,-1.095,12/11/2009,89.1
12/14/2009,3.548,12/14/2009,2.2353,12/14/2009,2.2857,12/14/2009,1.7021,12/14/2009,1.308,12/14/2009,0.175,12/14/2009,0.515,12/14/2009,-1.113,12/14/2009,88.62
12/15/2009,3.5861,12/15/2009,2.277,12/15/2009,2.3263,12/15/2009,1.7335,12/15/2009,1.289,12/15/2009,0.175,12/15/2009,0.504,12/15/2009,-1.137,12/15/2009,89.61
12/16/2009,3.5975,12/16/2009,2.3038,12/16/2009,2.3331,12/16/2009,1.7956,12/16/2009,1.265,12/16/2009,0.174,12/16/2009,0.485,12/16/2009,-1.219,12/16/2009,89.78
12/17/2009,3.478,12/17/2009,2.2586,12/17/2009,2.212,12/17/2009,1.7283,12/17/2009,1.255,12/17/2009,0.174,12/17/2009,0.499,12/17/2009,-1.163,12/17/2009,89.97
12/18/2009,3.5368,12/18/2009,2.2859,12/18/2009,2.2727,12/18/2009,1.7446,12/18/2009,1.236,12/18/2009,0.169,12/18/2009,0.464,12/18/2009,-1.075,12/18/2009,90.5
12/21/2009,3.6745,12/21/2009,2.3425,12/21/2009,2.3947,12/21/2009,1.7983,12/21/2009,1.226,12/21/2009,0.168,12/21/2009,0.44,12/21/2009,-0.973,12/21/2009,91.17
12/22/2009,3.7538,12/22/2009,2.3623,12/22/2009,2.4629,12/22/2009,1.8637,12/22/2009,1.259,12/22/2009,0.171,12/22/2009,0.463,12/22/2009,-0.918,12/22/2009,91.84
12/23/2009,3.7481,12/23/2009,2.343,12/23/2009,2.4802,12/23/2009,1.8657,12/23/2009,1.26,12/23/2009,0.17,12/23/2009,0.463,12/23/2009,-0.916,12/23/2009,91.64
12/24/2009,3.8029,12/24/2009,2.3639,12/24/2009,2.5357,12/24/2009,1.8828,12/24/2009,1.27,12/24/2009,0.171,12/24/2009,0.47,12/24/2009,-0.918,12/24/2009,91.54
12/25/2009,3.803,12/25/2009,2.3762,12/25/2009,2.536,12/25/2009,1.8836,12/25/2009,1.28,12/25/2009,0.17,12/25/2009,0.478,12/25/2009,-0.881,12/25/2009,91.3
12/28/2009,3.8402,12/28/2009,2.3929,12/28/2009,2.5981,12/28/2009,1.921,12/28/2009,1.31,12/28/2009,0.171,12/28/2009,0.494,12/28/2009,-0.881,12/28/2009,91.63
12/29/2009,3.7972,12/29/2009,2.3997,12/29/2009,2.5671,12/29/2009,1.9478,12/29/2009,1.305,12/29/2009,0.161,12/29/2009,0.484,12/29/2009,-0.876,12/29/2009,92
12/30/2009,3.7856,12/30/2009,2.3951,12/30/2009,2.6116,12/30/2009,1.9268,12/30/2009,1.295,12/30/2009,0.151,12/30/2009,0.473,12/30/2009,-0.849,12/30/2009,92.44
12/31/2009,3.8368,12/31/2009,2.4073,12/31/2009,2.6788,12/31/2009,1.9451,12/31/2009,1.295,12/31/2009,0.152,12/31/2009,0.473,12/31/2009,-0.847,12/31/2009,93.03
1/1/2010,3.835,1/1/2010,2.4038,1/1/2010,2.6788,1/1/2010,1.9459,1/1/2010,1.295,1/1/2010,0.152,1/1/2010,0.473,1/1/2010,-0.847,1/1/2010,93.04
