Date,USGG10YR Index,,USGGBE10 Index,,USGG5YR Index,,USGGBE05 Index,Date,GJGB10 Index,Date,GJGB2 Index,,GJGB5 Index,,JYGGBE05 Index,,USDJPY Curncy
5/16/2012,1.7603,5/16/2012,2.112,5/16/2012,0.7414,5/16/2012,1.906,5/17/2012,0.85,5/17/2012,0.11,5/17/2012,0.245,7/27/2012,0.531,5/16/2012,80.33
5/17/2012,1.6971,5/17/2012,2.105,5/17/2012,0.7301,5/17/2012,1.8768,5/18/2012,0.83,5/18/2012,0.1,5/18/2012,0.218,7/30/2012,0.533,5/17/2012,79.28
5/18/2012,1.7226,5/18/2012,2.136,5/18/2012,0.7476,5/18/2012,1.8635,5/21/2012,0.859,5/21/2012,0.103,5/21/2012,0.241,7/31/2012,0.533,5/18/2012,79.02
5/21/2012,1.7414,5/21/2012,2.1681,5/21/2012,0.7427,5/21/2012,1.8862,5/22/2012,0.863,5/22/2012,0.103,5/22/2012,0.233,8/1/2012,0.528,5/21/2012,79.31
5/22/2012,1.7688,5/22/2012,2.1766,5/22/2012,0.7571,5/22/2012,1.8736,5/23/2012,0.872,5/23/2012,0.103,5/23/2012,0.233,8/2/2012,0.528,5/22/2012,79.96
5/23/2012,1.7346,5/23/2012,2.1558,5/23/2012,0.7329,5/23/2012,1.8133,5/24/2012,0.871,5/24/2012,0.103,5/24/2012,0.237,8/3/2012,0.525,5/23/2012,79.47
5/24/2012,1.7774,5/24/2012,2.1633,5/24/2012,0.783,5/24/2012,1.8154,5/25/2012,0.888,5/25/2012,0.105,5/25/2012,0.237,9/3/2012,0.551,5/24/2012,79.6
5/25/2012,1.738,5/25/2012,2.1367,5/25/2012,0.759,5/25/2012,1.7891,5/28/2012,0.883,5/28/2012,0.103,5/28/2012,0.233,9/4/2012,0.554,5/25/2012,79.68
5/28/2012,1.738,5/28/2012,2.1367,5/28/2012,0.759,5/28/2012,1.7891,5/29/2012,0.852,5/29/2012,0.1,5/29/2012,0.218,9/5/2012,0.549,5/28/2012,79.47
5/29/2012,1.7448,5/29/2012,2.1169,5/29/2012,0.7734,5/29/2012,1.7649,5/30/2012,0.85,5/30/2012,0.103,5/30/2012,0.223,9/6/2012,0.557,5/29/2012,79.49
5/30/2012,1.622,5/30/2012,2.0727,5/30/2012,0.6887,5/30/2012,1.7209,5/31/2012,0.824,5/31/2012,0.105,5/31/2012,0.207,9/7/2012,0.566,5/30/2012,79.07
5/31/2012,1.5578,5/31/2012,2.0884,5/31/2012,0.6552,5/31/2012,1.7255,6/1/2012,0.816,6/1/2012,0.105,6/1/2012,0.202,9/10/2012,0.567,5/31/2012,78.32
6/1/2012,1.452,6/1/2012,2.0473,6/1/2012,0.6202,6/1/2012,1.6525,6/4/2012,0.822,6/4/2012,0.11,6/4/2012,0.211,9/11/2012,0.566,6/1/2012,78.02
6/4/2012,1.5239,6/4/2012,2.0785,6/4/2012,0.6761,6/4/2012,1.6831,6/5/2012,0.862,6/5/2012,0.102,6/5/2012,0.226,9/12/2012,0.569,6/4/2012,78.34
6/5/2012,1.5744,6/5/2012,2.1281,6/5/2012,0.6793,6/5/2012,1.7066,6/6/2012,0.848,6/6/2012,0.102,6/6/2012,0.211,9/13/2012,0.575,6/5/2012,78.75
6/6/2012,1.6592,6/6/2012,2.1475,6/6/2012,0.7306,6/6/2012,1.7384,6/7/2012,0.882,6/7/2012,0.102,6/7/2012,0.208,9/14/2012,0.591,6/6/2012,79.19
6/7/2012,1.6388,6/7/2012,2.1351,6/7/2012,0.7098,6/7/2012,1.7666,6/8/2012,0.856,6/8/2012,0.102,6/8/2012,0.19,9/17/2012,0.591,6/7/2012,79.63
6/8/2012,1.6353,6/8/2012,2.143,6/8/2012,0.7115,6/8/2012,1.7973,6/11/2012,0.872,6/11/2012,0.103,6/11/2012,0.212,9/18/2012,0.617,6/8/2012,79.49
6/11/2012,1.586,6/11/2012,2.117,6/11/2012,0.6843,6/11/2012,1.7909,6/12/2012,0.85,6/12/2012,0.102,6/12/2012,0.204,9/19/2012,0.631,6/11/2012,79.44
6/12/2012,1.6642,6/12/2012,2.1375,6/12/2012,0.7422,6/12/2012,1.8127,6/13/2012,0.859,6/13/2012,0.102,6/13/2012,0.212,9/20/2012,0.624,6/12/2012,79.53
6/13/2012,1.5927,6/13/2012,2.0963,6/13/2012,0.702,6/13/2012,1.7933,6/14/2012,0.862,6/14/2012,0.103,6/14/2012,0.235,9/21/2012,0.63,6/13/2012,79.48
6/14/2012,1.642,6/14/2012,2.1059,6/14/2012,0.7375,6/14/2012,1.8083,6/15/2012,0.853,6/15/2012,0.102,6/15/2012,0.233,9/24/2012,0.647,6/14/2012,79.35
6/15/2012,1.5773,6/15/2012,2.1209,6/15/2012,0.6716,6/15/2012,1.8695,6/18/2012,0.84,6/18/2012,0.103,6/18/2012,0.23,9/25/2012,0.649,6/15/2012,78.73
6/18/2012,1.5738,6/18/2012,2.1147,6/18/2012,0.6813,6/18/2012,1.857,6/19/2012,0.82,6/19/2012,0.102,6/19/2012,0.216,9/26/2012,0.65,6/18/2012,79.11
6/19/2012,1.6197,6/19/2012,2.151,6/19/2012,0.7039,6/19/2012,1.8812,6/20/2012,0.825,6/20/2012,0.103,6/20/2012,0.224,9/27/2012,0.657,6/19/2012,78.95
6/20/2012,1.6572,6/20/2012,2.1342,6/20/2012,0.7524,6/20/2012,1.8768,6/21/2012,0.822,6/21/2012,0.102,6/21/2012,0.221,9/28/2012,0.664,6/20/2012,79.54
6/21/2012,1.6162,6/21/2012,2.0739,6/21/2012,0.7234,6/21/2012,1.7634,6/22/2012,0.83,6/22/2012,0.103,6/22/2012,0.223,10/1/2012,0.665,6/21/2012,80.28
6/22/2012,1.6742,6/22/2012,2.0823,6/22/2012,0.7543,6/22/2012,1.7417,6/25/2012,0.831,6/25/2012,0.102,6/25/2012,0.22,10/2/2012,0.665,6/22/2012,80.43
6/25/2012,1.6024,6/25/2012,2.0678,6/25/2012,0.7058,6/25/2012,1.7039,6/26/2012,0.824,6/26/2012,0.103,6/26/2012,0.211,10/3/2012,0.668,6/25/2012,79.66
6/26/2012,1.6262,6/26/2012,2.0861,6/26/2012,0.722,6/26/2012,1.6932,6/27/2012,0.809,6/27/2012,0.102,6/27/2012,0.209,10/4/2012,0.68,6/26/2012,79.52
6/27/2012,1.6177,6/27/2012,2.0766,6/27/2012,0.7156,6/27/2012,1.6911,6/28/2012,0.815,6/28/2012,0.111,6/28/2012,0.215,10/5/2012,0.69,6/27/2012,79.72
6/28/2012,1.5768,6/28/2012,2.0693,6/28/2012,0.6878,6/28/2012,1.661,6/29/2012,0.837,6/29/2012,0.114,6/29/2012,0.22,10/8/2012,0.689,6/28/2012,79.46
6/29/2012,1.6449,6/29/2012,2.0968,6/29/2012,0.7181,6/29/2012,1.7314,7/2/2012,0.829,7/2/2012,0.097,7/2/2012,0.212,10/9/2012,0.688,6/29/2012,79.79
7/2/2012,1.5885,7/2/2012,2.0795,7/2/2012,0.6735,7/2/2012,1.7146,7/3/2012,0.818,7/3/2012,0.098,7/3/2012,0.211,10/10/2012,0.691,7/2/2012,79.51
7/3/2012,1.6294,7/3/2012,2.1028,7/3/2012,0.6957,7/3/2012,1.7881,7/4/2012,0.818,7/4/2012,0.108,7/4/2012,0.213,10/11/2012,0.691,7/3/2012,79.79
7/4/2012,1.6294,7/4/2012,2.1028,7/4/2012,0.6957,7/4/2012,1.7881,7/5/2012,0.811,7/5/2012,0.1,7/5/2012,0.202,10/12/2012,0.699,7/4/2012,79.88
7/5/2012,1.5969,7/5/2012,2.1001,7/5/2012,0.6702,7/5/2012,1.8086,7/6/2012,0.8,7/6/2012,0.105,7/6/2012,0.2,10/15/2012,0.699,7/5/2012,79.92
7/6/2012,1.5491,7/6/2012,2.0754,7/6/2012,0.6429,7/6/2012,1.7741,7/9/2012,0.796,7/9/2012,0.089,7/9/2012,0.193,10/16/2012,0.708,7/6/2012,79.66
7/9/2012,1.5117,7/9/2012,2.0702,7/9/2012,0.6253,7/9/2012,1.7728,7/10/2012,0.797,7/10/2012,0.102,7/10/2012,0.198,10/17/2012,0.715,7/9/2012,79.56
7/10/2012,1.5015,7/10/2012,2.0748,7/10/2012,0.6189,7/10/2012,1.7945,7/11/2012,0.79,7/11/2012,0.097,7/11/2012,0.19,10/18/2012,0.727,7/10/2012,79.43
7/11/2012,1.5167,7/11/2012,2.0787,7/11/2012,0.6412,7/11/2012,1.8045,7/12/2012,0.774,7/12/2012,0.094,7/12/2012,0.179,10/19/2012,0.73,7/11/2012,79.76
7/12/2012,1.4743,7/12/2012,2.0525,7/12/2012,0.6235,7/12/2012,1.7796,7/13/2012,0.778,7/13/2012,0.105,7/13/2012,0.186,10/22/2012,0.735,7/12/2012,79.31
7/13/2012,1.4876,7/13/2012,2.0746,7/13/2012,0.6201,7/13/2012,1.7979,7/16/2012,0.778,7/16/2012,0.105,7/16/2012,0.186,10/23/2012,0.741,7/13/2012,79.18
7/16/2012,1.4724,7/16/2012,2.0783,7/16/2012,0.5993,7/16/2012,1.7985,7/17/2012,0.773,7/17/2012,0.102,7/17/2012,0.183,10/24/2012,0.738,7/16/2012,78.87
7/17/2012,1.5078,7/17/2012,2.0811,7/17/2012,0.6232,7/17/2012,1.7865,7/18/2012,0.759,7/18/2012,0.1,7/18/2012,0.176,10/25/2012,0.746,7/17/2012,79.06
7/18/2012,1.4942,7/18/2012,2.083,7/18/2012,0.6039,7/18/2012,1.7983,7/19/2012,0.742,7/19/2012,0.102,7/19/2012,0.18,10/26/2012,0.743,7/18/2012,78.8
7/19/2012,1.5077,7/19/2012,2.1087,7/19/2012,0.6087,7/19/2012,1.816,7/20/2012,0.744,7/20/2012,0.1,7/20/2012,0.185,10/29/2012,0.747,7/19/2012,78.59
7/20/2012,1.4567,7/20/2012,2.149,7/20/2012,0.5748,7/20/2012,1.7873,7/23/2012,0.728,7/23/2012,0.1,7/23/2012,0.179,10/30/2012,0.739,7/20/2012,78.49
7/23/2012,1.4263,7/23/2012,2.12,7/23/2012,0.5571,7/23/2012,1.7491,7/24/2012,0.736,7/24/2012,0.098,7/24/2012,0.181,10/31/2012,0.741,7/23/2012,78.4
7/24/2012,1.3875,7/24/2012,2.103,7/24/2012,0.5426,7/24/2012,1.704,7/25/2012,0.727,7/25/2012,0.102,7/25/2012,0.177,11/1/2012,0.742,7/24/2012,78.18
7/25/2012,1.3975,7/25/2012,2.091,7/25/2012,0.5505,7/25/2012,1.6761,7/26/2012,0.738,7/26/2012,0.098,7/26/2012,0.185,11/5/2012,0.738,7/25/2012,78.16
7/26/2012,1.4378,7/26/2012,2.07,7/26/2012,0.5921,7/26/2012,1.7188,7/27/2012,0.747,7/27/2012,0.102,7/27/2012,0.188,11/6/2012,0.752,7/26/2012,78.21
7/27/2012,1.5463,7/27/2012,2.143,7/27/2012,0.6511,7/27/2012,1.7839,7/30/2012,0.779,7/30/2012,0.105,7/30/2012,0.197,11/7/2012,0.753,7/27/2012,78.46
7/30/2012,1.5019,7/30/2012,2.161,7/30/2012,0.6112,7/30/2012,1.7866,7/31/2012,0.794,7/31/2012,0.103,7/31/2012,0.198,11/8/2012,0.73,7/30/2012,78.18
7/31/2012,1.4679,7/31/2012,2.177,7/31/2012,0.581,7/31/2012,1.8234,8/1/2012,0.78,8/1/2012,0.096,8/1/2012,0.179,11/9/2012,0.737,7/31/2012,78.12
8/1/2012,1.524,8/1/2012,2.217,8/1/2012,0.6353,8/1/2012,1.8578,8/2/2012,0.777,8/2/2012,0.098,8/2/2012,0.177,11/12/2012,0.732,8/1/2012,78.44
8/2/2012,1.4779,8/2/2012,2.187,8/2/2012,0.6114,8/2/2012,1.8252,8/3/2012,0.743,8/3/2012,0.093,8/3/2012,0.162,11/13/2012,0.753,8/2/2012,78.24
8/3/2012,1.5631,8/3/2012,2.239,8/3/2012,0.6644,8/3/2012,1.8765,8/6/2012,0.742,8/6/2012,0.094,8/6/2012,0.173,11/14/2012,0.745,8/3/2012,78.47
8/6/2012,1.5664,8/6/2012,2.239,8/6/2012,0.6517,8/6/2012,1.8942,8/7/2012,0.774,8/7/2012,0.1,8/7/2012,0.192,11/15/2012,0.741,8/6/2012,78.25
8/7/2012,1.6283,8/7/2012,2.289,8/7/2012,0.7048,8/7/2012,1.9499,8/8/2012,0.803,8/8/2012,0.088,8/8/2012,0.201,11/16/2012,0.732,8/7/2012,78.61
8/8/2012,1.6491,8/8/2012,2.275,8/8/2012,0.7258,8/8/2012,1.9294,8/9/2012,0.805,8/9/2012,0.095,8/9/2012,0.197,11/19/2012,0.725,8/8/2012,78.43
8/9/2012,1.6881,8/9/2012,2.2875,8/9/2012,0.7292,8/9/2012,1.9209,8/10/2012,0.802,8/10/2012,0.093,8/10/2012,0.197,11/20/2012,0.729,8/9/2012,78.57
8/10/2012,1.6573,8/10/2012,2.2705,8/10/2012,0.7069,8/10/2012,1.9011,8/13/2012,0.793,8/13/2012,0.088,8/13/2012,0.187,11/21/2012,0.731,8/10/2012,78.28
8/13/2012,1.6642,8/13/2012,2.2508,8/13/2012,0.707,8/13/2012,1.9034,8/14/2012,0.796,8/14/2012,0.102,8/14/2012,0.192,11/22/2012,0.73,8/13/2012,78.32
8/14/2012,1.7378,8/14/2012,2.27,8/14/2012,0.7508,8/14/2012,1.9084,8/15/2012,0.82,8/15/2012,0.1,8/15/2012,0.208,11/23/2012,0.73,8/14/2012,78.74
8/15/2012,1.8155,8/15/2012,2.2697,8/15/2012,0.8012,8/15/2012,1.895,8/16/2012,0.863,8/16/2012,0.1,8/16/2012,0.242,11/26/2012,0.735,8/15/2012,78.99
8/16/2012,1.8346,8/16/2012,2.2696,8/16/2012,0.8176,8/16/2012,1.8912,8/17/2012,0.837,8/17/2012,0.09,8/17/2012,0.229,11/27/2012,0.743,8/16/2012,79.35
8/17/2012,1.8105,8/17/2012,2.2567,8/17/2012,0.7954,8/17/2012,1.8561,8/20/2012,0.844,8/20/2012,0.105,8/20/2012,0.242,11/28/2012,0.794,8/17/2012,79.56
8/20/2012,1.8053,8/20/2012,2.2529,8/20/2012,0.7874,8/20/2012,1.8468,8/21/2012,0.827,8/21/2012,0.103,8/21/2012,0.233,11/29/2012,0.799,8/20/2012,79.43
8/21/2012,1.7984,8/21/2012,2.2645,8/21/2012,0.7875,8/21/2012,1.8567,8/22/2012,0.826,8/22/2012,0.105,8/22/2012,0.23,11/30/2012,0.804,8/21/2012,79.29
8/22/2012,1.6916,8/22/2012,2.2715,8/22/2012,0.6935,8/22/2012,1.8727,8/23/2012,0.829,8/23/2012,0.092,8/23/2012,0.224,12/3/2012,0.805,8/22/2012,78.58
8/23/2012,1.6779,8/23/2012,2.3063,8/23/2012,0.6952,8/23/2012,1.9373,8/24/2012,0.809,8/24/2012,0.1,8/24/2012,0.205,12/6/2012,0.754,8/23/2012,78.49
8/24/2012,1.6865,8/24/2012,2.3022,8/24/2012,0.7069,8/24/2012,1.9371,8/27/2012,0.81,8/27/2012,0.092,8/27/2012,0.215,12/12/2012,0.808,8/24/2012,78.67
8/27/2012,1.6506,8/27/2012,2.3062,8/27/2012,0.6842,8/27/2012,1.9654,8/28/2012,0.812,8/28/2012,0.103,8/28/2012,0.217,12/13/2012,0.82,8/27/2012,78.74
8/28/2012,1.6335,8/28/2012,2.3252,8/28/2012,0.6762,8/28/2012,1.9844,8/29/2012,0.8,8/29/2012,0.101,8/29/2012,0.209,12/14/2012,0.83,8/28/2012,78.51
8/29/2012,1.6506,8/29/2012,2.3063,8/29/2012,0.6779,8/29/2012,1.9538,8/30/2012,0.807,8/30/2012,0.103,8/30/2012,0.218,12/17/2012,0.829,8/29/2012,78.71
8/30/2012,1.6233,8/30/2012,2.2681,8/30/2012,0.6632,8/30/2012,1.9242,8/31/2012,0.797,8/31/2012,0.095,8/31/2012,0.209,1/23/2013,0.864,8/30/2012,78.63
8/31/2012,1.5484,8/31/2012,2.2602,8/31/2012,0.59,8/31/2012,1.9527,9/3/2012,0.784,9/3/2012,0.082,9/3/2012,0.198,1/24/2013,0.87,8/31/2012,78.39
9/3/2012,1.5484,9/3/2012,2.2602,9/3/2012,0.59,9/3/2012,1.9527,9/4/2012,0.791,9/4/2012,0.106,9/4/2012,0.206,1/25/2013,0.882,9/3/2012,78.26
9/4/2012,1.5722,9/4/2012,2.2698,9/4/2012,0.6138,9/4/2012,1.974,9/5/2012,0.777,9/5/2012,0.089,9/5/2012,0.2,1/28/2013,0.909,9/4/2012,78.43
9/5/2012,1.596,9/5/2012,2.2983,9/5/2012,0.6218,9/5/2012,1.9777,9/6/2012,0.81,9/6/2012,0.106,9/6/2012,0.206,1/29/2013,0.925,9/5/2012,78.39
9/6/2012,1.6781,9/6/2012,2.3207,9/6/2012,0.6777,9/6/2012,1.9807,9/7/2012,0.822,9/7/2012,0.114,9/7/2012,0.217,1/30/2013,0.956,9/6/2012,78.86
9/7/2012,1.6678,9/7/2012,2.3677,9/7/2012,0.6442,9/7/2012,2.0147,9/10/2012,0.801,9/10/2012,0.076,9/10/2012,0.197,1/31/2013,0.963,9/7/2012,78.24
9/10/2012,1.6541,9/10/2012,2.3737,9/10/2012,0.6378,9/10/2012,2.0521,9/11/2012,0.8,9/11/2012,0.103,9/11/2012,0.195,2/1/2013,0.997,9/10/2012,78.29
9/11/2012,1.7005,9/11/2012,2.3873,9/11/2012,0.6634,9/11/2012,2.0757,9/12/2012,0.813,9/12/2012,0.105,9/12/2012,0.208,2/4/2013,1.015,9/11/2012,77.77
9/12/2012,1.7576,9/12/2012,2.389,9/12/2012,0.6907,9/12/2012,2.0909,9/13/2012,0.827,9/13/2012,0.1,9/13/2012,0.23,2/5/2013,1.015,9/12/2012,77.86
9/13/2012,1.723,9/13/2012,2.4791,9/13/2012,0.6426,9/13/2012,2.2097,9/14/2012,0.804,9/14/2012,0.098,9/14/2012,0.192,2/6/2013,1.024,9/13/2012,77.49
9/14/2012,1.866,9/14/2012,2.6396,9/14/2012,0.7134,9/14/2012,2.3707,9/17/2012,0.804,9/17/2012,0.098,9/17/2012,0.192,2/7/2013,1.028,9/14/2012,78.39
9/17/2012,1.8415,9/17/2012,2.5946,9/17/2012,0.7183,9/17/2012,2.297,9/18/2012,0.815,9/18/2012,0.096,9/18/2012,0.228,2/8/2013,1.046,9/17/2012,78.71
9/18/2012,1.8083,9/18/2012,2.5532,9/18/2012,0.699,9/18/2012,2.2259,9/19/2012,0.819,9/19/2012,0.096,9/19/2012,0.224,2/11/2013,1.056,9/18/2012,78.82
9/19/2012,1.7718,9/19/2012,2.5377,9/19/2012,0.6829,9/19/2012,2.1805,9/20/2012,0.8,9/20/2012,0.096,9/20/2012,0.205,2/12/2013,1.068,9/19/2012,78.38
9/20/2012,1.764,9/20/2012,2.5064,9/20/2012,0.6878,9/20/2012,2.184,9/21/2012,0.802,9/21/2012,0.096,9/21/2012,0.21,2/13/2013,1.082,9/20/2012,78.24
9/21/2012,1.7528,9/21/2012,2.4948,9/21/2012,0.6701,9/21/2012,2.1718,9/24/2012,0.791,9/24/2012,0.096,9/24/2012,0.2,2/14/2013,1.111,9/21/2012,78.17
9/24/2012,1.7094,9/24/2012,2.4535,9/24/2012,0.6508,9/24/2012,2.1389,9/25/2012,0.795,9/25/2012,0.096,9/25/2012,0.206,2/15/2013,1.17,9/24/2012,77.85
9/25/2012,1.6662,9/25/2012,2.4373,9/25/2012,0.6427,9/25/2012,2.1225,9/26/2012,0.784,9/26/2012,0.096,9/26/2012,0.198,2/18/2013,1.184,9/25/2012,77.8
9/26/2012,1.6095,9/26/2012,2.4232,9/26/2012,0.6056,9/26/2012,2.0502,9/27/2012,0.779,9/27/2012,0.096,9/27/2012,0.204,2/19/2013,1.188,9/26/2012,77.75
9/27/2012,1.6542,9/27/2012,2.4422,9/27/2012,0.6441,9/27/2012,2.0841,9/28/2012,0.778,9/28/2012,0.098,9/28/2012,0.197,2/20/2013,1.199,9/27/2012,77.61
9/28/2012,1.6335,9/28/2012,2.4223,9/28/2012,0.625,9/28/2012,2.0781,10/1/2012,0.765,10/1/2012,0.102,10/1/2012,0.195,2/21/2013,1.214,9/28/2012,77.96
10/1/2012,1.6249,10/1/2012,2.4246,10/1/2012,0.6202,10/1/2012,2.0779,10/2/2012,0.763,10/2/2012,0.102,10/2/2012,0.195,2/22/2013,1.244,10/1/2012,77.99
10/2/2012,1.6198,10/2/2012,2.4787,10/2/2012,0.6139,10/2/2012,2.1214,10/3/2012,0.767,10/3/2012,0.102,10/3/2012,0.195,2/25/2013,1.263,10/2/2012,78.16
10/3/2012,1.6146,10/3/2012,2.4756,10/3/2012,0.5995,10/3/2012,2.1417,10/4/2012,0.773,10/4/2012,0.102,10/4/2012,0.202,2/26/2013,1.271,10/3/2012,78.49
10/4/2012,1.6732,10/4/2012,2.5461,10/4/2012,0.6314,10/4/2012,2.2224,10/5/2012,0.776,10/5/2012,0.102,10/5/2012,0.202,2/27/2013,1.278,10/4/2012,78.48
10/5/2012,1.7428,10/5/2012,2.5731,10/5/2012,0.6746,10/5/2012,2.2477,10/8/2012,0.776,10/8/2012,0.102,10/8/2012,0.202,2/28/2013,1.287,10/5/2012,78.67
10/8/2012,1.7428,10/8/2012,2.5731,10/8/2012,0.6746,10/8/2012,2.2477,10/9/2012,0.773,10/9/2012,0.102,10/9/2012,0.197,3/1/2013,1.297,10/8/2012,78.33
10/9/2012,1.7132,10/9/2012,2.5511,10/9/2012,0.6602,10/9/2012,2.2228,10/10/2012,0.772,10/10/2012,0.102,10/10/2012,0.193,3/4/2013,1.306,10/9/2012,78.26
10/10/2012,1.6742,10/10/2012,2.5076,10/10/2012,0.649,10/10/2012,2.1974,10/11/2012,0.757,10/11/2012,0.102,10/11/2012,0.183,3/5/2013,1.331,10/10/2012,78.18
10/11/2012,1.6699,10/11/2012,2.468,10/11/2012,0.6586,10/11/2012,2.1494,10/12/2012,0.766,10/12/2012,0.102,10/12/2012,0.199,3/6/2013,1.351,10/11/2012,78.34
10/12/2012,1.656,10/12/2012,2.4693,10/12/2012,0.6587,10/12/2012,2.1416,10/15/2012,0.758,10/15/2012,0.102,10/15/2012,0.196,3/7/2013,1.382,10/12/2012,78.44
10/15/2012,1.663,10/15/2012,2.4699,10/15/2012,0.6587,10/15/2012,2.1497,10/16/2012,0.763,10/16/2012,0.102,10/16/2012,0.202,3/8/2013,1.416,10/15/2012,78.65
10/16/2012,1.7186,10/16/2012,2.4639,10/16/2012,0.6909,10/16/2012,2.1498,10/17/2012,0.771,10/17/2012,0.102,10/17/2012,0.205,3/11/2013,1.455,10/16/2012,78.89
10/17/2012,1.8185,10/17/2012,2.4881,10/17/2012,0.7765,10/17/2012,2.177,10/18/2012,0.794,10/18/2012,0.11,10/18/2012,0.213,3/12/2013,1.491,10/17/2012,78.93
10/18/2012,1.8344,10/18/2012,2.5254,10/18/2012,0.7863,10/18/2012,2.1844,10/19/2012,0.785,10/19/2012,0.11,10/19/2012,0.205,3/13/2013,1.515,10/18/2012,79.28
10/19/2012,1.7633,10/19/2012,2.5047,10/19/2012,0.7476,10/19/2012,2.1499,10/22/2012,0.781,10/22/2012,0.102,10/22/2012,0.201,3/14/2013,1.532,10/19/2012,79.32
10/22/2012,1.8134,10/22/2012,2.5343,10/22/2012,0.7883,10/22/2012,2.1463,10/23/2012,0.785,10/23/2012,0.102,10/23/2012,0.207,3/15/2013,1.536,10/22/2012,79.94
10/23/2012,1.7572,10/23/2012,2.4954,10/23/2012,0.7543,10/23/2012,2.1115,10/24/2012,0.777,10/24/2012,0.102,10/24/2012,0.195,3/18/2013,1.512,10/23/2012,79.85
10/24/2012,1.7889,10/24/2012,2.4772,10/24/2012,0.7576,10/24/2012,2.0939,10/25/2012,0.781,10/25/2012,0.102,10/25/2012,0.205,3/19/2013,1.519,10/24/2012,79.81
10/25/2012,1.8233,10/25/2012,2.4877,10/25/2012,0.8235,10/25/2012,2.0882,10/26/2012,0.767,10/26/2012,0.102,10/26/2012,0.187,3/20/2013,1.502,10/25/2012,80.3
10/26/2012,1.7451,10/26/2012,2.4734,10/26/2012,0.7596,10/26/2012,2.0639,10/29/2012,0.775,10/29/2012,0.098,10/29/2012,0.192,3/21/2013,1.521,10/26/2012,79.65
10/29/2012,1.7189,10/29/2012,2.4763,10/29/2012,0.7388,10/29/2012,2.0626,10/30/2012,0.761,10/30/2012,0.098,10/30/2012,0.184,3/22/2013,1.379,10/29/2012,79.8
10/31/2012,1.6901,10/31/2012,2.4971,10/31/2012,0.7213,10/31/2012,2.0907,10/31/2012,0.775,10/31/2012,0.1,10/31/2012,0.199,3/25/2013,1.378,10/30/2012,79.63
11/1/2012,1.7242,11/1/2012,2.5204,11/1/2012,0.7372,11/1/2012,2.1065,11/1/2012,0.783,11/1/2012,0.103,11/1/2012,0.203,3/26/2013,1.378,10/31/2012,79.77
11/2/2012,1.7147,11/2/2012,2.4831,11/2/2012,0.718,11/2/2012,2.075,11/2/2012,0.784,11/2/2012,0.103,11/2/2012,0.204,3/27/2013,1.368,11/1/2012,80.12
11/5/2012,1.6841,11/5/2012,2.4709,11/5/2012,0.7005,11/5/2012,2.059,11/5/2012,0.774,11/5/2012,0.1,11/5/2012,0.198,3/28/2013,1.374,11/2/2012,80.43
11/6/2012,1.7507,11/6/2012,2.4992,11/6/2012,0.7548,11/6/2012,2.1094,11/6/2012,0.764,11/6/2012,0.095,11/6/2012,0.192,3/29/2013,1.376,11/5/2012,80.29
11/7/2012,1.6466,11/7/2012,2.4717,11/7/2012,0.6765,11/7/2012,2.0558,11/7/2012,0.764,11/7/2012,0.1,11/7/2012,0.199,4/1/2013,1.346,11/6/2012,80.35
11/8/2012,1.6148,11/8/2012,2.4573,11/8/2012,0.6366,11/8/2012,2.0409,11/8/2012,0.75,11/8/2012,0.1,11/8/2012,0.192,4/2/2013,1.342,11/7/2012,80
11/9/2012,1.6063,11/9/2012,2.4346,11/9/2012,0.6395,11/9/2012,2.0329,11/9/2012,0.738,11/9/2012,0.1,11/9/2012,0.19,4/3/2013,1.34,11/8/2012,79.47
11/12/2012,1.6063,11/12/2012,2.4346,11/12/2012,0.6395,11/12/2012,2.0329,11/12/2012,0.735,11/12/2012,0.1,11/12/2012,0.197,4/4/2013,1.335,11/9/2012,79.49
11/13/2012,1.5945,11/13/2012,2.4202,11/13/2012,0.6235,11/13/2012,2.0081,11/13/2012,0.74,11/13/2012,0.103,11/13/2012,0.194,4/5/2013,1.397,11/12/2012,79.5
11/14/2012,1.5911,11/14/2012,2.3919,11/14/2012,0.6218,11/14/2012,1.9807,11/14/2012,0.748,11/14/2012,0.103,11/14/2012,0.199,4/8/2013,1.396,11/13/2012,79.38
11/15/2012,1.5928,11/15/2012,2.3714,11/15/2012,0.6217,11/15/2012,1.9839,11/15/2012,0.739,11/15/2012,0.098,11/15/2012,0.185,4/9/2013,1.411,11/14/2012,80.25
11/16/2012,1.58,11/16/2012,2.3814,11/16/2012,0.6055,11/16/2012,1.9862,11/16/2012,0.73,11/16/2012,0.1,11/16/2012,0.181,4/10/2013,1.472,11/15/2012,81.17
11/19/2012,1.6131,11/19/2012,2.3913,11/19/2012,0.6311,11/19/2012,2.0024,11/19/2012,0.736,11/19/2012,0.103,11/19/2012,0.184,4/11/2013,1.432,11/16/2012,81.32
11/20/2012,1.6659,11/20/2012,2.4028,11/20/2012,0.6631,11/20/2012,2.0135,11/20/2012,0.736,11/20/2012,0.095,11/20/2012,0.183,4/12/2013,1.469,11/19/2012,81.41
11/21/2012,1.6796,11/21/2012,2.3961,11/21/2012,0.6791,11/21/2012,2.011,11/21/2012,0.74,11/21/2012,0.098,11/21/2012,0.188,4/15/2013,1.51,11/20/2012,81.68
