,XLE Equity,,XLB Equity,,XLI Equity,,XLF Equity,,XLU Equity,,XLK Equity,,XLV Equity,,XLP Equity,,XLY Equity,,,,,,,
7/22/2008,76.57,7/22/2008,40.48,7/22/2008,34.75,7/22/2008,22.49,7/22/2008,39.08,7/22/2008,22.23,7/22/2008,31.57,7/22/2008,27.24,7/22/2008,28.95,,,,,,,
7/23/2008,73.79,7/23/2008,39.97,7/23/2008,35.02,7/23/2008,22.46,7/23/2008,38.13,7/23/2008,22.63,7/23/2008,31.71,7/23/2008,27.43,7/23/2008,29.51,,,,,,,
7/24/2008,73.61,7/24/2008,38.96,7/24/2008,34.15,7/24/2008,20.95,7/24/2008,38.07,7/24/2008,22.05,7/24/2008,31.68,7/24/2008,27.26,7/24/2008,28.88,,,,,,,
7/25/2008,73.81,7/25/2008,39.02,7/25/2008,34.47,7/25/2008,20.87,7/25/2008,37.61,7/25/2008,22.36,7/25/2008,31.87,7/25/2008,27.11,7/25/2008,28.43,,,,,,,
7/28/2008,74.1,7/28/2008,38.97,7/28/2008,33.68,7/28/2008,19.89,7/28/2008,37.7,7/28/2008,21.89,7/28/2008,31.61,7/28/2008,26.88,7/28/2008,27.76,,,,,,,
7/29/2008,73.22,7/29/2008,39.74,7/29/2008,34.95,7/29/2008,21.5,7/29/2008,37.75,7/29/2008,22.33,7/29/2008,31.93,7/29/2008,27.51,7/29/2008,28.75,,,,,,,
7/30/2008,77.58,7/30/2008,40.68,7/30/2008,35.36,7/30/2008,21.83,7/30/2008,38.49,7/30/2008,22.48,7/30/2008,31.92,7/30/2008,27.83,7/30/2008,28.72,,,,,,,
7/31/2008,74.4,7/31/2008,40.38,7/31/2008,34.28,7/31/2008,21.63,7/31/2008,38.08,7/31/2008,22.35,7/31/2008,31.95,7/31/2008,27.4,7/31/2008,28.53,,,,,,,
8/1/2008,74.39,8/1/2008,39.65,8/1/2008,34.25,8/1/2008,21.63,8/1/2008,36.99,8/1/2008,22.1,8/1/2008,31.71,8/1/2008,27.35,8/1/2008,28.25,,,,,,,
8/4/2008,70.89,8/4/2008,37.93,8/4/2008,34.1,8/4/2008,21.45,8/4/2008,36.59,8/4/2008,22.21,8/4/2008,31.98,8/4/2008,27.6,8/4/2008,28.46,,,,,,,
8/5/2008,71.42,8/5/2008,38.37,8/5/2008,35.05,8/5/2008,22.54,8/5/2008,36.89,8/5/2008,22.63,8/5/2008,33.02,8/5/2008,28.08,8/5/2008,29.73,,,,,,,
8/6/2008,73.05,8/6/2008,38.75,8/6/2008,35.72,8/6/2008,22.31,8/6/2008,37.09,8/6/2008,22.95,8/6/2008,33.15,8/6/2008,28.38,8/6/2008,29.58,,,,,,,
8/7/2008,72.2,8/7/2008,38.63,8/7/2008,34.52,8/7/2008,21.21,8/7/2008,37.06,8/7/2008,22.91,8/7/2008,32.75,8/7/2008,27.83,8/7/2008,29,,,,,,,
8/8/2008,70.98,8/8/2008,38.47,8/8/2008,35.71,8/8/2008,21.94,8/8/2008,37.17,8/8/2008,23.35,8/8/2008,33.32,8/8/2008,28.41,8/8/2008,30.38,,,,,,,
8/11/2008,70.95,8/11/2008,38.52,8/11/2008,35.8,8/11/2008,22.31,8/11/2008,37.58,8/11/2008,23.5,8/11/2008,33.35,8/11/2008,28.66,8/11/2008,31.31,,,,,,,
8/12/2008,70.99,8/12/2008,38.84,8/12/2008,35.45,8/12/2008,21.18,8/12/2008,37.14,8/12/2008,23.55,8/12/2008,33.28,8/12/2008,28.86,8/12/2008,30.9,,,,,,,
8/13/2008,73.5,8/13/2008,39.68,8/13/2008,35.32,8/13/2008,20.57,8/13/2008,37.14,8/13/2008,23.46,8/13/2008,33.3,8/13/2008,28.57,8/13/2008,30.4,,,,,,,
8/14/2008,72.15,8/14/2008,39.6,8/14/2008,35.45,8/14/2008,21.21,8/14/2008,36.82,8/14/2008,23.64,8/14/2008,33.28,8/14/2008,28.7,8/14/2008,30.86,,,,,,,
8/15/2008,70.8,8/15/2008,39.35,8/15/2008,35.65,8/15/2008,21.36,8/15/2008,36.95,8/15/2008,23.73,8/15/2008,33.61,8/15/2008,28.98,8/15/2008,31.22,,,,,,,
8/18/2008,69.9,8/18/2008,38.99,8/18/2008,35.25,8/18/2008,20.54,8/18/2008,37,8/18/2008,23.43,8/18/2008,33.33,8/18/2008,28.86,8/18/2008,30.69,,,,,,,
8/19/2008,72.41,8/19/2008,38.75,8/19/2008,34.81,8/19/2008,19.94,8/19/2008,37.2,8/19/2008,23.02,8/19/2008,33.18,8/19/2008,28.47,8/19/2008,30.12,,,,,,,
8/20/2008,74.5,8/20/2008,39.43,8/20/2008,34.53,8/20/2008,20.35,8/20/2008,37.34,8/20/2008,23.07,8/20/2008,32.97,8/20/2008,28.48,8/20/2008,29.75,,,,,,,
8/21/2008,76.37,8/21/2008,39.77,8/21/2008,34.61,8/21/2008,19.98,8/21/2008,37.7,8/21/2008,22.98,8/21/2008,32.76,8/21/2008,28.17,8/21/2008,29.99,,,,,,,
8/22/2008,74.62,8/22/2008,39.75,8/22/2008,35.29,8/22/2008,20.74,8/22/2008,37.85,8/22/2008,23.3,8/22/2008,33.31,8/22/2008,28.68,8/22/2008,30.69,,,,,,,
8/25/2008,73.65,8/25/2008,38.89,8/25/2008,34.74,8/25/2008,20.01,8/25/2008,37.45,8/25/2008,23,8/25/2008,32.77,8/25/2008,28.22,8/25/2008,29.83,,,,,,,
8/26/2008,75.15,8/26/2008,39.1,8/26/2008,34.73,8/26/2008,20.17,8/26/2008,37.86,8/26/2008,22.91,8/26/2008,32.73,8/26/2008,28.11,8/26/2008,30.06,,,,,,,
8/27/2008,76.34,8/27/2008,39.46,8/27/2008,34.83,8/27/2008,20.56,8/27/2008,38.13,8/27/2008,23.13,8/27/2008,32.78,8/27/2008,28.24,8/27/2008,30.15,,,,,,,
8/28/2008,75,8/28/2008,40.02,8/28/2008,35.61,8/28/2008,21.39,8/28/2008,38.19,8/28/2008,23.27,8/28/2008,32.97,8/28/2008,28.42,8/28/2008,30.85,,,,,,,
8/29/2008,74.65,8/29/2008,39.75,8/29/2008,35.22,8/29/2008,21.42,8/29/2008,37.66,8/29/2008,22.75,8/29/2008,32.61,8/29/2008,28.14,8/29/2008,30.5,,,,,,,
9/2/2008,70.55,9/2/2008,38.75,9/2/2008,35.23,9/2/2008,21.72,9/2/2008,37.2,9/2/2008,22.62,9/2/2008,32.55,9/2/2008,28.45,9/2/2008,31.1,,,,,,,
9/3/2008,70.28,9/3/2008,38.55,9/3/2008,34.97,9/3/2008,22.06,9/3/2008,36.61,9/3/2008,22.32,9/3/2008,32.74,9/3/2008,28.24,9/3/2008,31.26,,,,,,,
9/4/2008,68.7,9/4/2008,37.18,9/4/2008,33.77,9/4/2008,20.98,9/4/2008,36.15,9/4/2008,21.52,9/4/2008,32.02,9/4/2008,28.06,9/4/2008,30.22,,,,,,,
9/5/2008,68.42,9/5/2008,37.22,9/5/2008,33.76,9/5/2008,21.74,9/5/2008,35.39,9/5/2008,21.52,9/5/2008,31.85,9/5/2008,28.32,9/5/2008,30.28,,,,,,,
9/8/2008,67.95,9/8/2008,37.15,9/8/2008,34.3,9/8/2008,22.68,9/8/2008,36.28,9/8/2008,21.78,9/8/2008,32.38,9/8/2008,28.92,9/8/2008,31.65,,,,,,,
9/9/2008,63.25,9/9/2008,35.97,9/9/2008,33.29,9/9/2008,21.23,9/9/2008,35.14,9/9/2008,21.4,9/9/2008,32.1,9/9/2008,28.77,9/9/2008,31.05,,,,,,,
9/10/2008,65.74,9/10/2008,36.28,9/10/2008,33.43,9/10/2008,20.97,9/10/2008,35.53,9/10/2008,21.3,9/10/2008,31.97,9/10/2008,28.97,9/10/2008,30.73,,,,,,,
9/11/2008,66.68,9/11/2008,36.9,9/11/2008,34.2,9/11/2008,21.45,9/11/2008,35.81,9/11/2008,21.65,9/11/2008,32.1,9/11/2008,29.09,9/11/2008,31.2,,,,,,,
9/12/2008,68.93,9/12/2008,38.08,9/12/2008,34.11,9/12/2008,21.15,9/12/2008,36.48,9/12/2008,21.75,9/12/2008,32.4,9/12/2008,29.15,9/12/2008,31.2,,,,,,,
9/15/2008,63.65,9/15/2008,36.5,9/15/2008,32.74,9/15/2008,19.09,9/15/2008,35.21,9/15/2008,20.7,9/15/2008,31.5,9/15/2008,28.8,9/15/2008,30.15,,,,,,,
9/16/2008,66.34,9/16/2008,36.9,9/16/2008,32.84,9/16/2008,20.52,9/16/2008,34.68,9/16/2008,21.09,9/16/2008,31.45,9/16/2008,28.8,9/16/2008,30.35,,,,,,,
9/17/2008,64.95,9/17/2008,36.21,9/17/2008,31.73,9/17/2008,18.55,9/17/2008,33,9/17/2008,19.92,9/17/2008,30.95,9/17/2008,27.77,9/17/2008,29.15,,,,,,,
9/18/2008,66.89,9/18/2008,36.2,9/18/2008,32.38,9/18/2008,20.01,9/18/2008,34.21,9/18/2008,20.77,9/18/2008,31.35,9/18/2008,27.95,9/18/2008,29.9,,,,,,,
9/19/2008,71.25,9/19/2008,38.28,9/19/2008,33.11,9/19/2008,22.38,9/19/2008,35,9/19/2008,20.85,9/19/2008,31.55,9/19/2008,27.7,9/19/2008,30.2,,,,,,,
9/22/2008,70,9/22/2008,37.79,9/22/2008,32.23,9/22/2008,20.55,9/22/2008,34.13,9/22/2008,20.31,9/22/2008,30.8,9/22/2008,27.55,9/22/2008,28.96,,,,,,,
9/23/2008,67.69,9/23/2008,36.91,9/23/2008,31.52,9/23/2008,20.49,9/23/2008,33.54,9/23/2008,20.3,9/23/2008,30.07,9/23/2008,27.18,9/23/2008,28.55,,,,,,,
9/24/2008,67.89,9/24/2008,36.18,9/24/2008,31.45,9/24/2008,20.26,9/24/2008,33.85,9/24/2008,20.35,9/24/2008,30.35,9/24/2008,27.13,9/24/2008,28.45,,,,,,,
9/25/2008,69.55,9/25/2008,36.08,9/25/2008,31.7,9/25/2008,20.82,9/25/2008,34.52,9/25/2008,20.7,9/25/2008,30.9,9/25/2008,27.8,9/25/2008,28.96,,,,,,,
9/26/2008,67.7,9/26/2008,35.24,9/26/2008,31.57,9/26/2008,21.39,9/26/2008,34.53,9/26/2008,20.8,9/26/2008,30.84,9/26/2008,27.7,9/26/2008,29.25,,,,,,,
9/29/2008,59.65,9/29/2008,32.7,9/29/2008,30.5,9/29/2008,18.57,9/29/2008,32.72,9/29/2008,19,9/29/2008,30.15,9/29/2008,26.66,9/29/2008,27.3,,,,,,,
9/30/2008,63.3,9/30/2008,33.4,9/30/2008,30.8,9/30/2008,19.89,9/30/2008,33.23,9/30/2008,19.85,9/30/2008,30.05,9/30/2008,27.6,9/30/2008,27.9,,,,,,,
10/1/2008,62.26,10/1/2008,32.85,10/1/2008,30.07,10/1/2008,20.67,10/1/2008,33.09,10/1/2008,19.67,10/1/2008,30.25,10/1/2008,27.8,10/1/2008,27.9,,,,,,,
10/2/2008,58.71,10/2/2008,30.49,10/2/2008,28.27,10/2/2008,19.64,10/2/2008,32.61,10/2/2008,18.9,10/2/2008,30.3,10/2/2008,27.45,10/2/2008,26.89,,,,,,,
10/3/2008,58.01,10/3/2008,30.19,10/3/2008,27.82,10/3/2008,18.78,10/3/2008,32.12,10/3/2008,18.63,10/3/2008,29.65,10/3/2008,27.23,10/3/2008,25.95,,,,,,,
10/6/2008,54.89,10/6/2008,28.7,10/6/2008,27.09,10/6/2008,17.8,10/6/2008,30.55,10/6/2008,17.6,10/6/2008,28.54,10/6/2008,26.44,10/6/2008,25.22,,,,,,,
10/7/2008,51.88,10/7/2008,27.22,10/7/2008,26.19,10/7/2008,15.92,10/7/2008,29.3,10/7/2008,16.7,10/7/2008,27.85,10/7/2008,25.6,10/7/2008,23.6,,,,,,,
10/8/2008,52.86,10/8/2008,28.1,10/8/2008,25.79,10/8/2008,15.28,10/8/2008,28.79,10/8/2008,16.55,10/8/2008,27.35,10/8/2008,24.9,10/8/2008,23.14,,,,,,,
10/9/2008,45.25,10/9/2008,26.3,10/9/2008,24.32,10/9/2008,13.69,10/9/2008,26.85,10/9/2008,16,10/9/2008,25.25,10/9/2008,23.4,10/9/2008,21.67,,,,,,,
10/10/2008,43.4,10/10/2008,25.68,10/10/2008,23.54,10/10/2008,15.1,10/10/2008,25.76,10/10/2008,15.9,10/10/2008,24.14,10/10/2008,23.6,10/10/2008,22.13,,,,,,,
10/13/2008,50.55,10/13/2008,29.29,10/13/2008,26.06,10/13/2008,16.28,10/13/2008,28.87,10/13/2008,17.76,10/13/2008,27.05,10/13/2008,24.7,10/13/2008,23,,,,,,,
10/14/2008,50.61,10/14/2008,28.44,10/14/2008,26.05,10/14/2008,17.33,10/14/2008,28.63,10/14/2008,17.16,10/14/2008,27.6,10/14/2008,24.75,10/14/2008,23.14,,,,,,,
10/15/2008,43.3,10/15/2008,24.91,10/15/2008,23.6,10/15/2008,15.45,10/15/2008,26.5,10/15/2008,15.87,10/15/2008,24.9,10/15/2008,23.9,10/15/2008,20.45,,,,,,,
10/16/2008,44.95,10/16/2008,25.08,10/16/2008,24.08,10/16/2008,15.8,10/16/2008,27.27,10/16/2008,16.7,10/16/2008,26.2,10/16/2008,24.13,10/16/2008,21.8,,,,,,,
10/17/2008,45.94,10/17/2008,25.75,10/17/2008,23.56,10/17/2008,15.35,10/17/2008,27.41,10/17/2008,16.54,10/17/2008,26.1,10/17/2008,24.31,10/17/2008,22.24,,,,,,,
10/20/2008,51.29,10/20/2008,27.05,10/20/2008,24.73,10/20/2008,16.11,10/20/2008,29.72,10/20/2008,17.2,10/20/2008,27.15,10/20/2008,24.51,10/20/2008,22.36,,,,,,,
10/21/2008,48.96,10/21/2008,25.91,10/21/2008,24.51,10/21/2008,15.62,10/21/2008,28.78,10/21/2008,16.3,10/21/2008,27.07,10/21/2008,24.28,10/21/2008,22.11,,,,,,,
10/22/2008,44.2,10/22/2008,24.49,10/22/2008,23.38,10/22/2008,14.64,10/22/2008,27.56,10/22/2008,15.45,10/22/2008,26.4,10/22/2008,23.9,10/22/2008,20.6,,,,,,,
10/23/2008,46.55,10/23/2008,23.93,10/23/2008,23.44,10/23/2008,14.49,10/23/2008,28.22,10/23/2008,15.8,10/23/2008,25.79,10/23/2008,24,10/23/2008,20.6,,,,,,,
10/24/2008,43.65,10/24/2008,22.9,10/24/2008,22.09,10/24/2008,13.55,10/24/2008,27.47,10/24/2008,15.06,10/24/2008,25.7,10/24/2008,22.8,10/24/2008,19.42,,,,,,,
10/27/2008,40.86,10/27/2008,21.2,10/27/2008,21.24,10/27/2008,13.18,10/27/2008,26.4,10/27/2008,14.75,10/27/2008,24.6,10/27/2008,22.22,10/27/2008,19.13,,,,,,,
10/28/2008,47.09,10/28/2008,23.87,10/28/2008,23.42,10/28/2008,15.25,10/28/2008,29.06,10/28/2008,16.8,10/28/2008,26.15,10/28/2008,23.75,10/28/2008,21,,,,,,,
10/29/2008,48.13,10/29/2008,24.85,10/29/2008,23.52,10/29/2008,14.31,10/29/2008,28.13,10/29/2008,16.15,10/29/2008,25.97,10/29/2008,23.29,10/29/2008,21.43,,,,,,,
10/30/2008,50.35,10/30/2008,25.63,10/30/2008,24.37,10/30/2008,14.81,10/30/2008,29.7,10/30/2008,16.75,10/30/2008,26.58,10/30/2008,24.27,10/30/2008,22.08,,,,,,,
10/31/2008,51.4,10/31/2008,25.92,10/31/2008,25.18,10/31/2008,15.53,10/31/2008,28.91,10/31/2008,16.65,10/31/2008,26.6,10/31/2008,24.12,10/31/2008,22.98,,,,,,,
11/3/2008,49.81,11/3/2008,25.8,11/3/2008,24.75,11/3/2008,15.62,11/3/2008,29.21,11/3/2008,16.65,11/3/2008,26.8,11/3/2008,24.49,11/3/2008,22.32,,,,,,,
11/4/2008,53.02,11/4/2008,27.01,11/4/2008,25.83,11/4/2008,16.5,11/4/2008,29.76,11/4/2008,17.35,11/4/2008,27.15,11/4/2008,24.85,11/4/2008,23.2,,,,,,,
11/5/2008,50.65,11/5/2008,25.88,11/5/2008,24.75,11/5/2008,14.99,11/5/2008,29.21,11/5/2008,16.3,11/5/2008,26.75,11/5/2008,24.41,11/5/2008,21.92,,,,,,,
11/6/2008,47.6,11/6/2008,24.47,11/6/2008,23.59,11/6/2008,13.96,11/6/2008,27.84,11/6/2008,15.4,11/6/2008,26.1,11/6/2008,24.15,11/6/2008,20.76,,,,,,,
11/7/2008,49.85,11/7/2008,24.87,11/7/2008,23.83,11/7/2008,14.22,11/7/2008,29.06,11/7/2008,15.84,11/7/2008,26.43,11/7/2008,24.26,11/7/2008,21.12,,,,,,,
11/10/2008,50.02,11/10/2008,24.88,11/10/2008,23.84,11/10/2008,13.8,11/10/2008,28.36,11/10/2008,15.668,11/10/2008,26.24,11/10/2008,24.33,11/10/2008,20.63,,,,,,,
11/11/2008,48.58,11/11/2008,23.89,11/11/2008,23.31,11/11/2008,13.32,11/11/2008,28.36,11/11/2008,15.33,11/11/2008,25.77,11/11/2008,23.78,11/11/2008,19.91,,,,,,,
11/12/2008,44.6,11/12/2008,22.37,11/12/2008,22.2,11/12/2008,12.5,11/12/2008,27.42,11/12/2008,14.61,11/12/2008,25.2,11/12/2008,23.27,11/12/2008,18.7,,,,,,,
11/13/2008,49.84,11/13/2008,24.19,11/13/2008,23.39,11/13/2008,13.41,11/13/2008,29.5,11/13/2008,15.52,11/13/2008,26.55,11/13/2008,24.2,11/13/2008,20.16,,,,,,,
11/14/2008,47.77,11/14/2008,22.72,11/14/2008,22.4,11/14/2008,12.73,11/14/2008,28.8,11/14/2008,14.81,11/14/2008,25.54,11/14/2008,23.48,11/14/2008,19.18,,,,,,,
11/17/2008,46.78,11/17/2008,22.25,11/17/2008,21.95,11/17/2008,11.92,11/17/2008,28.75,11/17/2008,14.39,11/17/2008,25.1,11/17/2008,23.17,11/17/2008,18.63,,,,,,,
11/18/2008,48.09,11/18/2008,22,11/18/2008,21.97,11/18/2008,11.75,11/18/2008,28.44,11/18/2008,14.59,11/18/2008,25.27,11/18/2008,23.33,11/18/2008,18.54,,,,,,,
11/19/2008,45.6,11/19/2008,20.68,11/19/2008,20.55,11/19/2008,10.52,11/19/2008,27.83,11/19/2008,13.78,11/19/2008,24.25,11/19/2008,22.73,11/19/2008,17.35,,,,,,,
11/20/2008,39.96,11/20/2008,19.88,11/20/2008,20,11/20/2008,9.39,11/20/2008,26.21,11/20/2008,13.19,11/20/2008,23.56,11/20/2008,21.94,11/20/2008,16.33,,,,,,,
11/21/2008,44.42,11/21/2008,20.1,11/21/2008,20.59,11/21/2008,9.68,11/21/2008,28.83,11/21/2008,13.89,11/21/2008,23.59,11/21/2008,22.99,11/21/2008,17.45,,,,,,,
11/24/2008,47.63,11/24/2008,21.26,11/24/2008,21.62,11/24/2008,11.15,11/24/2008,29.12,11/24/2008,14.57,11/24/2008,24.06,11/24/2008,23.28,11/24/2008,18.82,,,,,,,
11/25/2008,48.39,11/25/2008,22.04,11/25/2008,21.93,11/25/2008,11.8,11/25/2008,29.7,11/25/2008,14.77,11/25/2008,24.22,11/25/2008,23.41,11/25/2008,19.06,,,,,,,
11/26/2008,51.1,11/26/2008,23.05,11/26/2008,22.62,11/26/2008,12.35,11/26/2008,29.6,11/26/2008,15.23,11/26/2008,24.6,11/26/2008,23.71,11/26/2008,20.18,,,,,,,
11/28/2008,50.28,11/28/2008,23.15,11/28/2008,23.11,11/28/2008,12.66,11/28/2008,30.12,11/28/2008,15.25,11/28/2008,24.92,11/28/2008,24.07,11/28/2008,20.49,,,,,,,
12/1/2008,44.93,12/1/2008,21.19,12/1/2008,21.21,12/1/2008,10.55,12/1/2008,28.12,12/1/2008,14.15,12/1/2008,23.64,12/1/2008,22.74,12/1/2008,18.7,,,,,,,
12/2/2008,46.45,12/2/2008,22.01,12/2/2008,22.19,12/2/2008,11.41,12/2/2008,28.85,12/2/2008,14.65,12/2/2008,24.25,12/2/2008,23.07,12/2/2008,19.57,,,,,,,
12/3/2008,46.48,12/3/2008,21.97,12/3/2008,22.57,12/3/2008,12,12/3/2008,29.35,12/3/2008,15.07,12/3/2008,24.83,12/3/2008,23.35,12/3/2008,20.27,,,,,,,
12/4/2008,43.26,12/4/2008,21.53,12/4/2008,22.12,12/4/2008,11.87,12/4/2008,28.29,12/4/2008,14.46,12/4/2008,24.36,12/4/2008,23.05,12/4/2008,20.49,,,,,,,
12/5/2008,44.16,12/5/2008,21.93,12/5/2008,22.662,12/5/2008,12.81,12/5/2008,28.47,12/5/2008,15.03,12/5/2008,25.19,12/5/2008,23.7,12/5/2008,21.09,,,,,,,
12/8/2008,46.12,12/8/2008,23.58,12/8/2008,23.25,12/8/2008,13.67,12/8/2008,28.93,12/8/2008,15.73,12/8/2008,25.39,12/8/2008,23.84,12/8/2008,21.88,,,,,,,
12/9/2008,46.58,12/9/2008,23.33,12/9/2008,22.84,12/9/2008,13.12,12/9/2008,28.52,12/9/2008,15.63,12/9/2008,24.99,12/9/2008,23.38,12/9/2008,21.44,,,,,,,
12/10/2008,48.99,12/10/2008,24.05,12/10/2008,23.21,12/10/2008,12.89,12/10/2008,28.95,12/10/2008,15.5,12/10/2008,24.92,12/10/2008,23.37,12/10/2008,21.94,,,,,,,
12/11/2008,48.76,12/11/2008,23.01,12/11/2008,22.21,12/11/2008,11.9,12/11/2008,28.72,12/11/2008,15.17,12/11/2008,25.07,12/11/2008,23.11,12/11/2008,21.01,,,,,,,
12/12/2008,48.28,12/12/2008,23.1,12/12/2008,22.27,12/12/2008,12.13,12/12/2008,28.9,12/12/2008,15.35,12/12/2008,25.12,12/12/2008,23.14,12/12/2008,20.94,,,,,,,
12/15/2008,48,12/15/2008,23.05,12/15/2008,22.26,12/15/2008,11.63,12/15/2008,28.45,12/15/2008,15.18,12/15/2008,25.07,12/15/2008,23.12,12/15/2008,20.87,,,,,,,
12/16/2008,49.49,12/16/2008,24.46,12/16/2008,23.36,12/16/2008,12.93,12/16/2008,29.42,12/16/2008,15.97,12/16/2008,26.06,12/16/2008,23.66,12/16/2008,21.98,,,,,,,
12/17/2008,49.17,12/17/2008,24.48,12/17/2008,23.37,12/17/2008,12.81,12/17/2008,28.53,12/17/2008,15.66,12/17/2008,25.9,12/17/2008,23.54,12/17/2008,22.1,,,,,,,
12/18/2008,46.31,12/18/2008,23.54,12/18/2008,22.55,12/18/2008,12.44,12/18/2008,28.77,12/18/2008,15.22,12/18/2008,26.09,12/18/2008,23.62,12/18/2008,21.48,,,,,,,
12/19/2008,46,12/19/2008,22.78,12/19/2008,22.58,12/19/2008,12.23,12/19/2008,28.58,12/19/2008,15.27,12/19/2008,26.09,12/19/2008,23.23,12/19/2008,21.23,,,,,,,
12/22/2008,44.63,12/22/2008,21.95,12/22/2008,22.23,12/22/2008,11.8,12/22/2008,28.2,12/22/2008,15.06,12/22/2008,25.91,12/22/2008,23.29,12/22/2008,20.66,,,,,,,
12/23/2008,44.73,12/23/2008,21.87,12/23/2008,22.16,12/23/2008,11.52,12/23/2008,27.8776,12/23/2008,14.85,12/23/2008,25.92,12/23/2008,23.1,12/23/2008,20.44,,,,,,,
12/24/2008,44.56,12/24/2008,21.89,12/24/2008,22.3,12/24/2008,11.77,12/24/2008,28.02,12/24/2008,14.95,12/24/2008,25.83,12/24/2008,23.3,12/24/2008,20.59,,,,,,,
12/26/2008,45.16,12/26/2008,22.16,12/26/2008,22.47,12/26/2008,11.78,12/26/2008,28.08,12/26/2008,14.93,12/26/2008,25.85,12/26/2008,23.32,12/26/2008,20.82,,,,,,,
12/29/2008,46.15,12/29/2008,21.76,12/29/2008,22.05,12/29/2008,11.68,12/29/2008,28.14,12/29/2008,14.94,12/29/2008,25.81,12/29/2008,23.27,12/29/2008,20.42,,,,,,,
12/30/2008,47.27,12/30/2008,22.35,12/30/2008,22.87,12/30/2008,12.13,12/30/2008,28.57,12/30/2008,15.22,12/30/2008,26.31,12/30/2008,23.64,12/30/2008,21.19,,,,,,,
12/31/2008,47.77,12/31/2008,22.74,12/31/2008,23.42,12/31/2008,12.52,12/31/2008,29.03,12/31/2008,15.41,12/31/2008,26.55,12/31/2008,23.87,12/31/2008,21.57,,,,,,,
1/2/2009,50.15,1/2/2009,23.57,1/2/2009,24.28,1/2/2009,12.66,1/2/2009,29.71,1/2/2009,15.99,1/2/2009,27.09,1/2/2009,24.21,1/2/2009,22.65,,,,,,,
1/5/2009,51.33,1/5/2009,23.62,1/5/2009,24.09,1/5/2009,12.45,1/5/2009,30.13,1/5/2009,15.94,1/5/2009,26.96,1/5/2009,24.31,1/5/2009,22.55,,,,,,,
1/6/2009,51.89,1/6/2009,24.15,1/6/2009,24.62,1/6/2009,12.65,1/6/2009,29.7,1/6/2009,16.31,1/6/2009,26.52,1/6/2009,23.95,1/6/2009,22.93,,,,,,,
1/7/2009,49.69,1/7/2009,23.59,1/7/2009,23.52,1/7/2009,11.99,1/7/2009,29.46,1/7/2009,15.79,1/7/2009,26.28,1/7/2009,23.71,1/7/2009,22.02,,,,,,,
1/8/2009,50.33,1/8/2009,23.92,1/8/2009,23.75,1/8/2009,11.94,1/8/2009,29.31,1/8/2009,15.9,1/8/2009,26.43,1/8/2009,23.4,1/8/2009,22.15,,,,,,,
1/9/2009,48.64,1/9/2009,23.34,1/9/2009,23.23,1/9/2009,11.56,1/9/2009,29.08,1/9/2009,15.55,1/9/2009,26.15,1/9/2009,23,1/9/2009,21.47,,,,,,,
1/12/2009,46.72,1/12/2009,22.37,1/12/2009,22.72,1/12/2009,10.95,1/12/2009,29.09,1/12/2009,15.27,1/12/2009,25.81,1/12/2009,23.01,1/12/2009,20.96,,,,,,,
1/13/2009,47.89,1/13/2009,22.49,1/13/2009,22.33,1/13/2009,11.1,1/13/2009,28.54,1/13/2009,15.2,1/13/2009,26.03,1/13/2009,23.15,1/13/2009,20.69,,,,,,,
1/14/2009,45.6,1/14/2009,21.65,1/14/2009,21.5,1/14/2009,10.46,1/14/2009,28.19,1/14/2009,14.74,1/14/2009,25.66,1/14/2009,22.64,1/14/2009,19.88,,,,,,,
1/15/2009,46.17,1/15/2009,22.29,1/15/2009,21.7,1/15/2009,9.98,1/15/2009,28.34,1/15/2009,14.84,1/15/2009,25.84,1/15/2009,22.74,1/15/2009,20.37,,,,,,,
1/16/2009,46.54,1/16/2009,22.54,1/16/2009,21.82,1/16/2009,9.68,1/16/2009,28.9,1/16/2009,14.94,1/16/2009,26.06,1/16/2009,22.95,1/16/2009,20.61,,,,,,,
1/20/2009,44.06,1/20/2009,21.27,1/20/2009,20.81,1/20/2009,8.08,1/20/2009,28.4,1/20/2009,14.33,1/20/2009,25.43,1/20/2009,22.68,1/20/2009,19.4,,,,,,,
1/21/2009,47.02,1/21/2009,22.02,1/21/2009,21.34,1/21/2009,9.27,1/21/2009,28.72,1/21/2009,15.02,1/21/2009,25.97,1/21/2009,22.79,1/21/2009,19.99,,,,,,,
1/22/2009,45.73,1/22/2009,21.68,1/22/2009,21.27,1/22/2009,8.7,1/22/2009,28.71,1/22/2009,14.68,1/22/2009,26.08,1/22/2009,22.77,1/22/2009,19.74,,,,,,,
1/23/2009,47.06,1/23/2009,22.01,1/23/2009,20.63,1/23/2009,8.99,1/23/2009,28.77,1/23/2009,14.89,1/23/2009,26.08,1/23/2009,22.55,1/23/2009,19.68,,,,,,,
1/26/2009,47.93,1/26/2009,21.75,1/26/2009,20.87,1/26/2009,8.83,1/26/2009,29.46,1/26/2009,15.07,1/26/2009,25.94,1/26/2009,22.7,1/26/2009,19.82,,,,,,,
1/27/2009,48.01,1/27/2009,21.91,1/27/2009,21.25,1/27/2009,9.14,1/27/2009,29.6,1/27/2009,15.16,1/27/2009,26.48,1/27/2009,22.82,1/27/2009,19.76,,,,,,,
