,3436 JP,,3659 JP,,4063 JP,,4188 JP,,4901 JP,,5020 JP,,5108 JP,,5201 JP,,5214 JP,,5406 JP,,5411 JP,,6301 JP,,6326 JP,,6501 JP,,6502 JP,,6594 JP,,6701 JP,,6702 JP,,6752 JP,,6753 JP,,6758 JP,,6762 JP,,6954 JP,,6971 JP,,6981 JP,,7201 JP,,7203 JP,,7267 JP,,7269 JP,,7270 JP,,7731 JP,,7741 JP,,7751 JP,,7752 JP,,7974 JP,,8031 JP,,8035 JP,,8058 JP,,8306 JP,,8308 JP,,8316 JP,,8411 JP,,8591 JP,,8601 JP,,8604 JP,,8725 JP,,8766 JP,,8795 JP,,8801 JP,,8802 JP,,9104 JP,,9202 JP,,9432 JP,,9433 JP,,9983 JP,,9984 JP
8/2/2011,15.93093,,,8/2/2011,53.10309,8/2/2011,7.90704,8/2/2011,29.40795,,,8/2/2011,24.47416,8/2/2011,11.46455,8/2/2011,12.72397,8/2/2011,2.19424,8/2/2011,27.17476,8/2/2011,30.52454,8/2/2011,9.1275,8/2/2011,6.06336,8/2/2011,5.11555,8/2/2011,97.50714,8/2/2011,2.24617,8/2/2011,5.88159,8/2/2011,11.8281,8/2/2011,9.08855,8/2/2011,25.61672,8/2/2011,51.15554,8/2/2011,190.85952,8/2/2011,106.85536,8/2/2011,68.03428,8/2/2011,10.64659,8/2/2011,41.0283,8/2/2011,40.37912,8/2/2011,23.04596,8/2/2011,8.17969,8/2/2011,23.47442,8/2/2011,23.90288,8/2/2011,48.75357,8/2/2011,10.52973,8/2/2011,154.11581,8/2/2011,18.72241,8/2/2011,51.15554,8/2/2011,26.47364,8/2/2011,5.19346,8/8/2011,4.79196,8/8/2011,29.75654,8/8/2011,1.49427,8/2/2011,10.91924,8/2/2011,4.38847,8/2/2011,4.88185,8/2/2011,25.56479,8/2/2011,30.53752,8/2/2011,12.53571,8/2/2011,19.17684,8/2/2011,18.03428,8/2/2011,5.27136,8/2/2011,3.36276,8/8/2011,46.69587,8/2/2011,37.71748,8/2/2011,181.38146,8/2/2011,38.26279
8/3/2011,15.64369,,,8/3/2011,52.14564,8/3/2011,7.69831,8/3/2011,28.9987,,,8/3/2011,24.35631,8/3/2011,11.24837,8/3/2011,12.40572,8/3/2011,2.15865,8/3/2011,26.30689,8/3/2011,29.71391,8/3/2011,9.10273,8/3/2011,6.02081,8/3/2011,5.0065,8/3/2011,95.18856,8/3/2011,2.21066,8/3/2011,5.69571,8/3/2011,11.50845,8/3/2011,8.90767,8/3/2011,25.0065,8/3/2011,50.19506,8/3/2011,182.44473,8/3/2011,104.55137,8/3/2011,68.27048,8/3/2011,10.36411,8/3/2011,40.57217,8/3/2011,39.14174,8/3/2011,22.61378,8/3/2011,7.78934,8/3/2011,22.95189,8/3/2011,23.17295,8/3/2011,47.9844,8/3/2011,10.27308,8/3/2011,153.70611,8/3/2011,18.30949,8/3/2011,50.58518,8/3/2011,26.02081,8/3/2011,5.09753,8/9/2011,4.70878,8/9/2011,29.30341,8/9/2011,1.50473,8/3/2011,10.78023,8/3/2011,4.3303,8/3/2011,4.79844,8/3/2011,24.86346,8/3/2011,29.86996,8/3/2011,12.16515,8/3/2011,18.55657,8/3/2011,17.62029,8/3/2011,5.18856,8/3/2011,3.19896,8/9/2011,46.6338,8/3/2011,37.64629,8/3/2011,180.62419,8/3/2011,37.97139
8/4/2011,15.39926,,,8/4/2011,51.09813,8/4/2011,7.43938,8/4/2011,28.5007,,,8/4/2011,23.68922,8/4/2011,10.87978,8/4/2011,12.1366,8/4/2011,2.1074,8/4/2011,25.44116,8/4/2011,29.0212,8/4/2011,8.78507,8/4/2011,5.97943,8/4/2011,4.83687,8/4/2011,92.16707,8/4/2011,2.18357,8/4/2011,5.57319,8/4/2011,11.15907,8/4/2011,8.72159,8/4/2011,24.43824,8/4/2011,47.54348,8/4/2011,177.85959,8/4/2011,102.06932,8/4/2011,66.77669,8/4/2011,10.06728,8/4/2011,39.86289,8/4/2011,37.78088,8/4/2011,22.12771,8/4/2011,7.61711,8/4/2011,22.6863,8/4/2011,22.54665,8/4/2011,47.28958,8/4/2011,10.0165,8/4/2011,151.7075,8/4/2011,17.65901,8/4/2011,50.20947,8/4/2011,25.25073,8/4/2011,4.97651,8/10/2011,4.67607,8/10/2011,29.5977,8/10/2011,1.48903,8/4/2011,10.57509,8/4/2011,4.2275,8/4/2011,4.68452,8/4/2011,24.26051,8/4/2011,29.3005,8/4/2011,11.93348,8/4/2011,18.25568,8/4/2011,17.26546,8/4/2011,5.07808,8/4/2011,3.14841,8/10/2011,47.60972,8/4/2011,36.24476,8/4/2011,180.65253,8/4/2011,36.89222
8/5/2011,14.73698,,,8/5/2011,49.92995,8/5/2011,7.20927,8/5/2011,27.41052,,,8/5/2011,22.48121,8/5/2011,10.59738,8/5/2011,11.70552,8/5/2011,2.02522,8/5/2011,24.60833,8/5/2011,27.85632,8/5/2011,8.54668,8/5/2011,5.74449,8/5/2011,4.63635,8/5/2011,91.0712,8/5/2011,2.08891,8/5/2011,5.38785,8/5/2011,10.6738,8/5/2011,8.41931,8/5/2011,23.28366,8/5/2011,46.10878,8/5/2011,170.16941,8/5/2011,97.82193,8/5/2011,65.97886,8/5/2011,9.79493,8/5/2011,38.72118,8/5/2011,36.75965,8/5/2011,21.41129,8/5/2011,7.40033,8/5/2011,21.95899,8/5/2011,21.97172,8/5/2011,45.59929,8/5/2011,9.75672,8/5/2011,154.37524,8/5/2011,17.18252,8/5/2011,48.52885,8/5/2011,24.60833,8/5/2011,4.86562,8/11/2011,4.62722,8/11/2011,29.00156,8/11/2011,1.48592,8/5/2011,10.15157,8/5/2011,4.08865,8/5/2011,4.44529,8/5/2011,23.60209,8/5/2011,28.28939,8/5/2011,11.27245,8/5/2011,17.32263,8/5/2011,16.63482,8/5/2011,4.91657,8/5/2011,3.17157,8/11/2011,47.05422,8/5/2011,35.28213,8/5/2011,170.93364,8/5/2011,35.85531
8/8/2011,14.63352,,,8/8/2011,49.52982,8/8/2011,7.17506,8/8/2011,27.29615,,,8/8/2011,23.03233,8/8/2011,10.42123,8/8/2011,11.47752,8/8/2011,1.98377,8/8/2011,24.16592,8/8/2011,27.06428,8/8/2011,8.42458,8/8/2011,5.57774,8/8/2011,4.4828,8/8/2011,90.04251,8/8/2011,2.06106,8/8/2011,5.32011,8/8/2011,10.55005,8/8/2011,8.28288,8/8/2011,22.65877,8/8/2011,45.85856,8/8/2011,170.81025,8/8/2011,96.61213,8/8/2011,65.3098,8/8/2011,9.63545,8/8/2011,38.55468,8/8/2011,36.05565,8/8/2011,21.26755,8/8/2011,7.20082,8/8/2011,21.28043,8/8/2011,21.96316,8/8/2011,45.3433,8/8/2011,9.57104,8/8/2011,157.79982,8/8/2011,16.91356,8/8/2011,48.37048,8/8/2011,24.39778,8/8/2011,4.79196,8/12/2011,4.61819,8/12/2011,28.97099,8/12/2011,1.48302,8/8/2011,9.90596,8/8/2011,4.03195,8/8/2011,4.37975,8/8/2011,23.70218,8/8/2011,28.08193,8/8/2011,11.21345,8/8/2011,16.38542,8/8/2011,16.24372,8/8/2011,4.85637,8/8/2011,3.16888,8/12/2011,47.28763,8/8/2011,35.42445,8/8/2011,169.52209,8/8/2011,35.41157
8/9/2011,14.56739,,,8/9/2011,48.96874,8/9/2011,7.01777,8/9/2011,27.05928,,,8/9/2011,22.46725,8/9/2011,10.28668,8/9/2011,11.50603,8/9/2011,1.93281,8/9/2011,23.58283,8/9/2011,27.21494,8/9/2011,8.31496,8/9/2011,5.56492,8/9/2011,4.41043,8/9/2011,88.20859,8/9/2011,2.03658,8/9/2011,5.20171,8/9/2011,10.49423,8/9/2011,8.09444,8/9/2011,22.55805,8/9/2011,45.85549,8/9/2011,169.54209,8/9/2011,95.21339,8/9/2011,63.62693,8/9/2011,9.50837,8/9/2011,38.09833,8/9/2011,35.30938,8/9/2011,21.20898,8/9/2011,7.04372,8/9/2011,20.84576,8/9/2011,22.09106,8/9/2011,44.94746,8/9/2011,9.46945,8/9/2011,151.12207,8/9/2011,16.74666,8/9/2011,47.99585,8/9/2011,23.89415,8/9/2011,4.70878,8/15/2011,4.63481,8/15/2011,29.20193,8/15/2011,1.51022,8/9/2011,9.70294,8/9/2011,3.98236,8/9/2011,4.2418,8/9/2011,23.19367,8/9/2011,27.91542,8/9/2011,10.95473,8/9/2011,16.43534,8/9/2011,16.0851,8/9/2011,4.60501,8/9/2011,3.15216,8/15/2011,47.38966,8/9/2011,34.11597,8/9/2011,169.28266,8/9/2011,35.32235
8/10/2011,14.2372,,,8/10/2011,49.17712,8/10/2011,7.13166,8/10/2011,27.42947,,,8/10/2011,22.45298,8/10/2011,10.46238,8/10/2011,11.76855,8/10/2011,1.98537,8/10/2011,23.91588,8/10/2011,26.82863,8/10/2011,8.30721,8/10/2011,5.61651,8/10/2011,4.49321,8/10/2011,90.12539,8/10/2011,2.0768,8/10/2011,5.3814,8/10/2011,10.64525,8/10/2011,8.25496,8/10/2011,22.21787,8/10/2011,47.41379,8/10/2011,167.97283,8/10/2011,97.70115,8/10/2011,63.87147,8/10/2011,9.60031,8/10/2011,38.0094,8/10/2011,34.77011,8/10/2011,21.61703,8/10/2011,7.07941,8/10/2011,21.12069,8/10/2011,22.17868,8/10/2011,45.0627,8/10/2011,9.65256,8/10/2011,149.5559,8/10/2011,16.98015,8/10/2011,49.0465,8/10/2011,24.03344,8/10/2011,4.75444,8/16/2011,4.63844,8/16/2011,29.17264,8/16/2011,1.49837,8/10/2011,9.75705,8/10/2011,3.99687,8/10/2011,4.20585,8/10/2011,23.6024,8/10/2011,28.52665,8/10/2011,11.05016,8/10/2011,16.36625,8/10/2011,15.93521,8/10/2011,4.66301,8/10/2011,3.25235,8/16/2011,47.49186,8/10/2011,35.593,8/10/2011,176.59352,8/10/2011,36.11546
8/11/2011,13.7122,,,8/11/2011,47.70594,8/11/2011,7.01251,8/11/2011,26.61627,,,8/11/2011,22.1194,8/11/2011,10.14077,8/11/2011,10.98801,8/11/2011,1.91606,8/11/2011,23.60532,8/11/2011,26.34254,8/11/2011,8.13347,8/11/2011,5.51356,8/11/2011,4.4708,8/11/2011,87.4609,8/11/2011,2.0464,8/11/2011,5.27894,8/11/2011,10.44056,8/11/2011,8.17258,8/11/2011,21.68926,8/11/2011,46.01147,8/11/2011,164.10323,8/11/2011,94.49948,8/11/2011,62.5,8/11/2011,9.2414,8/11/2011,37.16111,8/11/2011,33.4854,8/11/2011,21.27216,8/11/2011,6.8561,8/11/2011,22.81022,8/11/2011,21.93691,8/11/2011,44.317,8/11/2011,9.46298,8/11/2011,148.98332,8/11/2011,16.81439,8/11/2011,48.16215,8/11/2011,23.68352,8/11/2011,4.65328,8/17/2011,4.63931,8/17/2011,29.49556,8/17/2011,1.50288,8/11/2011,9.55422,8/11/2011,3.94943,8/11/2011,4.15798,8/11/2011,23.4098,8/11/2011,27.98488,8/11/2011,10.55136,8/11/2011,16.11053,8/11/2011,15.88895,8/11/2011,4.4317,8/11/2011,3.31074,8/17/2011,47.43858,8/11/2011,34.99739,8/11/2011,183.65485,8/11/2011,35.71429
8/12/2011,13.29517,,,8/12/2011,46.70222,8/12/2011,6.93378,8/12/2011,26.17406,,,8/12/2011,21.26968,8/12/2011,10.02992,8/12/2011,10.45922,8/12/2011,1.87329,8/12/2011,23.46819,8/12/2011,26.083,8/12/2011,7.84441,8/12/2011,5.47678,8/12/2011,4.37102,8/12/2011,85.0787,8/12/2011,2.01639,8/12/2011,5.24262,8/12/2011,10.34214,8/12/2011,8.10459,8/12/2011,21.20463,8/12/2011,45.66151,8/12/2011,163.13256,8/12/2011,93.79472,8/12/2011,61.5975,8/12/2011,9.01522,8/12/2011,36.6723,8/12/2011,33.00377,8/12/2011,20.8664,8/12/2011,6.63458,8/12/2011,22.57057,8/12/2011,21.68596,8/12/2011,46.70222,8/12/2011,9.32744,8/12/2011,141.79784,8/12/2011,16.83362,8/12/2011,47.80799,8/12/2011,23.75439,8/12/2011,4.6442,8/18/2011,4.54902,8/18/2011,29.11111,8/18/2011,1.4902,8/12/2011,9.30142,8/12/2011,3.94172,8/12/2011,4.14986,8/12/2011,23.05191,8/12/2011,27.73514,8/12/2011,10.56329,8/12/2011,15.72785,8/12/2011,15.31156,8/12/2011,4.22792,8/12/2011,3.26525,8/18/2011,47.9085,8/12/2011,35.31937,8/12/2011,188.36998,8/12/2011,35.18928
8/15/2011,13.70915,,,8/15/2011,47.06418,8/15/2011,7.0043,8/15/2011,26.48093,,,8/15/2011,21.85913,8/15/2011,10.12889,8/15/2011,10.63664,8/15/2011,1.88778,8/15/2011,23.77295,8/15/2011,26.55904,8/15/2011,7.92866,8/15/2011,5.58521,8/15/2011,4.43953,8/15/2011,86.70746,8/15/2011,2.044,8/15/2011,5.36388,8/15/2011,10.50644,8/15/2011,8.20206,8/15/2011,22.05442,8/15/2011,45.89246,8/15/2011,170.94128,8/15/2011,95.95105,8/15/2011,63.4683,8/15/2011,9.3217,8/15/2011,37.76852,8/15/2011,34.16222,8/15/2011,21.18214,8/15/2011,6.82203,8/15/2011,23.05689,8/15/2011,22.3148,8/15/2011,46.67361,8/15/2011,9.50397,8/15/2011,155.83908,8/15/2011,17.00299,8/15/2011,48.56139,8/15/2011,23.98125,8/15/2011,4.64783,8/19/2011,4.41099,8/19/2011,28.79581,8/19/2011,1.47906,8/15/2011,9.60812,8/15/2011,3.99688,8/15/2011,4.20518,8/15/2011,23.51256,8/15/2011,27.61359,8/15/2011,10.76683,8/15/2011,16.01354,8/15/2011,15.7792,8/15/2011,4.32235,8/15/2011,3.30686,8/19/2011,47.84031,8/15/2011,35.21677,8/15/2011,191.64171,8/15/2011,35.34696
8/16/2011,13.68078,,,8/16/2011,48.27362,8/16/2011,7.16612,8/16/2011,26.7101,,,8/16/2011,22.33225,8/16/2011,10.25407,8/16/2011,10.85342,8/16/2011,1.88925,8/16/2011,23.79153,8/16/2011,27.23127,8/16/2011,8.01303,8/16/2011,5.61564,8/16/2011,4.443,8/16/2011,87.16612,8/16/2011,2.03257,8/16/2011,5.31596,8/16/2011,10.56678,8/16/2011,8.18241,8/16/2011,22.14984,8/16/2011,44.88599,8/16/2011,171.98697,8/16/2011,96.28664,8/16/2011,64.10423,8/16/2011,9.38111,8/16/2011,37.77199,8/16/2011,34.09772,8/16/2011,21.10749,8/16/2011,6.82736,8/16/2011,23.36156,8/16/2011,22.30619,8/16/2011,46.90554,8/16/2011,9.5114,8/16/2011,152.443,8/16/2011,17.12052,8/16/2011,49.5114,8/16/2011,24.16938,8/16/2011,4.6645,8/22/2011,4.38974,8/22/2011,28.35743,8/22/2011,1.44588,8/16/2011,9.68078,8/16/2011,3.97394,8/16/2011,4.18241,8/16/2011,23.30945,8/16/2011,27.71336,8/16/2011,10.86645,8/16/2011,16.48208,8/16/2011,16.03909,8/16/2011,4.19544,8/16/2011,3.28339,8/22/2011,47.54461,8/16/2011,35.57003,8/16/2011,187.49186,8/16/2011,35.43974
8/17/2011,13.0162,,,8/17/2011,47.56926,8/17/2011,7.18766,8/17/2011,26.89493,,,8/17/2011,22.45165,8/17/2011,10.23262,8/17/2011,10.70308,8/17/2011,1.89493,8/17/2011,23.83691,8/17/2011,26.99948,8/17/2011,8.05018,8/17/2011,5.47569,8/17/2011,4.40408,8/17/2011,85.59854,8/17/2011,2.06482,8/17/2011,5.2666,8/17/2011,10.62467,8/17/2011,8.35076,8/17/2011,22.04652,8/17/2011,45.21694,8/17/2011,170.80502,8/17/2011,95.3999,8/17/2011,63.70883,8/17/2011,9.26555,8/17/2011,37.31051,8/17/2011,33.35076,8/17/2011,20.87036,8/17/2011,6.83481,8/17/2011,23.19655,8/17/2011,22.05959,8/17/2011,47.11187,8/17/2011,9.50078,8/17/2011,157.2138,8/17/2011,17.06743,8/17/2011,48.41871,8/17/2011,24.08521,8/17/2011,4.73079,8/23/2011,4.48852,8/23/2011,28.82307,8/23/2011,1.46138,8/17/2011,9.64454,8/17/2011,4.01202,8/17/2011,4.26032,8/17/2011,23.83691,8/17/2011,27.96654,8/17/2011,10.89258,8/17/2011,16.21798,8/17/2011,15.98275,8/17/2011,4.28646,8/17/2011,3.29326,8/23/2011,46.64666,8/17/2011,35.87297,8/17/2011,187.92473,8/17/2011,35.3633
8/18/2011,12.78431,,,8/18/2011,46.40523,8/18/2011,7.01961,8/18/2011,26.27451,,,8/18/2011,22.16993,8/18/2011,10.03922,8/18/2011,10.19608,8/18/2011,1.86928,8/18/2011,23.55556,8/18/2011,26.26144,8/18/2011,7.81699,8/18/2011,5.34641,8/18/2011,4.20915,8/18/2011,81.56863,8/18/2011,2.02614,8/18/2011,5.13725,8/18/2011,10.39216,8/18/2011,8.15686,8/18/2011,21.51634,8/18/2011,43.39869,8/18/2011,167.18954,8/18/2011,93.20261,8/18/2011,62.35294,8/18/2011,8.9281,8/18/2011,36.69281,8/18/2011,32.49673,8/18/2011,20.35294,8/18/2011,6.52288,8/18/2011,22.35294,8/18/2011,21.5817,8/18/2011,46.40523,8/18/2011,9.26797,8/18/2011,159.21569,8/18/2011,16.98039,8/18/2011,46.79739,8/18/2011,23.89542,8/18/2011,4.67974,8/24/2011,4.38974,8/24/2011,28.26625,8/24/2011,1.44588,8/18/2011,9.42484,8/18/2011,3.97386,8/18/2011,4.23529,8/18/2011,23.5817,8/18/2011,27.52941,8/18/2011,10.64052,8/18/2011,15.81699,8/18/2011,15.63399,8/18/2011,4.30065,8/18/2011,3.28105,8/24/2011,46.24202,8/18/2011,35.81699,8/18/2011,194.11765,8/18/2011,34.96732
8/19/2011,12.25131,,,8/19/2011,45.74607,8/19/2011,6.81937,8/19/2011,25.09162,,,8/19/2011,21.49215,8/19/2011,9.58115,8/19/2011,9.60733,8/19/2011,1.80628,8/19/2011,22.99738,8/19/2011,25.52356,8/19/2011,7.52618,8/19/2011,5.14398,8/19/2011,4.07068,8/19/2011,79.45026,8/19/2011,1.97644,8/19/2011,4.94764,8/19/2011,10.2356,8/19/2011,7.84031,8/19/2011,21.06021,8/19/2011,42.53927,8/19/2011,159.03141,8/19/2011,91.23037,8/19/2011,60.79843,8/19/2011,8.54712,8/19/2011,36.87173,8/19/2011,31.45288,8/19/2011,19.92147,8/19/2011,6.26963,8/19/2011,21.0733,8/19/2011,20.94241,8/19/2011,45.3534,8/19/2011,8.88743,8/19/2011,161.25654,8/19/2011,16.59686,8/19/2011,44.50262,8/19/2011,23.20681,8/19/2011,4.60733,8/25/2011,4.36523,8/25/2011,28.11572,8/25/2011,1.44647,8/19/2011,9.13613,8/19/2011,3.90052,8/19/2011,4.08377,8/19/2011,23.12827,8/19/2011,26.97644,8/19/2011,10.30105,8/19/2011,15.45812,8/19/2011,15.32723,8/19/2011,4.1623,8/19/2011,3.23298,8/25/2011,45.71871,8/19/2011,35.40576,8/19/2011,193.06283,8/19/2011,34.05759
8/22/2011,12.21831,,,8/22/2011,46.17689,8/22/2011,6.55204,8/22/2011,24.44965,,,8/22/2011,20.67214,8/22/2011,9.36564,8/22/2011,9.50892,8/22/2011,1.77153,8/22/2011,22.70418,8/22/2011,24.98372,8/22/2011,7.3857,8/22/2011,5.02801,8/22/2011,4.02501,8/22/2011,79.45812,8/22/2011,1.92784,8/22/2011,4.85867,8/22/2011,10.14719,8/22/2011,7.7374,8/22/2011,20.5549,8/22/2011,42.20399,8/22/2011,151.75199,8/22/2011,90.00912,8/22/2011,58.68178,8/22/2011,8.15423,8/22/2011,35.16999,8/22/2011,30.50671,8/22/2011,19.4998,8/22/2011,5.95285,8/22/2011,20.78937,8/22/2011,20.82845,8/22/2011,45.5256,8/22/2011,8.92276,8/22/2011,157.35313,8/22/2011,16.2303,8/22/2011,44.09274,8/22/2011,22.79536,8/22/2011,4.51999,8/26/2011,4.40735,8/26/2011,28.53045,8/26/2011,1.46043,8/22/2011,8.90973,8/22/2011,3.84265,8/22/2011,3.99896,8/22/2011,23.0168,8/22/2011,27.02879,8/22/2011,10.02345,8/22/2011,15.35756,8/22/2011,15.16217,8/22/2011,4.07711,8/22/2011,3.15227,8/26/2011,46.02947,8/22/2011,35.10486,8/22/2011,191.48105,8/22/2011,33.48964
8/23/2011,12.57829,,,8/23/2011,46.77714,8/23/2011,6.5501,8/23/2011,24.09969,,,8/23/2011,21.21608,8/23/2011,9.5381,8/23/2011,9.64248,8/23/2011,1.77453,8/23/2011,21.99896,8/23/2011,24.84342,8/23/2011,7.42432,8/23/2011,5.15397,8/23/2011,4.16232,8/23/2011,80.8977,8/23/2011,1.99635,8/23/2011,4.97129,8/23/2011,10.33403,8/23/2011,7.78967,8/23/2011,20.82463,8/23/2011,43.1237,8/23/2011,153.9666,8/23/2011,92.51044,8/23/2011,59.04228,8/23/2011,8.41597,8/23/2011,36.05167,8/23/2011,30.85856,8/23/2011,19.96347,8/23/2011,6.05428,8/23/2011,21.6858,8/23/2011,21.62056,8/23/2011,46.97286,8/23/2011,8.97704,8/23/2011,170.92902,8/23/2011,16.21868,8/23/2011,45.21138,8/23/2011,22.72965,8/23/2011,4.46242,8/29/2011,4.41788,8/29/2011,28.41736,8/29/2011,1.52027,8/23/2011,8.83351,8/23/2011,3.9666,8/23/2011,4.08403,8/23/2011,23.08194,8/23/2011,26.9833,8/23/2011,10.09916,8/23/2011,15.55324,8/23/2011,15.59238,8/23/2011,4.17537,8/23/2011,3.18372,8/29/2011,45.34823,8/23/2011,35.88205,8/23/2011,191.41441,8/23/2011,32.56785
8/24/2011,11.91872,,,8/24/2011,46.95845,8/24/2011,6.48691,8/24/2011,23.86349,,,8/24/2011,21.03686,8/24/2011,9.33959,8/24/2011,9.22235,8/24/2011,1.7585,8/24/2011,21.63606,8/24/2011,24.59294,8/24/2011,7.39872,8/24/2011,5.05406,8/24/2011,3.98593,8/24/2011,79.32786,8/24/2011,1.96691,8/24/2011,4.87169,8/24/2011,9.93878,8/24/2011,7.59411,8/24/2011,20.17715,8/24/2011,41.68295,8/24/2011,152.53354,8/24/2011,91.31171,8/24/2011,57.83509,8/24/2011,8.1933,8/24/2011,35.40445,8/24/2011,30.20711,8/24/2011,19.55191,8/24/2011,5.6793,8/24/2011,21.74026,8/24/2011,21.1541,8/24/2011,46.6328,8/24/2011,8.64921,8/24/2011,163.47532,8/24/2011,15.89162,8/24/2011,43.96249,8/24/2011,22.3134,8/24/2011,4.32461,8/30/2011,4.51285,8/30/2011,29.15091,8/30/2011,1.48689,8/24/2011,8.50593,8/24/2011,3.93383,8/24/2011,4.01198,8/24/2011,23.09496,8/24/2011,27.09392,8/24/2011,10.04299,8/24/2011,15.27941,8/24/2011,15.33151,8/24/2011,4.03804,8/24/2011,3.13925,8/30/2011,45.84583,8/24/2011,35.69103,8/24/2011,187.70353,8/24/2011,32.1089
8/25/2011,11.81713,,,8/25/2011,48.49542,8/25/2011,6.56076,8/25/2011,24.03461,,,8/25/2011,21.15459,8/25/2011,9.46662,8/25/2011,9.69908,8/25/2011,1.76934,8/25/2011,21.95531,8/25/2011,25.82978,8/25/2011,7.55521,8/25/2011,5.2047,8/25/2011,4.10694,8/25/2011,81.10551,8/25/2011,1.98889,8/25/2011,4.93349,8/25/2011,10.22859,8/25/2011,7.73602,8/25/2011,20.41844,8/25/2011,42.74829,8/25/2011,157.94912,8/25/2011,91.43743,8/25/2011,59.27935,8/25/2011,8.69172,8/25/2011,35.69676,8/25/2011,31.55108,8/25/2011,19.82436,8/25/2011,6.04417,8/25/2011,21.49038,8/25/2011,21.55495,8/25/2011,45.58956,8/25/2011,8.78213,8/25/2011,164.14826,8/25/2011,15.92406,8/25/2011,43.9752,8/25/2011,22.52357,8/25/2011,4.30066,8/31/2011,4.52169,8/31/2011,29.46942,8/31/2011,1.51594,8/25/2011,8.47217,8/25/2011,3.97779,8/25/2011,4.08111,8/25/2011,22.91102,8/25/2011,26.69508,8/25/2011,10.16402,8/25/2011,15.32998,8/25/2011,15.57536,8/25/2011,4.11985,8/25/2011,3.15123,8/31/2011,46.45844,8/25/2011,34.99935,8/25/2011,186.74932,8/25/2011,32.36472
8/26/2011,11.95723,,,8/26/2011,48.70257,8/26/2011,6.75447,8/26/2011,24.56644,,,8/26/2011,21.97157,8/26/2011,9.55796,8/26/2011,10.04042,8/26/2011,1.78641,8/26/2011,22.19325,8/26/2011,25.88343,8/26/2011,7.81067,8/26/2011,5.281,8/26/2011,4.21176,8/26/2011,82.67049,8/26/2011,2.00808,8/26/2011,5.00717,8/26/2011,10.35337,8/26/2011,7.92802,8/26/2011,20.7589,8/26/2011,43.74756,8/26/2011,159.86439,8/26/2011,93.1021,8/26/2011,59.85135,8/26/2011,8.78863,8/26/2011,36.09336,8/26/2011,31.8816,8/26/2011,20.1982,8/26/2011,6.18073,8/26/2011,21.80206,8/26/2011,22.10197,8/26/2011,46.09467,8/26/2011,8.97118,8/26/2011,165.08019,8/26/2011,16.16899,8/26/2011,44.85591,8/26/2011,22.98866,8/26/2011,4.36824,9/1/2011,4.54427,9/1/2011,29.29688,9/1/2011,1.51042,8/26/2011,8.72343,8/26/2011,3.91185,8/26/2011,4.12049,8/26/2011,22.97562,8/26/2011,26.91355,8/26/2011,10.2295,8/26/2011,15.89516,8/26/2011,15.85604,8/26/2011,4.13352,8/26/2011,3.19468,9/1/2011,46.67969,8/26/2011,36.31503,8/26/2011,185.81301,8/26/2011,32.52054
8/29/2011,12.30509,,,8/29/2011,49.50624,8/29/2011,6.86071,8/29/2011,24.63617,,,8/29/2011,21.6736,8/29/2011,9.55042,8/29/2011,9.9922,8/29/2011,1.80613,8/29/2011,22.2843,8/29/2011,25.8316,8/29/2011,7.82225,8/29/2011,5.27547,8/29/2011,4.31393,8/29/2011,84.32952,8/29/2011,2.01403,8/29/2011,4.95062,8/29/2011,10.34304,8/29/2011,7.97817,8/29/2011,21.27079,8/29/2011,43.59407,8/29/2011,158.39397,8/29/2011,92.12578,8/29/2011,59.44647,8/29/2011,8.7578,8/29/2011,35.27807,8/29/2011,31.37994,8/29/2011,20.46518,8/29/2011,6.09407,8/29/2011,21.99844,8/29/2011,21.89449,8/29/2011,46.06289,8/29/2011,8.91372,8/29/2011,168.52911,8/29/2011,16.09927,8/29/2011,46.71258,8/29/2011,22.908,8/29/2011,4.33992,9/2/2011,4.50756,9/2/2011,28.80406,9/2/2011,1.47212,8/29/2011,8.78378,8/29/2011,3.89813,8/29/2011,4.09304,8/29/2011,22.85603,8/29/2011,26.81913,8/29/2011,10.12214,8/29/2011,16.38514,8/29/2011,16.09927,8/29/2011,4.22297,8/29/2011,3.28742,9/2/2011,46.96456,8/29/2011,37.2921,8/29/2011,186.72037,8/29/2011,33.04314
