,1800 HK Equity,,1186 HK Equity,,390 HK Equity,,2338 HK Equity,,1919 HK Equity,,177 HK Equity,,552 HK Equity,,576 HK Equity,,2866 HK Equity,,2357 HK Equity,,694 HK Equity,,3898 HK Equity,,1882 HK Equity,,1138 HK Equity,,1333 HK Equity,,2880 HK Equity,,3808 HK Equity,,107 HK Equity,,2382 HK Equity,,38 HK Equity,,1308 HK Equity,,2222 HK Equity,,995 HK Equity,,1133 HK Equity,,631 HK Equity,,598 HK Equity,,3339 HK Equity,,1101 HK Equity,,1893 HK Equity,,1685 HK Equity,,826 HK Equity,,187 HK Equity,,357 HK Equity,,6888 HK Equity,,3378 HK Equity,,1080 HK Equity,,1708 HK Equity,,569 HK Equity,,2345 HK Equity
9/18/2012,0.8204,9/18/2012,0.8643,9/18/2012,0.42309,9/18/2012,3.0313,9/18/2012,0.38311,9/18/2012,0.8449,9/18/2012,0.59981,9/18/2012,0.6746,9/18/2012,0.20768,9/18/2012,0.3896,9/18/2012,0.69269,9/18/2012,2.7024,9/18/2012,1.0190,9/18/2012,0.40762,,,9/18/2012,0.19994,9/18/2012,0.58692,9/18/2012,0.27862,9/18/2012,0.5650,9/18/2012,0.77524,,,,,9/18/2012,0.42825,9/18/2012,0.81523,,,9/18/2012,0.13673,9/18/2012,0.16898,,,9/18/2012,0.25669,,,9/18/2012,0.1793,9/18/2012,0.24638,9/18/2012,0.62561,,,9/18/2012,0.1019,,,9/18/2012,1.27573,9/18/2012,0.20381,9/18/2012,0.1277
9/19/2012,0.8307,9/19/2012,0.8823,9/19/2012,0.43855,9/19/2012,3.1150,9/19/2012,0.4192,9/19/2012,0.8694,9/19/2012,0.58301,9/19/2012,0.6810,9/19/2012,0.21927,9/19/2012,0.3908,9/19/2012,0.68104,9/19/2012,2.8054,9/19/2012,1.0512,9/19/2012,0.43468,,,9/19/2012,0.20379,9/19/2012,0.59978,9/19/2012,0.28119,9/19/2012,0.5895,9/19/2012,0.79196,,,,,9/19/2012,0.4321,9/19/2012,0.83711,,,9/19/2012,0.13801,9/19/2012,0.17155,,,9/19/2012,0.267,,,9/19/2012,0.18316,9/19/2012,0.23862,9/19/2012,0.62041,,,9/19/2012,0.1019,,,9/19/2012,1.28855,9/19/2012,0.20766,9/19/2012,0.12898
9/20/2012,0.8216,9/20/2012,0.8693,9/20/2012,0.43077,9/20/2012,2.9987,9/20/2012,0.4024,9/20/2012,0.8616,9/20/2012,0.56878,9/20/2012,0.6836,9/20/2012,0.21023,9/20/2012,0.3869,9/20/2012,0.67582,9/20/2012,2.7600,9/20/2012,1.0434,9/20/2012,0.43077,,,9/20/2012,0.19991,9/20/2012,0.59715,9/20/2012,0.27987,9/20/2012,0.5778,9/20/2012,0.779,,,,,9/20/2012,0.42432,9/20/2012,0.81898,,,9/20/2012,0.13542,9/20/2012,0.16638,,,9/20/2012,0.26311,,,9/20/2012,0.18572,9/20/2012,0.2386,9/20/2012,0.61521,,,9/20/2012,0.1006,,,9/20/2012,1.28974,9/20/2012,0.19733,9/20/2012,0.12897
9/21/2012,0.8216,9/21/2012,0.8680,9/21/2012,0.43465,9/21/2012,3.0309,9/21/2012,0.41788,9/21/2012,0.8874,9/21/2012,0.57652,9/21/2012,0.6797,9/21/2012,0.21281,9/21/2012,0.3960,9/21/2012,0.67067,9/21/2012,2.7536,9/21/2012,1.0524,9/21/2012,0.44884,,,9/21/2012,0.19862,9/21/2012,0.58942,9/21/2012,0.28246,9/21/2012,0.5507,9/21/2012,0.77385,,,,,9/21/2012,0.43078,9/21/2012,0.8306,,,9/21/2012,0.13542,9/21/2012,0.16896,,,9/21/2012,0.28117,,,9/21/2012,0.19604,9/21/2012,0.24763,9/21/2012,0.61521,,,9/21/2012,0.09931,,,9/21/2012,1.28976,9/21/2012,0.20636,9/21/2012,0.12769
9/24/2012,0.8100,9/24/2012,0.8616,9/24/2012,0.43338,9/24/2012,3.1278,9/24/2012,0.41661,9/24/2012,0.8577,9/24/2012,0.57913,9/24/2012,0.6875,9/24/2012,0.21024,9/24/2012,0.3870,9/24/2012,0.64749,9/24/2012,2.7538,9/24/2012,1.0964,9/24/2012,0.45144,,,9/24/2012,0.19734,9/24/2012,0.58945,9/24/2012,0.27989,9/24/2012,0.5495,9/24/2012,0.77002,,,,,9/24/2012,0.43596,9/24/2012,0.81904,,,9/24/2012,0.13027,9/24/2012,0.16897,,,9/24/2012,0.29537,,,9/24/2012,0.2025,9/24/2012,0.24765,9/24/2012,0.61525,,,9/24/2012,0.09932,,,9/24/2012,1.27693,9/24/2012,0.2025,9/24/2012,0.12898
9/25/2012,0.7932,9/25/2012,0.8461,9/25/2012,0.42689,9/25/2012,3.0889,9/25/2012,0.40626,9/25/2012,0.8499,9/25/2012,0.58682,9/25/2012,0.6823,9/25/2012,0.20248,9/25/2012,0.3856,9/25/2012,0.6513,9/25/2012,2.6826,9/25/2012,1.1014,9/25/2012,0.42689,,,9/25/2012,0.19604,9/25/2012,0.59327,9/25/2012,0.28245,9/25/2012,0.5391,9/25/2012,0.76995,,,,,9/25/2012,0.42947,9/25/2012,0.80607,,,9/25/2012,0.12897,9/25/2012,0.16895,,,9/25/2012,0.29405,,,9/25/2012,0.19475,9/25/2012,0.23731,9/25/2012,0.62035,,,9/25/2012,0.10189,,,9/25/2012,1.29229,9/25/2012,0.1999,9/25/2012,0.12897
9/26/2012,0.7880,9/26/2012,0.8293,9/26/2012,0.41269,9/26/2012,2.9791,9/26/2012,0.39592,9/26/2012,0.8434,9/26/2012,0.57519,9/26/2012,0.6784,9/26/2012,0.19861,9/26/2012,0.3766,9/26/2012,0.66546,9/26/2012,2.5458,9/26/2012,1.0923,9/26/2012,0.40366,,,9/26/2012,0.19603,9/26/2012,0.58679,9/26/2012,0.27728,9/26/2012,0.5352,9/26/2012,0.75703,,,,,9/26/2012,0.42043,9/26/2012,0.77508,,,9/26/2012,0.1251,9/26/2012,0.1625,,,9/26/2012,0.27728,,,9/26/2012,0.19345,9/26/2012,0.23472,9/26/2012,0.61259,,,9/26/2012,0.10059,,,9/26/2012,1.44442,9/26/2012,0.19732,9/26/2012,0.12768
9/27/2012,0.8022,9/27/2012,0.8589,9/27/2012,0.42559,9/27/2012,3.0178,9/27/2012,0.40624,9/27/2012,0.8331,9/27/2012,0.57519,9/27/2012,0.6835,9/27/2012,0.20506,9/27/2012,0.3843,9/27/2012,0.67062,9/27/2012,2.4839,9/27/2012,1.0833,9/27/2012,0.41011,,,9/27/2012,0.19732,9/27/2012,0.57906,9/27/2012,0.27599,9/27/2012,0.5417,9/27/2012,0.7609,,,,,9/27/2012,0.42559,9/27/2012,0.77121,,,9/27/2012,0.12768,9/27/2012,0.16379,,,9/27/2012,0.27986,,,9/27/2012,0.20119,9/27/2012,0.23214,9/27/2012,0.61259,,,9/27/2012,0.10059,,,9/27/2012,1.47021,9/27/2012,0.20119,9/27/2012,0.13026
9/28/2012,0.8086,9/28/2012,0.8950,9/28/2012,0.43718,9/28/2012,3.0628,9/28/2012,0.40881,9/28/2012,0.8292,9/28/2012,0.57903,9/28/2012,0.6964,9/28/2012,0.20376,9/28/2012,0.3804,9/28/2012,0.6706,9/28/2012,2.5741,9/28/2012,1.1349,9/28/2012,0.41525,,,9/28/2012,0.19731,9/28/2012,0.58161,9/28/2012,0.27856,9/28/2012,0.5545,9/28/2012,0.7699,,,,,9/28/2012,0.42944,9/28/2012,0.76861,,,9/28/2012,0.13025,9/28/2012,0.16765,,,9/28/2012,0.28113,,,9/28/2012,0.20376,9/28/2012,0.22955,9/28/2012,0.61514,,,9/28/2012,0.10059,,,9/28/2012,1.53205,9/28/2012,0.20247,9/28/2012,0.13283
10/3/2012,0.8008,10/3/2012,0.8782,10/3/2012,0.42941,10/3/2012,3.0175,10/3/2012,0.40619,10/3/2012,0.8640,10/3/2012,0.58544,10/3/2012,0.6989,10/3/2012,0.20245,10/3/2012,0.3869,10/3/2012,0.67054,10/3/2012,2.5635,10/3/2012,1.0948,10/3/2012,0.41135,,,10/3/2012,0.19729,10/3/2012,0.57641,10/3/2012,0.28369,10/3/2012,0.5390,10/3/2012,0.78273,,,,,10/3/2012,0.42425,10/3/2012,0.73631,,,10/3/2012,0.13024,10/3/2012,0.16506,,,10/3/2012,0.28627,,,10/3/2012,0.21019,10/3/2012,0.22308,10/3/2012,0.62154,,,10/3/2012,0.10058,,,10/3/2012,1.53193,10/3/2012,0.20245,10/3/2012,0.12766
10/4/2012,0.8086,10/4/2012,0.8834,10/4/2012,0.43458,10/4/2012,3.0563,10/4/2012,0.41653,10/4/2012,0.8524,10/4/2012,0.58933,10/4/2012,0.7157,10/4/2012,0.2102,10/4/2012,0.3907,10/4/2012,0.68347,10/4/2012,2.5327,10/4/2012,1.1000,10/4/2012,0.42169,,,10/4/2012,0.19601,10/4/2012,0.57901,10/4/2012,0.2837,10/4/2012,0.5390,10/4/2012,0.78405,,,,,10/4/2012,0.42684,10/4/2012,0.73892,,,10/4/2012,0.13153,10/4/2012,0.17796,,,10/4/2012,0.28499,,,10/4/2012,0.20504,10/4/2012,0.23212,10/4/2012,0.62415,,,10/4/2012,0.10059,,,10/4/2012,1.53199,10/4/2012,0.20117,10/4/2012,0.12896
10/5/2012,0.8127,10/5/2012,0.8901,10/5/2012,0.43729,10/5/2012,3.1217,10/5/2012,0.43858,10/5/2012,0.8656,10/5/2012,0.60498,10/5/2012,0.7314,10/5/2012,0.22058,10/5/2012,0.3921,10/5/2012,0.67851,10/5/2012,2.5592,10/5/2012,1.1261,10/5/2012,0.44245,,,10/5/2012,0.19994,10/5/2012,0.58563,10/5/2012,0.29024,10/5/2012,0.5534,10/5/2012,0.78686,,,,,10/5/2012,0.43858,10/5/2012,0.77396,,,10/5/2012,0.13673,10/5/2012,0.17801,,,10/5/2012,0.28895,,,10/5/2012,0.20639,10/5/2012,0.23993,10/5/2012,0.63078,,,10/5/2012,0.10191,,,10/5/2012,1.53245,10/5/2012,0.20768,10/5/2012,0.13028
10/8/2012,0.7972,10/8/2012,0.8707,10/8/2012,0.43343,10/8/2012,3.0572,10/8/2012,0.43988,10/8/2012,0.8669,10/8/2012,0.58306,10/8/2012,0.7275,10/8/2012,0.21413,10/8/2012,0.3844,10/8/2012,0.67078,10/8/2012,2.5864,10/8/2012,1.1339,10/8/2012,0.43085,,,10/8/2012,0.19994,10/8/2012,0.57274,10/8/2012,0.2954,10/8/2012,0.5882,10/8/2012,0.77913,,,,,10/8/2012,0.44117,10/8/2012,0.783,,,10/8/2012,0.13287,10/8/2012,0.17285,,,10/8/2012,0.28121,,,10/8/2012,0.20639,10/8/2012,0.23993,10/8/2012,0.63724,,,10/8/2012,0.10191,,,10/8/2012,1.35445,10/8/2012,0.20768,10/8/2012,0.129
10/9/2012,0.7985,10/9/2012,0.8682,10/9/2012,0.43859,10/9/2012,3.1346,10/9/2012,0.42956,10/9/2012,0.8591,10/9/2012,0.58049,10/9/2012,0.7095,10/9/2012,0.21543,10/9/2012,0.3767,10/9/2012,0.65918,10/9/2012,2.7025,10/9/2012,1.1365,10/9/2012,0.42569,,,10/9/2012,0.20382,10/9/2012,0.56888,10/9/2012,0.30443,10/9/2012,0.6102,10/9/2012,0.80881,,,,,10/9/2012,0.44633,10/9/2012,0.78043,,,10/9/2012,0.13287,10/9/2012,0.18576,,,10/9/2012,0.27734,,,10/9/2012,0.20253,10/9/2012,0.2438,10/9/2012,0.63596,,,10/9/2012,0.10449,,,10/9/2012,1.34157,10/9/2012,0.22962,10/9/2012,0.13029
10/10/2012,0.7894,10/10/2012,0.8861,10/10/2012,0.44501,10/10/2012,3.1666,10/10/2012,0.43469,10/10/2012,0.8565,10/10/2012,0.58173,10/10/2012,0.7159,10/10/2012,0.2167,10/10/2012,0.3728,10/10/2012,0.67718,10/10/2012,2.6507,10/10/2012,1.1609,10/10/2012,0.42437,,,10/10/2012,0.20509,10/10/2012,0.56754,10/10/2012,0.31344,10/10/2012,0.6179,10/10/2012,0.83842,,,,,10/10/2012,0.45275,10/10/2012,0.78037,,,10/10/2012,0.13415,10/10/2012,0.1909,,,10/10/2012,0.27861,,,10/10/2012,0.19864,10/10/2012,0.24379,10/10/2012,0.63204,,,10/10/2012,0.10319,,,10/10/2012,1.28987,10/10/2012,0.24121,10/10/2012,0.12899
10/11/2012,0.8333,10/11/2012,0.9494,10/11/2012,0.46824,10/11/2012,3.3087,10/11/2012,0.43728,10/11/2012,0.8591,10/11/2012,0.58563,10/11/2012,0.7146,10/11/2012,0.218,10/11/2012,0.3792,10/11/2012,0.68108,10/11/2012,2.7346,10/11/2012,1.1661,10/11/2012,0.42438,,,10/11/2012,0.21284,10/11/2012,0.56628,10/11/2012,0.31345,10/11/2012,0.6127,10/11/2012,0.82684,,,,,10/11/2012,0.45147,10/11/2012,0.77653,,,10/11/2012,0.13286,10/11/2012,0.18962,,,10/11/2012,0.28507,,,10/11/2012,0.20123,10/11/2012,0.23606,10/11/2012,0.63335,,,10/11/2012,0.10448,,,10/11/2012,1.28992,10/11/2012,0.24122,10/11/2012,0.12899
10/12/2012,0.8656,10/12/2012,0.9663,10/12/2012,0.47474,10/12/2012,3.3864,10/12/2012,0.47216,10/12/2012,0.8708,10/12/2012,0.5844,10/12/2012,0.7147,10/12/2012,0.2335,10/12/2012,0.3844,10/12/2012,0.67857,10/12/2012,2.8317,10/12/2012,1.2036,10/12/2012,0.44894,,,10/12/2012,0.21157,10/12/2012,0.55859,10/12/2012,0.31477,10/12/2012,0.6205,10/12/2012,0.8308,,,,,10/12/2012,0.45023,10/12/2012,0.78048,,,10/12/2012,0.13675,10/12/2012,0.18835,,,10/12/2012,0.28639,,,10/12/2012,0.20254,10/12/2012,0.26059,10/12/2012,0.64116,,,10/12/2012,0.10449,,,10/12/2012,1.25909,10/12/2012,0.2464,10/12/2012,0.12901
10/15/2012,0.9005,10/15/2012,0.9586,10/15/2012,0.47606,10/15/2012,3.4124,10/15/2012,0.46961,10/15/2012,0.8644,10/15/2012,0.58056,10/15/2012,0.7199,10/15/2012,0.24384,10/15/2012,0.3806,10/15/2012,0.66829,10/15/2012,2.7932,10/15/2012,1.1960,10/15/2012,0.458,,,10/15/2012,0.21158,10/15/2012,0.56637,10/15/2012,0.30963,10/15/2012,0.6193,10/15/2012,0.82956,,,,,10/15/2012,0.44768,10/15/2012,0.82569,,,10/15/2012,0.13934,10/15/2012,0.19997,,,10/15/2012,0.28899,,,10/15/2012,0.20513,10/15/2012,0.26706,10/15/2012,0.64249,,,10/15/2012,0.11353,,,10/15/2012,1.25918,10/15/2012,0.249,10/15/2012,0.13288
10/16/2012,0.8953,10/16/2012,0.9650,10/16/2012,0.47346,10/16/2012,3.3994,10/16/2012,0.47733,10/16/2012,0.8708,10/16/2012,0.56635,10/16/2012,0.7225,10/16/2012,0.24254,10/16/2012,0.3832,10/16/2012,0.67343,10/16/2012,2.7995,10/16/2012,1.1766,10/16/2012,0.47604,,,10/16/2012,0.21415,10/16/2012,0.56248,10/16/2012,0.31349,10/16/2012,0.6167,10/16/2012,0.8334,,,,,10/16/2012,0.45282,10/16/2012,0.81792,,,10/16/2012,0.13804,10/16/2012,0.19609,,,10/16/2012,0.28511,,,10/16/2012,0.20899,10/16/2012,0.26447,10/16/2012,0.64246,,,10/16/2012,0.11482,,,10/16/2012,1.25913,10/16/2012,0.24254,10/16/2012,0.13804
10/17/2012,0.9250,10/17/2012,0.9650,10/17/2012,0.4696,10/17/2012,3.4252,10/17/2012,0.48766,10/17/2012,0.8760,10/17/2012,0.56894,10/17/2012,0.7147,10/17/2012,0.2477,10/17/2012,0.3974,10/17/2012,0.6786,10/17/2012,2.9092,10/17/2012,1.1740,10/17/2012,0.49282,,,10/17/2012,0.21545,10/17/2012,0.57023,10/17/2012,0.31608,10/17/2012,0.6064,10/17/2012,0.82696,,,,,10/17/2012,0.45928,10/17/2012,0.82567,,,10/17/2012,0.13933,10/17/2012,0.20384,,,10/17/2012,0.29027,,,10/17/2012,0.21932,10/17/2012,0.26834,10/17/2012,0.6644,,,10/17/2012,0.11482,,,10/17/2012,1.25914,10/17/2012,0.24254,10/17/2012,0.13804
10/18/2012,0.9574,10/18/2012,0.9690,10/18/2012,0.48127,10/18/2012,3.7611,10/18/2012,0.5032,10/18/2012,0.8645,10/18/2012,0.58449,10/18/2012,0.7264,10/18/2012,0.25289,10/18/2012,0.3974,10/18/2012,0.66706,10/18/2012,2.9676,10/18/2012,1.1703,10/18/2012,0.51997,,,10/18/2012,0.22579,10/18/2012,0.5961,10/18/2012,0.32773,10/18/2012,0.6064,10/18/2012,0.85028,,,,,10/18/2012,0.47739,10/18/2012,0.86576,,,10/18/2012,0.1458,10/18/2012,0.23354,,,10/18/2012,0.31224,,,10/18/2012,0.2245,10/18/2012,0.26708,10/18/2012,0.67609,,,10/18/2012,0.11741,,,10/18/2012,1.22574,10/18/2012,0.24515,10/18/2012,0.14064
10/19/2012,0.9755,10/19/2012,0.9471,10/19/2012,0.48516,10/19/2012,3.7419,10/19/2012,0.49032,10/19/2012,0.8710,10/19/2012,0.5871,10/19/2012,0.7174,10/19/2012,0.24903,10/19/2012,0.3871,10/19/2012,0.67355,10/19/2012,2.9936,10/19/2012,1.2258,10/19/2012,0.51226,,,10/19/2012,0.21935,10/19/2012,0.59226,10/19/2012,0.3329,10/19/2012,0.5781,10/19/2012,0.84,,,,,10/19/2012,0.49419,10/19/2012,0.84516,,,10/19/2012,0.1471,10/19/2012,0.22839,,,10/19/2012,0.31226,,,10/19/2012,0.22452,10/19/2012,0.26452,10/19/2012,0.67613,,,10/19/2012,0.11484,,,10/19/2012,1.20645,10/19/2012,0.24516,10/19/2012,0.13677
10/22/2012,0.9561,10/22/2012,0.9419,10/22/2012,0.47741,10/22/2012,3.8064,10/22/2012,0.49161,10/22/2012,0.8800,10/22/2012,0.59612,10/22/2012,0.7264,10/22/2012,0.25032,10/22/2012,0.3858,10/22/2012,0.67483,10/22/2012,2.8258,10/22/2012,1.2245,10/22/2012,0.52515,,,10/22/2012,0.22193,10/22/2012,0.58451,10/22/2012,0.33161,10/22/2012,0.5858,10/22/2012,0.85547,,,,,10/22/2012,0.50193,10/22/2012,0.84773,,,10/22/2012,0.14968,10/22/2012,0.23096,,,10/22/2012,0.33032,,,10/22/2012,0.22193,10/22/2012,0.2658,10/22/2012,0.68128,,,10/22/2012,0.11613,,,10/22/2012,1.22579,10/22/2012,0.24387,10/22/2012,0.13935
10/24/2012,0.9316,10/24/2012,0.9458,10/24/2012,0.48644,10/24/2012,3.6773,10/24/2012,0.51095,10/24/2012,0.8787,10/24/2012,0.57547,10/24/2012,0.7316,10/24/2012,0.2529,10/24/2012,0.3923,10/24/2012,0.67095,10/24/2012,2.7612,10/24/2012,1.2851,10/24/2012,0.52902,,,10/24/2012,0.2258,10/24/2012,0.59998,10/24/2012,0.34064,10/24/2012,0.5884,10/24/2012,0.86707,,,,,10/24/2012,0.50966,10/24/2012,0.84385,,,10/24/2012,0.15613,10/24/2012,0.2387,,,10/24/2012,0.33548,,,10/24/2012,0.22709,10/24/2012,0.28257,10/24/2012,0.68385,,,10/24/2012,0.12129,,,10/24/2012,1.22577,10/24/2012,0.24645,10/24/2012,0.14838
10/25/2012,0.9303,10/25/2012,0.9355,10/25/2012,0.48127,10/25/2012,3.5547,10/25/2012,0.4903,10/25/2012,0.8774,10/25/2012,0.56514,10/25/2012,0.7264,10/25/2012,0.24515,10/25/2012,0.3935,10/25/2012,0.66578,10/25/2012,2.7096,10/25/2012,1.1948,10/25/2012,0.50966,,,10/25/2012,0.22064,10/25/2012,0.59998,10/25/2012,0.32644,10/25/2012,0.5548,10/25/2012,0.83868,,,,,10/25/2012,0.48901,10/25/2012,0.8748,,,10/25/2012,0.15096,10/25/2012,0.2258,,,10/25/2012,0.3316,,,10/25/2012,0.23612,10/25/2012,0.28386,10/25/2012,0.65546,,,10/25/2012,0.11612,,,10/25/2012,1.20124,10/25/2012,0.24128,10/25/2012,0.15225
10/26/2012,0.9122,10/26/2012,0.9277,10/26/2012,0.46708,10/26/2012,3.5096,10/26/2012,0.47483,10/26/2012,0.8748,10/26/2012,0.57547,10/26/2012,0.7239,10/26/2012,0.23483,10/26/2012,0.3832,10/26/2012,0.66966,10/26/2012,2.6903,10/26/2012,1.1858,10/26/2012,0.4916,,,10/26/2012,0.21419,10/26/2012,0.58579,10/26/2012,0.31999,10/26/2012,0.5561,10/26/2012,0.81288,,,,,10/26/2012,0.49031,10/26/2012,0.83611,,,10/26/2012,0.14838,10/26/2012,0.2129,,,10/26/2012,0.31354,,,10/26/2012,0.24515,10/26/2012,0.27096,10/26/2012,0.63611,,,10/26/2012,0.11613,,,10/26/2012,1.21029,10/26/2012,0.22709,10/26/2012,0.1458
10/29/2012,0.9303,10/29/2012,0.9367,10/29/2012,0.47482,10/29/2012,3.5418,10/29/2012,0.47224,10/29/2012,0.8619,10/29/2012,0.56643,10/29/2012,0.7174,10/29/2012,0.24386,10/29/2012,0.3961,10/29/2012,0.66062,10/29/2012,2.7160,10/29/2012,1.2077,10/29/2012,0.48514,,,10/29/2012,0.21548,10/29/2012,0.56643,10/29/2012,0.31741,10/29/2012,0.5806,10/29/2012,0.83094,,,,,10/29/2012,0.48385,10/29/2012,0.81932,,,10/29/2012,0.14967,10/29/2012,0.22322,,,10/29/2012,0.31612,,,10/29/2012,0.24128,10/29/2012,0.2658,10/29/2012,0.62578,,,10/29/2012,0.11612,,,10/29/2012,1.16383,10/29/2012,0.22967,10/29/2012,0.14322
10/30/2012,0.9316,10/30/2012,0.9290,10/30/2012,0.47354,10/30/2012,3.4709,10/30/2012,0.47354,10/30/2012,0.8748,10/30/2012,0.56902,10/30/2012,0.7264,10/30/2012,0.24516,10/30/2012,0.3871,10/30/2012,0.6516,10/30/2012,2.7613,10/30/2012,1.2064,10/30/2012,0.49032,,,10/30/2012,0.2129,10/30/2012,0.56257,10/30/2012,0.31225,10/30/2012,0.5884,10/30/2012,0.81805,,,,,10/30/2012,0.47612,10/30/2012,0.80902,,,10/30/2012,0.14451,10/30/2012,0.22451,,,10/30/2012,0.30709,,,10/30/2012,0.24,10/30/2012,0.26193,10/30/2012,0.61935,,,10/30/2012,0.11484,,,10/30/2012,1.2645,10/30/2012,0.22193,10/30/2012,0.13935
10/31/2012,0.9380,10/31/2012,0.9935,10/31/2012,0.50966,10/31/2012,3.5418,10/31/2012,0.49675,10/31/2012,0.8619,10/31/2012,0.56385,10/31/2012,0.7290,10/31/2012,0.26709,10/31/2012,0.4103,10/31/2012,0.64385,10/31/2012,2.9418,10/31/2012,1.2348,10/31/2012,0.52514,,,10/31/2012,0.22064,10/31/2012,0.57417,10/31/2012,0.32515,10/31/2012,0.5884,10/31/2012,0.83481,,,,,10/31/2012,0.47998,10/31/2012,0.82706,,,10/31/2012,0.15483,10/31/2012,0.23483,,,10/31/2012,0.31354,,,10/31/2012,0.24128,10/31/2012,0.26451,10/31/2012,0.62449,,,10/31/2012,0.11612,,,10/31/2012,1.28898,10/31/2012,0.23741,10/31/2012,0.14322
11/1/2012,0.9316,11/1/2012,1.0219,11/1/2012,0.52128,11/1/2012,3.6903,11/1/2012,0.50322,11/1/2012,0.8606,11/1/2012,0.56773,11/1/2012,0.7342,11/1/2012,0.28903,11/1/2012,0.4155,11/1/2012,0.65289,11/1/2012,2.9677,11/1/2012,1.2258,11/1/2012,0.54193,,,11/1/2012,0.22064,11/1/2012,0.59354,11/1/2012,0.32903,11/1/2012,0.5845,11/1/2012,0.84902,,,,,11/1/2012,0.4929,11/1/2012,0.85031,,,11/1/2012,0.16129,11/1/2012,0.24387,,,11/1/2012,0.33032,,,11/1/2012,0.25806,11/1/2012,0.27225,11/1/2012,0.63741,,,11/1/2012,0.11742,,,11/1/2012,1.23224,11/1/2012,0.24387,11/1/2012,0.1458
11/2/2012,0.9780,11/2/2012,1.0826,11/2/2012,0.53289,11/2/2012,3.8902,11/2/2012,0.50837,11/2/2012,0.8722,11/2/2012,0.56128,11/2/2012,0.7406,11/2/2012,0.28386,11/2/2012,0.4142,11/2/2012,0.66708,11/2/2012,3.0386,11/2/2012,1.2271,11/2/2012,0.54708,,,11/2/2012,0.22193,11/2/2012,0.60127,11/2/2012,0.33806,11/2/2012,0.6400,11/2/2012,0.85417,,,,,11/2/2012,0.50321,11/2/2012,0.86578,,,11/2/2012,0.16,11/2/2012,0.24645,,,11/2/2012,0.33548,,,11/2/2012,0.26064,11/2/2012,0.28128,11/2/2012,0.65418,,,11/2/2012,0.12,,,11/2/2012,1.20126,11/2/2012,0.24515,11/2/2012,0.1458
11/5/2012,0.9639,11/5/2012,1.0684,11/5/2012,0.52386,11/5/2012,3.9483,11/5/2012,0.50579,11/5/2012,0.8800,11/5/2012,0.56515,11/5/2012,0.7600,11/5/2012,0.28773,11/5/2012,0.4155,11/5/2012,0.67869,11/5/2012,3.0709,11/5/2012,1.2155,11/5/2012,0.53418,,,11/5/2012,0.22064,11/5/2012,0.60644,11/5/2012,0.33418,11/5/2012,0.6322,11/5/2012,0.87095,,,,,11/5/2012,0.50192,11/5/2012,0.85288,,,11/5/2012,0.16129,11/5/2012,0.25548,,,11/5/2012,0.33418,,,11/5/2012,0.26451,11/5/2012,0.30064,11/5/2012,0.64385,,,11/5/2012,0.12129,,,11/5/2012,1.20126,11/5/2012,0.24774,11/5/2012,0.14451
11/6/2012,0.9432,11/6/2012,1.0387,11/6/2012,0.53417,11/6/2012,3.8966,11/6/2012,0.50191,11/6/2012,0.8735,11/6/2012,0.57545,11/6/2012,0.7638,11/6/2012,0.28128,11/6/2012,0.4129,11/6/2012,0.68384,11/6/2012,3.0644,11/6/2012,1.1858,11/6/2012,0.52771,,,11/6/2012,0.21676,11/6/2012,0.60513,11/6/2012,0.32902,11/6/2012,0.6632,11/6/2012,0.86576,,,,,11/6/2012,0.51094,11/6/2012,0.85673,,,11/6/2012,0.1587,11/6/2012,0.25031,,,11/6/2012,0.33289,,,11/6/2012,0.26321,11/6/2012,0.31611,11/6/2012,0.63868,,,11/6/2012,0.12257,,,11/6/2012,1.24897,11/6/2012,0.24515,11/6/2012,0.14709
11/7/2012,0.9522,11/7/2012,1.0606,11/7/2012,0.53803,11/7/2012,3.9675,11/7/2012,0.51868,11/7/2012,0.8658,11/7/2012,0.56125,11/7/2012,0.7535,11/7/2012,0.30708,11/7/2012,0.4155,11/7/2012,0.68383,11/7/2012,3.0192,11/7/2012,1.1832,11/7/2012,0.569,,,11/7/2012,0.21676,11/7/2012,0.60641,11/7/2012,0.33159,11/7/2012,0.6606,11/7/2012,0.8722,,,,,11/7/2012,0.51352,11/7/2012,0.8593,,,11/7/2012,0.16386,11/7/2012,0.25418,,,11/7/2012,0.3303,,,11/7/2012,0.25547,11/7/2012,0.33288,11/7/2012,0.65286,,,11/7/2012,0.11999,,,11/7/2012,1.18057,11/7/2012,0.24515,11/7/2012,0.14709
11/8/2012,0.9302,11/8/2012,1.0708,11/8/2012,0.54958,11/8/2012,3.7542,11/8/2012,0.48894,11/8/2012,0.8773,11/8/2012,0.56248,11/8/2012,0.7624,11/8/2012,0.28898,11/8/2012,0.3974,11/8/2012,0.67343,11/8/2012,2.9737,11/8/2012,1.1662,11/8/2012,0.52894,,,11/8/2012,0.21286,11/8/2012,0.59086,11/8/2012,0.32123,11/8/2012,0.6347,11/8/2012,0.85017,,,,,11/8/2012,0.50055,11/8/2012,0.83082,,,11/8/2012,0.15868,11/8/2012,0.2477,,,11/8/2012,0.31994,,,11/8/2012,0.2477,11/8/2012,0.32381,11/8/2012,0.64762,,,11/8/2012,0.1174,,,11/8/2012,1.19849,11/8/2012,0.23738,11/8/2012,0.14191
