,9531 JP Equity,,9503 JP Equity,,9502 JP Equity,,9501 JP Equity,,9532 JP Equity,,9508 JP Equity,,9506 JP Equity,,9504 JP Equity,,9513 JP Equity,,9507 JP Equity,,9505 JP Equity,,9509 JP Equity,,9533 JP Equity,,8088 JP Equity,,9536 JP Equity,,9793 JP Equity,,9511 JP Equity,,8174 JP Equity,,9543 JP Equity,,6332 JP Equity,,9539 JP Equity,,9534 JP Equity,,9535 JP Equity,,7568 JP Equity,,9537 JP Equity,,9540 JP Equity,,2766 JP Equity,,3361 JP Equity,,9541 JP Equity,,9818 JP Equity,,1981 JP Equity,,1783 JP Equity,,9542 JP Equity,,1875 JP Equity,,1844 JP Equity,,9544 JP Equity
10/21/2011,4.5520,10/21/2011,15.9386,10/21/2011,19.6773,10/21/2011,3.4501,10/21/2011,4.0535,10/21/2011,14.6268,10/21/2011,13.0526,10/21/2011,16.1485,10/21/2011,26.4856,10/21/2011,27.3908,10/21/2011,18.3786,10/21/2011,13.9315,10/21/2011,6.4279,10/21/2011,3.6469,10/21/2011,2.5581,10/21/2011,18.7328,10/21/2011,42.4374,10/21/2011,15.7812,10/21/2011,6.4017,10/21/2011,8.1989,6/19/2013,4.98,10/21/2011,3.4239,10/26/2012,3.0098,10/26/2012,12.917,3/29/2012,2.5728,11/2/2012,2.8468,10/21/2011,1046.832,1/13/2012,4.0843,,,6/20/2012,7.3576,9/20/2012,5.1079,10/27/2011,0.3957,,,10/21/2011,2.7417,10/24/2011,0.1971,,
10/24/2011,4.5192,10/24/2011,15.8960,10/24/2011,19.7846,10/24/2011,3.7835,10/24/2011,4.0594,10/24/2011,14.6217,10/24/2011,12.9138,10/24/2011,16.1981,10/24/2011,26.8918,10/24/2011,27.4435,10/24/2011,18.2081,10/24/2011,13.9254,10/24/2011,6.0562,10/24/2011,3.6915,10/24/2011,2.588,10/24/2011,19.2853,10/24/2011,43.0242,10/24/2011,16.763,10/24/2011,6.4109,10/24/2011,8.2764,6/20/2013,4.8514,10/24/2011,3.547,10/29/2012,3.0447,10/29/2012,12.9057,3/30/2012,2.6141,11/5/2012,2.7664,10/24/2011,1050.9722,1/16/2012,4.0901,,,6/21/2012,7.2997,9/21/2012,5.119,10/28/2011,0.3961,,,10/24/2011,2.7457,10/25/2011,0.1975,,
10/25/2011,4.4904,10/25/2011,15.7229,10/25/2011,19.4891,10/25/2011,4.148,10/25/2011,3.9637,10/25/2011,14.2349,10/25/2011,12.5099,10/25/2011,15.9336,10/25/2011,26.2576,10/25/2011,27.0608,10/25/2011,17.527,10/25/2011,13.5765,10/25/2011,5.9521,10/25/2011,3.6345,10/25/2011,2.5678,10/25/2011,19.1335,10/25/2011,42.2702,10/25/2011,16.3814,10/25/2011,6.334,10/25/2011,8.059,6/21/2013,4.5808,10/25/2011,3.5423,11/1/2012,3.0322,10/30/2012,12.9348,4/2/2012,2.7382,11/7/2012,2.8782,10/25/2011,1008.6911,1/17/2012,4.0604,,,6/22/2012,7.2228,9/24/2012,5.1374,10/31/2011,0.3849,,,10/25/2011,2.6995,10/26/2011,0.1972,,
10/26/2011,4.4570,10/26/2011,15.6718,10/26/2011,19.2217,10/26/2011,4.2335,10/26/2011,3.9311,10/26/2011,14.0284,10/26/2011,12.3718,10/26/2011,15.9348,10/26/2011,26.3345,10/26/2011,27.2811,10/26/2011,17.4599,10/26/2011,13.5025,10/26/2011,5.9164,10/26/2011,3.563,10/26/2011,2.5243,10/26/2011,18.9324,10/26/2011,42.0721,10/26/2011,16.04,10/26/2011,6.324,10/26/2011,8.2172,6/24/2013,4.7073,10/26/2011,3.4447,11/2/2012,3.0209,10/31/2012,12.8992,4/3/2012,2.7146,11/8/2012,2.8496,10/26/2011,991.3226,1/18/2012,4.0505,,,6/25/2012,7.413,9/25/2012,5.1355,11/1/2011,0.3832,,,10/26/2011,2.6952,10/27/2011,0.1979,,
10/27/2011,4.4717,10/27/2011,15.6840,10/27/2011,19.1004,10/27/2011,4.0364,10/27/2011,3.9309,10/27/2011,13.9955,10/27/2011,12.3335,10/27/2011,15.9478,10/27/2011,26.6983,10/27/2011,27.2655,10/27/2011,17.3196,10/27/2011,13.5206,10/27/2011,5.9623,10/27/2011,3.7198,10/27/2011,2.5854,10/27/2011,18.9685,10/27/2011,42.2108,10/27/2011,15.9873,10/27/2011,6.358,10/27/2011,8.2839,6/25/2013,4.6464,10/27/2011,3.4692,11/5/2012,3.028,11/1/2012,12.8525,4/4/2012,2.6622,11/9/2012,2.8676,10/27/2011,976.1245,1/19/2012,4.0658,,,6/26/2012,7.6158,9/26/2012,5.0392,11/2/2011,0.3841,,,10/27/2011,2.7041,10/28/2011,0.1981,,
10/28/2011,4.4362,10/28/2011,15.6588,10/28/2011,18.8936,10/28/2011,3.9345,10/28/2011,3.8949,10/28/2011,13.8896,10/28/2011,12.2524,10/28/2011,15.7777,10/28/2011,26.0232,10/28/2011,27.2775,10/28/2011,16.9395,10/28/2011,13.2823,10/28/2011,5.7697,10/28/2011,3.6705,10/28/2011,2.601,10/28/2011,19.3689,10/28/2011,42.3818,10/28/2011,15.9757,10/28/2011,6.2715,10/28/2011,8.0935,6/26/2013,4.6931,10/28/2011,3.3668,11/6/2012,3.0857,11/2/2012,12.8046,4/5/2012,2.6587,11/12/2012,2.8953,10/28/2011,1013.9953,1/20/2012,4.1315,,,6/27/2012,7.674,9/27/2012,5.1513,11/4/2011,0.3839,,,10/28/2011,2.6934,10/31/2011,0.1924,,
10/31/2011,4.3233,10/31/2011,14.8942,10/31/2011,18.4092,10/31/2011,3.669,10/31/2011,3.8101,10/31/2011,13.3675,10/31/2011,11.1482,10/31/2011,15.0481,10/31/2011,25.2213,10/31/2011,25.7473,10/31/2011,16.1129,10/31/2011,12.7133,10/31/2011,5.696,10/31/2011,3.4894,10/31/2011,2.4888,10/31/2011,18.576,10/31/2011,41.1161,10/31/2011,15.5356,10/31/2011,6.1321,10/31/2011,7.8512,6/27/2013,4.5515,10/31/2011,3.3996,11/7/2012,3.2537,11/5/2012,12.8349,4/6/2012,2.6477,11/13/2012,2.896,10/31/2011,969.8525,1/23/2012,4.1315,,,6/28/2012,7.734,9/28/2012,5.2875,11/7/2011,0.3842,,,10/31/2011,2.6171,11/1/2011,0.1916,,
11/1/2011,4.3173,11/1/2011,14.9572,11/1/2011,18.5081,11/1/2011,3.9596,11/1/2011,3.8191,11/1/2011,13.565,11/1/2011,11.0231,11/1/2011,14.9572,11/1/2011,25.8526,11/1/2011,25.776,11/1/2011,15.9663,11/1/2011,12.6453,11/1/2011,5.7862,11/1/2011,3.3721,11/1/2011,2.478,11/1/2011,18.2016,11/1/2011,40.1712,11/1/2011,15.0722,11/1/2011,6.1055,11/1/2011,7.6383,6/28/2013,4.48,11/1/2011,3.4104,11/8/2012,3.2513,11/6/2012,12.8157,4/9/2012,2.6539,11/14/2012,2.8197,11/1/2011,931.1534,1/24/2012,4.1817,,,6/29/2012,7.3684,10/1/2012,5.2807,11/8/2011,0.3728,,,11/1/2011,2.5929,11/2/2011,0.1921,,
11/2/2011,4.1741,11/2/2011,14.5070,11/2/2011,17.8361,11/2/2011,3.8668,11/2/2011,3.7516,11/2/2011,13.4827,11/2/2011,10.7042,11/2/2011,14.5711,11/2/2011,25.3649,11/2/2011,24.8528,11/2/2011,15.493,11/2/2011,12.5864,11/2/2011,5.7234,11/2/2011,3.3547,11/2/2011,2.42,11/2/2011,18.2971,11/2/2011,40.0768,11/2/2011,14.3534,11/2/2011,6.1076,11/2/2011,7.452,7/3/2013,4.456,11/2/2011,3.4059,11/9/2012,3.1443,11/7/2012,12.8895,4/10/2012,2.7245,11/20/2012,2.8148,11/2/2011,914.2126,1/25/2012,4.4911,,,7/2/2012,7.4163,10/2/2012,5.2773,11/9/2011,0.3731,,,11/2/2011,2.5864,11/4/2011,0.1919,,
11/4/2011,4.0179,11/4/2011,14.9072,11/4/2011,17.6712,11/4/2011,3.8388,11/4/2011,3.6724,11/4/2011,13.3333,11/4/2011,10.4926,11/4/2011,14.6769,11/4/2011,25.0672,11/4/2011,24.6065,11/4/2011,15.6494,11/4/2011,12.3353,11/4/2011,5.771,11/4/2011,3.4549,11/4/2011,2.4184,11/4/2011,18.0934,11/4/2011,39.6673,11/4/2011,15.0224,11/4/2011,6.0909,11/4/2011,7.524,7/5/2013,4.4064,11/4/2011,3.3525,11/13/2012,3.1604,11/8/2012,12.93,4/11/2012,2.655,11/21/2012,2.8135,11/4/2011,904.6705,1/26/2012,4.6476,,,7/3/2012,7.5132,10/3/2012,5.2451,11/10/2011,0.3736,,,11/4/2011,2.5848,11/7/2011,0.1921,,
11/7/2011,4.1368,11/7/2011,14.7029,11/7/2011,17.5973,11/7/2011,4.0856,11/7/2011,3.7141,11/7/2011,13.3325,11/7/2011,10.5405,11/7/2011,14.7029,11/7/2011,25.1409,11/7/2011,24.8335,11/7/2011,15.625,11/7/2011,12.6281,11/7/2011,5.8274,11/7/2011,3.4964,11/7/2011,2.459,11/7/2011,17.8535,11/7/2011,40.5354,11/7/2011,14.7285,11/7/2011,6.0835,11/7/2011,7.4411,7/8/2013,4.3435,11/7/2011,3.2531,11/14/2012,3.219,11/9/2012,12.9544,4/12/2012,2.682,11/22/2012,2.8131,11/7/2011,942.623,1/27/2012,4.6924,,,7/4/2012,7.2896,10/4/2012,5.2591,11/11/2011,0.3627,,,11/7/2011,2.5871,11/8/2011,0.1928,,
11/8/2011,4.1651,11/8/2011,14.4235,11/8/2011,17.4958,11/8/2011,3.7794,11/8/2011,3.7151,11/8/2011,13.048,11/8/2011,10.2198,11/8/2011,14.4363,11/8/2011,24.7718,11/8/2011,24.579,11/8/2011,15.0148,11/8/2011,12.4695,11/8/2011,5.8491,11/8/2011,3.3809,11/8/2011,2.4296,11/8/2011,17.8558,11/8/2011,40.8793,11/8/2011,14.4492,11/8/2011,6.0805,11/8/2011,7.456,7/9/2013,4.4546,11/8/2011,3.2266,11/15/2012,3.0815,11/12/2012,12.9658,4/13/2012,2.693,11/26/2012,2.8366,11/8/2011,902.4296,1/30/2012,4.6515,,,7/6/2012,7.3474,10/5/2012,5.2337,11/14/2011,0.3634,,,11/8/2011,2.5839,11/9/2011,0.193,,
11/9/2011,4.2331,11/9/2011,14.4493,11/9/2011,17.2543,11/9/2011,3.8471,11/9/2011,3.8085,11/9/2011,13.3428,11/9/2011,10.5893,11/9/2011,14.8868,11/9/2011,25.6948,11/9/2011,25.3345,11/9/2011,15.44,11/9/2011,12.8667,11/9/2011,5.9444,11/9/2011,3.4869,11/9/2011,2.4575,11/9/2011,18.1163,11/9/2011,41.5594,11/9/2011,15.0798,11/9/2011,6.2404,11/9/2011,7.437,,,11/9/2011,3.3196,11/16/2012,3.0337,11/13/2012,12.969,4/16/2012,2.7091,11/28/2012,2.846,11/9/2011,905.8158,1/31/2012,4.5747,,,7/9/2012,7.3061,10/9/2012,5.2659,11/15/2011,0.4803,,,11/9/2011,2.5862,11/10/2011,0.1803,,
11/10/2011,4.2638,11/10/2011,14.6979,11/10/2011,17.841,11/10/2011,3.7357,11/10/2011,3.813,11/10/2011,13.3969,11/10/2011,10.4341,11/10/2011,14.904,11/10/2011,25.2222,11/10/2011,25.3124,11/10/2011,15.5095,11/10/2011,12.8301,11/10/2011,5.9384,11/10/2011,3.4008,11/10/2011,2.4217,11/10/2011,17.957,11/10/2011,41.8653,11/10/2011,14.5691,11/10/2011,6.2218,11/10/2011,7.3039,,,11/10/2011,3.3492,11/19/2012,3.1416,11/14/2012,12.8509,4/17/2012,2.7,11/30/2012,2.8236,11/10/2011,896.5606,2/1/2012,4.5496,,,7/10/2012,7.3487,10/10/2012,5.1112,11/16/2011,0.4413,,,11/10/2011,2.5892,11/11/2011,0.1814,,
11/11/2011,4.2876,11/11/2011,14.5337,11/11/2011,17.7202,11/11/2011,3.7694,11/11/2011,3.8212,11/11/2011,13.2124,11/11/2011,10.3238,11/11/2011,14.8834,11/11/2011,25.3238,11/11/2011,25.3238,11/11/2011,15.57,11/11/2011,12.785,11/11/2011,5.9845,11/11/2011,3.3679,11/11/2011,2.4741,11/11/2011,18.5751,11/11/2011,42.1632,11/11/2011,14.6503,11/11/2011,6.2824,11/11/2011,7.3446,,,11/11/2011,3.4197,11/20/2012,3.0229,11/15/2012,12.6957,4/18/2012,2.6714,12/3/2012,2.8328,11/11/2011,975.3886,2/2/2012,4.6087,,,7/11/2012,7.446,10/11/2012,5.1033,11/17/2011,0.4026,,,11/11/2011,2.5777,11/14/2011,0.1817,,
11/14/2011,4.2829,11/14/2011,14.6788,11/14/2011,17.8845,11/14/2011,3.9455,11/14/2011,3.8417,11/14/2011,13.3679,11/14/2011,10.4997,11/14/2011,15.0681,11/14/2011,25.464,11/14/2011,25.5289,11/14/2011,15.7301,11/14/2011,12.9007,11/14/2011,6.0091,11/14/2011,3.3744,11/14/2011,2.4659,11/14/2011,18.4815,11/14/2011,41.9857,11/14/2011,14.4581,11/14/2011,6.2687,11/14/2011,7.4497,,,11/14/2011,3.3874,11/21/2012,3.0197,11/16/2012,12.6505,4/19/2012,2.6503,12/4/2012,2.8107,11/14/2011,991.5639,2/3/2012,4.5846,,,7/12/2012,7.6787,10/12/2012,5.1053,11/18/2011,0.39,,,11/14/2011,2.6087,11/15/2011,0.1818,,
11/15/2011,4.2451,11/15/2011,14.6177,11/15/2011,17.6814,11/15/2011,3.9076,11/15/2011,3.7778,11/15/2011,13.3844,11/15/2011,10.2947,11/15/2011,14.9682,11/15/2011,25.2759,11/15/2011,25.2759,11/15/2011,15.6043,11/15/2011,12.7093,11/15/2011,5.8549,11/15/2011,3.4013,11/15/2011,2.4796,11/15/2011,18.1747,11/15/2011,41.6721,11/15/2011,14.4359,11/15/2011,6.1794,11/15/2011,7.3997,,,11/15/2011,3.3364,11/22/2012,3.1163,11/19/2012,12.6894,4/20/2012,2.648,12/5/2012,2.8044,11/15/2011,948.9809,2/6/2012,4.6102,,,7/13/2012,7.5126,10/15/2012,5.08,11/21/2011,0.3769,,,11/15/2011,2.7132,11/16/2011,0.1817,,
11/16/2011,4.2700,11/16/2011,14.6398,11/16/2011,17.7677,11/16/2011,3.8157,11/16/2011,3.7508,11/16/2011,13.4848,11/16/2011,10.2271,11/16/2011,15.0032,11/16/2011,25.0746,11/16/2011,25.6976,11/16/2011,15.8079,11/16/2011,12.8618,11/16/2011,5.8793,11/16/2011,3.3225,11/16/2011,2.4659,11/16/2011,18.0402,11/16/2011,41.2719,11/16/2011,14.3803,11/16/2011,6.1648,11/16/2011,7.3718,,,11/16/2011,3.3225,11/26/2012,3.1653,11/20/2012,11.8713,4/23/2012,2.6874,12/6/2012,2.8526,11/16/2011,909.7988,2/7/2012,4.6312,,,7/17/2012,7.4055,10/16/2012,5.0691,11/22/2011,0.3637,,,11/16/2011,2.5568,11/17/2011,0.1818,,
11/17/2011,4.3507,11/17/2011,15.0000,11/17/2011,18.2597,11/17/2011,3.7533,11/17/2011,3.8442,11/17/2011,13.987,11/17/2011,10.4805,11/17/2011,15.5584,11/17/2011,26.013,11/17/2011,26.4805,11/17/2011,16.4026,11/17/2011,13.2468,11/17/2011,6.013,11/17/2011,3.3766,11/17/2011,2.4675,11/17/2011,18.039,11/17/2011,42.4026,11/17/2011,14.5455,11/17/2011,6.2468,11/17/2011,7.2727,,,11/17/2011,3.3507,11/27/2012,3.1033,11/21/2012,11.7633,4/24/2012,2.6734,12/7/2012,2.9026,11/17/2011,914.2857,2/8/2012,4.5702,,,7/18/2012,7.6611,10/17/2012,5.0774,11/24/2011,0.3503,,,11/17/2011,2.6234,11/18/2011,0.169,,
11/18/2011,4.3156,11/18/2011,14.8967,11/18/2011,18.2504,11/18/2011,3.7957,11/18/2011,3.8087,11/18/2011,13.8048,11/18/2011,10.3861,11/18/2011,15.7676,11/18/2011,25.6207,11/18/2011,26.5306,11/18/2011,16.5865,11/18/2011,13.2718,11/18/2011,5.9925,11/18/2011,3.4057,11/18/2011,2.4568,11/18/2011,17.8734,11/18/2011,41.9862,11/18/2011,14.4027,11/18/2011,6.1874,11/18/2011,7.4223,,,11/18/2011,3.3407,11/28/2012,3.1758,11/22/2012,12.0044,4/25/2012,2.6878,12/10/2012,2.9612,11/18/2011,919.0173,2/9/2012,4.5402,,,7/19/2012,7.6326,10/18/2012,5.048,11/25/2011,0.3603,,,11/18/2011,2.6258,11/21/2011,0.1689,,
11/21/2011,4.3145,11/21/2011,15.0487,11/21/2011,18.1287,11/21/2011,3.5738,11/21/2011,3.8467,11/21/2011,13.8142,11/21/2011,10.5003,11/21/2011,16.2573,11/21/2011,26.0949,11/21/2011,27.2775,11/21/2011,16.8811,11/21/2011,13.4633,11/21/2011,6.1339,11/21/2011,3.4308,11/21/2011,2.4561,11/21/2011,18.0507,11/21/2011,41.5855,11/21/2011,14.6719,11/21/2011,6.1858,11/21/2011,7.5374,,,11/21/2011,3.3658,11/29/2012,3.1676,11/26/2012,12.0526,4/26/2012,2.684,12/11/2012,2.9597,11/21/2011,894.0871,2/10/2012,4.5226,,,7/20/2012,7.514,10/19/2012,5.0416,11/28/2011,0.3719,,,11/21/2011,2.6251,11/22/2011,0.1689,,
11/22/2011,4.2993,11/22/2011,15.3656,11/22/2011,18.1192,11/22/2011,3.6498,11/22/2011,3.8187,11/22/2011,14.0278,11/22/2011,10.6378,11/22/2011,16.4567,11/22/2011,26.1073,11/22/2011,27.601,11/22/2011,17.301,11/22/2011,13.768,11/22/2011,6.0008,11/22/2011,3.403,11/22/2011,2.4808,11/22/2011,18.0023,11/22/2011,42.0834,11/22/2011,15.5864,11/22/2011,6.4554,11/22/2011,7.7543,,,11/22/2011,3.429,11/30/2012,3.1629,11/27/2012,11.8656,4/27/2012,2.6846,12/12/2012,2.8389,11/22/2011,884.5305,2/13/2012,4.5238,,,7/24/2012,7.5457,10/22/2012,5.0119,11/29/2011,0.3725,,,11/22/2011,2.6237,11/24/2011,0.1687,,
11/24/2011,4.2294,11/24/2011,15.3347,11/24/2011,17.9813,11/24/2011,3.5158,11/24/2011,3.7104,11/24/2011,13.726,11/24/2011,10.3918,11/24/2011,16.3986,11/24/2011,25.6876,11/24/2011,27.1925,11/24/2011,16.9694,11/24/2011,13.739,11/24/2011,5.8511,11/24/2011,3.3342,11/24/2011,2.4261,11/24/2011,17.3197,11/24/2011,41.4504,11/24/2011,14.699,11/24/2011,6.3311,11/24/2011,7.4857,,,11/24/2011,3.3731,12/3/2012,3.1854,11/28/2012,12.0923,5/1/2012,2.7182,12/14/2012,2.9239,11/24/2011,841.9824,2/14/2012,4.5142,,,7/25/2012,7.6068,10/23/2012,5.0113,11/30/2011,0.3739,,,11/24/2011,2.6207,11/25/2011,0.1673,,
11/25/2011,4.2466,11/25/2011,15.4549,11/25/2011,18.0543,11/25/2011,3.6289,11/25/2011,3.719,11/25/2011,13.6533,11/25/2011,10.3204,11/25/2011,16.4458,11/25/2011,25.4021,11/25/2011,27.4739,11/25/2011,17.1535,11/25/2011,13.7563,11/25/2011,5.8294,11/25/2011,3.2943,11/25/2011,2.4707,11/25/2011,16.9991,11/25/2011,41.3718,11/25/2011,14.4254,11/25/2011,6.2154,11/25/2011,7.5537,,,11/25/2011,3.3973,12/4/2012,3.4095,11/29/2012,12.0614,5/2/2012,2.7057,12/17/2012,2.8766,11/25/2011,813.2801,2/15/2012,4.4927,,,7/26/2012,7.6392,10/24/2012,5.0119,12/1/2011,0.3732,,,11/25/2011,2.5737,11/28/2011,0.1667,,
11/28/2011,4.1934,11/28/2011,14.5165,11/28/2011,17.7738,11/28/2011,3.5907,11/28/2011,3.6676,11/28/2011,13.2855,11/28/2011,10.1436,11/28/2011,16.1323,11/28/2011,24.6345,11/28/2011,26.9813,11/28/2011,16.9531,11/28/2011,13.3368,11/28/2011,5.7707,11/28/2011,3.3214,11/28/2011,2.5006,11/28/2011,16.9531,11/28/2011,40.7156,11/28/2011,14.1318,11/28/2011,6.2067,11/28/2011,7.4635,,,11/28/2011,3.3085,12/5/2012,3.2779,11/30/2012,11.9971,5/7/2012,2.6398,12/18/2012,2.9247,11/28/2011,829.6999,2/16/2012,4.5604,,,7/27/2012,7.8656,10/25/2012,4.9875,12/2/2011,0.3721,,,11/28/2011,2.693,11/29/2011,0.167,,
11/29/2011,4.2132,11/29/2011,14.3995,11/29/2011,17.9191,11/29/2011,3.7251,11/29/2011,3.6994,11/29/2011,13.2306,11/29/2011,10.1606,11/29/2011,16.3134,11/29/2011,24.1619,11/29/2011,26.8979,11/29/2011,16.9685,11/29/2011,13.0636,11/29/2011,5.7547,11/29/2011,3.3783,11/29/2011,2.6333,11/29/2011,17.3539,11/29/2011,41.2331,11/29/2011,14.7592,11/29/2011,6.4483,11/29/2011,7.5658,,,11/29/2011,3.3911,12/7/2012,3.3884,12/3/2012,12.1581,5/8/2012,2.6939,12/20/2012,3.0598,11/29/2011,846.4997,2/17/2012,4.5952,,,7/30/2012,7.6058,10/26/2012,5.1292,12/5/2011,0.3857,,,11/29/2011,2.569,11/30/2011,0.1676,,
11/30/2011,4.2542,11/30/2011,14.7480,11/30/2011,18.7444,11/30/2011,3.6612,11/30/2011,3.7901,11/30/2011,13.678,11/30/2011,10.223,11/30/2011,16.8751,11/30/2011,24.8679,11/30/2011,27.6138,11/30/2011,17.6357,11/30/2011,13.3041,11/30/2011,5.8915,11/30/2011,3.4292,11/30/2011,2.6428,11/30/2011,17.481,11/30/2011,42.091,11/30/2011,15.1089,11/30/2011,6.6134,11/30/2011,7.5674,,,11/30/2011,3.3518,12/10/2012,3.5194,12/4/2012,12.2205,5/9/2012,2.6986,12/21/2012,2.9468,11/30/2011,823.7721,2/20/2012,4.5369,,,8/1/2012,7.8507,10/29/2012,5.1247,12/6/2011,0.3731,,,11/30/2011,2.5783,12/1/2011,0.1673,,
12/1/2011,4.3629,12/1/2011,14.7490,12/1/2011,18.8546,12/1/2011,3.6551,12/1/2011,3.8224,12/1/2011,13.668,12/1/2011,10.1802,12/1/2011,16.7954,12/1/2011,24.1956,12/1/2011,27.5032,12/1/2011,17.5547,12/1/2011,13.166,12/1/2011,5.9331,12/1/2011,3.4363,12/1/2011,2.6126,12/1/2011,17.5676,12/1/2011,41.8275,12/1/2011,14.6847,12/1/2011,6.4608,12/1/2011,7.722,,,12/1/2011,3.3719,12/11/2012,3.5056,12/5/2012,12.1403,5/10/2012,2.6638,12/25/2012,2.9276,12/1/2011,877.7349,2/21/2012,4.5529,,,8/2/2012,7.5911,10/30/2012,5.1363,12/7/2011,0.3992,,,12/1/2011,2.6255,12/2/2011,0.1796,,
12/2/2011,4.3880,12/2/2011,14.6651,12/2/2011,18.8735,12/2/2011,3.631,12/2/2011,3.8106,12/2/2011,13.7285,12/2/2011,10.059,12/2/2011,16.8463,12/2/2011,23.3385,12/2/2011,27.4314,12/2/2011,17.5263,12/2/2011,13.2025,12/2/2011,5.9405,12/2/2011,3.3872,12/2/2011,2.5917,12/2/2011,17.1671,12/2/2011,41.6346,12/2/2011,15.281,12/2/2011,6.428,12/2/2011,7.6597,,,12/2/2011,3.3487,12/12/2012,3.5727,12/6/2012,12.1389,5/11/2012,2.6418,12/26/2012,2.8986,12/2/2011,859.6356,2/22/2012,4.5783,,,8/3/2012,7.5563,10/31/2012,5.1221,12/8/2011,0.386,,,12/2/2011,2.5917,12/5/2011,0.18,,
12/5/2011,4.3970,12/5/2011,14.8496,12/5/2011,18.8995,12/5/2011,3.6256,12/5/2011,3.8442,12/5/2011,13.7439,12/5/2011,10.0926,12/5/2011,16.9581,12/5/2011,23.5536,12/5/2011,27.5006,12/5/2011,17.6909,12/5/2011,13.4482,12/5/2011,5.9013,12/5/2011,3.4456,12/5/2011,2.6228,12/5/2011,17.0995,12/5/2011,42.1702,12/5/2011,15.7881,12/5/2011,6.4412,12/5/2011,7.5469,,,12/5/2011,3.3942,12/13/2012,3.4144,12/7/2012,12.1448,5/14/2012,2.6306,12/28/2012,2.8346,12/5/2011,989.9717,2/23/2012,4.5523,,,8/6/2012,7.5723,11/1/2012,5.1036,12/9/2011,0.3865,,,12/5/2011,2.6485,12/6/2011,0.1801,,
12/6/2011,4.3876,12/6/2011,14.6037,12/6/2011,18.6053,12/6/2011,3.5641,12/6/2011,3.8085,12/6/2011,13.6516,12/6/2011,10.0103,12/6/2011,16.8811,12/6/2011,23.5718,12/6/2011,27.2517,12/6/2011,17.5888,12/6/2011,13.2656,12/6/2011,5.893,12/6/2011,3.3839,12/6/2011,2.5733,12/6/2011,17.3315,12/6/2011,41.7524,12/6/2011,15.5044,12/6/2011,6.3047,12/6/2011,7.3469,,,12/6/2011,3.3453,12/14/2012,3.4751,12/10/2012,12.1359,5/15/2012,2.5833,1/4/2013,2.8086,12/6/2011,1073.0829,2/24/2012,4.65,,,8/7/2012,7.6239,11/2/2012,5.0845,12/12/2011,0.3853,,,12/6/2011,2.6119,12/7/2011,0.1803,,
12/7/2011,4.4173,12/7/2011,14.6298,12/7/2011,18.8796,12/7/2011,3.5415,12/7/2011,3.8506,12/7/2011,13.9343,12/7/2011,10.3026,12/7/2011,17.0509,12/7/2011,24.1211,12/7/2011,27.4952,12/7/2011,17.7334,12/7/2011,13.4192,12/7/2011,5.924,12/7/2011,3.4514,12/7/2011,2.6272,12/7/2011,17.7849,12/7/2011,42.8204,12/7/2011,16.0979,12/7/2011,6.4005,12/7/2011,7.6884,,,12/7/2011,3.387,12/17/2012,3.4137,12/11/2012,12.13,5/16/2012,2.5667,1/7/2013,2.7138,12/7/2011,1137.1539,2/27/2012,4.7157,,,8/8/2012,7.6992,11/5/2012,5.0966,12/13/2011,0.3849,,,12/7/2011,2.6143,12/8/2011,0.2058,,
12/8/2011,4.4513,12/8/2011,14.1902,12/8/2011,18.6672,12/8/2011,3.1391,12/8/2011,3.8981,12/8/2011,13.7656,12/8/2011,10.009,12/8/2011,17.0205,12/8/2011,24.2378,12/8/2011,27.3897,12/8/2011,17.8052,12/8/2011,13.4054,12/8/2011,5.9951,12/8/2011,3.3835,12/8/2011,2.6245,12/8/2011,17.8953,12/8/2011,43.0979,12/8/2011,16.5187,12/8/2011,6.3811,12/8/2011,7.8734,,,12/8/2011,3.3835,12/18/2012,3.2933,12/12/2012,12.0294,5/17/2012,2.6077,1/8/2013,2.7284,12/8/2011,1076.8043,2/28/2012,4.7075,,,8/9/2012,7.7519,11/6/2012,5.089,12/14/2011,0.3842,,,12/8/2011,2.6245,12/9/2011,0.2061,,
12/9/2011,4.4705,12/9/2011,14.2103,12/9/2011,18.6292,12/9/2011,3.1822,12/9/2011,3.8908,12/9/2011,13.7465,12/9/2011,9.9588,12/9/2011,16.9286,12/9/2011,24.3494,12/9/2011,27.1193,12/9/2011,17.6887,12/9/2011,13.579,12/9/2011,6.0423,12/9/2011,3.4012,12/9/2011,2.6926,12/9/2011,17.5986,12/9/2011,42.9657,12/9/2011,16.6065,12/9/2011,6.3643,12/9/2011,8.0263,,,12/9/2011,3.3754,12/19/2012,3.3041,12/13/2012,11.9804,5/18/2012,2.578,1/9/2013,2.7064,12/9/2011,1131.1518,2/29/2012,4.592,,,8/10/2012,7.6795,11/7/2012,5.1183,12/15/2011,0.3595,,,12/9/2011,2.6797,12/12/2011,0.2183,,
