,6954 JP Equity,,6501 JP Equity,,6301 JP Equity,,6503 JP Equity,,7011 JP Equity,,6861 JP Equity,,6326 JP Equity,,6981 JP Equity,,8053 JP Equity,,6273 JP Equity,,6367 JP Equity,,9064 JP Equity,,1963 JP Equity,,7205 JP Equity,,6645 JP Equity,,7013 JP Equity,,6806 JP Equity,,6471 JP Equity,,9062 JP Equity,,9104 JP Equity,,9101 JP Equity,,1801 JP Equity,,6305 JP Equity,,1802 JP Equity,,1812 JP Equity,,1803 JP Equity,,6841 JP Equity,,6506 JP Equity,,6366 JP Equity,,6481 JP Equity,,6113 JP Equity,,6370 JP Equity,,6302 JP Equity,,6504 JP Equity,,6268 JP Equity,,9301 JP Equity,,6361 JP Equity,,6465 JP Equity,,9962 JP Equity,,9364 JP Equity,,6146 JP Equity,,1881 JP Equity,,1944 JP Equity,,9107 JP Equity,,6395 JP Equity,,1721 JP Equity,,9076 JP Equity,,6754 JP Equity,,6472 JP Equity,,9086 JP Equity,,9075 JP Equity,,5801 JP Equity,,7458 JP Equity,,6845 JP Equity,,1883 JP Equity,,6856 JP Equity,,6961 JP Equity,,6136 JP Equity,,1983 JP Equity,,6269 JP Equity,,6141 JP Equity,,9375 JP Equity,,9706 JP Equity,,7003 JP Equity,,1951 JP Equity,,6103 JP Equity,,9065 JP Equity,,1414 JP Equity,,7004 JP Equity,,9303 JP Equity,,9072 JP Equity,,6755 JP Equity,,6474 JP Equity,,6371 JP Equity,,6005 JP Equity,,6383 JP Equity
1/25/2012,168.06074,1/25/2012,5.64921,1/25/2012,27.49968,1/25/2012,10.06305,1/25/2012,4.61974,1/25/2012,230.69454,1/25/2012,8.85343,1/25/2012,54.8192,1/25/2012,14.11659,1/25/2012,169.34757,1/25/2012,28.97954,1/25/2012,16.44576,1/25/2012,26.45734,1/25/2012,6.54999,1/25/2012,21.38721,1/25/2012,2.63801,1/25/2012,94.71111,1/25/2012,7.38644,1/25/2012,3.95059,1/25/2012,3.83477,1/25/2012,2.61228,1/25/2012,2.72809,1/25/2012,19.5213,1/25/2012,4.70982,1/25/2012,3.30717,1/25/2012,4.45245,1/25/2012,9.58693,1/25/2012,8.87917,1/25/2012,11.06679,1/25/2012,21.81186,1/25/2012,6.88457,1/25/2012,26.97208,1/25/2012,6.33123,1/25/2012,2.92112,1/25/2012,21.12984,1/25/2012,11.09252,1/25/2012,4.0278,8/29/2012,27.92381,1/25/2012,23.40754,1/25/2012,8.67327,1/25/2012,54.94788,1/25/2012,10.82229,1/25/2012,8.49312,1/25/2012,1.94312,1/25/2012,6.6272,1/25/2012,10.97671,1/25/2012,7.6438,1/25/2012,10.55205,1/25/2012,4.32377,1/25/2012,16.53584,1/25/2012,5.71355,1/25/2012,2.62514,1/25/2012,19.08377,1/25/2012,21.91481,1/25/2012,12.05765,1/25/2012,30.38219,1/25/2012,21.63171,1/25/2012,14.66993,1/25/2012,11.4271,1/25/2012,18.04144,1/25/2012,9.76708,1/25/2012,29.75164,1/25/2012,14.05225,1/25/2012,1.80157,1/25/2012,9.68987,1/25/2012,7.21915,1/25/2012,3.92485,1/25/2012,25.19624,1/25/2012,1.44126,1/25/2012,4.8385,1/25/2012,10.42337,1/25/2012,5.94518,1/25/2012,5.0444,1/25/2012,5.90658,1/25/2012,28.55488,1/25/2012,5.6106
1/26/2012,165.24658,1/26/2012,5.62871,1/26/2012,27.36896,1/26/2012,9.85025,1/26/2012,4.5701,1/26/2012,231.20438,1/26/2012,8.882,1/26/2012,55.64162,1/26/2012,14.05887,1/26/2012,169.76504,1/26/2012,28.90524,1/26/2012,16.40847,1/26/2012,26.42654,1/26/2012,6.59695,1/26/2012,21.43042,1/26/2012,2.6078,1/26/2012,93.72579,1/26/2012,7.31991,1/26/2012,3.97625,1/26/2012,3.86006,1/26/2012,2.56907,1/26/2012,2.7369,1/26/2012,18.96463,1/26/2012,4.73793,1/26/2012,3.30493,1/26/2012,4.47973,1/26/2012,9.47586,1/26/2012,8.882,1/26/2012,10.93468,1/26/2012,21.53369,1/26/2012,6.76478,1/26/2012,26.91712,1/26/2012,6.32585,1/26/2012,2.71108,1/26/2012,21.04312,1/26/2012,11.16705,1/26/2012,4.00207,8/30/2012,28.16955,1/26/2012,23.00542,1/26/2012,8.68836,1/26/2012,53.57604,1/26/2012,10.90886,1/26/2012,8.49471,1/26/2012,1.89775,1/26/2012,6.57113,1/26/2012,11.17996,1/26/2012,7.64265,1/26/2012,10.50865,1/26/2012,4.28608,1/26/2012,16.67958,1/26/2012,5.71908,1/26/2012,2.68526,1/26/2012,18.99045,1/26/2012,21.94681,1/26/2012,12.12239,1/26/2012,30.68681,1/26/2012,21.79189,1/26/2012,14.53653,1/26/2012,11.32197,1/26/2012,17.7511,1/26/2012,9.5275,1/26/2012,29.47328,1/26/2012,13.94268,1/26/2012,1.80738,1/26/2012,9.82443,1/26/2012,7.28118,1/26/2012,3.80842,1/26/2012,25.05809,1/26/2012,1.42009,1/26/2012,4.86703,1/26/2012,10.46992,1/26/2012,5.97728,1/26/2012,5.06068,1/26/2012,5.874,1/26/2012,28.44049,1/26/2012,5.64162
1/27/2012,167.75287,1/27/2012,5.6048,1/27/2012,27.34619,1/27/2012,9.94526,1/27/2012,4.58811,1/27/2012,232.01251,1/27/2012,8.88947,1/27/2012,55.2659,1/27/2012,14.44213,1/27/2012,172.96663,1/27/2012,29.0146,1/27/2012,16.56674,1/27/2012,27.05944,1/27/2012,6.67362,1/27/2012,21.22002,1/27/2012,2.58081,1/27/2012,94.36913,1/27/2012,7.39051,1/27/2012,4.0146,1/27/2012,3.79301,1/27/2012,2.54171,1/27/2012,2.75026,1/27/2012,19.04327,1/27/2012,4.75756,1/27/2012,3.36288,1/27/2012,4.53597,1/27/2012,9.59333,1/27/2012,8.9025,1/27/2012,11.07925,1/27/2012,21.24609,1/27/2012,6.67362,1/27/2012,27.15068,1/27/2012,6.41293,1/27/2012,2.64599,1/27/2012,21.25912,1/27/2012,11.39208,1/27/2012,3.92336,8/31/2012,27.96221,1/27/2012,23.21429,1/27/2012,8.75912,1/27/2012,52.85454,1/27/2012,10.94891,1/27/2012,8.45933,1/27/2012,1.87696,1/27/2012,6.64755,1/27/2012,11.17049,1/27/2012,7.71637,1/27/2012,10.79249,1/27/2012,4.24922,1/27/2012,16.95777,1/27/2012,5.74818,1/27/2012,2.64599,1/27/2012,19.29093,1/27/2012,21.96298,1/27/2012,12.10897,1/27/2012,32.19499,1/27/2012,21.80657,1/27/2012,14.5073,1/27/2012,11.33994,1/27/2012,17.81804,1/27/2012,9.77581,1/27/2012,30.12252,1/27/2012,13.97289,1/27/2012,1.81178,1/27/2012,9.88008,1/27/2012,7.22106,1/27/2012,3.85819,1/27/2012,25.29979,1/27/2012,1.42075,1/27/2012,4.91397,1/27/2012,10.55787,1/27/2012,5.89155,1/27/2012,5.08342,1/27/2012,5.91762,1/27/2012,28.51929,1/27/2012,5.59176
1/30/2012,166.14256,1/30/2012,5.60797,1/30/2012,27.8826,1/30/2012,8.51677,1/30/2012,4.57285,1/30/2012,230.01239,1/30/2012,8.84434,1/30/2012,56.40723,1/30/2012,14.33438,1/30/2012,173.087,1/30/2012,28.78669,1/30/2012,16.53564,1/30/2012,26.72956,1/30/2012,6.55136,1/30/2012,19.98166,1/30/2012,2.65985,1/30/2012,94.60168,1/30/2012,7.38994,1/30/2012,4.02254,1/30/2012,3.73428,1/30/2012,2.50262,1/30/2012,2.75157,1/30/2012,19.2348,1/30/2012,4.74319,1/30/2012,3.3674,1/30/2012,4.50734,1/30/2012,9.59119,1/30/2012,8.70021,1/30/2012,11.25524,1/30/2012,21.09539,1/30/2012,6.93134,1/30/2012,27.3847,1/30/2012,6.40723,1/30/2012,2.58124,1/30/2012,21.09539,1/30/2012,11.36006,1/30/2012,3.87841,9/3/2012,28.21921,1/30/2012,23.29665,1/30/2012,8.76572,1/30/2012,52.54193,1/30/2012,10.84906,1/30/2012,8.55608,1/30/2012,1.86059,1/30/2012,6.80031,1/30/2012,11.03249,1/30/2012,7.74371,1/30/2012,10.75734,1/30/2012,4.15356,1/30/2012,16.86321,1/30/2012,5.7914,1/30/2012,2.63365,1/30/2012,19.36583,1/30/2012,21.96017,1/30/2012,12.0021,1/30/2012,31.97065,1/30/2012,21.72432,1/30/2012,14.64885,1/30/2012,11.33386,1/30/2012,17.47904,1/30/2012,9.73532,1/30/2012,29.71698,1/30/2012,13.96751,1/30/2012,1.74266,1/30/2012,9.89256,1/30/2012,7.15409,1/30/2012,3.79979,1/30/2012,25.26205,1/30/2012,1.41509,1/30/2012,4.91352,1/30/2012,10.74423,1/30/2012,5.7783,1/30/2012,5.08386,1/30/2012,5.84382,1/30/2012,28.28878,1/30/2012,5.58176
1/31/2012,167.91192,1/31/2012,5.58396,1/31/2012,28.16883,1/31/2012,8.96579,1/31/2012,4.57465,1/31/2012,226.28964,1/31/2012,9.01822,1/31/2012,57.21589,1/31/2012,14.35313,1/31/2012,173.41722,1/31/2012,28.96841,1/31/2012,16.52903,1/31/2012,27.51344,1/31/2012,6.40975,1/31/2012,20.14681,1/31/2012,2.62158,1/31/2012,95.94967,1/31/2012,7.43217,1/31/2012,3.9979,1/31/2012,3.77507,1/31/2012,2.52982,1/31/2012,2.76576,1/31/2012,19.7929,1/31/2012,4.8237,1/31/2012,3.38183,1/31/2012,4.57465,1/31/2012,9.87023,1/31/2012,8.8216,1/31/2012,11.6529,1/31/2012,21.4707,1/31/2012,6.90785,1/31/2012,27.13331,1/31/2012,6.39664,1/31/2012,2.63468,1/31/2012,21.23476,1/31/2012,11.53493,1/31/2012,3.89304,9/4/2012,27.96837,1/31/2012,23.2927,1/31/2012,8.79539,1/31/2012,53.93892,1/31/2012,11.1548,1/31/2012,8.75606,1/31/2012,1.88753,1/31/2012,6.84231,1/31/2012,11.18102,1/31/2012,7.62878,1/31/2012,11.90195,1/31/2012,4.11587,1/31/2012,16.98781,1/31/2012,5.87233,1/31/2012,2.6609,1/31/2012,19.18993,1/31/2012,21.98191,1/31/2012,12.11168,1/31/2012,31.89147,1/31/2012,22.65041,1/31/2012,14.95609,1/31/2012,11.25967,1/31/2012,17.87915,1/31/2012,9.71294,1/31/2012,29.93839,1/31/2012,13.84192,1/31/2012,1.75646,1/31/2012,10.01442,1/31/2012,7.24866,1/31/2012,3.84061,1/31/2012,25.32442,1/31/2012,1.45497,1/31/2012,4.88924,1/31/2012,10.49941,1/31/2012,5.62328,1/31/2012,4.96789,1/31/2012,5.8199,1/31/2012,28.41788,1/31/2012,5.63639
2/1/2012,166.12036,2/1/2012,5.33631,2/1/2012,27.88777,2/1/2012,8.94192,2/1/2012,4.58896,2/1/2012,223.01155,2/1/2012,8.88947,2/1/2012,57.362,2/1/2012,14.40934,2/1/2012,174.5116,2/1/2012,28.84489,2/1/2012,16.41537,2/1/2012,27.71732,2/1/2012,6.6081,2/1/2012,19.78497,2/1/2012,2.67471,2/1/2012,95.45037,2/1/2012,7.51278,2/1/2012,3.98584,2/1/2012,3.99895,2/1/2012,2.67471,2/1/2012,2.80582,2/1/2012,19.77186,2/1/2012,4.82496,2/1/2012,3.38272,2/1/2012,4.53652,2/1/2012,10.04327,2/1/2012,8.82392,2/1/2012,12.12797,2/1/2012,21.34522,2/1/2012,6.79166,2/1/2012,27.58621,2/1/2012,5.76898,2/1/2012,2.62226,2/1/2012,21.24033,2/1/2012,11.45929,2/1/2012,3.97273,9/5/2012,28.34354,2/1/2012,23.84948,2/1/2012,8.95503,2/1/2012,54.14973,2/1/2012,11.06595,2/1/2012,8.32569,2/1/2012,1.99292,2/1/2012,6.66055,2/1/2012,11.28884,2/1/2012,7.73568,2/1/2012,11.80018,2/1/2012,4.24807,2/1/2012,17.17582,2/1/2012,5.83454,2/1/2012,2.63537,2/1/2012,19.14252,2/1/2012,22.04012,2/1/2012,12.32464,2/1/2012,31.96539,2/1/2012,22.39413,2/1/2012,15.32713,2/1/2012,11.90507,2/1/2012,18.34273,2/1/2012,9.82037,2/1/2012,29.67091,2/1/2012,14.27822,2/1/2012,1.77003,2/1/2012,10.05638,2/1/2012,7.52589,2/1/2012,3.95962,2/1/2012,25.71129,2/1/2012,1.44224,2/1/2012,4.92985,2/1/2012,10.50216,2/1/2012,5.7952,2/1/2012,5.2183,2/1/2012,5.88698,2/1/2012,28.858,2/1/2012,5.59853
2/2/2012,165.96639,2/2/2012,5.23897,2/2/2012,28.05935,2/2/2012,8.62658,2/2/2012,4.59559,2/2/2012,222.13999,2/2/2012,9.11239,2/2/2012,57.1166,2/2/2012,14.70588,2/2/2012,175.68277,2/2/2012,29.08351,2/2/2012,16.29464,2/2/2012,28.20378,2/2/2012,6.84086,2/2/2012,19.95798,2/2/2012,2.66544,2/2/2012,100.97164,2/2/2012,7.60242,2/2/2012,3.95221,2/2/2012,4.21481,2/2/2012,2.77048,2/2/2012,2.79674,2/2/2012,19.8792,2/2/2012,4.85819,2/2/2012,3.41387,2/2/2012,4.56933,2/2/2012,10.05777,2/2/2012,8.99422,2/2/2012,12.09296,2/2/2012,22.33456,2/2/2012,6.89338,2/2/2012,26.75945,2/2/2012,5.60662,2/2/2012,2.67857,2/2/2012,21.71744,2/2/2012,11.41019,2/2/2012,4.00473,9/6/2012,28.13529,2/2/2012,23.75263,2/2/2012,8.98109,2/2/2012,54.5562,2/2/2012,11.33141,2/2/2012,8.33771,2/2/2012,2.07458,2/2/2012,6.69643,2/2/2012,11.2395,2/2/2012,7.77311,2/2/2012,11.81723,2/2/2012,4.34611,2/2/2012,17.22689,2/2/2012,5.86922,2/2/2012,2.70483,2/2/2012,19.23582,2/2/2012,22.11134,2/2/2012,12.68382,2/2/2012,32.12973,2/2/2012,22.91229,2/2/2012,15.59874,2/2/2012,11.29202,2/2/2012,18.36922,2/2/2012,10.08403,2/2/2012,29.77941,2/2/2012,14.4958,2/2/2012,1.82511,2/2/2012,10.01838,2/2/2012,7.73372,2/2/2012,3.9916,2/2/2012,25.95851,2/2/2012,1.44433,2/2/2012,4.92384,2/2/2012,10.60924,2/2/2012,5.77731,2/2/2012,5.30462,2/2/2012,5.84296,2/2/2012,29.01786,2/2/2012,5.6854
2/3/2012,164.18495,2/3/2012,5.60345,2/3/2012,27.79519,2/3/2012,8.77743,2/3/2012,4.49321,2/3/2012,220.02945,2/3/2012,8.90805,2/3/2012,57.99373,2/3/2012,14.8511,2/3/2012,175.94044,2/3/2012,28.77482,2/3/2012,16.09195,2/3/2012,27.56008,2/3/2012,6.68757,2/3/2012,20.31087,2/3/2012,2.59927,2/3/2012,99.26855,2/3/2012,7.40596,2/3/2012,3.93156,2/3/2012,4.23197,2/3/2012,2.78213,2/3/2012,2.76907,2/3/2012,19.56635,2/3/2012,4.80669,2/3/2012,3.43521,2/3/2012,4.54545,2/3/2012,9.96604,2/3/2012,8.92111,2/3/2012,11.97753,2/3/2012,22.46604,2/3/2012,6.76594,2/3/2012,26.71108,2/3/2012,5.40752,2/3/2012,2.63845,2/3/2012,21.0162,2/3/2012,11.18077,2/3/2012,3.87931,9/7/2012,28.18217,2/3/2012,23.66771,2/3/2012,8.86886,2/3/2012,55.31609,2/3/2012,11.14159,2/3/2012,8.26803,2/3/2012,2.03762,2/3/2012,6.72675,2/3/2012,11.07628,2/3/2012,7.61494,2/3/2012,11.70324,2/3/2012,4.24504,2/3/2012,16.81034,2/3/2012,5.74713,2/3/2012,2.63845,2/3/2012,19.01776,2/3/2012,22.33542,2/3/2012,12.26489,2/3/2012,31.80512,2/3/2012,21.8652,2/3/2012,15.25601,2/3/2012,11.36364,2/3/2012,18.36468,2/3/2012,9.95298,2/3/2012,29.53239,2/3/2012,14.19801,2/3/2012,1.76332,2/3/2012,10.01829,2/3/2012,7.65413,2/3/2012,3.9185,2/3/2012,25.60084,2/3/2012,1.41066,2/3/2012,4.80669,2/3/2012,10.47544,2/3/2012,5.86468,2/3/2012,5.31609,2/3/2012,5.73406,2/3/2012,28.53971,2/3/2012,5.60345
2/6/2012,170.17109,2/6/2012,5.58966,2/6/2012,28.79718,2/6/2012,8.77628,2/6/2012,4.7277,2/6/2012,220.59435,2/6/2012,9.18114,2/6/2012,58.70445,2/6/2012,15.08424,2/6/2012,181.53324,2/6/2012,29.0845,2/6/2012,16.07679,2/6/2012,28.06582,2/6/2012,6.90871,2/6/2012,20.58247,2/6/2012,2.54669,2/6/2012,98.34139,2/6/2012,7.65313,2/6/2012,3.99634,2/6/2012,4.2053,2/6/2012,2.78177,2/6/2012,2.78177,2/6/2012,20.09926,2/6/2012,4.80606,2/6/2012,3.43477,2/6/2012,4.57098,2/6/2012,10.14758,2/6/2012,9.14196,2/6/2012,12.55061,2/6/2012,22.84184,2/6/2012,6.94789,2/6/2012,27.16469,2/6/2012,5.5113,2/6/2012,2.66423,2/6/2012,21.61421,2/6/2012,11.21849,2/6/2012,3.86574,9/10/2012,28.20087,2/6/2012,24.14784,2/6/2012,8.91994,2/6/2012,54.32937,2/6/2012,11.28379,2/6/2012,8.3453,2/6/2012,2.02429,2/6/2012,6.85647,2/6/2012,11.32297,2/6/2012,7.67925,2/6/2012,12.01515,2/6/2012,4.3359,2/6/2012,17.16077,2/6/2012,5.79862,2/6/2012,2.67729,2/6/2012,19.0414,2/6/2012,22.58065,2/6/2012,12.43307,2/6/2012,32.00993,2/6/2012,23.0508,2/6/2012,15.50215,2/6/2012,11.70171,2/6/2012,18.57124,2/6/2012,10.16064,2/6/2012,30.14235,2/6/2012,14.15698,2/6/2012,1.86757,2/6/2012,10.16064,2/6/2012,7.87515,2/6/2012,3.98328,2/6/2012,25.54525,2/6/2012,1.43659,2/6/2012,4.83218,2/6/2012,10.66998,2/6/2012,5.82474,2/6/2012,5.49824,2/6/2012,6.16429,2/6/2012,28.84942,2/6/2012,5.74638
2/7/2012,168.59633,2/7/2012,5.56784,2/7/2012,28.59373,2/7/2012,8.71601,2/7/2012,4.72226,2/7/2012,221.74391,2/7/2012,9.08027,2/7/2012,59.19084,2/7/2012,14.98634,2/7/2012,176.53181,2/7/2012,28.50267,2/7/2012,15.98803,2/7/2012,27.74815,2/7/2012,6.75166,2/7/2012,20.91843,2/7/2012,2.57578,2/7/2012,98.60804,2/7/2012,7.50618,2/7/2012,3.96774,2/7/2012,4.27995,2/7/2012,2.83596,2/7/2012,2.83596,2/7/2012,19.76063,2/7/2012,4.82633,2/7/2012,3.43437,2/7/2012,4.54013,2/7/2012,9.93886,2/7/2012,9.01522,2/7/2012,12.1764,2/7/2012,21.71198,2/7/2012,6.82971,2/7/2012,26.86354,2/7/2012,5.3597,2/7/2012,2.70587,2/7/2012,21.17861,2/7/2012,11.10967,2/7/2012,3.95473,9/11/2012,28.5108,2/7/2012,23.97554,2/7/2012,8.89814,2/7/2012,53.85716,2/7/2012,11.08365,2/7/2012,8.36477,2/7/2012,2.04241,2/7/2012,6.8167,2/7/2012,10.90152,2/7/2012,7.70131,2/7/2012,11.8772,2/7/2012,4.26694,2/7/2012,16.78158,2/7/2012,5.74997,2/7/2012,2.69286,2/7/2012,19.4224,2/7/2012,22.79173,2/7/2012,12.25446,2/7/2012,31.53376,2/7/2012,22.68765,2/7/2012,15.23351,2/7/2012,11.60401,2/7/2012,18.47275,2/7/2012,9.99089,2/7/2012,31.52075,2/7/2012,14.15377,2/7/2012,1.8863,2/7/2012,9.5616,2/7/2012,7.74034,2/7/2012,4.03278,2/7/2012,25.38051,2/7/2012,1.40497,2/7/2012,4.81332,2/7/2012,10.69338,2/7/2012,5.67191,2/7/2012,5.43775,2/7/2012,6.0882,2/7/2012,28.50267,2/7/2012,5.73696
2/8/2012,170.08569,2/8/2012,5.60893,2/8/2012,28.43417,2/8/2012,8.76396,2/8/2012,4.67411,2/8/2012,223.08255,2/8/2012,9.72475,2/8/2012,60.56868,2/8/2012,15.12594,2/8/2012,176.188,2/8/2012,28.78473,2/8/2012,16.2685,2/8/2012,27.86289,2/8/2012,6.77746,2/8/2012,20.90366,2/8/2012,2.55778,2/8/2012,99.71436,2/8/2012,7.64736,2/8/2012,4.01194,2/8/2012,4.34952,2/8/2012,2.89535,2/8/2012,2.71358,2/8/2012,19.839,2/8/2012,4.64814,2/8/2012,3.28486,2/8/2012,4.2067,2/8/2012,9.6858,2/8/2012,9.2054,2/8/2012,12.38639,2/8/2012,21.83848,2/8/2012,6.92028,2/8/2012,27.07089,2/8/2012,5.46611,2/8/2012,2.7006,2/8/2012,21.41002,2/8/2012,11.16593,2/8/2012,3.59647,9/12/2012,28.51272,2/8/2012,24.4482,2/8/2012,8.81589,2/8/2012,53.03817,2/8/2012,11.63334,2/8/2012,8.36146,2/8/2012,2.10335,2/8/2012,6.77746,2/8/2012,10.86731,2/8/2012,7.67333,2/8/2012,11.93197,2/8/2012,4.34952,2/8/2012,16.8268,2/8/2012,5.75175,2/8/2012,2.7006,2/8/2012,19.65723,2/8/2012,22.90314,2/8/2012,12.50325,2/8/2012,31.5892,2/8/2012,22.79927,2/8/2012,15.17788,2/8/2012,11.43859,2/8/2012,18.67048,2/8/2012,10.01039,2/8/2012,31.21267,2/8/2012,14.41184,2/8/2012,1.85666,2/8/2012,9.54298,2/8/2012,7.82914,2/8/2012,4.07686,2/8/2012,25.27915,2/8/2012,1.4282,2/8/2012,4.80395,2/8/2012,11.23085,2/8/2012,5.59595,2/8/2012,5.51805,2/8/2012,6.07634,2/8/2012,28.44716,2/8/2012,5.85562
2/9/2012,168.5799,2/9/2012,5.50755,2/9/2012,28.04076,2/9/2012,8.71921,2/9/2012,4.61757,2/9/2012,215.635,2/9/2012,9.64788,2/9/2012,60.23475,2/9/2012,15.01354,2/9/2012,172.83632,2/9/2012,28.00206,2/9/2012,16.12279,2/9/2012,27.57642,2/9/2012,6.77157,2/9/2012,20.63717,2/9/2012,2.51516,2/9/2012,98.67148,2/9/2012,7.57126,2/9/2012,3.99845,2/9/2012,4.32091,2/9/2012,2.915,2/9/2012,2.70863,2/9/2012,19.43764,2/9/2012,4.47569,2/9/2012,3.17297,2/9/2012,4.25642,2/9/2012,9.40281,2/9/2012,9.15775,2/9/2012,12.22752,2/9/2012,21.56585,2/9/2012,6.69418,2/9/2012,26.50587,2/9/2012,5.45595,2/9/2012,2.66993,2/9/2012,21.50135,2/9/2012,10.91191,2/9/2012,3.54701,9/13/2012,28.82361,2/9/2012,24.36476,2/9/2012,8.71921,2/9/2012,52.10886,2/9/2012,11.31175,2/9/2012,8.34516,2/9/2012,2.14111,2/9/2012,6.77157,2/9/2012,10.65394,2/9/2012,7.58416,2/9/2012,11.78898,2/9/2012,4.29511,2/9/2012,16.49684,2/9/2012,5.68812,2/9/2012,2.63124,2/9/2012,19.61821,2/9/2012,22.57191,2/9/2012,12.22752,2/9/2012,31.18793,2/9/2012,22.57191,2/9/2012,15.01354,2/9/2012,11.45363,2/9/2012,18.44447,2/9/2012,10.02193,2/9/2012,30.74939,2/9/2012,14.25255,2/9/2012,1.85735,2/9/2012,9.23513,2/9/2012,7.90662,2/9/2012,3.98555,2/9/2012,25.06127,2/9/2012,1.41881,2/9/2012,4.78524,2/9/2012,11.16987,2/9/2012,5.95898,2/9/2012,5.43016,2/9/2012,5.94609,2/9/2012,28.24713,2/9/2012,5.8042
2/10/2012,166.47339,2/10/2012,5.50187,2/10/2012,27.40626,2/10/2012,8.74887,2/10/2012,4.57415,2/10/2012,217.40404,2/10/2012,9.7539,2/10/2012,58.75532,2/10/2012,14.65017,2/10/2012,170.08118,2/10/2012,27.38049,2/10/2012,15.99021,2/10/2012,26.50432,2/10/2012,6.64863,2/10/2012,20.33243,2/10/2012,2.49968,2/10/2012,99.21402,2/10/2012,7.46038,2/10/2012,3.98145,2/10/2012,4.36799,2/10/2012,2.95065,2/10/2012,2.73161,2/10/2012,19.03105,2/10/2012,4.50973,2/10/2012,3.20835,2/10/2012,4.35511,2/10/2012,9.406,2/10/2012,9.04523,2/10/2012,11.26144,2/10/2012,20.98956,2/10/2012,6.66151,2/10/2012,26.55586,2/10/2012,5.43744,2/10/2012,2.64141,2/10/2012,21.33746,2/10/2012,10.92643,2/10/2012,3.55624,9/14/2012,28.54039,2/10/2012,24.22368,2/10/2012,8.73599,2/10/2012,51.47533,2/10/2012,11.19701,2/10/2012,8.28501,2/10/2012,2.1389,2/10/2012,6.6744,2/10/2012,10.66873,2/10/2012,7.55057,2/10/2012,11.66087,2/10/2012,4.23914,2/10/2012,16.60868,2/10/2012,5.63072,2/10/2012,2.61564,2/10/2012,19.85569,2/10/2012,22.26517,2/10/2012,12.1505,2/10/2012,31.34905,2/10/2012,21.24726,2/10/2012,15.06249,2/10/2012,11.5449,2/10/2012,18.25796,2/10/2012,9.71524,2/10/2012,30.8852,2/10/2012,13.98016,2/10/2012,1.82966,2/10/2012,9.32869,2/10/2012,7.65365,2/10/2012,3.95568,2/10/2012,25.22871,2/10/2012,1.40446,2/10/2012,4.80608,2/10/2012,11.01662,2/10/2012,6.05592,2/10/2012,5.37302,2/10/2012,5.88842,2/10/2012,28.06339,2/10/2012,5.7338
2/13/2012,170.2539,2/13/2012,5.4904,2/13/2012,27.40044,2/13/2012,8.71246,2/13/2012,4.60111,2/13/2012,222.84971,2/13/2012,9.75641,2/13/2012,58.19049,2/13/2012,14.76994,2/13/2012,170.12502,2/13/2012,27.52932,2/13/2012,15.98144,2/13/2012,27.02668,2/13/2012,6.68901,2/13/2012,20.47944,2/13/2012,2.50032,2/13/2012,100.78618,2/13/2012,7.4623,2/13/2012,4.00825,2/13/2012,4.31757,2/13/2012,2.97719,2/13/2012,2.7452,2/13/2012,19.1004,2/13/2012,4.52378,2/13/2012,3.22206,2/13/2012,4.29179,2/13/2012,9.30532,2/13/2012,9.06045,2/13/2012,11.22567,2/13/2012,20.89187,2/13/2012,6.62457,2/13/2012,26.54981,2/13/2012,5.40018,2/13/2012,2.64209,2/13/2012,21.5105,2/13/2012,10.9808,2/13/2012,3.50561,9/18/2012,27.75728,2/13/2012,24.42325,2/13/2012,8.68669,2/13/2012,51.61748,2/13/2012,11.04524,2/13/2012,8.18404,2/13/2012,2.10079,2/13/2012,6.62457,2/13/2012,10.69725,2/13/2012,7.51385,2/13/2012,11.59943,2/13/2012,4.22735,2/13/2012,16.54852,2/13/2012,5.63217,2/13/2012,2.64209,2/13/2012,19.46127,2/13/2012,22.59312,2/13/2012,12.0763,2/13/2012,31.48602,2/13/2012,21.22696,2/13/2012,15.05349,2/13/2012,11.35456,2/13/2012,18.12089,2/13/2012,9.56309,2/13/2012,30.97049,2/13/2012,13.99665,2/13/2012,1.84302,2/13/2012,9.20222,2/13/2012,7.61696,2/13/2012,3.9567,2/13/2012,25.17077,2/13/2012,1.41771,2/13/2012,4.79443,2/13/2012,11.26434,2/13/2012,6.17348,2/13/2012,5.3744,2/13/2012,5.79972,2/13/2012,28.23818,2/13/2012,5.72239
